synset_id	concept	gloss	wordnet21id	supersense	supersense_src	n_member_lemmas	n_tokens	member_lemmas_slp1	decode_src
36577	jackfruit	immense East Indian fruit resembling breadfruit of; its seeds are commonly roasted		food	propagated	1	1	panasa	word-senses
3667	sin	an act that is regarded by theologians as a transgression of God's will	00745	act	direct	1	1	Samala	word-senses
36674	rose apple	fragrant oval yellowish tropical fruit used in jellies and confections	07664	food	direct	1	1	jAmbava	word-senses
3673,35158	asūyā	displeasure			none	1	1	asUyA	lemma-fallback
3681,3619	vyabhicāra	going apart or astray			none	1	1	vyaBicAra	lemma-fallback
3687	forgery	criminal falsification by making or altering an instrument with intent to defraud	00757	act	direct	1	1	pratirUpaka	word-senses
3688,2198	dhūrti	injury			none	1	1	DUrti	lemma-fallback
36886,580	bhakta	food or a meal			none	1	1	Bakta	lemma-fallback
3691,3631	droha	injury			none	1	1	droha	lemma-fallback
36950	mace	spice made from the dried fleshy covering of the nutmeg seed	07709	food	direct	1	1	malanASinI	word-senses
36998	cardamom	aromatic seeds used as seasoning like cinnamon and cloves especially in pickles and barbecue sauces	07716	food	direct	1	1	truwi	word-senses
3701,34431	prapāta	a particular mode of flying			none	1	1	prapAta	lemma-fallback
3708	kidnapping	the unlawful act of capturing and carrying away a person against their will and holding them in false imprisonment		act	propagated	1	1	saMharaRa	word-senses
37140,11773	go	an ox			none	1	1	go	lemma-fallback
37140,37407	payas	any fluid or juice			none	1	1	payas	lemma-fallback
37141	milk	any of several nutritive milklike liquids	07738	food	direct	1	1	Denu	word-senses
37171,37170	ājya	melted or clarified butter			none	1	1	Ajya	lemma-fallback
37235,35564	madhu	anything sweet (esp. if liquid)			none	1	1	maDu	lemma-fallback
37235,64495	madhu	anything sweet (esp. if liquid)			none	1	1	maDu	lemma-fallback
37235,64495,35564	madhu	anything sweet (esp. if liquid)			none	1	1	maDu	lemma-fallback
37240,37237,37242	guḍa	a globe or ball			none	1	1	guqa	lemma-fallback
37393,37403	pāna	drinking (esp. drinking spirituous liquors)			none	1	1	pAna	lemma-fallback
37395,5743,101189	kvātha	boiling			none	1	1	kvATa	lemma-fallback
37401	elixir of life	a substance believed to maintain life indefinitely		food	propagated	1	1	mftyuMjaya	word-senses
37403	draft	a serving of drink (usually alcoholic)		food	propagated	1	1	pAna	word-senses
37406,37504	āsava	distilling			none	1	1	Asava	lemma-fallback
37446	wine	fermented juice (of grapes especially)	07784	food	direct	1	1	surA	word-senses
37504	liquor	distilled rather than fermented		food	propagated	1	1	Asava	word-senses
3756,3792	udyoga	the act of undertaking anything			none	1	1	udyoga	lemma-fallback
3756,5265	udyoga	the act of undertaking anything			none	1	1	udyoga	lemma-fallback
3759,3179	ābhoga	winding			none	1	1	ABoga	lemma-fallback
37644,64525,64946	jala	water			none	1	1	jala	lemma-fallback
37644,64716	niryāsa	exudation of trees or plants			none	1	1	niryAsa	lemma-fallback
37644,64948,27736	rasa	the sap or juice of plants			none	1	1	rasa	lemma-fallback
3769	seeking	an attempt to acquire or gain something	00776	act	direct	1	1	izwi	word-senses
37731,24995,39473	krama	a step			none	1	1	krama	lemma-fallback
37745,37746	loka	free or open space			none	1	1	loka	lemma-fallback
37745,42241	loka	free or open space			none	1	1	loka	lemma-fallback
37746,37745	loka	free or open space			none	1	1	loka	lemma-fallback
37746,38376	janapada	a community			none	1	1	janapada	lemma-fallback
37746,39162	kṣiti	an abode			none	1	1	kziti	lemma-fallback
37746,43409	jana	living being			none	1	1	jana	lemma-fallback
37746,45710	jana	living being			none	1	1	jana	lemma-fallback
37746,574	jana	living being			none	1	1	jana	lemma-fallback
37746,575	jagant	that which is alive			none	1	1	jagant	lemma-fallback
37749	young	young people collectively; 'rock music appeals to the young'; 'youth everywhere rises in revolt'	07836	group	direct	1	1	bAla	word-senses
37762,45691	śatru	an enemy			none	1	1	Satru	lemma-fallback
37763	folk	people in general; 'they're just country folk'; 'the common people determine the group character and preserve its customs from one generation to the next'		group	propagated	1	1	pfTagjana	word-senses
37763,39155	janatā	a number of men			none	1	1	janatA	lemma-fallback
37787	bunch	any collection in its entirety; 'she bought the whole caboodle'	07846	group	direct	1	1	stabaka	word-senses
37805	agglomeration	a jumbled collection or mass	07851	group	direct	1	1	saMgraha	word-senses
37815,25277	rāśi	a heap			none	1	1	rASi	lemma-fallback
37847,38128,17768	kuṭumba	a household			none	1	1	kuwumba	lemma-fallback
37848,131656	kula	a herd			none	1	1	kula	lemma-fallback
37848,17768	kula	a herd			none	1	1	kula	lemma-fallback
37848,38219	kula	a herd			none	1	1	kula	lemma-fallback
3785	test	the act of undergoing testing; 'he survived the great test of battle'; 'candidates must compete in a trial of skill'	00782	act	direct	1	1	jijYAsA	word-senses
37853,37848	kula	a herd			none	1	1	kula	lemma-fallback
37853,38221	vaṃśa	the bamboo cane or any cane (also 'sugarcane' and 'Shorea Robusta')			none	1	1	vaMSa	lemma-fallback
37853,38221,38219	vaṃśa	the bamboo cane or any cane (also 'sugarcane' and 'Shorea Robusta')			none	1	1	vaMSa	lemma-fallback
37863	class	people having the same social or economic status; 'the working class'; 'an emerging professional class'	07865	group	direct	1	1	maRqala	word-senses
37873	pair	two people considered as a unit	07868	group	direct	1	1	miTuna	word-senses
37888,37909	mithuna	pairing			none	1	1	miTuna	lemma-fallback
37909,4008,37888	mithuna	pairing			none	1	1	miTuna	lemma-fallback
37912,595	gaṇa	a flock			none	1	1	gaRa	lemma-fallback
38061	defense	the defendant and his legal advisors collectively; 'the defense called for a mistrial'	07954	group	direct	1	1	uttara	word-senses
38128,17768	gaya	a house			none	1	1	gaya	lemma-fallback
3821,5287	nigraha	keeping down or back			none	1	1	nigraha	lemma-fallback
38217	pedigree	line of descent of a pure-bred animal		group	propagated	1	1	kula	word-senses
38219,34258	janman	birth			none	1	1	janman	lemma-fallback
38219,38221	vaṃśa	the bamboo cane or any cane (also 'sugarcane' and 'Shorea Robusta')			none	1	1	vaMSa	lemma-fallback
38252	civilization	a society in an advanced state of development		group	propagated	1	1	janapada	word-senses
38404,39743	janapada	a community			none	1	1	janapada	lemma-fallback
38429	population	the people who inhabit a territory or state; 'the population seemd to be well fed and clothed'		group	propagated	1	1	prajA	word-senses
38443	horde	a vast multitude	08070	group	direct	1	1	saMGa	word-senses
38488,14711	sainya	a body of troops			none	1	1	sEnya	lemma-fallback
38488,39869	anīka	face			none	1	1	anIka	lemma-fallback
38488,4446	pṛtanā	battle			none	1	1	pftanA	lemma-fallback
38568	flight	a flock of flying birds	08107	group	direct	1	1	gaRa	word-senses
38575	audience	the part of the general public interested in a source of information or entertainment; 'every artist needs an audience'; 'the broadcast reached an audience of millions'	08109	group	direct	1	1	saBA	word-senses
38585,38440,38791	saṃgha	any collection or assemblage			none	1	1	saMGa	lemma-fallback
38665	set	an unofficial association of people or groups; 'the smart set goes there'; 'they were an angry lot'	08127	group	direct	1	1	pakza	word-senses
38693	musical organization	an organization of musicians who perform together	08133	group	direct	1	1	tUrya	word-senses
38725	faction	a dissenting clique	08138	group	direct	1	1	pakza	word-senses
3877,23695	abhiṣṭi	assistance			none	1	1	aBizwi	lemma-fallback
38827	crew	the men who man a ship or aircraft	08159	group	direct	1	1	nf	word-senses
38834,60082	gaṇa	a flock			none	1	1	gaRa	lemma-fallback
38836,595	gaṇa	a flock			none	1	1	gaRa	lemma-fallback
38960,37847	yoni	the womb			none	1	1	yoni	lemma-fallback
38962,46360	kṣatra	dominion			none	1	1	kzatra	lemma-fallback
38964,47897	śūdra	a Śūdra			none	1	1	SUdra	lemma-fallback
38972,38965	vidatha	knowledge			none	1	1	vidaTa	lemma-fallback
3902	security	measures taken as a precaution against theft or espionage or sabotage etc.; 'military security has been stepped up since the recent uprising'	00811	act	direct	1	1	praSamana	word-senses
39032	court	an assembly (including one or more judges) to conduct judicial business	08214	group	direct	1	1	aDikaraRa	word-senses
39064	agency	an administrative unit of government; 'the Central Intelligence Agency'; 'the Census Bureau'; 'Office of Management and Budget'; 'Tennessee Valley Authority'	08222	group	direct	1	1	sTAna	word-senses
39136	economy	the system of production and distribution and consumption	08252	group	direct	1	1	vArttA	word-senses
39147	generation	group of genetically related organisms constituting a single step in the line of descent	08254	group	direct	1	1	puruza	word-senses
39150	coevals	all the people living at the same time or of approximately the same age	08254	group	direct	1	1	yuga	word-senses
39215	nobility	a privileged class holding hereditary titles	08273	group	direct	1	1	aBijana	word-senses
39237	military personnel	soldiers collectively	08282	group	direct	1	1	sEnya	word-senses
39243	assortment	a collection containing a variety of sorts of things; 'a great assortment of cars was on display'; 'he had a variety of disorders'		Tops	propagated	1	1	yoga	word-senses
3925	toilet	the act of dressing and preparing yourself; 'he made his toilet and went to breakfast'		act	propagated	1	1	nepaTya	word-senses
39253	branch	an administrative division of some larger or more complex organization; 'a branch of Congress'	08286	group	direct	1	1	sTAna	word-senses
3929,27326	pramati	care			none	1	1	pramati	lemma-fallback
3929,35087	pramati	care			none	1	1	pramati	lemma-fallback
3929,3930	pramati	care			none	1	1	pramati	lemma-fallback
39293	side	one of two or more contesting groups (in games or war or politics); 'the Confederate side was prepared to attack'		group	propagated	1	1	pakza	word-senses
39342,25712,28323	vyūha	placing apart			none	1	1	vyUha	lemma-fallback
39390	procession	a collection of things moving ahead in an orderly manner		Tops	propagated	1	1	anuyAna	word-senses
39407,23024	mālā	a wreath			none	1	1	mAlA	lemma-fallback
39413	row	an arrangement of objects or people side by side in a line: 'a row of chairs'		Tops	propagated	1	1	rAjI	word-senses
39441,42156,40147	gahana	an abyss			none	1	1	gahana	lemma-fallback
39441,595	ṣaṇḍa	a group of trees or plants			none	1	1	zaRqa	lemma-fallback
39446,56980	atasa	shrubs			none	1	1	atasa	lemma-fallback
39448,40290	kāntāra	a large wood			none	1	1	kAntAra	lemma-fallback
39448,42431	kṛpīṭa	wood			none	1	1	kfpIwa	lemma-fallback
39449,42431	vana	a forest			none	1	1	vana	lemma-fallback
39458,31214	dharman	support			none	1	1	Darman	lemma-fallback
39473,39475	saṃtāna	continued succession			none	1	1	saMtAna	lemma-fallback
39474	sequence	arrangement in which things follow in logical order or a recurrent pattern; 'the sequence of names was alphabetical'		Tops	propagated	1	1	tan	word-senses
3949	snuffle	the act of breathing heavily through the nose (as when the nose is congested)	00824	act	direct	1	1	praDamana	word-senses
39500	treasure	a collection of precious things; 'the trunk held all her meager treasures'	08348	group	direct	1	1	vasu	word-senses
3952,100623	prāṇa	the breath of life			none	1	1	prARa	lemma-fallback
3952,100624,64473	prāṇa	the breath of life			none	1	1	prARa	lemma-fallback
3952,64473,100623	prāṇa	the breath of life			none	1	1	prARa	lemma-fallback
39536	womanhood	women as a class; 'it's an insult to American womanhood'; 'woman is the glory of creation'		group	propagated	1	1	mAtfgrAma	word-senses
39555,39408	sic	the border or hem of a dress			none	1	1	sic	lemma-fallback
39563	there	a location other than here; that place; 'you can take it from there'	08372	location	direct	1	1	tAt	word-senses
39586	amusement park	a commercially operated park with stalls and shows for amusement	08376	location	direct	1	1	vihAra	word-senses
3959,3952	prāṇa	the breath of life			none	1	1	prARa	lemma-fallback
39600,39849,39743	kṣetra	landed property			none	1	1	kzetra	lemma-fallback
39622	barren	an uninhabited wilderness that is worthless for cultivation; 'the barrens of central Africa'; 'the trackless wastes of the desert'	08386	location	direct	1	1	Kilya	word-senses
39624	bush	a large wilderness area	08387	location	direct	1	1	kzupa	word-senses
39627,42083	dhanvan	a bow (esp. ifc.)			none	1	1	Danvan	lemma-fallback
39627,42083,39622	dhanvan	a bow (esp. ifc.)			none	1	1	Danvan	lemma-fallback
39630,1411	āyodhana	war			none	1	1	AyoDana	lemma-fallback
3964	consumption	the process of taking food into the body through the mouth (as by eating)	00826	act	direct	1	1	sevana	word-senses
39645,26918	yoni	the womb			none	1	1	yoni	lemma-fallback
39645,34273,37841	yoni	the womb			none	1	1	yoni	lemma-fallback
3965,4964	bhoktu	enjoying			none	1	1	Boktu	lemma-fallback
39694,49464	rocana	light			none	1	1	rocana	lemma-fallback
39701,39696	madhya	the middle			none	1	1	maDya	lemma-fallback
39704,40231	pattana	a town			none	1	1	pattana	lemma-fallback
3972	gulp	a large and hurried swallow; 'he finished it at a single gulp'	00828	act	direct	1	1	pratiDA	word-senses
39731	confluence	a place where two things come together; 'Pittsburgh is located at the confluence of the Allegheny and Monongahela rivers'		location	propagated	1	1	yoga	word-senses
39743,39946	deśa	point			none	1	1	deSa	lemma-fallback
39743,40093	kṣetra	landed property			none	1	1	kzetra	lemma-fallback
39771	district	a region marked off for administrative or other purposes	08433	location	direct	1	1	maRqala	word-senses
39785,25350,25176	parāvat	distance			none	1	1	parAvat	lemma-fallback
39802,16326	āvāsa	abode			none	1	1	AvAsa	lemma-fallback
39802,20774	sadana	a seat			none	1	1	sadana	lemma-fallback
39803,40156	dhāsi	dwelling-place			none	1	1	DAsi	lemma-fallback
39810,128829	bhūmi	earth			none	1	1	BUmi	lemma-fallback
39810,37746	jagant	that which is alive			none	1	1	jagant	lemma-fallback
39810,39659	bhū	Erde			none	1	1	BU	lemma-fallback
39810,42241,41736	bhū	Erde			none	1	1	BU	lemma-fallback
39810,42405,42241	pṛthivī	the earth or wide world			none	1	1	pfTivI	lemma-fallback
39816	South	any region lying in or toward the south	08443	location	direct	1	1	dakziRA	word-senses
39833,42523	pāra	the further bank or shore or boundary			none	1	1	pAra	lemma-fallback
39834,40222	mukha	the mouth			none	1	1	muKa	lemma-fallback
39836	end	the surface at either extremity of a three-dimensional object: 'one end of the box was marked `This side up''		location	propagated	1	1	mUla	word-senses
39869,38488	anīka	face			none	1	1	anIka	lemma-fallback
39874,40094	āśā	space			none	1	1	ASA	lemma-fallback
39874,40094,591	āśā	space			none	1	1	ASA	lemma-fallback
