rank	lemma_slp1	deva	iast	gloss	core_rank	coverage_pct	cumulative_pct	lesson	card_href
5120	anAtman	अनात्मन्	anātman	an-ātman m. not self, another	5798	0.0016202	70.2417	103	../../w/an_41tman.html
5121	ASaNkA	आशङ्का	āśaṅkā	ā-śaṅkā f. fear, apprehension	5799	0.0016202	70.2434	103	../../w/_41_53a_4ek_41.html
5122	ASramin	आश्रमिन्	āśramin	āśramika or āśramin , mfn. belonging to one of the four periods of religious life belonging to a he…	5800	0.0016202	70.245	103	../../w/_41_53ramin.html
5123	OzaDi	औषधि	auṣadhi	auṣadhi or ī f. = oṣadhi , q.v.	5802	0.0016202	70.2466	103	../../w/_4fza_44i.html
5124	buDna	बुध्न	budhna	budhna m. n. (probably not connected with √ budh ; but cf. Uṇ. iii, 5 ) bottom, ground, base, depth…	5803	0.0016202	70.2482	103	../../w/bu_44na.html
5125	CagaRa	छगण	chagaṇa	chagaṇa m. ( fr. śakn- of śakṛt ) [ n. , L. ] dried cow-dung, Pañcad. iv, 9	5804	0.0016202	70.2498	103	../../w/_43aga_52a.html
5126	cUqAmaRi	चूडामणि	cūḍāmaṇi	cūḍā—maṇi m. a jewel worn by men and women on the top of the head, MBh. i, 4628 ; vii, 826 ; R. &c.	5805	0.0016202	70.2515	103	../../w/c_55q_41ma_52i.html
5127	dvezas	द्वेषस्	dveṣas	dveṣas n. aversion, dislike, hostility	5808	0.0016202	70.2531	103	../../w/dvezas.html
5128	dyut	द्युत्	dyut	1. dyut mfn. advancing against, ( ifc. ), ib.	5809	0.0016202	70.2547	103	../../w/dyut.html
5129	golaka	गोलक	golaka	golaka m. a ball or globe, BhP. v, 16, 4 ; VS. xxxi, 22 , Sch. &c.	5810	0.0016202	70.2563	103	../../w/golaka.html
5130	kaRwakArI	कण्टकारी	kaṇṭakārī	kaṇṭa—kārī f. Solanum Jacquini , Suśr.	5811	0.0016202	70.2579	103	../../w/ka_52wak_41r_49.html
5131	mahApadma	महापद्म	mahāpadma	mahā—padma m. ( L. ) or n. a partic. high number, MBh. ; R. ; Līl.	5812	0.0016202	70.2596	103	../../w/mah_41padma.html
5132	mAzaka	माषक	māṣaka	māṣaka m. a bean, Suśr.	5813	0.0016202	70.2612	103	../../w/m_41zaka.html
5133	masUrI	मसूरी	masūrī	masūrī f. a kind of smallpox, L.	5814	0.0016202	70.2628	103	../../w/mas_55r_49.html
5134	nAgabalA	नागबला	nāgabalā	nāga—balā f. Uraria Lagopodioides , Suśr.	5815	0.0016202	70.2644	103	../../w/n_41gabal_41.html
5135	nirDana	निर्धन	nirdhana	nir—dhana mfn. without property, poor, MBh. ; Kāv. &c.	5816	0.0016202	70.266	103	../../w/nir_44ana.html
5136	padmA	पद्मा	padmā	padmā ( ā ), f. ‘the lotus-hued one’, N. of Śrī, Mn. ; MBh. &c. ( cf. padma-śrī )	5817	0.0016202	70.2677	103	../../w/padm_41.html
5137	pAzaRqa	पाषण्ड	pāṣaṇḍa	pāṣaṇḍa mf( ī )n. (wrongly spelt pākhaṇḍa ) heretical, impious, MBh. ; Pur.	5818	0.0016202	70.2693	103	../../w/p_41za_52qa.html
5138	pragATa	प्रगाथ	pragātha	pra-gātha See pra-√gai , col. 2.	5819	0.0016202	70.2709	103	../../w/prag_41_54a.html
5139	prASana	प्राशन	prāśana	prā Sana n. eating, feeding upon, tasting, GṛŚrS. &c. &c.	5820	0.0016202	70.2725	103	../../w/pr_41_53ana.html
5140	rAjayakzman	राजयक्ष्मन्	rājayakṣman	rāja—yakṣma or rāja—yakṣman , m. a partic. kind of dangerous disease (later ‘pulmonary consumption,…	5821	0.0016202	70.2741	103	../../w/r_41jayakzman.html
5141	raktavarga	रक्तवर्ग	raktavarga	rakta—varga m. (only L. ) lac	5822	0.0016202	70.2758	103	../../w/raktavarga.html
5142	rOrava	रौरव	raurava	raurava mf( ī )n. ( fr. ruru ) coming from or made of the skin of the deer called Ruru, GṛŚrS. ; MB…	5823	0.0016202	70.2774	103	../../w/r_4frava.html
5143	rikTa	रिक्थ	riktha	riktha n. (sometimes written ṛk˚ ) property left at death, inheritance, RV. ; AitBr. &c.	5824	0.0016202	70.279	103	../../w/rik_54a.html
5144	fzva	ऋष्व	ṛṣva	ṛṣva mf( ā )n. (√ 2. ṛṣ ?), elevated, high, RV. ; AV. ; VS.	5825	0.0016202	70.2806	103	../../w/fzva.html
5145	SElAdi	शैलादि	śailādi	śailādi m. ( fr. id. ) patr. of Nandin (one of Śiva's attendants), VāmP.	5826	0.0016202	70.2822	103	../../w/_53_45l_41di.html
5146	samBUti	सम्भूति	sambhūti	sam-˚bhūti ( sam- ), f. birth, origin, production ( ifc. = ‘risen or produced or descended from’),…	5827	0.0016202	70.2839	103	../../w/sam_42_55ti.html
5147	samuccaya	समुच्चय	samuccaya	sam-uccaya m. aggregation, accumulation, collection, assemblage, multitude, Kāv.	5828	0.0016202	70.2855	103	../../w/samuccaya.html
5148	sidDArTa	सिद्धार्थ	siddhārtha	siddhā rTa . See col. 3.	5829	0.0016202	70.2871	103	../../w/sid_44_41r_54a.html
5149	SuklatIrTa	शुक्लतीर्थ	śuklatīrtha	śukla—tīrtha n. N. of a Tīrtha, Cat.	5831	0.0016202	70.2887	103	../../w/_53uklat_49r_54a.html
5150	vAjasAti	वाजसाति	vājasāti	vāja—sāta , n. or vāja—sāti , f. ( vāja- ), the winning of a prize or of booty, battle, victory, RV…	5832	0.0016202	70.2903	103	../../w/v_41jas_41ti.html
5151	yAjyA	याज्या	yājyā	yājyā ( ā ), f. ( scil. ṛc ) sacrificial text or verse, the words of consecration used at a sacrifi…	5833	0.0016202	70.292	104	../../w/y_41jy_41.html
5152	yuvatI	युवती	yuvatī	yuvatī f. = yuvati , a girl, young woman, MBh. ; R. &c.	5834	0.0016202	70.2936	104	../../w/yuvat_49.html
5153	aprakASa	अप्रकाश	aprakāśa	a-prakāśa mf( ā )n. not shining, dark	5835	0.0015902	70.2952	104	../../w/aprak_41_53a.html
5154	azwANga	अष्टाङ्ग	aṣṭāṅga	aṣṭā Nga mf( ā )n. consisting of eight parts or members (as medical science [ MBh. ii, 224 and 442…	5836	0.0015902	70.2968	104	../../w/azw_41_4ega.html
5155	baBru	बभ्रु	babhru	babhru mf( u , or ū )n. (according to Uṇ. i, 23 fr. √ bhṛ ) deep-brown, reddish-brown, tawny, RV. &…	5837	0.0015902	70.2984	104	../../w/ba_42ru.html
5156	cakrin	चक्रिन्	cakrin	cakrin mfn. having wheels, L.	5838	0.0015902	70.2999	104	../../w/cakrin.html
5157	cUlikA	चूलिका	cūlikā	cūlikā f. ( ikā ) a cock's comb, VarBṛS. lxiii, 1 ( ifc. )	5839	0.0015902	70.3015	104	../../w/c_55lik_41.html
5158	gata	गत	gata	gata mfn. gone, gone away, departed, departed from the world, deceased, dead, RV. i, 119, 4 ; AV. &…	5840	0.0015902	70.3031	104	../../w/gata.html
5159	indrayava	इन्द्रयव	indrayava	indra—yava n. Indra's grain	5841	0.0015902	70.3047	104	../../w/indrayava.html
5160	karkowI	कर्कोटी	karkoṭī	karkoṭī f. N. of a plant with a bitter fruit	5842	0.0015902	70.3063	104	../../w/karkow_49.html
5161	kaT	कथ्	kath	kath cl. 10. P. ( ep. also Ā. ) kathayati ( -te ) aor. acakathat ( Pāṇ. vii, 4, 93 , Kāś. ) and acī…	5843	0.0015902	70.3079	104	../../w/ka_54.html
5162	mand	मन्द्	mand	1. mand ( cf. √ 2. mad ) cl. 1. Ā. ( Dhātup. ii, 12 ) mandate ( Ved. also P. ˚ti ; pf. mamanda , ˚d…	5844	0.0015902	70.3095	104	../../w/mand.html
5163	mAruti	मारुति	māruti	māruti m. ( fr. marut or māruta ) patr. of Dyutāna, RAnukr.	5845	0.0015902	70.3111	104	../../w/m_41ruti.html
5164	menA	मेना	menā	menā f. See below.	5846	0.0015902	70.3127	104	../../w/men_41.html
5165	nfmRa	नृम्ण	nṛmṇa	nṛmṇa n. manhood (virtus), power, strength, courage, RV. ; VS. ; AV. ; Kāṭh. ; TĀr.	5848	0.0015902	70.3143	104	../../w/nfm_52a.html
5166	pad	पद्	pad	1. pad cl. 1. P. padati v.l. for bad , to stand fast or fixed, Dhātup. iii, 1 , Dhātup. iii,'>4 ; V…	5849	0.0015902	70.3159	104	../../w/pad.html
5167	pEtfka	पैतृक	paitṛka	paitṛka mf( ī )n. belonging to a father, paternal, ancestral, Mn. ; MBh. &c.	5850	0.0015902	70.3174	104	../../w/p_45tfka.html
5168	rahasya	रहस्य	rahasya	rahasya mfn. secret, private, clandestine, concealed, mysterious, Vas. ; MBh. &c. ( ˚syāni romāṇi ,…	5852	0.0015902	70.319	104	../../w/rahasya.html
5169	samaBye	समभ्ये	samabhye	sam-abhy-e ( -ā- √ 5. i ) P. -ai ti, to come up to, approach, go near to ( acc. ), MBh. ; Pañcat.	5854	0.0015902	70.3206	104	../../w/sama_42ye.html
5170	saMdaMSa	संदंश	saṃdaṃśa	saṃ-daṃśa m. compression (of the lips), MBh.	5855	0.0015902	70.3222	104	../../w/sa_4dda_4d_53a.html
5171	saptadaSan	सप्तदशन्	saptadaśan	sapta—daśan ( ˚ta- ), mfn. pl. ( nom. acc. ˚śa ) 17 TS. ; VS. ; Br. &c.	5856	0.0015902	70.3238	104	../../w/saptada_53an.html
5172	saroja	सरोज	saroja	saro—ja mfn. produced or found in lakes or ponds, Tarkas.	5857	0.0015902	70.3254	104	../../w/saroja.html
5173	sinDUtTa	सिन्धूत्थ	sindhūttha	sindhū tTa m. the moon, L.	5858	0.0015902	70.327	104	../../w/sin_44_55t_54a.html
5174	snuh	स्नुह्	snuh	1. snuh cl. 4. P. snuhyati , to vomit, Dhātup. xxvi, 90 ; to be moist (= √ snih , see snūhan ).	5859	0.0015902	70.3286	104	../../w/snuh.html
5175	SrIdatta	श्रीदत्त	śrīdatta	śrī—datta m. ‘Fortune-giver’, N. of various authors &c. (also with bhaṭṭa and maithila ), Kathās. ;…	5860	0.0015902	70.3302	104	../../w/_53r_49datta.html
5176	svAsTya	स्वास्थ्य	svāsthya	svāsthya n. ( fr. sva-stha ) self-dependence, sound state (of body or soul), health, ease, comfort,…	5861	0.0015902	70.3318	104	../../w/sv_41s_54ya.html
5177	vArAhI	वाराही	vārāhī	vārāhī ( ī ), f. , see below	5862	0.0015902	70.3333	104	../../w/v_41r_41h_49.html
5178	vAS	वाश्	vāś	vāś cl. 4. Ā. ( Dhātup. xxvi, 54 ) vāśyate ( ep. also vāśyati , Ved. and ep. also vāśati , ˚te ; pf…	5863	0.0015902	70.3349	104	../../w/v_41_53.html
5179	vAstuka	वास्तुक	vāstuka	vāstuka mfn. left remaining on the sacrificial ground, BhP. ( cf. prec. and vāstu-ha )	5864	0.0015902	70.3365	104	../../w/v_41stuka.html
5180	vidviz	विद्विष्	vidviṣ	1. vi-√dviṣ P. Ā. -dveṣṭi , -dviṣṭe , to dislike, hate, be hostile to ( acc. ), KātyŚr. ; MBh. ; Ha…	5865	0.0015902	70.3381	104	../../w/vidviz.html
5181	vigal	विगल्	vigal	vi-√gal P. -galati , to flow or ooze away, drain off, dry up, melt or pass away, fall out or down,…	5866	0.0015902	70.3397	104	../../w/vigal.html
5182	yajata	यजत	yajata	yajata mf( ā )n. worthy of worship, adorable, holy, sublime, RV.	5867	0.0015902	70.3413	104	../../w/yajata.html
5183	aBUta	अभूत	abhūta	a-bhūta mfn. whatever has not been or happened.	5868	0.00156019	70.3429	104	../../w/a_42_55ta.html
5184	aktu	अक्तु	aktu	aktu m. tinge, ray, light, RV.	5869	0.00156019	70.3444	104	../../w/aktu.html
5185	anaDyAya	अनध्याय	anadhyāya	an-adhyāya m. id.	5870	0.00156019	70.346	104	../../w/ana_44y_41ya.html
5186	BOma	भौम	bhauma	bhauma mf( ī )n. relating or dedicated to the earth, produced or coming from the earth, earthly, te…	5872	0.00156019	70.3475	104	../../w/_42_4fma.html
5187	DvaMsa	ध्वंस	dhvaṃsa	dhvaṃsa m. falling down, perishing, destruction, loss, ruin, TBr. ; Var. ; Kāv. &c.	5873	0.00156019	70.3491	104	../../w/_44va_4dsa.html
5188	divodAsa	दिवोदास	divodāsa	divo—dāsa ( di˚ ), m. ‘heaven's slave’, N. of Bharad-vāja (celebrated for his liberality and protec…	5874	0.00156019	70.3507	104	../../w/divod_41sa.html
5189	dUzaRa	दूषण	dūṣaṇa	dūṣaṇa mf( ī )n. corrupting, spoiling, vitiating, violating, AV. ; ŚāṅkhGṛ. &c.	5875	0.00156019	70.3522	104	../../w/d_55za_52a.html
5190	kAverI	कावेरी	kāverī	kāverī f. turmeric, L.	5876	0.00156019	70.3538	104	../../w/k_41ver_49.html
5191	Kani	खनि	khani	khani mfn. ( Uṇ. ) digging or rooting up, AV. xvi, 1, 7	5877	0.00156019	70.3553	104	../../w/_4bani.html
5192	kzmA	क्ष्मा	kṣmā	kṣmā f. ( cf. 2. kṣam , Naigh. i, 1 ; Nir. x, 7 ) the earth, R. iii, 35, 63 ; BhP. ; Ragh. ; Bhartṛ…	5878	0.00156019	70.3569	104	../../w/kzm_41.html
5193	kzupa	क्षुप	kṣupa	kṣupa m. a bush, shrub (a small tree with short branches and roots, W. ), Yājñ. ii, 229 ; MBh. ; R.…	5879	0.00156019	70.3585	104	../../w/kzupa.html
5194	kuhU	कुहू	kuhū	1. kuhū ūs , f. ( fr. √ kuh = guh ?), the new moon (personified as a daughter of Aṅgiras), AV. ; Kā…	5880	0.00156019	70.36	104	../../w/kuh_55.html
5195	lakuca	लकुच	lakuca	lakaca ( L. ) or lakuca ( MBh. ; Suśr. &c.), m. a kind of bread-fruit tree, Artocarpus Lacucha (a t…	5881	0.00156019	70.3616	104	../../w/lakuca.html
5196	mahOzaDI	महौषधी	mahauṣadhī	mahau zaDI f. N. of various medicinal plants (such as Hingtsha Repens , Aconitum Ferox &c.), Suśr.…	5882	0.00156019	70.3631	104	../../w/mah_4fza_44_49.html
5197	mahitva	महित्व	mahitva	mahi—tva n. greatness, might, RV. ; VS. &c.	5883	0.00156019	70.3647	104	../../w/mahitva.html
5198	mAMsI	मांसी	māṃsī	māṃsī f. Nardostachys Jatamansi , Var. ; Suśr.	5884	0.00156019	70.3663	104	../../w/m_41_4ds_49.html
5199	mukunda	मुकुन्द	mukunda	mukunda m. ( cf. muku ) N. of Viṣṇu (sometimes transferred to Śiva), MBh. ; BhP.	5885	0.00156019	70.3678	104	../../w/mukunda.html
5200	nicula	निचुल	nicula	ni-cula m. (√ cul ) an upper garment, overcoat, L.	5886	0.00156019	70.3694	104	../../w/nicula.html
5201	parameSa	परमेश	parameśa	parame Sa m. the supreme lord, Supreme Being, N. of Viṣṇu, MBh.	5887	0.00156019	70.3709	105	../../w/parame_53a.html
5202	pippala	पिप्पल	pippala	pippala m. the sacred fig-tree, Ficus Religiosa (commonly called Peepal ), MBh. ; Yājñ. ; Var. &c.…	5888	0.00156019	70.3725	105	../../w/pippala.html
5203	praboDa	प्रबोध	prabodha	pra-bodha m. awaking (from sleep or ignorance), becoming conscious, consciousness, Kāv. ; Kathās. ;…	5889	0.00156019	70.3741	105	../../w/prabo_44a.html
5204	praRud	प्रणुद्	praṇud	pra-ṇud (√ nud ) P. -ṇudati , ˚te , ( inf. nodam , RV. ), to push on, propel, set in motion, drive…	5890	0.00156019	70.3756	105	../../w/pra_52ud.html
5205	pratiBA	प्रतिभा	pratibhā	prati-√bhā P. -bhāti , to shine upon ( acc. ), Lāṭy. ; to come in sight, present or offer one's sel…	5891	0.00156019	70.3772	105	../../w/prati_42_41.html
5206	prota	प्रोत	prota	pro ta See s.v.	5892	0.00156019	70.3787	105	../../w/prota.html
5207	samad	समद्	samad	sam-√ad P. -atti , to eat completely up, entirely devour, Bhaṭṭ.	5894	0.00156019	70.3803	105	../../w/samad.html
5208	sattA	सत्ता	sattā	sat—tā f. existence, being, Up. ; Kaṇ. ; Tarkas. &c.	5895	0.00156019	70.3819	105	../../w/satt_41.html
5209	SrEzWya	श्रैष्ठ्य	śraiṣṭhya	śraiṣṭhya n. ( fr. śreṣṭha ) superiority, preeminence among ( gen. or comp. ), AV. ; &c.	5896	0.00156019	70.3834	105	../../w/_53r_45z_57ya.html
5210	SfNKalA	शृङ्खला	śṛṅkhalā	śṛṅkhalā f. a chain, fetter &c. (= śṛṅkhala ), Kāv. ; VarBṛS. &c.	5897	0.00156019	70.385	105	../../w/_53f_4e_4bal_41.html
5211	varRaka	वर्णक	varṇaka	varṇaka mf( ikā )n. painting, picturing, representing, Rājat.	5899	0.00156019	70.3865	105	../../w/var_52aka.html
5212	vartana	वर्तन	vartana	vartana mfn. (also fr. Caus. ) abiding, staying &c. (= vartiṣṇu ), L.	5900	0.00156019	70.3881	105	../../w/vartana.html
5213	aBaya	अभय	abhaya	a-bhaya mf( ā )n. unfearful, not dangerous, secure	5902	0.00153019	70.3896	105	../../w/a_42aya.html
5214	anuvac	अनुवच्	anuvac	anu-√vac to recite the formulas inviting to the sacrificial ceremony; to repeat, reiterate, recite;…	5903	0.00153019	70.3912	105	../../w/anuvac.html
5215	aSudDi	अशुद्धि	aśuddhi	a-śuddhi f. impurity, Yogas.	5904	0.00153019	70.3927	105	../../w/a_53ud_44i.html
5216	avaDAraRa	अवधारण	avadhāraṇa	ava-dhāraṇa am n. ascertainment, affirmation, emphasis	5905	0.00153019	70.3942	105	../../w/ava_44_41ra_52a.html
5217	badara	बदर	badara	badara m. the jujube tree, Zizyphus Jujuba , L.	5906	0.00153019	70.3958	105	../../w/badara.html
5218	BallAta	भल्लात	bhallāta	bhallāta m. the marking-nut plant, Semecarpus Anacardium , ŚārṅgS. ( n. = next n. )	5907	0.00153019	70.3973	105	../../w/_42all_41ta.html
5219	gArgya	गार्ग्य	gārgya	gārgya mfn. fr. garga , AV.Pariś. lxxi, 23	5909	0.00153019	70.3988	105	../../w/g_41rgya.html
5220	hAlAhala	हालाहल	hālāhala	hālāhala m. a partic. poisonous plant (the seed of which is said to resemble a cow's teat), Bhpr.	5910	0.00153019	70.4003	105	../../w/h_41l_41hala.html
5221	hiraRya	हिरण्य	hiraṇya	hiraṇya n. ( ifc. f( ā ). ; prob. connected with hari , harit , hiri ) gold ( orig. ‘uncoined gold…	5911	0.00153019	70.4019	105	../../w/hira_52ya.html
5222	kanizWA	कनिष्ठा	kaniṣṭhā	kaniṣṭhā ( ā ), f. (with or without aṅguli ) the little finger, Yājñ. i, 19 ; R. ; Suśr.	5912	0.00153019	70.4034	105	../../w/kaniz_57_41.html
5223	kizkinDA	किष्किन्धा	kiṣkindhā	kiṣkindhā f. (gaṇas pāraskarā di and sindhv-ādi ), N. of the cave contained in the mountain Kiṣkind…	5913	0.00153019	70.4049	105	../../w/kizkin_44_41.html
5224	mah	मह्	mah	1. mah ( orig. magh ; cf. also √ maṃh ) cl. 1. 10. P. ( Dhātup. xvii, 81 ; xxxv, 15 ) mahati , maha…	5914	0.00153019	70.4065	105	../../w/mah.html
5225	mftsnA	मृत्स्ना	mṛtsnā	mṛtsnā f. See next.	5915	0.00153019	70.408	105	../../w/mftsn_41.html
5226	niHSaNka	निःशङ्क	niḥśaṅka	niḥ—śaṅka mf( ā )n. free from fear or risk, not afraid of ( comp. )	5916	0.00153019	70.4095	105	../../w/ni_48_53a_4eka.html
5227	nikawa	निकट	nikaṭa	ni-kaṭa mf( ā )n. , being at the side, near	5917	0.00153019	70.4111	105	../../w/nikawa.html
5228	paTika	पथिक	pathika	pathika mf( ā or ī )n. knowing the way, going on a road, W.	5919	0.00153019	70.4126	105	../../w/pa_54ika.html
5229	piNgalA	पिङ्गला	piṅgalā	piṅgalā ( ā ), f. a species of bird, L.	5920	0.00153019	70.4141	105	../../w/pi_4egal_41.html
5230	praRayin	प्रणयिन्	praṇayin	pra-˚ṇayin mfn. having affection for ( gen. ), attached to, beloved, dear, intimate, familiar, MBh.…	5921	0.00153019	70.4156	105	../../w/pra_52ayin.html
5231	praTA	प्रथा	prathā	prathā f. spreading out, extending, flattening, scattering, Nyāyam. ; KātyŚr. , Sch.	5922	0.00153019	70.4172	105	../../w/pra_54_41.html
5232	pura	पुर	pura	1. pura (for 2. See p. 635), in comp. for puras .	5923	0.00153019	70.4187	105	../../w/pura.html
5233	rAkzaseSvara	राक्षसेश्वर	rākṣaseśvara	rākṣa˚se Svara ( MBh. ) m. ‘ R˚ -king’, N. of Rāvaṇa.	5924	0.00153019	70.4202	105	../../w/r_41kzase_53vara.html
5234	raTI	रथी	rathī	rathī ( ī ), f. a small carriage or waggon, cart, Śiś.	5925	0.00153019	70.4218	105	../../w/ra_54_49.html
5235	SaNKapuzpI	शङ्खपुष्पी	śaṅkhapuṣpī	śaṅkha—puṣpī f. id. , Vas. ; Suśr. ( -śṛta mfn. boiled with the above plant, Mn. xi, 148 )	5926	0.00153019	70.4233	105	../../w/_53a_4e_4bapuzp_49.html
5236	sapary	सपर्य्	sapary	sapary , saparyati NAIGH. 3,5 ( paricaraṇakarman ). gaṇa kaṇḍvādi zu P. 3,1,27 ( pūjāyām ). saparya…	5927	0.00153019	70.4248	105	../../w/sapary.html
