lemma_slp1	layer	sense_id	sense_gloss	count_estimated	method	confidence	provenance
kvaRita	mw	kvaRita#3	kvaRita n. sound, twang, Ragh. & Gīt. ( ifc. ), Bhaṭṭ.	9	mfs	1.0	estimated
kzetravid	mw	kzetravid#3	knowing the body (as the soul), Tattvas.	9	mfs	1.0	estimated
lAvaRa	mw	lAvaRa#2	lAvaRa m. N. of the salt sea which surrounds Jambudvīpa , L.	9	mfs	1.0	estimated
lavaRAmBas	mw	lavaRAmBas#2	lavaRA mBas m. ‘having salt w˚ ’, the sea, ocean, MBh. ; Hariv. ; Kāv.	9	mfs	1.0	estimated
lavana	mw	lavana#2	lavana n. the act of cutting, reaping, mowing &c., KātyŚr.	9	mfs	1.0	estimated
lohitaka	mw	lohitaka#2	lohitaka m. n. a ruby, Śiś. xiii, 52	9	mfs	0.6	estimated
lomaharzaRa	mw	lomaharzaRa#2	loma—harzaRa m. N. of Sūta (the pupil of Vyāsa ), MBh. ; VP.	9	mfs	0.7143	estimated
loptra	mw	loptra#1	loptra n. stolen property, plunder, booty, Yājñ. ; MBh.	9	mfs	1.0	estimated
mADUka	mw	mADUka#1	mADUka mfn. ( fr. maDUka ) made from Bassia Latifolia , Kull. on Mn. xi, 95	9	mfs	1.0	estimated
mAkanda	mw	mAkanda#1	mAkanda m. the mango tree, Kāv.	9	mfs	1.0	estimated
mAlinya	mw	mAlinya#2	mAlinya n. foulness, dirtiness, impurity, Kāv. ; Kathās. ; Rājat.	9	mfs	1.0	estimated
mArutASana	mw	mArutASana#1	mArutA Sana mfn. feeding on w˚ or air (alone), fasting, MBh.	9	mfs	1.0	estimated
mAtuluNgA	mw	mAtuluNgA#1	mAtuluNgA f. another species of citron tree, sweet lime, ib.	9	mfs	1.0	estimated
mEtrAvaruRi	mw	mEtrAvaruRi#1	mEtrAvaru˚Ri m. a patr. of Mānya or Agastya , RAnukr. ; MBh.	9	mfs	1.0	estimated
mInAkzI	mw	mInAkzI#2	mInA kzI f. a species of Soma -plant or of Dūrvā grass, L.	9	mfs	1.0	estimated
mUQagarBa	mw	mUQagarBa#1	mUQa—garBa m. difficult delivery, a dead fetus, Suśr.	9	mfs	1.0	estimated
mahArAzwrI	mw	mahArAzwrI#2	a species of culinary plant, L.	9	mfs	1.0	estimated
mahArajata	mw	mahArajata#1	mahA—rajata n. gold, R. ; MārkP.	9	mfs	1.0	estimated
malinIkf	mw	malinIkf#1	malinI—√ kf P. -karoti , to make dirty, soil, stain (properly and fig. ), Hariv. ; VP. ;	9	mfs	1.0	estimated
mandamandam	mw	mandamandam#1	manda—mandam ind. slowly, softly, in a low tone, Ṛtus.	9	mfs	1.0	estimated
maraka	mw	maraka#1	maraka m. an epidemic, plague, mortality, Var. ; Suśr.	9	mfs	1.0	estimated
miSrIBU	mw	miSrIBU#1	miSrI—√ BU P. -Bavati , to become mixed, mix (also sexually), intertwine, meet together, Hariv. ; Kā	9	mfs	1.0	estimated
miSrakeSI	mw	miSrakeSI#1	miSra—keSI f. N. of an Apsaras , MBh. ; Kāv. ; Pur.	9	mfs	1.0	estimated
mitrasaha	mw	mitrasaha#1	mitra—saha m. ‘indulgent towards friends’, N. of a king (also called Kalmāṣa-pāda ), MBh. ; R. &c. o	9	mfs	1.0	estimated
nAqIsveda	mw	nAqIsveda#1	nAqI—sveda m. steam-bath through tubes, Car.	9	mfs	1.0	estimated
nEgameza	mw	nEgameza#1	nEgameza m. N. of a demon with the head of a ram (supposed to seize or injure children), AV. ( cf. p	9	mfs	1.0	estimated
nIcIna	mw	nIcIna#1	nIcI/na mfn. below, being low, downward, hanging or flowing down, cast down, RV. ; &c.,	9	mfs	1.0	estimated
nIrada	mw	nIrada#2	2. nIra—da m. (for 1. See p. 543, col. 3 ) ‘ w˚ -giver’, a cloud, Kāv.	9	mfs	1.0	estimated
nacireRa	mw	nacireRa#1	na—cireRa ind. id. , shortly, soon	9	mfs	1.0	estimated
nandyAvarta	mw	nandyAvarta#2	anything so formed ( e.g. a dish or vessel), MBh. vii, 2930 ( Nīlak. ), a palace or temple, VarBṛS. 	9	mfs	1.0	estimated
naptI	mw	naptI#1	naptI/ ( tI/ ), f. , RV. ; AV. ( ix, 1, 3 nom. ˚ti/s ) daughter, granddaughter ( pl. often fig. ‘the	9	mfs	1.0	estimated
nirBA	mw	nirBA#1	nir-√ BA P. -BAti ( pf. -baBO ), to shine forth, appear, arise, Mn. ; Kāv. ; Pur. ;	9	mfs	1.0	estimated
nirinDana	mw	nirinDana#1	nir—inDana mfn. destitute of fuel, MBh. ; Hariv. &c.	9	mfs	1.0	estimated
nirvyAja	mw	nirvyAja#1	nir—vyAja mfn. free from deceit or ambiguity, undisputed	9	mfs	0.5	estimated
nizecana	mw	nizecana#1	ni-˚ze/cana n. pouring out, sprinkling, irrigation, AV. ; &c.	9	mfs	1.0	estimated
nyayana	mw	nyayana#1	ny-a/yana n. entry, entrance- or gathering-place, receptacle, RV.	9	mfs	1.0	estimated
paYcavarga	mw	paYcavarga#5	paYca—varga mfn. proceeding in 5 lines or at 5 times, KātyŚr.	9	mfs	1.0	estimated
parapuzwa	mw	parapuzwa#2	para—puzwa m. the Kokila or Indian cuckoo ( cf. -Bft below and anya-p˚ ), MBh. ; Kāv. &c.	9	mfs	1.0	estimated
paridevana	mw	paridevana#1	pari-devana n. ( w.r. -vedana ) lamentation, bewailing, complaint, MBh. ; Kāv. &c.	9	mfs	1.0	estimated
piNgalikA	mw	piNgalikA#4	N. of a woman, Kathās.	9	mfs	1.0	estimated
picCilA	mw	picCilA#2	of sev. trees and other plants ( Dalbergia Sissoo , Bombax Heptaphyllum , Basella Lucida or Rubra , 	9	mfs	1.0	estimated
pipru	mw	pipru#1	pi/pru m. (√ pf ) N. of a demon conquered by Indra , RV.	9	mfs	1.0	estimated
prADI	mw	prADI#1	prA DI ( pra-aDi-√ i ) P. Ā. prA Dyeti , ˚DI te , to continue to study, advance in studies, ŚāṅkhGṛ.	9	mfs	1.0	estimated
praGasa	mw	praGasa#2	N. of a Rākṣasa , MBh.	9	mfs	1.0	estimated
praguRa	mw	praguRa#2	being in a good state or condition, excellent, Ragh. ; Mālatīm.	9	mfs	1.0	estimated
prapAka	mw	prapAka#1	pra-˚pAka m. ripening (of a boil &c.), Suśr.	9	mfs	1.0	estimated
prarocana	mw	prarocana#1	pra-˚rocana mf( I )n. exciting or inciting to love (as a spell), seductive, Kathās.	9	mfs	1.0	estimated
prasvid	mw	prasvid#1	pra-√ svid Ā. -svedate , to begin to sweat, get into perspiration, Suśr. ;	9	mfs	1.0	estimated
prativApa	mw	prativApa#1	prati-˚vApa m. ( cf. pratI-v˚ ) admixture of substances to medicines either during or after decoctio	9	mfs	1.0	estimated
pravAsana	mw	pravAsana#1	pra-˚vAsana n. ( fr. Caus. ) sending away from home, exile, banishment from ( abl. ), Mn. ; MBh. &c.	9	mfs	1.0	estimated
puzkarin	mw	puzkarin#2	puzkarin m. an elephant, Dhūrtan.	9	mfs	1.0	estimated
puzpin	mw	puzpin#1	puzpi/n mfn. bearing flowers, flowering, blossoming, RV. &c. &c.	9	mfs	1.0	estimated
rAhula	mw	rAhula#1	rAhula m. N. of a man, Pravar.	9	mfs	0.6667	estimated
rAjaputra	mw	rAjaputra#1	rAja—putra/ m. a k˚ 's son, prince, RV. &c. &c. ( -tA f. , MBh. )	9	mfs	1.0	estimated
raTavat	mw	raTavat#1	ra/Ta—vat ( ra/Ta- ), mfn. having ch˚ , accompanied with ch˚ , RV.	9	mfs	1.0	estimated
raktANga	mw	raktANga#7	raktA Nga n. coral, L.	9	mfs	0.6667	estimated
raktAkza	mw	raktAkza#3	raktA kza m. a buffalo, L.	9	mfs	1.0	estimated
raktasAra	mw	raktasAra#3	rakta—sAra n. red sandal or Caesalpina Sappan , Bhpr.	9	mfs	1.0	estimated
rekRas	mw	rekRas#1	re/kRas n. property left by bequest, inherited possession, any property or valuable object, wealth, 	9	mfs	1.0	estimated
rip	mw	rip#5	an injurer, deceiver, enemy, ib.	9	mfs	1.0	estimated
rudrakowi	mw	rudrakowi#1	rudra—kowi f. N. of a place of pilgrimage, MBh.	9	mfs	1.0	estimated
sPuwatara	mw	sPuwatara#1	sPuwa—tara mfn. more (or most) distinct or clear ( am ind. ), Śiś.	9	mfs	1.0	estimated
sTURAkarRa	mw	sTURAkarRa#3	N. of a Yakṣa , MBh. : of a partic. demon of illness, Hariv.	9	mfs	1.0	estimated
sTUlatara	mw	sTUlatara#1	sTUla—tara mfn. more bulky, bigger, larger, very large, Pañcat.	9	mfs	1.0	estimated
sTagikA	mw	sTagikA#1	sTagikA f. a kind of bandage, Suśr.	9	mfs	1.0	estimated
sUcImuKa	mw	sUcImuKa#10	sUcI—muKa ( am ), n. a diamond, L.	9	mfs	1.0	estimated
saMKyaka	mw	saMKyaka#1	saM-˚Kyaka mfn. numbering, amounting to ( ifc. ; cf. sahasra-s˚ ).	9	mfs	1.0	estimated
saMyamanI	mw	saMyamanI#1	saM-˚yamanI ( I ), f. N. of the city or residence of Yama (fabled to be situated on Mount Meru ), MB	9	mfs	1.0	estimated
sadyovraRa	mw	sadyovraRa#1	sadyo—vraRa m. a suddenly caused wound, Suśr. ; Suśr. ; ŚārṅgS. ; Vāgbh.	9	mfs	1.0	estimated
saganDa	mw	saganDa#4	related, kin, Śak. (in Prākṛt )	9	mfs	1.0	estimated
sahana	mw	sahana#2	patient, enduring (see a-s˚ )	9	mfs	1.0	estimated
sammati	mw	sammati#1	sam-˚mati f. sameness of opinion, harmony, agreement, approval, approbation, ĀśvŚr. ; Prab. ; Hit.	9	mfs	0.75	estimated
sammfd	mw	sammfd#1	sam-√ mfd P. -mfdnAti , -mardati ( Ved. inf. -marditoH ), to press or squeeze together, rub or grind	9	mfs	1.0	estimated
samprezaRa	mw	samprezaRa#1	sam-˚pre zaRa n. the act of sending forth together, sending away, despatching, Mn. ; MBh. &c.	9	mfs	1.0	estimated
samuddeSa	mw	samuddeSa#1	sam-uddeSa mfn. full exposition, accurate or complete description, theory, doctrine, MBh. ; Sarvad.	9	mfs	1.0	estimated
saruja	mw	saruja#1	sa—ruja mfn. having pain, causing it, Car.	9	mfs	0.8571	estimated
satyaloka	mw	satyaloka#1	satya—loka m. ‘world of truth’, N. of the highest of the 7 worlds, BhP. ; Pañcar. &c.	9	mfs	1.0	estimated
sedi	mw	sedi#1	sedi/ f. ( fr. √ sad ) weariness, exhaustion, decay, VS. ; AV. ; Kauś.	9	mfs	1.0	estimated
suparvan	mw	suparvan#6	an arrow, ib.	9	mfs	1.0	estimated
surasundarI	mw	surasundarI#1	sura—sundarI ( I ), f. a lovely celestial female, Apsaras ( -jana m. pl. ), ib. ; Kāv. ; Kathās.	9	mfs	1.0	estimated
svargadvAra	mw	svargadvAra#2	N. of a Tīrtha , MBh.	9	mfs	1.0	estimated
svaryAta	mw	svaryAta#1	svar—yAta mfn. gone to h˚ , dead, Yājñ. ; MBh. &c.	9	mfs	1.0	estimated
tArkika	mw	tArkika#2	tArkika m. a dialectician, logician, philosopher, Gāthāsaṃgr. ; Vedāntas. &c.	9	mfs	1.0	estimated
tOgrya	mw	tOgrya#1	tOgrya/ m. ‘son of Tugra ’, Bhujyu , RV. i, 117 f. ; 158 ; 180 and 182 ; viii, 5, 22 ; x, 39, 4.	9	mfs	1.0	estimated
takzaSilA	mw	takzaSilA#1	takza—SilA f. ( Pāṇ. iv, 3, 93 ; g. varaRA di ) Τάξιλα city of the Gandhāra s (residence of Takṣa , 	9	mfs	1.0	estimated
taraMgiRI	mw	taraMgiRI#3	N. of a river, Kathās. lxxii, 336	9	mfs	1.0	estimated
tfRarAja	mw	tfRarAja#2	the cocoa-nut tree, L.	9	mfs	1.0	estimated
tfzwa	mw	tfzwa#1	tfzwa/ mf( A/ )n. ‘dry’, rough, harsh, rugged, hoarse [ cf. Lat. tussis fr. turs-ti-s ], iii, 9, 3 ;	9	mfs	1.0	estimated
tola	mw	tola#1	tola mfn. (√ tul ) ‘poising one's self’, see Gana-	9	mfs	1.0	estimated
triSfNga	mw	triSfNga#2	N. of a mountain (= -kUwa , L. ), Hariv. 12853 ; R. ; BhP.	9	mfs	1.0	estimated
ucCfNKala	mw	ucCfNKala#1	uc-CfNKala mfn. ( ud-Sf˚ ) unbridled, uncurbed, unrestrained	9	mfs	1.0	estimated
udaYcana	mw	udaYcana#1	ud-a/Ycana n. a bucket, pail (for drawing water out of a well), RV. v, 44, 13 ; AitBr. ; KātyŚr. &c.	9	mfs	1.0	estimated
ulleKa	mw	ulleKa#3	mentioning, speaking of, description, intuitive description, Sāh. 486 ; Kathās. ; Rājat. &c.	9	mfs	1.0	estimated
upabdimat	mw	upabdimat#1	upabdi—ma/t mfn. noisy, loud, TS. ; AitBr.	9	mfs	1.0	estimated
upakzaya	mw	upakzaya#2	2. upa-kzaya (for 1. See col. 1) m. decrease, decline, decay, waste, Hit. Comm. on VS. &c.	9	mfs	1.0	estimated
upapradAna	mw	upapradAna#2	presenting, a present, VP. ; Pañcat. ; Kathās. &c.	9	mfs	1.0	estimated
upasneha	mw	upasneha#1	upa-sneha m. the moistening	9	mfs	1.0	estimated
utkramaRa	mw	utkramaRa#1	ut-kra/maRa n. going up or out, soaring aloft, flight	9	mfs	0.5	estimated
uttarIyaka	mw	uttarIyaka#1	uttarIyaka n. an upper or outer garment, Kathās. ; VP. &c.	9	mfs	1.0	estimated
uzwrI	mw	uzwrI#1	u/zwrI f. a she-camel, Suśr. ; Pañcat. &c.	9	mfs	1.0	estimated
vASI	mw	vASI#1	vA/SI f. (also written vAsI ; accord. to some connected with √ vraSc ) a sharp or pointed knife or a	9	mfs	1.0	estimated
vEnayika	mw	vEnayika#1	vEnayika mf( I )n. ( fr. vi-naya ) relating to moral conduct or discipline or good behaviour ( vEnay	9	mfs	0.5	estimated
vEvAhya	mw	vEvAhya#2	related by marriage, GṛS. ; VP.	9	mfs	1.0	estimated
vaDya	mw	vaDya#1	va/Dya mfn. (frequently written ba/Dya ) to be slain or killed, to be capitally punished, to be corp	9	mfs	1.0	estimated
varzavara	mw	varzavara#1	varza—vara m. a eunuch, one employed in the women's apartments, Kad .	9	mfs	1.0	estimated
vfzRyAvat	mw	vfzRyAvat#1	vf/zRyA-vat mfn. possessed of manly power, vigorous, strong, mighty (applied to Parjanya ), RV. v, 8	9	mfs	1.0	estimated
viSlezaRa	mw	viSlezaRa#1	vi-˚SlezaRa mfn. dissolving, Suśr.	9	mfs	1.0	estimated
viSoza	mw	viSoza#1	vi-Soza m. dryness, drought, Vcar.	9	mfs	1.0	estimated
viSvaka	mw	viSvaka#2	viSvaka m. N. of a man (also called Kṛṣṇiya , the Aśvin s restored to him his lost son Viṣṇāpū ), RV	9	mfs	0.5	estimated
vic	mw	vic#1	vic ( cf. √ vij ) cl. 7. P. Ā. ( Dhātup. xxix, 5 ) vina/kti , viNkte (2. sg. vivekzi , RV. vii, 3, 4	9	mfs	1.0	estimated
vikAla	mw	vikAla#1	vi—kAla m. twilight, evening, afternoon ( am ind. in the evening, late), ĀpŚr. ; MBh. &c.	9	mfs	1.0	estimated
vikartana	mw	vikartana#2	vi-˚kartana m. the sun ( prob. as the ‘divider of clouds’), Uttarar. ; Rājat.	9	mfs	1.0	estimated
vikleda	mw	vikleda#2	wetness, moisture, Suśr.	9	mfs	1.0	estimated
vilayana	mw	vilayana#2	vi-˚layana n. dissolution, liquefaction, ib.	9	mfs	1.0	estimated
vilih	mw	vilih#1	vi-√ lih P. Ā. -leQi , -lIQe , to lick, lick up, lap, MBh. ; BhP. ; Suśr. :	9	mfs	1.0	estimated
vimardaka	mw	vimardaka#6	Cassia Tora , L.	9	mfs	1.0	estimated
vipApa	mw	vipApa#1	vi—pApa/ mf( A )n. faultless, sinless, ŚBr. ; Gaut.	9	mfs	1.0	estimated
viqvarAha	mw	viqvarAha#1	viq—varAha m. a tame or village hog, BhP.	9	mfs	1.0	estimated
virajA	mw	virajA#2	of the wife of Nahuṣa (spiritual daughter of a class of Pitṛ s called Su-svadha s or Sva-svadha s), 	9	mfs	1.0	estimated
vitunnaka	mw	vitunnaka#3	vi-˚tunnaka m. blue vitriol, L.	9	mfs	0.6667	estimated
vivyaD	mw	vivyaD#1	vi-√ vyaD P. -viDyati , to pierce through, transfix, VS.	9	mfs	1.0	estimated
yOtaka	mw	yOtaka#3	private property, ( esp. ) property given at marriage, a woman's dowry, presents made to a bride at 	9	mfs	1.0	estimated
yaSoDara	mw	yaSoDara#3	of a son of Kṛṣṇa by Rukmiṇī , MBh. ( v.l. yaSo-vara )	9	mfs	1.0	estimated
yaTAkrameRa	mw	yaTAkrameRa#1	yaTA—krama ( ibc. ; Kathās. ), yaTA—kra˚mam ( Mn. ; Kāv. &c.), or yaTA—kra˚meRa ( MaitrUp. ; VarBṛS.	9	mfs	1.0	estimated
yahu	mw	yahu#2	ya/hu m. offspring, a child (= apatya ), Naigh. ii, 2 ( sa/haso yahu/H , RV. viii, 60, 13 = sahaso p	9	mfs	1.0	estimated
ABu	mw	ABu#2	one whose hands are empty, stingy, RV. x, 27, 1 ; 4.	8	mfs	1.0	estimated
AKaRa	mw	AKaRa#1	A-KaRa m. butt, target, ChUp. ; ŚāṅkhŚr. ; Lāṭy.	8	mfs	1.0	estimated
AKara	mw	AKara#1	A-Kara/ m. ( Pāṇ. iii, 3, 125 Comm. ) the hole or lair of an animal, RV. x, 94, 5 ; AV. ii, 36, 4	8	mfs	1.0	estimated
AcArika	mw	AcArika#1	AcArika n. habit of life, regimen, diet, Suśr.	8	mfs	1.0	estimated
AcCurita	mw	AcCurita#1	A-cCurita mfn. (√ Cur ), covered, clothed with ( instr. ), Kathās.	8	mfs	1.0	estimated
AdinATa	mw	AdinATa#3	of an author.	8	mfs	1.0	estimated
ArDika	mw	ArDika#2	relating to half	8	mfs	1.0	estimated
AsrAvin	mw	AsrAvin#1	A-srAvin mfn. flowing, emitting fluid, discharging humour (as an elephant who emits fluid from his t	8	mfs	1.0	estimated
Asru	mw	Asru#8	2. A-sru mfn. flowing or streaming in abundance.	8	mfs	1.0	estimated
Astara	mw	Astara#4	a bed, cushion, Śāntiś. ; Kathās.	8	mfs	0.6667	estimated
Avfj	mw	Avfj#4	to appropriate, RV. ; ŚBr. ; BhP. ;	8	mfs	1.0	estimated
AyAti	mw	AyAti#2	A-yAti m. N. of a son of Nahuṣa , MBh. ; Hariv. ; VP.	8	mfs	1.0	estimated
BArgavI	mw	BArgavI#2	Bhargava 's i.e. Śukra 's daughter, R.	8	mfs	1.0	estimated
BrAtfka	mw	BrAtfka#1	BrAtfka ( ifc. , with f( A ). ) = BrAtf , a brother, Kālid. ( cf. a- and sa-B˚ )	8	mfs	1.0	estimated
Danaka	mw	Danaka#2	N. of a Yādava (son of Dur-dama or Dur-mada ), Pur.	8	mfs	1.0	estimated
Gawaka	mw	Gawaka#4	forming a constituent part, Jaim. i, 1, 5 , Sch.	8	mfs	0.6667	estimated
KAda	mw	KAda#1	KAda/ mfn. ‘eating, devouring’ ifc. See amitra- and vftra-KAda/	8	mfs	0.5	estimated
KAdaka	mw	KAdaka#1	KAdaka m. ( Pāṇ. iii, 2, 146 ) an eater, devourer, Gobh. ; Mn. v, 51 ; MBh. xiii	8	mfs	1.0	estimated
KAdya	mw	KAdya#1	KAdya n. ‘eatable, edible’, food, victuals, MBh. ii, 98 ; Pañcat. i ; Bhartṛ.	8	mfs	1.0	estimated
KaRqaka	mw	KaRqaka#2	KaRqaka m. ( g. fSyA di ) a fragment, part, piece, Sūryas. ; Kathās. xxiv, 121	8	mfs	1.0	estimated
KalIkAra	mw	KalIkAra#1	KalI—kAra m. ill-treatment, abusing, reviling, Kād. ; Śāntiś. ; Kathās.	8	mfs	1.0	estimated
KalIkf	mw	KalIkf#1	KalI—√ kf ‘to reduce to sediment, crush’, to hurt, injure, treat ill, Mṛcch. ; Kād. ; Hcar. ; Kathās	8	mfs	1.0	estimated
Kalla	mw	Kalla#2	(= Kalva ) a mill, stone or vessel for grinding drugs, Bhpr.	8	mfs	0.9649	estimated
Palatrika	mw	Palatrika#1	Pala—trika n. ‘ f˚ -triad’, the 3 myrobalans , ib.	8	mfs	1.0	estimated
SAMtanu	mw	SAMtanu#1	SAMtanu m. N. of the father of Bhīṣma (in older language Sa/Mtanu , q.v. ), MBh. ; Hariv. &c.	8	mfs	1.0	estimated
SAkteya	mw	SAkteya#1	SAkteya m. a worshipper of the Śakti (see above), Vop.	8	mfs	1.0	estimated
SAkunika	mw	SAkunika#2	SAkunika m. a fowler, bird-catcher, Mn. ; MBh. &c.	8	mfs	1.0	estimated
SIGrakArin	mw	SIGrakArin#2	acute (as a disease), Car. (applied to a kind of fever, Bhpr. )	8	mfs	1.0	estimated
SItaSiva	mw	SItaSiva#5	rock-salt, L.	8	mfs	1.0	estimated
SaNKanABi	mw	SaNKanABi#1	SaNKa—nABi f. a kind of shell, Suśr.	8	mfs	1.0	estimated
SakawI	mw	SakawI#2	SakawI/ f. a waggon, cart, carriage, RV. x, 146, 3 ( cf. g. bahv-Adi ).	8	mfs	1.0	estimated
Satabali	mw	Satabali#2	N. of a monkey, R.	8	mfs	1.0	estimated
SavasAna	mw	SavasAna#1	SavasAna/ mfn. strong, vigorous, powerful, violent, RV.	8	mfs	1.0	estimated
Sezas	mw	Sezas#1	Se/zas n. offspring, RV.	8	mfs	1.0	estimated
Sirovasti	mw	Sirovasti#1	Siro—vasti m. or f. (?) pouring oil or other liquids on the head, L.	8	mfs	1.0	estimated
SoRitapura	mw	SoRitapura#1	SoRita—pura n. N. of the city of the Asura Bāṇa , Hariv. ; Pur.	8	mfs	1.0	estimated
SrAvasta	mw	SrAvasta#1	SrAvasta m. ( prob. connected with √ 1. Sru ) N. of a king (son of Śrāva and grandson of Yuvanāśva )	8	mfs	1.0	estimated
SramaRA	mw	SramaRA#1	SramaRA ( A ), f. a handsome woman, L.	8	mfs	1.0	estimated
Srutya	mw	Srutya#1	Sru/tya mfn. to be heard, famous, glorious, RV.	8	mfs	1.0	estimated
Svetaparvata	mw	Svetaparvata#1	Sveta—parvata m. ‘ wh˚ mountain’, N. of a m˚ , MBh. ; Hariv. ; R.	8	mfs	1.0	estimated
aBisaMjYita	mw	aBisaMjYita#1	aBi-saMjYita mfn. ( fr. 2. saMjYA cf. saMjYita ), called, named, MBh. &c.	8	mfs	1.0	estimated
aByAsic	mw	aByAsic#1	aBy-A-√ sic to pour on Gobh. ; Suśr.	8	mfs	1.0	estimated
agrima	mw	agrima#4	eldest, principal, L.	8	mfs	1.0	estimated
anAhUta	mw	anAhUta#1	an-AhUta mfn. uncalled, uninvited.	8	mfs	1.0	estimated
aniSita	mw	aniSita#1	a/-niSita mfn. incessant, VS. ; ŚBr.	8	mfs	1.0	estimated
anudAtta	mw	anudAtta#1	an-udAtta mfn. not raised, not elevated, not pronounced with the Udātta accent, grave	8	mfs	0.55	estimated
anuprayuj	mw	anuprayuj#1	anu-pra-√ yuj to employ after, add after ( abl. ), Pāṇ. to join, follow, AV. &c.	8	mfs	1.0	estimated
anuzaNgin	mw	anuzaNgin#1	anu-zaNgin mfn. addicted or attached to, connected with, or ‘common, prevailing’, Mn. vii, 52.	8	mfs	1.0	estimated
anyatA	mw	anyatA#1	anya—tA f. difference.	8	mfs	1.0	estimated
apaScima	mw	apaScima#1	a-paScima mfn. not having another in the rear, last, not the last.	8	mfs	1.0	estimated
apakfzwa	mw	apakfzwa#3	low, vile, inferior	8	mfs	1.0	estimated
apavfj	mw	apavfj#3	to tear off, AV. ;	8	mfs	1.0	estimated
apraBu	mw	apraBu#1	a/-praBu mfn. wanting power, unable, incompetent (with loc. ), RV. ix, 73, 9 ; AitBr. &c.	8	mfs	1.0	estimated
arakzas	mw	arakzas#1	a-rakza/s mfn. (√ 3. rakz ), harmless, honest, RV.	8	mfs	1.0	estimated
aratnika	mw	aratnika#1	aratnika m. the elbow, Yājñ. iii, 86 .	8	mfs	1.0	estimated
aruRi	mw	aruRi#1	aruRi m. N. of a Muni , BhP. ( cf. AruRi ).	8	mfs	1.0	estimated
asaMniDi	mw	asaMniDi#1	a-saMniDi m. (generally loc. ˚DO ) absence, Mn. ; Gaut. &c.	8	mfs	1.0	estimated
asti	mw	asti#1	1. asti ind. (3. sg. pr. √ 1. as ; g. cA di and svar-Adi , q.v. ) sometimes used as a mere particle 	8	mfs	1.0	estimated
atisru	mw	atisru#1	ati-√ sru to flow over or flow excessively.	8	mfs	1.0	estimated
ativfdDa	mw	ativfdDa#1	ati-vfdDa mfn. very large	8	mfs	1.0	estimated
avana	mw	avana#1	avana n. favour, preservation, protection, Nir. ; BhP. &c. ( cf. an-avana )	8	mfs	1.0	estimated
avantI	mw	avantI#3	(= avanti ) N. of of river.	8	mfs	1.0	estimated
avaskand	mw	avaskand#3	to storm, assault (as a city &c.), R. ; Mālav. &c.	8	mfs	1.0	estimated
avinDya	mw	avinDya#1	a-vinDya m. N. of a minister of Rāvaṇa , R.	8	mfs	1.0	estimated
bahuputra	mw	bahuputra#3	N. of a Prajā-pati , R. ; Pur.	8	mfs	1.0	estimated
campa	mw	campa#1	campa m. Bauhinia variegata , L.	8	mfs	1.0	estimated
citrakarman	mw	citrakarman#1	citra—karman n. any extraordinary act, wonderful deed, W.	8	mfs	0.6667	estimated
cyOtna	mw	cyOtna#1	cyOtna/ mfn. animating, promoting (with acc. ), RV. x, 50, 4	8	mfs	1.0	estimated
dIkzin	mw	dIkzin#1	dIkzin mfn. ( ifc. ) one who has been initiated ( cf. gaRa- ).	8	mfs	1.0	estimated
dUQI	mw	dUQI#1	dU—QI/ mfn. malevolent, RV.	8	mfs	1.0	estimated
daBIti	mw	daBIti#2	N. of a man (favoured by Indra , ii , iv , vi f. x ; by the Aśvin s, i, 112, 23 ).	8	mfs	1.0	estimated
dezRa	mw	dezRa#1	dezRa/ n. giving, a gift, RV. ( cf. kumAra- , cAru- , tuvi- &c.), RV.	8	mfs	1.0	estimated
dogDrI	mw	dogDrI#1	do/gDrI f. giving milk (a cow, wet-nurse &c.), VS. ; Suśr. &c.	8	mfs	1.0	estimated
drORAyani	mw	drORAyani#1	drO˚RAyani ( MBh. ) m. patr. of Aśvatthāman .	8	mfs	1.0	estimated
duHSaMsa	mw	duHSaMsa#1	duH—Sa/Msa mfn. wishing or threatening evil, malicious, wicked, RV. ; AV. &c.	8	mfs	1.0	estimated
dyAvABUmI	mw	dyAvABUmI#1	dyA/vA—BUmI ( dyA/˚ ), f. du. heaven and earth, RV. ; AV. &c.	8	mfs	1.0	estimated
ekavacana	mw	ekavacana#1	eka—vacana/ n. the singular number, ŚBr. ; Pāṇ. &c.	8	mfs	1.0	estimated
ena	mw	ena#4	2. ena and enA , Ved. instr. of idam , q.v.	8	mfs	1.0	estimated
ftusnAtA	mw	ftusnAtA#1	ftu—snAtA f. a woman who has bathed after her courses (and so prepared herself for sexual intercours	8	mfs	1.0	estimated
gItA	mw	gItA#2	N. of a metre.	8	mfs	1.0	estimated
gaRanAyaka	mw	gaRanAyaka#1	gaRa—nAyaka m. the leader of the attendants of any god, BhP. v, 17, 13 ; BhavP.	8	mfs	1.0	estimated
garBadrAvaRa	mw	garBadrAvaRa#1	garBa—drAvaRa n. a particular process applied to minerals ( esp. to mercury).	8	mfs	1.0	estimated
garhaRa	mw	garhaRa#2	garhaRa n. censuring, censure, blame, reproach, MBh. xii, 9153 ; R. ; Sarvad. iv, 1	8	mfs	1.0	estimated
gatvara	mw	gatvara#1	gatvara mf( I )n. going to a place (in comp. ), Hcar.	8	mfs	1.0	estimated
girikA	mw	girikA#2	N. of the wife of Vasu (daughter of the mountain Kolāhala and of the river Śaktimatī ), MBh. i, 2371	8	mfs	1.0	estimated
