rank	lemma_slp1	lemma_iast	model	kind	bucket	core_rank	n_attested_cells	corpus_count	pct	cumulative_pct	lesson
6728	jIv	jīv	v_p	verb	present-class-verbs	277	2	17	0.0023	94.43	10
6729	pac	pac	v_1	verb	present-class-verbs	280	27	1204	0.1623	94.59	10
6730	pac	pac	v_4	verb	present-class-verbs	280	8	163	0.022	94.62	10
6731	pac	pac	v_p	verb	present-class-verbs	280	8	163	0.022	94.64	10
6732	Cid	chid	v_p	verb	present-class-verbs	283	4	52	0.007	94.65	10
6733	sfj	sṛj	v_6	verb	present-class-verbs	284	32	924	0.1246	94.77	10
6734	sfj	sṛj	v_p	verb	present-class-verbs	284	10	98	0.0132	94.78	10
6735	Bid	bhid	v_p	verb	present-class-verbs	285	10	213	0.0287	94.81	10
6736	nI	nī	v_1	verb	present-class-verbs	289	36	874	0.1178	94.93	10
6737	nI	nī	v_p	verb	present-class-verbs	289	9	139	0.0187	94.95	10
6738	siD	sidh	v_1	verb	present-class-verbs	296	10	42	0.0057	94.95	10
6739	siD	sidh	v_4	verb	present-class-verbs	296	8	351	0.0473	95.0	10
6740	siD	sidh	v_p	verb	present-class-verbs	296	5	29	0.0039	95.01	10
6741	vid	vid	v_6	verb	present-class-verbs	297	36	756	0.1019	95.11	10
6742	vid	vid	v_p	verb	present-class-verbs	297	7	1175	0.1584	95.27	10
6743	hu	hu	v_p	verb	present-class-verbs	310	7	117	0.0158	95.28	10
6744	rakz	rakṣ	v_1	verb	present-class-verbs	312	37	811	0.1093	95.39	10
6745	rakz	rakṣ	v_p	verb	present-class-verbs	312	7	66	0.0089	95.4	10
6746	tap	tap	v_1	verb	present-class-verbs	318	5	22	0.003	95.4	10
6747	tap	tap	v_4	verb	present-class-verbs	318	20	171	0.0231	95.43	10
6748	tap	tap	v_p	verb	present-class-verbs	318	12	132	0.0178	95.44	10
6749	Ap	āp	v_p	verb	present-class-verbs	331	2	60	0.0081	95.45	10
6750	Sak	śak	v_p	verb	present-class-verbs	339	9	266	0.0359	95.49	10
6751	vyaD	vyadh	v_4	verb	present-class-verbs	345	21	318	0.0429	95.53	10
6752	vyaD	vyadh	v_p	verb	present-class-verbs	345	5	31	0.0042	95.53	10
6753	stu	stu	v_p	verb	present-class-verbs	351	4	30	0.004	95.54	10
6754	snA	snā	v_4	verb	present-class-verbs	376	1	2	0.0003	95.54	10
6755	snA	snā	v_p	verb	present-class-verbs	376	1	2	0.0003	95.54	10
6756	SaMs	śaṃs	v_1	verb	present-class-verbs	395	20	651	0.0878	95.63	10
6757	ram	ram	v_1	verb	present-class-verbs	402	28	402	0.0542	95.68	10
6758	ram	ram	v_p	verb	present-class-verbs	402	3	11	0.0015	95.68	10
6759	vah	vah	v_1	verb	present-class-verbs	414	32	983	0.1325	95.82	10
6760	vah	vah	v_p	verb	present-class-verbs	414	2	13	0.0018	95.82	10
6761	BAz	bhāṣ	v_1	verb	present-class-verbs	420	24	829	0.1118	95.93	10
6762	BAz	bhāṣ	v_p	verb	present-class-verbs	420	4	15	0.002	95.93	10
6763	pU	pū	v_1	verb	present-class-verbs	423	11	470	0.0634	95.99	10
6764	pU	pū	v_p	verb	present-class-verbs	423	3	39	0.0053	96.0	10
6765	Bf	bhṛ	v_1	verb	present-class-verbs	429	27	338	0.0456	96.05	10
6766	Bf	bhṛ	v_p	verb	present-class-verbs	429	2	8	0.0011	96.05	10
6767	jf	jṛ	v_1	verb	present-class-verbs	432	9	39	0.0053	96.05	10
6768	sev	sev	v_1	verb	present-class-verbs	441	11	330	0.0445	96.1	10
6769	sev	sev	v_p	verb	present-class-verbs	441	4	46	0.0062	96.1	10
6770	prI	prī	v_4	verb	present-class-verbs	444	14	113	0.0152	96.12	10
6771	prI	prī	v_p	verb	present-class-verbs	444	12	109	0.0147	96.13	10
6772	vfD	vṛdh	v_1	verb	present-class-verbs	450	26	566	0.0763	96.21	10
6773	naS	naś	v_1	verb	present-class-verbs	484	7	17	0.0023	96.21	10
6774	naS	naś	v_4	verb	present-class-verbs	484	12	385	0.0519	96.26	10
6775	naS	naś	v_p	verb	present-class-verbs	484	7	66	0.0089	96.27	10
6776	Dam	dham	v_1	verb	present-class-verbs	492	9	387	0.0522	96.32	10
6777	Dam	dham	v_p	verb	present-class-verbs	492	1	1	0.0001	96.32	10
6778	vraj	vraj	v_1	verb	present-class-verbs	528	20	891	0.1201	96.44	10
6779	hfz	hṛṣ	v_1	verb	present-class-verbs	538	5	10	0.0013	96.45	10
6780	hfz	hṛṣ	v_4	verb	present-class-verbs	538	8	80	0.0108	96.46	10
6781	hfz	hṛṣ	v_p	verb	present-class-verbs	538	7	12	0.0016	96.46	10
6782	dIp	dīp	v_4	verb	present-class-verbs	540	7	82	0.0111	96.47	10
6783	dIp	dīp	v_p	verb	present-class-verbs	540	7	82	0.0111	96.48	10
6784	Baj	bhaj	v_1	verb	present-class-verbs	556	35	696	0.0938	96.57	10
6785	Baj	bhaj	v_p	verb	present-class-verbs	556	2	7	0.0009	96.57	10
6786	jap	jap	v_1	verb	present-class-verbs	559	4	7	0.0009	96.58	10
6787	jap	jap	v_p	verb	present-class-verbs	559	2	3	0.0004	96.58	10
6788	muh	muh	v_4	verb	present-class-verbs	574	17	157	0.0212	96.6	10
6789	muh	muh	v_p	verb	present-class-verbs	574	6	26	0.0035	96.6	10
6790	dru	dru	v_1	verb	present-class-verbs	579	13	272	0.0367	96.64	10
6791	piz	piṣ	v_p	verb	present-class-verbs	589	1	2	0.0003	96.64	10
6792	buD	budh	v_1	verb	present-class-verbs	602	5	17	0.0023	96.64	10
6793	buD	budh	v_4	verb	present-class-verbs	602	20	257	0.0346	96.67	10
6794	buD	budh	v_p	verb	present-class-verbs	602	14	226	0.0305	96.7	10
6795	Df	dhṛ	v_1	verb	present-class-verbs	608	7	16	0.0022	96.71	10
6796	Df	dhṛ	v_p	verb	present-class-verbs	608	10	74	0.01	96.72	10
6797	spfS	spṛś	v_6	verb	present-class-verbs	639	17	315	0.0425	96.76	10
6798	spfS	spṛś	v_p	verb	present-class-verbs	639	7	25	0.0034	96.76	10
6799	svap	svap	v_p	verb	present-class-verbs	663	3	7	0.0009	96.76	10
6800	kzi	kṣi	v_1	verb	present-class-verbs	668	6	17	0.0023	96.77	10
6801	kzi	kṣi	v_6	verb	present-class-verbs	668	5	13	0.0018	96.77	10
6802	kzi	kṣi	v_p	verb	present-class-verbs	668	8	152	0.0205	96.79	10
6803	vf	vṛ	v_1	verb	present-class-verbs	671	4	10	0.0013	96.79	10
6804	vf	vṛ	v_p	verb	present-class-verbs	671	3	7	0.0009	96.79	10
6805	SI	śī	v_1	verb	present-class-verbs	683	7	49	0.0066	96.8	10
6806	han	han	v_1	verb	present-class-verbs	705	4	23	0.0031	96.8	10
6807	han	han	v_p	verb	present-class-verbs	705	9	124	0.0167	96.82	10
6808	viS	viś	v_6	verb	present-class-verbs	707	27	401	0.0541	96.87	10
6809	mad	mad	v_1	verb	present-class-verbs	714	17	129	0.0174	96.89	10
6810	mad	mad	v_4	verb	present-class-verbs	714	6	19	0.0026	96.89	10
6811	mad	mad	v_p	verb	present-class-verbs	714	1	1	0.0001	96.89	10
6812	ruD	rudh	v_1	verb	present-class-verbs	733	1	1	0.0001	96.89	10
6813	ruD	rudh	v_p	verb	present-class-verbs	733	4	7	0.0009	96.89	10
6814	yuD	yudh	v_1	verb	present-class-verbs	767	1	1	0.0001	96.89	10
6815	yuD	yudh	v_4	verb	present-class-verbs	767	32	314	0.0423	96.93	10
6816	yuD	yudh	v_p	verb	present-class-verbs	767	17	258	0.0348	96.97	10
6817	tuz	tuṣ	v_4	verb	present-class-verbs	776	14	123	0.0166	96.99	10
6818	tuz	tuṣ	v_p	verb	present-class-verbs	776	4	15	0.002	96.99	10
6819	duz	duṣ	v_4	verb	present-class-verbs	805	6	101	0.0136	97.0	10
6820	duz	duṣ	v_p	verb	present-class-verbs	805	3	8	0.0011	97.0	10
6821	gA	gā	v_p	verb	present-class-verbs	810	7	29	0.0039	97.01	10
6822	jval	jval	v_1	verb	present-class-verbs	823	10	101	0.0136	97.02	10
6823	lip	lip	v_6	verb	present-class-verbs	827	5	64	0.0086	97.03	10
6824	lip	lip	v_p	verb	present-class-verbs	827	5	95	0.0128	97.04	10
6825	BaYj	bhañj	v_p	verb	present-class-verbs	869	6	48	0.0065	97.05	10
6826	mfd	mṛd	v_1	verb	present-class-verbs	917	3	3	0.0004	97.05	10
6827	mfd	mṛd	v_p	verb	present-class-verbs	917	1	3	0.0004	97.05	10
6828	yam	yam	v_1	verb	present-class-verbs	935	25	503	0.0678	97.12	10
6829	yam	yam	v_p	verb	present-class-verbs	935	1	1	0.0001	97.12	10
6830	su	su	v_p	verb	present-class-verbs	1029	1	5	0.0007	97.12	10
6831	nam	nam	v_1	verb	present-class-verbs	1058	22	200	0.027	97.14	10
6832	nam	nam	v_p	verb	present-class-verbs	1058	1	2	0.0003	97.14	10
6833	vand	vand	v_1	verb	present-class-verbs	1075	11	127	0.0171	97.16	10
6834	vand	vand	v_p	verb	present-class-verbs	1075	1	1	0.0001	97.16	10
6835	rud	rud	v_p	verb	present-class-verbs	1085	2	12	0.0016	97.16	10
6836	yAc	yāc	v_1	verb	present-class-verbs	1121	26	336	0.0453	97.21	10
6837	yAc	yāc	v_p	verb	present-class-verbs	1121	2	5	0.0007	97.21	10
6838	paW	paṭh	v_1	verb	present-class-verbs	1132	8	264	0.0356	97.25	10
6839	paW	paṭh	v_p	verb	present-class-verbs	1132	5	62	0.0084	97.25	10
6840	Bram	bhram	v_1	verb	present-class-verbs	1138	13	134	0.0181	97.27	10
6841	Bram	bhram	v_4	verb	present-class-verbs	1138	13	134	0.0181	97.29	10
6842	sah	sah	v_1	verb	present-class-verbs	1156	16	236	0.0318	97.32	10
6843	sah	sah	v_p	verb	present-class-verbs	1156	1	2	0.0003	97.32	10
6844	av	av	v_1	verb	present-class-verbs	1159	20	393	0.053	97.37	10
6845	yat	yat	v_1	verb	present-class-verbs	1228	21	154	0.0208	97.4	10
6846	kup	kup	v_4	verb	present-class-verbs	1242	14	105	0.0142	97.41	10
6847	kup	kup	v_p	verb	present-class-verbs	1242	5	17	0.0023	97.41	10
6848	tfp	tṛp	v_4	verb	present-class-verbs	1264	21	261	0.0352	97.45	10
6849	tfp	tṛp	v_p	verb	present-class-verbs	1264	8	24	0.0032	97.45	10
6850	gras	gras	v_1	verb	present-class-verbs	1296	14	215	0.029	97.48	10
6851	gras	gras	v_p	verb	present-class-verbs	1296	3	8	0.0011	97.48	10
6852	sru	sru	v_1	verb	present-class-verbs	1362	9	247	0.0333	97.51	10
6853	mA	mā	v_p	verb	present-class-verbs	1391	2	10	0.0013	97.52	10
6854	liK	likh	v_6	verb	present-class-verbs	1400	9	95	0.0128	97.53	10
6855	liK	likh	v_p	verb	present-class-verbs	1400	4	48	0.0065	97.53	10
6856	guh	guh	v_1	verb	present-class-verbs	1407	8	26	0.0035	97.54	10
6857	cal	cal	v_1	verb	present-class-verbs	1414	3	7	0.0009	97.54	10
6858	krIq	krīḍ	v_1	verb	present-class-verbs	1418	20	177	0.0239	97.56	10
6859	nad	nad	v_1	verb	present-class-verbs	1419	6	68	0.0092	97.57	10
6860	sic	sic	v_6	verb	present-class-verbs	1468	19	198	0.0267	97.6	10
6861	sic	sic	v_p	verb	present-class-verbs	1468	4	44	0.0059	97.6	10
6862	puw	puṭ	v_6	verb	present-class-verbs	1478	2	227	0.0306	97.64	10
6863	Sap	śap	v_1	verb	present-class-verbs	1479	17	101	0.0136	97.65	10
6864	Sap	śap	v_4	verb	present-class-verbs	1479	1	1	0.0001	97.65	10
6865	Sap	śap	v_p	verb	present-class-verbs	1479	1	1	0.0001	97.65	10
6866	kzuD	kṣudh	v_4	verb	present-class-verbs	1495	1	1	0.0001	97.65	10
6867	vfz	vṛṣ	v_1	verb	present-class-verbs	1523	18	231	0.0311	97.68	10
6868	vfz	vṛṣ	v_p	verb	present-class-verbs	1523	1	1	0.0001	97.68	10
6869	lih	lih	v_p	verb	present-class-verbs	1529	1	1	0.0001	97.68	10
6870	gad	gad	v_1	verb	present-class-verbs	1564	2	6	0.0008	97.68	10
6871	gad	gad	v_p	verb	present-class-verbs	1564	1	8	0.0011	97.68	10
6872	bAD	bādh	v_1	verb	present-class-verbs	1598	16	220	0.0297	97.71	10
6873	bAD	bādh	v_p	verb	present-class-verbs	1598	8	69	0.0093	97.72	10
6874	has	has	v_1	verb	present-class-verbs	1613	11	80	0.0108	97.73	10
6875	saYj	sañj	v_1	verb	present-class-verbs	1660	5	24	0.0032	97.74	10
6876	saYj	sañj	v_p	verb	present-class-verbs	1660	2	5	0.0007	97.74	10
6877	ad	ad	v_p	verb	present-class-verbs	1679	2	30	0.004	97.74	10
6878	aYj	añj	v_p	verb	present-class-verbs	1682	2	34	0.0046	97.74	10
6879	arc	arc	v_1	verb	present-class-verbs	1683	17	128	0.0173	97.76	10
6880	duh	duh	v_4	verb	present-class-verbs	1697	4	15	0.002	97.76	10
6881	duh	duh	v_6	verb	present-class-verbs	1697	5	51	0.0069	97.77	10
6882	duh	duh	v_p	verb	present-class-verbs	1697	4	15	0.002	97.77	10
6883	svid	svid	v_1	verb	present-class-verbs	1700	1	2	0.0003	97.77	10
6884	svid	svid	v_p	verb	present-class-verbs	1700	1	6	0.0008	97.77	10
6885	fC	ṛch	v_6	verb	present-class-verbs	1717	14	235	0.0317	97.81	10
6886	vI	vī	v_p	verb	present-class-verbs	1718	1	1	0.0001	97.81	10
6887	KAd	khād	v_1	verb	present-class-verbs	1746	16	198	0.0267	97.83	10
6888	KAd	khād	v_p	verb	present-class-verbs	1746	1	3	0.0004	97.83	10
6889	sU	sū	v_6	verb	present-class-verbs	1764	11	69	0.0093	97.84	10
6890	sU	sū	v_p	verb	present-class-verbs	1764	2	52	0.007	97.85	10
6891	mud	mud	v_1	verb	present-class-verbs	1767	17	224	0.0302	97.88	10
6892	puz	puṣ	v_1	verb	present-class-verbs	1791	1	1	0.0001	97.88	10
6893	puz	puṣ	v_4	verb	present-class-verbs	1791	11	104	0.014	97.89	10
6894	puz	puṣ	v_p	verb	present-class-verbs	1791	3	4	0.0005	97.89	10
6895	vyaT	vyath	v_1	verb	present-class-verbs	1800	8	66	0.0089	97.9	10
6896	mil	mil	v_6	verb	present-class-verbs	1817	4	155	0.0209	97.92	10
6897	nind	nind	v_1	verb	present-class-verbs	1826	9	60	0.0081	97.93	10
6898	nind	nind	v_p	verb	present-class-verbs	1826	2	12	0.0016	97.93	10
6899	nft	nṛt	v_4	verb	present-class-verbs	1836	10	75	0.0101	97.94	10
6900	nft	nṛt	v_p	verb	present-class-verbs	1836	4	11	0.0015	97.95	10
6901	Ikz	īkṣ	v_1	verb	present-class-verbs	1842	15	243	0.0328	97.98	10
6902	Ikz	īkṣ	v_p	verb	present-class-verbs	1842	3	22	0.003	97.98	10
6903	Sri	śri	v_1	verb	present-class-verbs	1859	25	110	0.0148	98.0	10
6904	sPur	sphur	v_6	verb	present-class-verbs	1875	8	78	0.0105	98.01	10
6905	Sikz	śikṣ	v_1	verb	present-class-verbs	1903	24	127	0.0171	98.02	10
6906	Sikz	śikṣ	v_p	verb	present-class-verbs	1903	1	2	0.0003	98.02	10
6907	majj	majj	v_6	verb	present-class-verbs	1918	6	64	0.0086	98.03	10
6908	BraMS	bhraṃś	v_1	verb	present-class-verbs	1923	3	6	0.0008	98.03	10
6909	BraMS	bhraṃś	v_4	verb	present-class-verbs	1923	9	42	0.0057	98.04	10
6910	BraMS	bhraṃś	v_p	verb	present-class-verbs	1923	5	30	0.004	98.04	10
6911	DAv	dhāv	v_1	verb	present-class-verbs	1924	20	227	0.0306	98.07	10
6912	DAv	dhāv	v_p	verb	present-class-verbs	1924	1	1	0.0001	98.07	10
6913	ruh	ruh	v_1	verb	present-class-verbs	1941	13	204	0.0275	98.1	10
6914	ruh	ruh	v_p	verb	present-class-verbs	1941	1	1	0.0001	98.1	10
6915	dam	dam	v_4	verb	present-class-verbs	1946	1	2	0.0003	98.1	10
6916	dam	dam	v_p	verb	present-class-verbs	1946	3	4	0.0005	98.1	10
6917	Sram	śram	v_4	verb	present-class-verbs	2006	8	20	0.0027	98.1	10
6918	iz	iṣ	v_1	verb	present-class-verbs	2016	4	20	0.0027	98.11	10
6919	iz	iṣ	v_4	verb	present-class-verbs	2016	12	412	0.0555	98.16	10
6920	iz	iṣ	v_6	verb	present-class-verbs	2016	41	2533	0.3415	98.5	10
6921	iz	iṣ	v_p	verb	present-class-verbs	2016	4	379	0.0511	98.56	10
6922	hiMs	hiṃs	v_1	verb	present-class-verbs	2049	8	57	0.0077	98.56	10
6923	hiMs	hiṃs	v_p	verb	present-class-verbs	2049	2	3	0.0004	98.56	10
6924	praT	prath	v_1	verb	present-class-verbs	2151	12	96	0.0129	98.58	10
6925	kram	kram	v_1	verb	present-class-verbs	2153	12	100	0.0135	98.59	10
6926	kram	kram	v_4	verb	present-class-verbs	2153	2	2	0.0003	98.59	10
6927	kram	kram	v_p	verb	present-class-verbs	2153	2	2	0.0003	98.59	10
6928	luB	lubh	v_4	verb	present-class-verbs	2162	2	5	0.0007	98.59	10
6929	kfz	kṛṣ	v_1	verb	present-class-verbs	2217	13	51	0.0069	98.6	10
6930	kfz	kṛṣ	v_6	verb	present-class-verbs	2217	12	29	0.0039	98.6	10
6931	kfz	kṛṣ	v_p	verb	present-class-verbs	2217	7	22	0.003	98.6	10
6932	plu	plu	v_1	verb	present-class-verbs	2218	13	52	0.007	98.61	10
6933	lI	lī	v_1	verb	present-class-verbs	2227	1	1	0.0001	98.61	10
6934	lI	lī	v_4	verb	present-class-verbs	2227	5	93	0.0125	98.62	10
6935	lI	lī	v_p	verb	present-class-verbs	2227	5	93	0.0125	98.64	10
6936	jyA	jyā	v_p	verb	present-class-verbs	2234	4	19	0.0026	98.64	10
6937	maT	math	v_1	verb	present-class-verbs	2303	1	9	0.0012	98.64	10
6938	maT	math	v_p	verb	present-class-verbs	2303	4	22	0.003	98.64	10
6939	tras	tras	v_1	verb	present-class-verbs	2330	8	18	0.0024	98.65	10
6940	tras	tras	v_4	verb	present-class-verbs	2330	4	4	0.0005	98.65	10
6941	tras	tras	v_p	verb	present-class-verbs	2330	1	1	0.0001	98.65	10
6942	SaNk	śaṅk	v_1	verb	present-class-verbs	2353	10	76	0.0102	98.66	10
6943	SaNk	śaṅk	v_p	verb	present-class-verbs	2353	3	3	0.0004	98.66	10
6944	dAS	dāś	v_1	verb	present-class-verbs	2378	4	23	0.0031	98.66	10
6945	mfj	mṛj	v_1	verb	present-class-verbs	2434	2	3	0.0004	98.66	10
6946	mfj	mṛj	v_6	verb	present-class-verbs	2434	3	34	0.0046	98.67	10
6947	mfj	mṛj	v_p	verb	present-class-verbs	2434	2	9	0.0012	98.67	10
6948	kruS	kruś	v_1	verb	present-class-verbs	2442	9	29	0.0039	98.67	10
6949	kruS	kruś	v_p	verb	present-class-verbs	2442	1	1	0.0001	98.67	10
6950	kamp	kamp	v_1	verb	present-class-verbs	2536	10	89	0.012	98.68	10
6951	vaS	vaś	v_1	verb	present-class-verbs	2548	3	4	0.0005	98.68	10
6952	Iq	īḍ	v_p	verb	present-class-verbs	2571	2	3	0.0004	98.68	10
6953	vA	vā	v_p	verb	present-class-verbs	2612	2	3	0.0004	98.68	10
6954	stamB	stambh	v_1	verb	present-class-verbs	2620	1	3	0.0004	98.68	10
6955	stamB	stambh	v_p	verb	present-class-verbs	2620	3	4	0.0005	98.69	10
6956	cit	cit	v_1	verb	present-class-verbs	2704	7	20	0.0027	98.69	10
6957	smi	smi	v_1	verb	present-class-verbs	2711	5	17	0.0023	98.69	10
6958	nud	nud	v_6	verb	present-class-verbs	2734	24	185	0.0249	98.72	10
6959	nud	nud	v_p	verb	present-class-verbs	2734	1	2	0.0003	98.72	10
6960	vam	vam	v_1	verb	present-class-verbs	2740	5	50	0.0067	98.72	10
6961	sac	sac	v_1	verb	present-class-verbs	2763	24	198	0.0267	98.75	10
6962	lag	lag	v_1	verb	present-class-verbs	2806	3	23	0.0031	98.75	10
6963	gal	gal	v_1	verb	present-class-verbs	2858	5	17	0.0023	98.75	10
6964	kANkz	kāṅkṣ	v_1	verb	present-class-verbs	2860	17	69	0.0093	98.76	10
6965	DU	dhū	v_6	verb	present-class-verbs	2906	1	1	0.0001	98.76	10
6966	DU	dhū	v_p	verb	present-class-verbs	2906	3	4	0.0005	98.76	10
6967	inD	indh	v_p	verb	present-class-verbs	2927	4	35	0.0047	98.77	10
6968	Buj	bhuj	v_6	verb	present-class-verbs	2974	1	6	0.0008	98.77	10
6969	Buj	bhuj	v_p	verb	present-class-verbs	2974	3	86	0.0116	98.78	10
6970	kft	kṛt	v_6	verb	present-class-verbs	2986	12	49	0.0066	98.79	10
6971	kft	kṛt	v_p	verb	present-class-verbs	2986	1	1	0.0001	98.79	10
6972	raYj	rañj	v_1	verb	present-class-verbs	3044	2	2	0.0003	98.79	10
6973	raYj	rañj	v_4	verb	present-class-verbs	3044	8	48	0.0065	98.79	10
6974	raYj	rañj	v_p	verb	present-class-verbs	3044	5	32	0.0043	98.8	10
6975	kzar	kṣar	v_1	verb	present-class-verbs	3085	11	104	0.014	98.81	10
6976	kzuB	kṣubh	v_1	verb	present-class-verbs	3109	1	2	0.0003	98.81	10
6977	kzuB	kṣubh	v_4	verb	present-class-verbs	3109	7	16	0.0022	98.82	10
6978	kzuB	kṣubh	v_p	verb	present-class-verbs	3109	2	5	0.0007	98.82	10
6979	van	van	v_1	verb	present-class-verbs	3115	5	14	0.0019	98.82	10
6980	garj	garj	v_1	verb	present-class-verbs	3157	7	37	0.005	98.82	10
6981	krI	krī	v_p	verb	present-class-verbs	3158	4	6	0.0008	98.82	10
6982	SlAG	ślāgh	v_1	verb	present-class-verbs	3178	5	17	0.0023	98.83	10
6983	SlAG	ślāgh	v_p	verb	present-class-verbs	3178	1	3	0.0004	98.83	10
6984	ukz	ukṣ	v_1	verb	present-class-verbs	3180	11	33	0.0044	98.83	10
6985	BrAj	bhrāj	v_1	verb	present-class-verbs	3186	9	70	0.0094	98.84	10
6986	garh	garh	v_1	verb	present-class-verbs	3258	7	19	0.0026	98.84	10
6987	garh	garh	v_p	verb	present-class-verbs	3258	2	4	0.0005	98.84	10
6988	vAYC	vāñch	v_1	verb	present-class-verbs	3314	10	96	0.0129	98.86	10
6989	vAYC	vāñch	v_p	verb	present-class-verbs	3314	1	1	0.0001	98.86	10
6990	Gfz	ghṛṣ	v_1	verb	present-class-verbs	3362	2	2	0.0003	98.86	10
6991	vfj	vṛj	v_p	verb	present-class-verbs	3373	1	3	0.0004	98.86	10
6992	carv	carv	v_p	verb	present-class-verbs	3392	1	1	0.0001	98.86	10
6993	vap	vap	v_1	verb	present-class-verbs	3424	16	179	0.0241	98.88	10
6994	vap	vap	v_p	verb	present-class-verbs	3424	2	6	0.0008	98.88	10
6995	diS	diś	v_6	verb	present-class-verbs	3468	13	130	0.0175	98.9	10
6996	Kan	khan	v_1	verb	present-class-verbs	3471	14	171	0.0231	98.92	10
6997	Kan	khan	v_p	verb	present-class-verbs	3471	5	10	0.0013	98.92	10
6998	Sam	śam	v_4	verb	present-class-verbs	3474	13	166	0.0224	98.95	10
6999	Sam	śam	v_p	verb	present-class-verbs	3474	1	4	0.0005	98.95	10
7000	fD	ṛdh	v_4	verb	present-class-verbs	3510	6	45	0.0061	98.95	10
7001	fD	ṛdh	v_6	verb	present-class-verbs	3510	2	2	0.0003	98.95	10
7002	fD	ṛdh	v_p	verb	present-class-verbs	3510	4	43	0.0058	98.96	10
7003	rAj	rāj	v_1	verb	present-class-verbs	3529	14	130	0.0175	98.98	10
7004	rAj	rāj	v_p	verb	present-class-verbs	3529	1	1	0.0001	98.98	10
7005	sf	sṛ	v_1	verb	present-class-verbs	3552	6	26	0.0035	98.98	10
7006	Suz	śuṣ	v_4	verb	present-class-verbs	3553	11	78	0.0105	98.99	10
7007	Suz	śuṣ	v_p	verb	present-class-verbs	3553	4	7	0.0009	98.99	10
7008	Bakz	bhakṣ	v_1	verb	present-class-verbs	3580	4	15	0.002	98.99	10
7009	Bakz	bhakṣ	v_p	verb	present-class-verbs	3580	5	8	0.0011	99.0	10
7010	muz	muṣ	v_1	verb	present-class-verbs	3606	1	1	0.0001	99.0	10
7011	muz	muṣ	v_p	verb	present-class-verbs	3606	3	6	0.0008	99.0	10
7012	mfz	mṛṣ	v_4	verb	present-class-verbs	3621	14	89	0.012	99.01	10
7013	mfz	mṛṣ	v_p	verb	present-class-verbs	3621	9	72	0.0097	99.02	10
7014	riz	riṣ	v_4	verb	present-class-verbs	3641	8	49	0.0066	99.02	10
7015	riz	riṣ	v_p	verb	present-class-verbs	3641	2	15	0.002	99.03	10
7016	vip	vip	v_1	verb	present-class-verbs	3644	6	21	0.0028	99.03	10
7017	BI	bhī	v_1	verb	present-class-verbs	3666	6	24	0.0032	99.03	10
7018	BI	bhī	v_p	verb	present-class-verbs	3666	1	1	0.0001	99.03	10
7019	takz	takṣ	v_1	verb	present-class-verbs	3683	9	20	0.0027	99.04	10
7020	Siz	śiṣ	v_p	verb	present-class-verbs	3728	3	29	0.0039	99.04	10
7021	fz	ṛṣ	v_1	verb	present-class-verbs	3750	8	122	0.0164	99.06	10
7022	fz	ṛṣ	v_6	verb	present-class-verbs	3750	2	4	0.0005	99.06	10
7023	sPuw	sphuṭ	v_1	verb	present-class-verbs	3754	1	2	0.0003	99.06	10
7024	sPuw	sphuṭ	v_6	verb	present-class-verbs	3754	8	47	0.0063	99.06	10
7025	ric	ric	v_4	verb	present-class-verbs	3819	3	19	0.0026	99.07	10
7026	ric	ric	v_p	verb	present-class-verbs	3819	3	19	0.0026	99.07	10
7027	Kid	khid	v_4	verb	present-class-verbs	3875	6	18	0.0024	99.07	10
7028	Kid	khid	v_p	verb	present-class-verbs	3875	4	14	0.0019	99.07	10
7029	eD	edh	v_1	verb	present-class-verbs	3895	9	100	0.0135	99.09	10
7030	krand	krand	v_1	verb	present-class-verbs	3917	10	41	0.0055	99.09	10
7031	DvaMs	dhvaṃs	v_1	verb	present-class-verbs	4022	8	15	0.002	99.09	10
7032	ruj	ruj	v_6	verb	present-class-verbs	4120	9	31	0.0042	99.1	10
7033	ruj	ruj	v_p	verb	present-class-verbs	4120	1	3	0.0004	99.1	10
7034	yuj	yuj	v_p	verb	present-class-verbs	4130	11	356	0.048	99.15	10
7035	nard	nard	v_1	verb	present-class-verbs	4214	4	12	0.0016	99.15	10
7036	sKal	skhal	v_1	verb	present-class-verbs	4332	4	15	0.002	99.15	10
7037	ruz	ruṣ	v_1	verb	present-class-verbs	4353	2	4	0.0005	99.15	10
7038	ruz	ruṣ	v_4	verb	present-class-verbs	4353	2	3	0.0004	99.15	10
7039	Dfz	dhṛṣ	v_1	verb	present-class-verbs	4370	1	7	0.0009	99.15	10
7040	nand	nand	v_1	verb	present-class-verbs	4374	9	53	0.0071	99.16	10
7041	sfp	sṛp	v_1	verb	present-class-verbs	4382	9	119	0.016	99.17	10
7042	BAs	bhās	v_1	verb	present-class-verbs	4385	6	54	0.0073	99.18	10
7043	Suc	śuc	v_1	verb	present-class-verbs	4463	12	294	0.0396	99.22	10
7044	rAD	rādh	v_4	verb	present-class-verbs	4489	1	1	0.0001	99.22	10
7045	rAD	rādh	v_p	verb	present-class-verbs	4489	2	20	0.0027	99.22	10
7046	lajj	lajj	v_6	verb	present-class-verbs	4510	6	30	0.004	99.23	10
7047	Ih	īh	v_1	verb	present-class-verbs	4526	8	67	0.009	99.24	10
7048	Gaw	ghaṭ	v_1	verb	present-class-verbs	4547	10	44	0.0059	99.24	10
7049	lal	lal	v_1	verb	present-class-verbs	4590	4	5	0.0007	99.24	10
