rule	category	global_count	global_pct	n_texts	top_texts	examples
e j → asmin j	consonant / other	1	0.0	1	Suśrutasaṃhitā(1)	pañcame manaḥ pratibuddhataraṃ bhavati ṣaṣṭhe buddhiḥ saptame sarvāṅgapratyaṅgavibhāgaḥ pravyaktataro 'ṣṭame 'sthirībhavatyojas tatra jātaś cenna jīven nirojastvān nairṛtabhāgatvācca tato baliṃ māṃsaudanamasmai dāpayet navamadaśamaikādaśadvādaśānām anyatamasmin jāyate ato 'nyathā vikārī bhavati anyatamasmin+jāyate
kh → stu kh	consonant / other	1	0.0	1	Suśrutasaṃhitā(1)	mātustu khalu rasavahāyāṃ nāḍyāṃ garbhanābhināḍī pratibaddhā sāsya māturāhārarasavīryamabhivahati tu→mātustu +khalu
_ r → sarvaśarīrāvayavānusāriṇīnāṃ r	anusvāra / nasal	1	0.0	1	Suśrutasaṃhitā(1)	asaṃjātāṅgapratyaṅgapravibhāgam ā niṣekāt prabhṛti sarvaśarīrāvayavānusāriṇīnāṃ rasavahānāṃ tiryaggatānāṃ dhamanīnām upasneho jīvayati _→sarvaśarīrāvayavānusāriṇīnāṃ +rasa
t c → ṃśāṅkuravac c	anusvāra / nasal	1	0.0	1	Suśrutasaṃhitā(1)	garbhasya khalu sambhavataḥ pūrvaṃ śiraḥ sambhavatītyāha śaunakaḥ śiromūlatvāt pradhānendriyāṇāṃ hṛdayamiti kṛtavīryo buddhermanasaś ca sthānatvāt nābhir iti pārāśaryas tato hi vardhate deho dehinaḥ pāṇipādamiti mārkaṇḍeyas tanmūlatvācceṣṭāyā garbhasya madhyaśarīramiti subhūtir gautamas tannibaddhatvāt sarvagātrasambhavasya tattu na samyak sarvāṇyaṅgapratyaṅgāni yugapat sambhavantītyāha dhanvantarir garbhasya sūkṣmatvānnopalabhyante vaṃśāṅkuravac cūtaphalavacca tadyathā cūtaphale paripakve kesaramāṃsāsthimajjānaḥ pṛthak pṛthag dṛśyante kālaprakarṣāt tānyeva taruṇe nopalabhyante sūkṣmatvāt teṣāṃ sūkṣmāṇāṃ kesarādīnāṃ kālaḥ pravyaktatāṃ karoti etenaiva vaṃśāṅkuro 'pi vyākhyātaḥ vat→vaṃśāṅkuravac +cūta
t → aḥ t	consonant / other	1	0.0	1	Suśrutasaṃhitā(1)	dvitīyā raktadharā nāma māṃsasyābhyantarataḥ tasyāṃ śoṇitaṃ viśeṣataś ca sirāsu yakṛtplīhnoś ca bhavati abhyantarāt→māṃsasyābhyantarataḥ +tasyāṃ
_ ś → asṛjaḥ ś	consonant / other	1	0.0	1	Suśrutasaṃhitā(1)	asṛjaḥ śleṣmaṇaś cāpi yaḥ prasādaḥ paro mataḥ asṛjaḥ+śleṣmaṇaś
m vastiḥ → ṃ bastiś	visarga	1	0.0	1	Suśrutasaṃhitā(1)	tato 'syāntrāṇi jāyante gudaṃ bastiś ca dehinaḥ gudaṃ+bastiś
vastiḥ c → bastiś c	visarga	1	0.0	1	Suśrutasaṃhitā(1)	tato 'syāntrāṇi jāyante gudaṃ bastiś ca dehinaḥ bastiś+ca
e e → apittanimittāsta e	vowel coalescence	1	0.0	1	Suśrutasaṃhitā(1)	vikṛtirhi divāsvapno nāma tatra svapatāmadharmaḥ sarvadoṣaprakopaśca tatprakopācca kāsaśvāsapratiśyāyaśirogauravāṅgamardārocakajvarāgnidaurbalyāni bhavanti rātrāvapi jāgaritavatāṃ vātapittanimittāsta evopadravā bhavanti te→vātapittanimittāsta +eva
i a → i ā	vowel coalescence	1	0.0	1	Suśrutasaṃhitā(1)	taṃ cetanāvasthitaṃ vāyurvibhajati teja enaṃ pacati āpaḥ kledayanti pṛthivī saṃhanti ākāśaṃ vivardhayati evaṃ vivardhitaḥ sa yadā hastapādajihvāghrāṇakarṇanitambādibhir aṅgair upetas tadā śarīram iti saṃjñāṃ labhate pacati+āpaḥ
ayaḥ y → yo y	visarga	1	0.0	1	Suśrutasaṃhitā(1)	tasya punaḥ saṃkhyānaṃ tvacaḥ kalā dhātavo malā doṣā yakṛtplīhānau phupphusa uṇḍuko hṛdayamāśayā antrāṇi vṛkkau srotāṃsi kaṇḍarā jālāni kūrcā rajjavaḥ sevanyaḥ saṃghātāḥ sīmantā asthīni saṃdhayaḥ snāyavaḥ peśyo marmāṇi sirā dhamanyo yogavahāni srotāṃsi ca dhamanyo+yogavahāni
aḥ atas → o 'ta	visarga	1	0.0	1	Suśrutasaṃhitā(1)	vistāro 'ta ūrdhvaṃ tvaco 'bhihitāḥ kalā dhātavo malā doṣā yakṛtplīhānau phupphusa uṇḍuko hṛdayaṃ vṛkkau ca vistāro+'ta
atas ū → 'ta ū	consonant / other	1	0.0	1	Suśrutasaṃhitā(1)	vistāro 'ta ūrdhvaṃ tvaco 'bhihitāḥ kalā dhātavo malā doṣā yakṛtplīhānau phupphusa uṇḍuko hṛdayaṃ vṛkkau ca 'ta+ūrdhvaṃ
aḥ aṣṭamaḥ → o 'ṣṭama	visarga	1	0.0	1	Suśrutasaṃhitā(1)	āśayāstu vātāśayaḥ pittāśayaḥ śleṣmāśayo raktāśaya āmāśayaḥ pakvāśayo mūtrāśayaḥ strīṇāṃ garbhāśayo 'ṣṭama iti garbhāśayo+'ṣṭama
aṣṭamaḥ i → 'ṣṭama i	visarga	1	0.0	1	Suśrutasaṃhitā(1)	āśayāstu vātāśayaḥ pittāśayaḥ śleṣmāśayo raktāśaya āmāśayaḥ pakvāśayo mūtrāśayaḥ strīṇāṃ garbhāśayo 'ṣṭama iti 'ṣṭama+iti
_ a → grīvāhṛdayanibandhinīnām a	consonant / other	1	0.0	1	Suśrutasaṃhitā(1)	ṣoḍaśa kaṇḍarāstāsāṃ catasraḥ pādayos tāvatyo hastagrīvāpṛṣṭheṣu tatra hastapādagatānāṃ kaṇḍarāṇāṃ nakhā agraprarohā grīvāhṛdayanibandhinīnām adhobhāgagatānāṃ meḍhraṃ śroṇipṛṣṭhanibandhinīnām adhobhāgagatānāṃ bimbaṃ mūrdhoruvakṣo'ṃsapiṇḍādīnāṃ ca _→grīvāhṛdayanibandhinīnām +adhobhāga
_ a → śroṇipṛṣṭhanibandhinīnām a	consonant / other	1	0.0	1	Suśrutasaṃhitā(1)	ṣoḍaśa kaṇḍarāstāsāṃ catasraḥ pādayos tāvatyo hastagrīvāpṛṣṭheṣu tatra hastapādagatānāṃ kaṇḍarāṇāṃ nakhā agraprarohā grīvāhṛdayanibandhinīnām adhobhāgagatānāṃ meḍhraṃ śroṇipṛṣṭhanibandhinīnām adhobhāgagatānāṃ bimbaṃ mūrdhoruvakṣo'ṃsapiṇḍādīnāṃ ca _→śroṇipṛṣṭhanibandhinīnām +adhobhāga
ebhiḥ g → air g	visarga	1	0.0	1	Suśrutasaṃhitā(1)	māṃsasirāsnāyvasthijālāni pratyekaṃ catvāri catvāri tāni maṇibandhagulphasaṃśritāni parasparanibaddhāni parasparasaṃśliṣṭāni parasparagavākṣitāni ceti yair gavākṣitamidaṃ śarīram yair+gavākṣitam
au ṣ → yāṃ ṣ	anusvāra / nasal	1	0.0	1	Suśrutasaṃhitā(1)	ekaikasyāṃ tu pādāṅgulyāṃ ṣaṭ nicitās tāstriṃśat tāvatya eva talakūrcagulpheṣu tāvatya eva jaṅghāyāṃ daśa jānuni catvāriṃśadūrau daśa vaṅkṣaṇe śatamadhyardhamevamekasmin sakthni bhavanti etenetarasakthi bāhū ca vyākhyātau ṣaṣṭiḥ kaṭyāṃ pṛṣṭhe 'śītiḥ pārśvayoḥ ṣaṣṭiḥ urasi triṃśat ṣaṭtriṃśadgrīvāyāṃ mūrdhni catustriṃśat evaṃ nava snāyuśatāni vyākhyātāni aṅgulau→pādāṅgulyāṃ +ṣaṭ
ṣ ṣ → ṭ ṣ	consonant / other	1	0.0	1	Suśrutasaṃhitā(1)	tāsāṃ catvāri śatāni śākhāsu koṣṭhe ṣaṭṣaṣṭiḥ grīvāṃ pratyūrdhvaṃ catustriṃśat ṣaṣ+ṣaṣṭiḥ→ṣaṭṣaṣṭiḥ
ṣ y → ṭ y	consonant / other	1	0.0	1	Suśrutasaṃhitā(1)	ekaikasyāṃ tu pādāṅgulyāṃ tisrastisrastāḥ pañcadaśa daśa prapade pādopari kūrcasaṃniviṣṭās tāvatya eva daśa gulphatalayor gulphajānvantare viṃśatiḥ pañca jānuni viṃśatirūrau daśa vaṅkṣaṇe śatamevamekasmin sakthni bhavanti etenetarasakthi bāhū ca vyākhyātau tisraḥ pāyau ekā meḍhre sevanyāṃ cāparā dve vṛṣaṇayoḥ sphicoḥ pañca pañca dve vastiśirasi pañcodare nābhyāmekā pṛṣṭhordhvasaṃniviṣṭāḥ pañca pañca dīrghāḥ ṣaṭ pārśvayor daśa vakṣasi akṣakāṃsau prati samantāt sapta dve hṛdayāmāśayayoḥ ṣaṭ yakṛtplīhoṇḍukeṣu grīvāyāṃ catasra aṣṭau hanvor ekaikā kākalakagalayor dve tāluni ekā jihvāyām oṣṭhayor dve nāsāyāṃ dve dve netrayor gaṇḍayoś catasraḥ karṇayor dve catasro lalāṭe ekā śirasīti evametāni pañca peśīśatāni ṣaṭ+yakṛt
a h → u h	consonant / other	1	0.0	1	Suśrutasaṃhitā(1)	ekaikasyāṃ tu pādāṅgulyāṃ tisrastisrastāḥ pañcadaśa daśa prapade pādopari kūrcasaṃniviṣṭās tāvatya eva daśa gulphatalayor gulphajānvantare viṃśatiḥ pañca jānuni viṃśatirūrau daśa vaṅkṣaṇe śatamevamekasmin sakthni bhavanti etenetarasakthi bāhū ca vyākhyātau tisraḥ pāyau ekā meḍhre sevanyāṃ cāparā dve vṛṣaṇayoḥ sphicoḥ pañca pañca dve vastiśirasi pañcodare nābhyāmekā pṛṣṭhordhvasaṃniviṣṭāḥ pañca pañca dīrghāḥ ṣaṭ pārśvayor daśa vakṣasi akṣakāṃsau prati samantāt sapta dve hṛdayāmāśayayoḥ ṣaṭ yakṛtplīhoṇḍukeṣu grīvāyāṃ catasra aṣṭau hanvor ekaikā kākalakagalayor dve tāluni ekā jihvāyām oṣṭhayor dve nāsāyāṃ dve dve netrayor gaṇḍayoś catasraḥ karṇayor dve catasro lalāṭe ekā śirasīti evametāni pañca peśīśatāni aṣṭau+hanvor
uvoḥ e → vor e	visarga	1	0.0	1	Suśrutasaṃhitā(1)	ekaikasyāṃ tu pādāṅgulyāṃ tisrastisrastāḥ pañcadaśa daśa prapade pādopari kūrcasaṃniviṣṭās tāvatya eva daśa gulphatalayor gulphajānvantare viṃśatiḥ pañca jānuni viṃśatirūrau daśa vaṅkṣaṇe śatamevamekasmin sakthni bhavanti etenetarasakthi bāhū ca vyākhyātau tisraḥ pāyau ekā meḍhre sevanyāṃ cāparā dve vṛṣaṇayoḥ sphicoḥ pañca pañca dve vastiśirasi pañcodare nābhyāmekā pṛṣṭhordhvasaṃniviṣṭāḥ pañca pañca dīrghāḥ ṣaṭ pārśvayor daśa vakṣasi akṣakāṃsau prati samantāt sapta dve hṛdayāmāśayayoḥ ṣaṭ yakṛtplīhoṇḍukeṣu grīvāyāṃ catasra aṣṭau hanvor ekaikā kākalakagalayor dve tāluni ekā jihvāyām oṣṭhayor dve nāsāyāṃ dve dve netrayor gaṇḍayoś catasraḥ karṇayor dve catasro lalāṭe ekā śirasīti evametāni pañca peśīśatāni hanvor+ekaikā
e abhyantaratas → e 'bhyantarato	consonant / other	1	0.0	1	Suśrutasaṃhitā(1)	daśa tāsāṃ stanayor ekaikasmin pañca pañceti yauvane tāsāṃ parivṛddhiḥ apatyapathe catasrastāsāṃ prasṛte 'bhyantarato dve mukhāśrite bāhye ca vṛtte dve garbhacchidrasaṃśritās tisraḥ śukrārtavapraveśinyas tisra eva prasṛte+'bhyantarato
abhyantaratas d → 'bhyantarato d	consonant / other	1	0.0	1	Suśrutasaṃhitā(1)	daśa tāsāṃ stanayor ekaikasmin pañca pañceti yauvane tāsāṃ parivṛddhiḥ apatyapathe catasrastāsāṃ prasṛte 'bhyantarato dve mukhāśrite bāhye ca vṛtte dve garbhacchidrasaṃśritās tisraḥ śukrārtavapraveśinyas tisra eva 'bhyantarato+dve
ī g → e g	consonant / other	1	0.0	1	Suśrutasaṃhitā(1)	daśa tāsāṃ stanayor ekaikasmin pañca pañceti yauvane tāsāṃ parivṛddhiḥ apatyapathe catasrastāsāṃ prasṛte 'bhyantarato dve mukhāśrite bāhye ca vṛtte dve garbhacchidrasaṃśritās tisraḥ śukrārtavapraveśinyas tisra eva dve+garbhacchidra
ḥ e → stapaścakṣurbhir e	visarga	1	0.0	1	Suśrutasaṃhitā(1)	dṛśyate jñānacakṣurbhistapaścakṣurbhir eva ca cakṣurbhiḥ→jñānacakṣurbhistapaścakṣurbhir +eva
ayaḥ aṣṭa → yo 'ṣṭau	visarga	1	0.0	1	Suśrutasaṃhitā(1)	jatruṇa ūrdhvaṃ catasro dhamanyo 'ṣṭau mātṛkā dve kṛkāṭike dve vidhure dve phaṇe dvāvapāṅgau dvāvāvartau dvāvutkṣepau dvau śaṅkhāvekā sthapanī pañca sīmantāścatvāri śṛṅgāṭakānyeko 'dhipatir iti dhamanyo+'ṣṭau
aṣṭa m → 'ṣṭau m	consonant / other	1	0.0	1	Suśrutasaṃhitā(1)	jatruṇa ūrdhvaṃ catasro dhamanyo 'ṣṭau mātṛkā dve kṛkāṭike dve vidhure dve phaṇe dvāvapāṅgau dvāvāvartau dvāvutkṣepau dvau śaṅkhāvekā sthapanī pañca sīmantāścatvāri śṛṅgāṭakānyeko 'dhipatir iti 'ṣṭau+mātṛkā
ḥ adhipatiḥ → ḥ 'dhipatir	visarga	1	0.0	1	Suśrutasaṃhitā(1)	jatruṇa ūrdhvaṃ catasro dhamanyo 'ṣṭau mātṛkā dve kṛkāṭike dve vidhure dve phaṇe dvāvapāṅgau dvāvāvartau dvāvutkṣepau dvau śaṅkhāvekā sthapanī pañca sīmantāścatvāri śṛṅgāṭakānyeko 'dhipatir iti ekaḥ+'dhipatir
adhipatiḥ i → 'dhipatir i	visarga	1	0.0	1	Suśrutasaṃhitā(1)	jatruṇa ūrdhvaṃ catasro dhamanyo 'ṣṭau mātṛkā dve kṛkāṭike dve vidhure dve phaṇe dvāvapāṅgau dvāvāvartau dvāvutkṣepau dvau śaṅkhāvekā sthapanī pañca sīmantāścatvāri śṛṅgāṭakānyeko 'dhipatir iti 'dhipatir+iti
ā _ → ā rujaḥ	consonant / other	1	0.0	1	Suśrutasaṃhitā(1)	vivardhamānastu sa mātariśvā rujaḥ sutīvrāḥ pratanoti kāye mātariśvā+rujaḥ
i _ → i sakthni	consonant / other	1	0.0	1	Suśrutasaṃhitā(1)	viśeṣatastu yāni sakthni gulphajānuviṭapāni tāni bāhau maṇibandhakūrparakakṣadharāṇi yathā vaṅkṣaṇavṛṣaṇayor antare viṭapamevaṃ vakṣaḥkakṣayor madhye kakṣadharaṃ tasmin viddhe ta evopadravā viśeṣatastu maṇibandhe kuṇṭhatā kūrparākhye kuṇiḥ kakṣadhare pakṣāghātaḥ yāni+sakthni
_ g → sakthni g	consonant / other	1	0.0	1	Suśrutasaṃhitā(1)	viśeṣatastu yāni sakthni gulphajānuviṭapāni tāni bāhau maṇibandhakūrparakakṣadharāṇi yathā vaṅkṣaṇavṛṣaṇayor antare viṭapamevaṃ vakṣaḥkakṣayor madhye kakṣadharaṃ tasmin viddhe ta evopadravā viśeṣatastu maṇibandhe kuṇṭhatā kūrparākhye kuṇiḥ kakṣadhare pakṣāghātaḥ sakthni+gulpha
ḥ abhyantaratas → ḥ 'bhyantarataḥ	visarga	1	0.0	1	Suśrutasaṃhitā(1)	ata ūrdhvam udarorasor marmāṇyanuvyākhyāsyāmas tatra vātavarconirasanaṃ sthūlāntrapratibaddhaṃ gudaṃ nāma marma tatra sadyomaraṇam alpamāṃsaśoṇito 'bhyantarataḥ kaṭyāṃ mūtrāśayo bastis tatrāpi sadyomaraṇam aśmarīvraṇād ṛte tatrāpyubhayato bhinne na jīvati ekato bhinne mūtrasrāvī vraṇo bhavati sa tu yatnenopakrānto rohati pakvāmāśayayor madhye sirāprabhāvā nābhir tatrāpi sadyomaraṇaṃ stanayor madhyamadhiṣṭhāyorasy āmāśayadvāraṃ sattvarajastamasāmadhiṣṭhānaṃ hṛdayaṃ tatrāpi sadya eva maraṇaṃ stanayor adhastād dvyaṅgulamubhayataḥ stanamūle tatra kaphapūrṇakoṣṭhatayā mriyate stanacūcukayor ūrdhvaṃ dvyaṅgulam ubhayataḥ stanarohitau tatra lohitapūrṇakoṣṭhatayā kāsaśvāsābhyāṃ ca mriyate aṃsakūṭayor adhastāt pārśvoparibhāgayor apalāpau tatra raktena pūyabhāvaṃ gatena maraṇam ubhayatroraso nāḍyau vātavahe apastambhau tatra vātapūrṇakoṣṭhatayā kāsaśvāsābhyāṃ ca maraṇam evam etānyudarorasor dvādaśa marmāṇi vyākhyātāni śoṇitaḥ+'bhyantarataḥ
abhyantaratas k → 'bhyantarataḥ k	consonant / other	1	0.0	1	Suśrutasaṃhitā(1)	ata ūrdhvam udarorasor marmāṇyanuvyākhyāsyāmas tatra vātavarconirasanaṃ sthūlāntrapratibaddhaṃ gudaṃ nāma marma tatra sadyomaraṇam alpamāṃsaśoṇito 'bhyantarataḥ kaṭyāṃ mūtrāśayo bastis tatrāpi sadyomaraṇam aśmarīvraṇād ṛte tatrāpyubhayato bhinne na jīvati ekato bhinne mūtrasrāvī vraṇo bhavati sa tu yatnenopakrānto rohati pakvāmāśayayor madhye sirāprabhāvā nābhir tatrāpi sadyomaraṇaṃ stanayor madhyamadhiṣṭhāyorasy āmāśayadvāraṃ sattvarajastamasāmadhiṣṭhānaṃ hṛdayaṃ tatrāpi sadya eva maraṇaṃ stanayor adhastād dvyaṅgulamubhayataḥ stanamūle tatra kaphapūrṇakoṣṭhatayā mriyate stanacūcukayor ūrdhvaṃ dvyaṅgulam ubhayataḥ stanarohitau tatra lohitapūrṇakoṣṭhatayā kāsaśvāsābhyāṃ ca mriyate aṃsakūṭayor adhastāt pārśvoparibhāgayor apalāpau tatra raktena pūyabhāvaṃ gatena maraṇam ubhayatroraso nāḍyau vātavahe apastambhau tatra vātapūrṇakoṣṭhatayā kāsaśvāsābhyāṃ ca maraṇam evam etānyudarorasor dvādaśa marmāṇi vyākhyātāni 'bhyantarataḥ+kaṭyāṃ
aḥ vastiḥ → o bastis	visarga	1	0.0	1	Suśrutasaṃhitā(1)	ata ūrdhvam udarorasor marmāṇyanuvyākhyāsyāmas tatra vātavarconirasanaṃ sthūlāntrapratibaddhaṃ gudaṃ nāma marma tatra sadyomaraṇam alpamāṃsaśoṇito 'bhyantarataḥ kaṭyāṃ mūtrāśayo bastis tatrāpi sadyomaraṇam aśmarīvraṇād ṛte tatrāpyubhayato bhinne na jīvati ekato bhinne mūtrasrāvī vraṇo bhavati sa tu yatnenopakrānto rohati pakvāmāśayayor madhye sirāprabhāvā nābhir tatrāpi sadyomaraṇaṃ stanayor madhyamadhiṣṭhāyorasy āmāśayadvāraṃ sattvarajastamasāmadhiṣṭhānaṃ hṛdayaṃ tatrāpi sadya eva maraṇaṃ stanayor adhastād dvyaṅgulamubhayataḥ stanamūle tatra kaphapūrṇakoṣṭhatayā mriyate stanacūcukayor ūrdhvaṃ dvyaṅgulam ubhayataḥ stanarohitau tatra lohitapūrṇakoṣṭhatayā kāsaśvāsābhyāṃ ca mriyate aṃsakūṭayor adhastāt pārśvoparibhāgayor apalāpau tatra raktena pūyabhāvaṃ gatena maraṇam ubhayatroraso nāḍyau vātavahe apastambhau tatra vātapūrṇakoṣṭhatayā kāsaśvāsābhyāṃ ca maraṇam evam etānyudarorasor dvādaśa marmāṇi vyākhyātāni mūtrāśayo+bastis
vastiḥ t → bastis t	visarga	1	0.0	1	Suśrutasaṃhitā(1)	ata ūrdhvam udarorasor marmāṇyanuvyākhyāsyāmas tatra vātavarconirasanaṃ sthūlāntrapratibaddhaṃ gudaṃ nāma marma tatra sadyomaraṇam alpamāṃsaśoṇito 'bhyantarataḥ kaṭyāṃ mūtrāśayo bastis tatrāpi sadyomaraṇam aśmarīvraṇād ṛte tatrāpyubhayato bhinne na jīvati ekato bhinne mūtrasrāvī vraṇo bhavati sa tu yatnenopakrānto rohati pakvāmāśayayor madhye sirāprabhāvā nābhir tatrāpi sadyomaraṇaṃ stanayor madhyamadhiṣṭhāyorasy āmāśayadvāraṃ sattvarajastamasāmadhiṣṭhānaṃ hṛdayaṃ tatrāpi sadya eva maraṇaṃ stanayor adhastād dvyaṅgulamubhayataḥ stanamūle tatra kaphapūrṇakoṣṭhatayā mriyate stanacūcukayor ūrdhvaṃ dvyaṅgulam ubhayataḥ stanarohitau tatra lohitapūrṇakoṣṭhatayā kāsaśvāsābhyāṃ ca mriyate aṃsakūṭayor adhastāt pārśvoparibhāgayor apalāpau tatra raktena pūyabhāvaṃ gatena maraṇam ubhayatroraso nāḍyau vātavahe apastambhau tatra vātapūrṇakoṣṭhatayā kāsaśvāsābhyāṃ ca maraṇam evam etānyudarorasor dvādaśa marmāṇi vyākhyātāni bastis+tatra
as akṣiṇoḥ → o 'kṣṇor	visarga	1	0.0	1	Suśrutasaṃhitā(1)	ata ūrdhvam ūrdhvajatrugatāni vyākhyāsyāmastatra kaṇṭhanāḍīmubhayataścatasro dhamanyo dve nīle dve ca manye vyatyāsena tatra mūkatā svaravaikṛtam arasagrāhitā ca grīvāyām ubhayataścatasraḥ sirā mātṛkās tatra sadyomaraṇaṃ śirogrīvayoḥ saṃdhāne kṛkāṭike tatra calamūrdhatā karṇapṛṣṭhato 'dhaḥsaṃśrite vidhure tatra bādhiryaṃ ghrāṇamārgamubhayataḥ srotomārgapratibaddhe abhyantarataḥ phaṇe tatra gandhājñānaṃ bhrūpucchāntayor adho 'kṣṇor bāhyato 'pāṅgau tatrāndhyaṃ dṛṣṭyupaghāto vā bhruvor upari nimnayor āvartau tatrāpyāndhyaṃ dṛṣṭyupaghāto vā bhruvoḥ pucchāntayor upari karṇalalāṭayor madhye śaṅkhau tatra sadyomaraṇaṃ śaṅkhayor upari keśānta utkṣepau tatra saśalyo jīvati pākāt patitaśalyo vā noddhṛtaśalyo bhruvor madhye sthapanī tatrotkṣepavat pañca sandhayaḥ śirasi vibhaktāḥ sīmantā nāma tatronmādabhayacittanāśair maraṇaṃ ghrāṇaśrotrākṣijihvāsaṃtarpaṇīnāṃ sirāṇāṃ madhye sirāsannipātaḥ śṛṅgāṭakāni tāni catvāri marmāṇi tatrāpi sadyomaraṇaṃ mastakābhyantarata upariṣṭāt sirāsaṃdhisannipāto romāvarto 'dhipatiḥ tatrāpi sadya eva adho+'kṣṇor
akṣiṇoḥ b → 'kṣṇor b	visarga	1	0.0	1	Suśrutasaṃhitā(1)	ata ūrdhvam ūrdhvajatrugatāni vyākhyāsyāmastatra kaṇṭhanāḍīmubhayataścatasro dhamanyo dve nīle dve ca manye vyatyāsena tatra mūkatā svaravaikṛtam arasagrāhitā ca grīvāyām ubhayataścatasraḥ sirā mātṛkās tatra sadyomaraṇaṃ śirogrīvayoḥ saṃdhāne kṛkāṭike tatra calamūrdhatā karṇapṛṣṭhato 'dhaḥsaṃśrite vidhure tatra bādhiryaṃ ghrāṇamārgamubhayataḥ srotomārgapratibaddhe abhyantarataḥ phaṇe tatra gandhājñānaṃ bhrūpucchāntayor adho 'kṣṇor bāhyato 'pāṅgau tatrāndhyaṃ dṛṣṭyupaghāto vā bhruvor upari nimnayor āvartau tatrāpyāndhyaṃ dṛṣṭyupaghāto vā bhruvoḥ pucchāntayor upari karṇalalāṭayor madhye śaṅkhau tatra sadyomaraṇaṃ śaṅkhayor upari keśānta utkṣepau tatra saśalyo jīvati pākāt patitaśalyo vā noddhṛtaśalyo bhruvor madhye sthapanī tatrotkṣepavat pañca sandhayaḥ śirasi vibhaktāḥ sīmantā nāma tatronmādabhayacittanāśair maraṇaṃ ghrāṇaśrotrākṣijihvāsaṃtarpaṇīnāṃ sirāṇāṃ madhye sirāsannipātaḥ śṛṅgāṭakāni tāni catvāri marmāṇi tatrāpi sadyomaraṇaṃ mastakābhyantarata upariṣṭāt sirāsaṃdhisannipāto romāvarto 'dhipatiḥ tatrāpi sadya eva 'kṣṇor+bāhyato
ḥ _ → Ø rujaḥ	visarga	1	0.0	1	Suśrutasaṃhitā(1)	rujākarāṇi marmāṇi kṣatāni vividhā rujaḥ vividhā+rujaḥ
ḥ i → ścakranābhir i	visarga	1	0.0	1	Suśrutasaṃhitā(1)	sirābhir āvṛtā nābhiścakranābhir ivārakaiḥ nābhiḥ→nābhiścakranābhir +iva
_ v → vātavāhinīnāṃ v	anusvāra / nasal	1	0.0	1	Suśrutasaṃhitā(1)	tāsāṃ tu vātavāhinīnāṃ vātasthānagatānāṃ pañcasaptatiśataṃ bhavati tāvatya eva pittavāhinyaḥ pittasthāne kaphavāhinyaś ca kaphasthāne raktavāhinyaś ca yakṛtplīhnoḥ evametāni sapta sirāśatāni _→vātavāhinīnāṃ +vāta
_ p → sakthni p	consonant / other	1	0.0	1	Suśrutasaṃhitā(1)	tatra vātavāhinyaḥ sirā ekasmin sakthni pañcaviṃśatiḥ etenetarasakthi bāhū ca vyākhyātau sakthni+pañcaviṃśatiḥ
_ s → vātavāhinīnāṃ s	anusvāra / nasal	1	0.0	1	Suśrutasaṃhitā(1)	ekacatvāriṃśajjatruṇa ūrdhvaṃ tāsāṃ caturdaśa grīvāyāṃ karṇayoścatasro nava jihvāyāṃ ṣaṭ nāsikāyām aṣṭau netrayoḥ evam etat pañcasaptatiśataṃ vātavāhinīnāṃ sirāṇāṃ vyākhyātaṃ bhavati _→vātavāhinīnāṃ +sirāṇāṃ
īḥ d → yau d	visarga	1	0.0	1	Suśrutasaṃhitā(1)	dvātriṃśacchroṇyāṃ tāsām aṣṭāvaśastrakṛtyāḥ dve dve viṭapayoḥ kaṭīkataruṇayośca aṣṭāvaṣṭāvekaikasmin pārśve tāsāmekaikāmūrdhvagāṃ pariharet pārśvasandhigate ca dve catasro viṃśatiś ca pṛṣṭhe pṛṣṭhavaṃśamubhayatas tāsāmūrdhvagāminyau dve dve pariharedbṛhatīsire tāvatya evodare tāsāṃ meḍhropari romarājīmubhayato dve dve pariharet catvāriṃśadvakṣasi tāsāṃ caturdaśāśastrakṛtyā hṛdaye dve dve dve stanamūle stanarohitāpalāpastambheṣūbhayato 'ṣṭau evaṃ dvātriṃśadaśastrakṛtyāḥ pṛṣṭhodaroraḥsu bhavanti gāminīḥ→tāsāmūrdhvagāminyau +dve
