slp1	hom	sense_id	first_era	era_rank	bucket_via	class	n_cites	n_dateable	bridge_status	bridge_mw_sense	count_all	sense_rank	lemma_share	n_texts	top_genre	top_genre_share	provenance	confidence
suBaga		1b	vedic	1	dcs+hand:class	DATEABLE	111	91	bridge_unaligned									
suBaga		3a	vedic	1	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
suBaga		2d	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
suBaga		3d	epic-sutra	2	dharmamitra	DATEABLE	5	3	bridge_unaligned									
suBaga		1c	classical	3	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
suBaga		2a	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
suBaga		2c	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
suBaga		3b	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
suBaga		3c	late-medieval	5	hand:class	DATEABLE-MARGINAL	13	3	bridge_unaligned									
suBaga		2b				UNDATEABLE	1	0	bridge_unaligned									
suBaga		4				UNDATEABLE	1	0	bridge_unaligned									
suKa		1a	vedic	1	dcs	DATEABLE	18	16	bridge_no_freq	mw:245599:1								
suKa		1b	vedic	1	dcs	DATEABLE	55	43	bridge_unaligned									
suKa		4a	vedic	1	dcs	DATEABLE	85	55	bridge_unaligned									
suKa		5a	vedic	1	dcs	DATEABLE	62	37	bridge_unaligned									
suKa		1c	epic-sutra	2	dcs	DATEABLE	2	2	bridge_unaligned									
suKa		2b	epic-sutra	2	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
suKa		5b	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	24	16	bridge_unaligned									
suKa		5d	epic-sutra	2	hand:class	DATEABLE	4	3	bridge_unaligned									
suKa		4b	classical	3	dharmamitra	DATEABLE	2	2	bridge_unaligned									
suKa		3b	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
suKa		4c	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
suKa		5c	late-medieval	5	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
suKa		2a				UNRESOLVED	1	0	bridge_unaligned									
suKa		3a				UNDATEABLE	1	0	bridge_unaligned									
suKa		4d				UNDATEABLE	7	0	bridge_unaligned									
sudarSana		3a	vedic	1	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sudarSana		1b	epic-sutra	2	dcs+dharmamitra	DATEABLE	10	8	bridge_unaligned									
sudarSana		2a	epic-sutra	2	dcs+dharmamitra	DATEABLE	50	24	bridge_unaligned									
sudarSana		3e	epic-sutra	2	dcs+dharmamitra	DATEABLE	16	12	bridge_unaligned									
sudarSana		6	epic-sutra	2	dcs+dharmamitra	DATEABLE	35	21	bridge_unaligned									
sudarSana		1a	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_no_freq	mw:246526:1								
sudarSana		3b	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
sudarSana		3c	early-medieval	4	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
sudarSana		3d	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sudarSana		4	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sudarSana		5b	early-medieval	4	dcs+hand:class	DATEABLE	3	2	bridge_unaligned									
sudarSana		2b				UNDATEABLE	1	0	bridge_unaligned									
sudarSana		5a				UNDATEABLE	1	0	bridge_unaligned									
sumanas		1a	vedic	1	dcs	DATEABLE	16	15	joined	mw:248266:1	8	1	0.32	2	veda	0.875	attested	
sumanas		1b	vedic	1	dcs	DATEABLE	3	3	bridge_unaligned									
sumanas		1c	vedic	1	dcs	DATEABLE	27	22	bridge_unaligned									
sumanas		1d	epic-sutra	2	dcs+dharmamitra	DATEABLE	16	8	bridge_unaligned									
sumanas		2d	epic-sutra	2	dharmamitra	DATEABLE	2	2	bridge_unaligned									
sumanas		2e	epic-sutra	2	dharmamitra	DATEABLE	12	12	bridge_unaligned									
sumanas		3a	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	52	35	bridge_unaligned									
sumanas		2a	classical	3	dharmamitra	DATEABLE	7	5	bridge_unaligned									
sumanas		2c	classical	3	dharmamitra	DATEABLE	2	2	bridge_unaligned									
sumanas		3b	classical	3	dharmamitra	DATEABLE	5	3	bridge_unaligned									
sumanas		4	classical	3	dharmamitra	DATEABLE	4	2	bridge_unaligned									
sumanas		3c	early-medieval	4	dcs+dharmamitra	DATEABLE	2	2	bridge_unaligned									
sumanas		2b	late-medieval	5	hand:class	DATEABLE-MARGINAL	10	2	bridge_unaligned									
sumuKa	2	1b	epic-sutra	2	dcs+dharmamitra	DATEABLE	4	3	bridge_unaligned									
sumuKa	2	1c	epic-sutra	2	dharmamitra	DATEABLE	16	15	bridge_unaligned									
sumuKa	2	1d	epic-sutra	2	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sumuKa	2	1f	epic-sutra	2	dharmamitra	DATEABLE	3	3	bridge_unaligned									
sumuKa	2	1g	epic-sutra	2	hand:class	DATEABLE	3	2	bridge_unaligned									
sumuKa	2	2d	epic-sutra	2	dcs+dharmamitra	DATEABLE	21	16	bridge_unaligned									
sumuKa	2	3c	epic-sutra	2	dharmamitra	DATEABLE	4	3	bridge_unaligned									
sumuKa	2	1a	classical	3	dcs+hand:class	DATEABLE	17	12	bridge_no_freq	mw:248399:1								
sumuKa	2	1e	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
sumuKa	2	2a	late-medieval	5	hand:class	DATEABLE-MARGINAL	14	1	bridge_unaligned									
sumuKa	2	2c	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
sumuKa	2	4	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
sumuKa	2	2b				UNRESOLVED	1	0	bridge_unaligned									
sumuKa	2	3a				UNRESOLVED	2	0	bridge_unaligned									
sumuKa	2	3b				UNDATEABLE	3	0	bridge_unaligned									
suparRa		1a	vedic	1	dcs	DATEABLE	3	3	bridge_no_freq	mw:247399:1								
suparRa		2a	vedic	1	dcs	DATEABLE	103	85	bridge_unaligned									
suparRa		2c	vedic	1	dcs	DATEABLE	8	6	bridge_unaligned									
suparRa		4a	vedic	1	dcs	DATEABLE	5	4	bridge_unaligned									
suparRa		2b	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
suparRa		2e	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
suparRa		2d	early-medieval	4	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
suparRa		2f	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
suparRa		3a	early-medieval	4	dcs+hand:class	DATEABLE	5	3	bridge_unaligned									
suparRa		3b	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
suparRa		4b				UNRESOLVED	1	0	bridge_unaligned									
suparRa		4c				UNDATEABLE	2	0	bridge_unaligned									
suraBi		1a	vedic	1	dcs+hand:class	DATEABLE	68	52	bridge_no_freq	mw:248668:1								
suraBi		1b	vedic	1	dcs	DATEABLE	6	5	bridge_unaligned									
suraBi		4a	vedic	1	dcs+hand:class	DATEABLE	14	12	bridge_unaligned									
suraBi		3c	epic-sutra	2	dcs+dharmamitra	DATEABLE	41	37	bridge_unaligned									
suraBi		2b	classical	3	dcs+dharmamitra	DATEABLE	11	6	bridge_unaligned									
suraBi		3a	classical	3	dharmamitra	DATEABLE	10	2	bridge_unaligned									
suraBi		3d	classical	3	dharmamitra	DATEABLE	7	5	bridge_unaligned									
suraBi		1c	early-medieval	4	hand:class	DATEABLE	4	2	bridge_unaligned									
suraBi		2a	early-medieval	4	hand:class	DATEABLE	15	3	bridge_unaligned									
suraBi		4b	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
suraBi		1d	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
suraBi		3b	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
suraBi		3e	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
suraBi		4c	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
surasa		1a	epic-sutra	2	dcs	DATEABLE	6	5	bridge_no_freq	mw:248670:1								
surasa		4c	epic-sutra	2	dharmamitra	DATEABLE	4	3	bridge_unaligned									
surasa		4d	epic-sutra	2	dcs+dharmamitra	DATEABLE	25	23	bridge_unaligned									
surasa		3a	classical	3	dharmamitra	DATEABLE	14	3	bridge_unaligned									
surasa		1b	early-medieval	4	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
surasa		5a	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
surasa		2a	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
surasa		5b	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
surasa		4b				UNDATEABLE	3	0	bridge_unaligned									
surasa		5c				UNDATEABLE	1	0	bridge_unaligned									
surasa		5d				UNDATEABLE	1	0	bridge_unaligned									
suvarRa		1a	vedic	1	dcs+hand:class	DATEABLE	26	22	bridge_unaligned									
suvarRa		1b	vedic	1	dcs+hand:class	DATEABLE	7	6	bridge_unaligned									
suvarRa		2	vedic	1	dcs+hand:class	DATEABLE	42	27	bridge_unaligned									
suvarRa		7	vedic	1	dcs	DATEABLE	2	2	bridge_unaligned									
suvarRa		12a	epic-sutra	2	dharmamitra	DATEABLE	6	5	bridge_unaligned									
suvarRa		12b	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
suvarRa		12c	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	5	4	bridge_unaligned									
suvarRa		1c	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
suvarRa		3	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	31	14	bridge_unaligned									
suvarRa		5	classical	3	dharmamitra	DATEABLE	11	5	bridge_unaligned									
suvarRa		4	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
suvarRa		8	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
suvarRa		10	late-medieval	5	hand:class	DATEABLE-MARGINAL	4	1	bridge_no_freq	mw:248910:1								
suvarRa		11	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
suvarRa		6	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
suvarRa		9				UNDATEABLE	1	0	bridge_unaligned									
svastika		12a	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
svastika		12b	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
svastika		12c	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
svastika		2	epic-sutra	2	dcs+dharmamitra	DATEABLE	7	5	bridge_unaligned									
svastika		3	epic-sutra	2	dharmamitra	DATEABLE	9	2	bridge_unaligned									
svastika		4	epic-sutra	2	dcs	DATEABLE	13	3	bridge_unaligned									
svastika		6	epic-sutra	2	dharmamitra	DATEABLE	6	5	bridge_unaligned									
svastika		9	classical	3	dharmamitra	DATEABLE-MARGINAL	3	1	bridge_unaligned									
svastika		10	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	joined	mw:259530:1	13	1	0.8667	7	ayurveda	0.5385	attested	
svastika		7	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
svastika		11	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
svastika		8	late-medieval	5	hand:class	DATEABLE-MARGINAL	6	1	bridge_unaligned									
svastika		12d				UNDATEABLE	1	0	bridge_unaligned									
svastika		5				UNDATEABLE	3	0	bridge_unaligned									
syandana		1a	vedic	1	dcs	DATEABLE	2	2	bridge_no_freq	mw:257418:1								
syandana		2a	vedic	1	dcs	DATEABLE	43	35	bridge_unaligned									
syandana		2b	vedic	1	dcs	DATEABLE	14	8	bridge_unaligned									
syandana		4a	vedic	1	dcs	DATEABLE	13	7	bridge_unaligned									
syandana		1b	early-medieval	4	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
syandana		2e	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
syandana		4b	early-medieval	4	dharmamitra+hand:class	DATEABLE	4	2	bridge_unaligned									
syandana		3a	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
syandana		3b	late-medieval	5	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
syandana		1c				UNDATEABLE	1	0	bridge_unaligned									
syandana		2c				UNRESOLVED	1	0	bridge_unaligned									
syandana		2d				UNRESOLVED	2	0	bridge_unaligned									
tAla		1a	epic-sutra	2	dcs+dharmamitra	DATEABLE	57	40	joined	mw:84499:1	2	4	0.0101	1	ayurveda	1.0	attested	
tAla		1b	epic-sutra	2	dcs+dharmamitra	DATEABLE	17	13	bridge_unaligned									
tAla		1c	epic-sutra	2	dcs+dharmamitra	DATEABLE	21	16	bridge_unaligned									
tAla		1f	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
tAla		2a	epic-sutra	2	dcs+dharmamitra	DATEABLE	22	13	bridge_unaligned									
tAla		3	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
tAla		5	epic-sutra	2	dcs+hand:class	DATEABLE	4	3	bridge_unaligned									
tAla		6	epic-sutra	2	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
tAla		1d	classical	3	dharmamitra	DATEABLE	5	4	bridge_unaligned									
tAla		1g	classical	3	dharmamitra	DATEABLE	4	3	bridge_unaligned									
tAla		1l	classical	3	dharmamitra	DATEABLE-MARGINAL	3	1	bridge_unaligned									
tAla		1m	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
tAla		1n	classical	3	dharmamitra	DATEABLE	5	4	bridge_unaligned									
tAla		1h	early-medieval	4	hand:class	DATEABLE	3	2	bridge_unaligned									
tAla		1i	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
tAla		2d	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
tAla		2b	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
tAla		2c	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
tAla		1e				UNDATEABLE	1	0	bridge_unaligned									
tAla		1k				UNDATEABLE	1	0	bridge_unaligned									
tAla		2e				UNDATEABLE	2	0	bridge_unaligned									
tAla		4c				UNDATEABLE	1	0	bridge_unaligned									
tAmasa	1	1b	epic-sutra	2	dcs+dharmamitra	DATEABLE	18	13	bridge_unaligned									
tAmasa	1	2d	epic-sutra	2	dcs+dharmamitra	DATEABLE	7	6	bridge_unaligned									
tAmasa	1	2e	epic-sutra	2	dharmamitra	DATEABLE	3	2	bridge_unaligned									
tAmasa	1	3d	epic-sutra	2	dharmamitra	DATEABLE	2	2	bridge_unaligned									
tAmasa	1	1a	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	joined	mw:84003:1	2	2	0.2222	2	epic	1.0	attested	
tAmasa	1	3a	classical	3	dharmamitra	DATEABLE	6	4	bridge_unaligned									
tAmasa	1	3c	classical	3	dharmamitra	DATEABLE	5	4	bridge_unaligned									
tAmasa	1	2b	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
tAmasa	1	3b	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
tAmasa	1	2c	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
tAmasa	1	3e	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
tAra		6	vedic	1	dcs	DATEABLE-MARGINAL	2	1	bridge_unaligned									
tAra		11	epic-sutra	2	dharmamitra	DATEABLE	4	4	bridge_unaligned									
tAra		12	epic-sutra	2	dcs+dharmamitra	DATEABLE	7	6	bridge_unaligned									
tAra		13	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	33	28	bridge_unaligned									
tAra		17a	epic-sutra	2	dharmamitra	DATEABLE	11	6	bridge_unaligned									
tAra		17d	epic-sutra	2	dcs+dharmamitra	DATEABLE	8	7	bridge_unaligned									
tAra		3	epic-sutra	2	dharmamitra	DATEABLE	2	2	bridge_unaligned									
tAra		14	classical	3	dharmamitra	DATEABLE	4	4	bridge_unaligned									
tAra		15	classical	3	dcs+dharmamitra	DATEABLE	13	11	bridge_unaligned									
tAra		16	classical	3	hand:class	DATEABLE	6	2	bridge_unaligned									
tAra		17c	classical	3	dharmamitra	DATEABLE	11	4	bridge_unaligned									
tAra		19	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
tAra		5	classical	3	dharmamitra	DATEABLE-MARGINAL	3	1	bridge_unaligned									
tAra		8	classical	3	dharmamitra	DATEABLE	9	5	bridge_unaligned									
tAra		18	early-medieval	4	dcs+hand:class	DATEABLE	4	3	bridge_unaligned									
tAra		10	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_no_freq	mw:84228:1								
tAra		17b	late-medieval	5	hand:class	DATEABLE-MARGINAL	10	1	bridge_unaligned									
tAra		4	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
tAra		7	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
tAra		9	late-medieval	5	hand:class	DATEABLE-MARGINAL	7	1	bridge_unaligned									
tAra		20				UNRESOLVED	1	0	bridge_unaligned									
tAraka		1b	vedic	1	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
tAraka		5	vedic	1	dcs+hand:class	DATEABLE	36	31	bridge_unaligned									
tAraka		1a	epic-sutra	2	dharmamitra	DATEABLE	18	4	bridge_unaligned									
tAraka		4	epic-sutra	2	dharmamitra	DATEABLE	24	20	bridge_unaligned									
tAraka		6	epic-sutra	2	dcs	DATEABLE	14	8	bridge_unaligned									
tAraka		2	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
tAraka		7	classical	3	dharmamitra	DATEABLE	4	3	bridge_unaligned									
tAraka		11	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
tAraka		3	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
tAraka		8	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
tAraka		10				UNDATEABLE	1	0	bridge_no_freq	mw:84287:1								
tAraka		12				UNDATEABLE	2	0	bridge_unaligned									
tAraka		9				UNDATEABLE	1	0	bridge_unaligned									
tArkzya		1a	vedic	1	dcs+dharmamitra	DATEABLE	52	45	joined	mw:84445:1	2	3	0.1333	2	purana	0.5	attested	
tArkzya		1b	vedic	1	dcs	DATEABLE	7	7	bridge_unaligned									
tArkzya		1e	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
tArkzya		1f	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
tArkzya		1l	classical	3	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
tArkzya		1d	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
tArkzya		1h	early-medieval	4	hand:class	DATEABLE	3	2	bridge_unaligned									
tArkzya		3b	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
tArkzya		2	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
tArkzya		1g				UNDATEABLE	1	0	bridge_unaligned									
tArkzya		1i				UNDATEABLE	1	0	bridge_unaligned									
tArkzya		1k				UNDATEABLE	1	0	bridge_unaligned									
tArkzya		3a				UNDATEABLE	1	0	bridge_unaligned									
tIkzRa		13	epic-sutra	2	hand:class	DATEABLE	3	2	bridge_unaligned									
tIkzRa		15a	classical	3	dharmamitra	DATEABLE	8	4	bridge_unaligned									
tIkzRa		15b	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
tIkzRa		15d	classical	3	dharmamitra	DATEABLE	4	3	bridge_unaligned									
tIkzRa		15g	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
tIkzRa		15h	classical	3	dharmamitra	DATEABLE	4	3	bridge_unaligned									
tIkzRa		15c	early-medieval	4	hand:class	DATEABLE-MARGINAL	5	1	bridge_unaligned									
tIkzRa		14a	late-medieval	5	hand:class	DATEABLE-MARGINAL	6	2	bridge_unaligned									
tIkzRa		15f	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
tIkzRa		3	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
tIkzRa		4	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
tIkzRa		12				UNDATEABLE	2	0	bridge_unaligned									
tIkzRa		14b				UNDATEABLE	1	0	bridge_unaligned									
tIkzRa		15e				UNDATEABLE	2	0	bridge_unaligned									
tIkzRa		2				UNDATEABLE	1	0	bridge_unaligned									
tIrTa		2	vedic	1	dcs	DATEABLE	7	7	bridge_unaligned									
tIrTa		3	vedic	1	dcs	DATEABLE	14	7	bridge_unaligned									
tIrTa		4	epic-sutra	2	dharmamitra	DATEABLE	18	10	bridge_unaligned									
tIrTa		6	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	11	11	bridge_unaligned									
tIrTa		8	epic-sutra	2	dcs+dharmamitra	DATEABLE	16	11	bridge_unaligned									
tIrTa		9	epic-sutra	2	dcs+dharmamitra	DATEABLE	20	11	bridge_unaligned									
tIrTa		10	classical	3	dcs	DATEABLE	4	3	joined	mw:85562:1	64	1	0.9697	16	purana	0.4375	attested	
tIrTa		13	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
tIrTa		11	early-medieval	4	hand:class	DATEABLE-MARGINAL	4	1	bridge_unaligned									
tIrTa		12	early-medieval	4	hand:class	DATEABLE-MARGINAL	4	1	bridge_unaligned									
tIrTa		5	early-medieval	4	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
tIrTa		7	early-medieval	4	dcs	DATEABLE	9	9	bridge_unaligned									
tIrTa		15	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
tUla		1	vedic	1	dcs+hand:class	DATEABLE	10	9	joined	mw:86446:1	1	2	0.25	1	rasasastra	1.0	attested	
tUla		2	epic-sutra	2	dcs+dharmamitra	DATEABLE	19	12	bridge_unaligned									
tUla		3	classical	3	dharmamitra	DATEABLE	4	3	bridge_unaligned									
tUla		7c	classical	3	dharmamitra	DATEABLE	5	2	bridge_unaligned									
tUla		5	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
tUla		6a	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
tUla		6b	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
tUla		7b	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
tUla		4				UNDATEABLE	1	0	bridge_unaligned									
tUla		7a				UNDATEABLE	1	0	bridge_unaligned									
tUla		7d				UNDATEABLE	1	0	bridge_unaligned									
tUla		7e				UNRESOLVED	2	0	bridge_unaligned									
ta	2	3	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
ta	2	1a	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_no_freq	mw:81539:1								
ta	2	1c	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
ta	2	1b				UNDATEABLE	1	0	bridge_unaligned									
ta	2	1d				UNRESOLVED	1	0	bridge_unaligned									
ta	2	1e				UNDATEABLE	1	0	bridge_unaligned									
ta	2	1f				UNDATEABLE	1	0	bridge_unaligned									
ta	2	1g				UNDATEABLE	1	0	bridge_unaligned									
ta	2	1h				UNRESOLVED	1	0	bridge_unaligned									
ta	2	1i				UNDATEABLE	1	0	bridge_unaligned									
ta	2	1k				UNDATEABLE	1	0	bridge_unaligned									
ta	2	2b				UNDATEABLE	1	0	bridge_unaligned									
tala		13	epic-sutra	2	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
tala		2	epic-sutra	2	dcs+dharmamitra	DATEABLE	48	35	bridge_unaligned									
tala		3	epic-sutra	2	dcs	DATEABLE	23	18	bridge_unaligned									
tala		4	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	16	15	bridge_unaligned									
tala		5	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
tala		6	epic-sutra	2	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
tala		11	classical	3	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
tala		12	classical	3	dharmamitra	DATEABLE	4	2	bridge_unaligned									
