slp1	hom	sense_id	n_cites	n_dateable	first_era	bucket_via	marginal	class	conflict_notes
sTAna		1v	5	5	epic-sutra	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTAna		1w	33	20	epic-sutra	dcs+dharmamitra+hand:class	0	DATEABLE	seed left no-rule | śrautasūtra genre; standard dating c. 4th-3rd c. BCE (same genre anchor as the seed's ŚĀṄKH. ŚR. call) | same genre anchor as the seed's ŚĀṄKH. ŚR. call | śrautasūtra genre (on the Sāmaveda); standard dating within the sūtra period | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/) | DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
sTAna		1x	3	1	classical	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
sTAna		1y	16	3	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
sTAna		2	1	1	epic-sutra	dcs	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTAna		3	5	2	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTApana		1b	1	1	late-medieval	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
sTApana		2a	1	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
sTApana		2b	1	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
sTApana		2c	6	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
sTApana		3	2	1	classical	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
sTApana		4a	9	2	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
sTApana		4b	8	3	epic-sutra	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTApana		4c	2	0			0	UNDATEABLE	
sTApana		4d	4	0			0	UNRESOLVED	
sTApana		4e	5	2	early-medieval	hand:class	0	DATEABLE	H4016 hand-checked seed call (hand:class)
sTApana		4f	3	3	late-medieval	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
sTApana		4g	2	0			0	UNRESOLVED	
sTApana		4h	2	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
sTala		1a	1	0			0	UNDATEABLE	
sTala		1b	1	1	early-medieval	dcs	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTala		2	2	2	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTala		3a	28	17	epic-sutra	dcs+hand:class	0	DATEABLE	same genre anchor as the seed's ŚĀṄKH. ŚR. call | śrautasūtra genre (on the Sāmaveda); standard dating within the sūtra period | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTala		3b	8	6	classical	dcs+dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTala		3c	5	2	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
sTala		4a	69	44	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTala		4b	13	9	epic-sutra	dcs+dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/) | H4016 hand-checked seed call via the Dharmamitra chronology | DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
sTala		4c	11	7	epic-sutra	dcs+dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTala		4d	14	3	late-medieval	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
sTala		4e	1	0			0	UNRESOLVED	
sTira		1a	32	26	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTira		1b	42	31	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTira		1c	120	78	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTira		1d	7	6	epic-sutra	dcs+dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTira		2a	3	2	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
sTira		2b	2	2	late-medieval	dharmamitra+hand:class	0	DATEABLE	net-new (no seed call) | DM anchor: 16th c. CE (c. 1550-1600; Bhāvamiśra) | same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
sTira		2c	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
sTira		2d	1	0			0	UNDATEABLE	
sTira		2e	2	1	late-medieval	hand:class	1	DATEABLE-MARGINAL	same discount class as anthologies (H4019 addendum) | Rādhākānta Deva's kośa, 19th-c. compile; MG ruling 03-09-2026 (H4019 addendum §1): PWG citations give only a recent terminus — dated late-medieval CEILING with low attestation value | terminus-ceiling work: attestation value low
sTira		2f	2	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
sTira		2g	3	2	early-medieval	hand:class	0	DATEABLE	H4016 hand-checked seed call (hand:class)
sTira		2h	1	0			0	UNRESOLVED	
sTira		2i	1	0			0	UNDATEABLE	
sTira		2k	2	1	early-medieval	hand:class	1	DATEABLE-MARGINAL	H4016 hand-checked seed call (hand:class)
sTira		2l	1	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
sTira		3a	6	5	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
sTira		3b	16	4	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
sTira		3c	1	0			0	UNRESOLVED	
sTita		1a	108	94	vedic	dcs	0	DATEABLE	late-Vedic Upaniṣad; DCS date table BĀU -699..-499 (the pin both probes used for Chānd./Bṛh. Āraṇyaka strata)
sTita		1b	2	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
sTita		1c	91	67	vedic	dcs	0	DATEABLE	late-Vedic Upaniṣad; DCS date table BĀU -699..-499 (the pin both probes used for Chānd./Bṛh. Āraṇyaka strata)
sTita		1e	23	17	epic-sutra	dcs+dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/) | DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the Dharmamitra chronology
sTita		1f	9	9	epic-sutra	dcs+dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/) | DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the Dharmamitra chronology
sTita		1g	2	0			0	UNDATEABLE	
sTita		1h	1	1	epic-sutra	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
sTita		1i	7	6	epic-sutra	hand:class	0	DATEABLE	seed left no-rule | prātiśākhya genre (vedāṅga), late-Vedic/sūtra transition; standard dating within the sūtra period
sTita		1k	16	5	vedic	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTita		1l	11	9	epic-sutra	dcs+dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTita		1m	31	23	epic-sutra	dcs+dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/) | H4016 hand-checked seed call via the Dharmamitra chronology
sTita		1n	1	1	epic-sutra	dcs	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTita		1o	2	1	classical	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
sTita		1p	3	2	epic-sutra	dcs+dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTita		1q	1	0			0	UNDATEABLE	
sTita		1r	2	2	classical	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTita		1s	2	1	classical	dharmamitra	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the Dharmamitra chronology
sTita		1t	9	6	epic-sutra	hand:class	0	DATEABLE	seed left no-rule | prātiśākhya genre (vedāṅga), late-Vedic/sūtra transition; standard dating within the sūtra period | prātiśākhya genre (vedāṅga); same anchor as Ṛgveda-Prātiśākhya
sTita		2a	2	1	epic-sutra	dcs	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTita		2b	1	1	epic-sutra	dcs	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTiti		10	60	41	vedic	dcs	0	DATEABLE	late-Vedic Upaniṣad; DCS date table BĀU -699..-499 (the pin both probes used for Chānd./Bṛh. Āraṇyaka strata) | H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTiti		11	9	5	classical	dharmamitra	0	DATEABLE	H4016 hand-checked seed call via the Dharmamitra chronology
sTiti		12	1	1	early-medieval	dcs	1	DATEABLE-MARGINAL	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTiti		13	5	4	epic-sutra	dharmamitra	0	DATEABLE	DM chunk strata vary: mode epic-sutra (14/18 chunks), minority {'classical': 4} — recorded, not averaged; DM parvan strata vary (Śānti-/Anuśāsana-/Mahāprasthānika-/Svargāroha- labelled Classical, later didactic strata) — recorded, not averaged; work-level bucket follows the composite | DM family mode 14/18 parvan chunks Epic & Sutra; composite c. 4th c. BCE - 4th c. CE; corroborates the seed's DCS call
sTiti		14	4	4	epic-sutra	dcs	0	DATEABLE	H4016 hand-checked seed call via the DCS date table 2021 (per-citation evidence in the seed JSON, data/dating/evidence/)
sTiti		15	10	9	classical	dharmamitra+hand:class	0	DATEABLE	H4016 hand-checked seed call (hand:class) | H4016 hand-checked seed call via the Dharmamitra chronology
