verse	widx	gold_form	gold_lemma	gold_pos	gold_morph	dcs_forms	dcs_lemmas	dcs_upos	class	note
18.14	6	pṛthag-vidham	pṛthag-vidha	nominal	nom/sg/n	pṛthagvidham	pṛthagvidha	ADJ	OK	
18.14	7	vividhāḥ	vi-vidha	nominal	nom/pl/f	vividhāḥ	vividha	ADJ	OK	
18.14	8	ca	ca	indeclinable		ca	ca	CONJ	OK	
18.14	9	pṛthak	pṛthak	indeclinable		pṛthak	pṛthak	ADV	OK	
18.14	10	ceṣṭāḥ	ceṣṭā	nominal	nom/pl/f	ceṣṭāḥ	ceṣṭā	NOUN	OK	
18.14	11	daivam	daiva	nominal	nom/sg/n	daivaṃ	daiva	NOUN	OK	
18.14	12	ca	ca	indeclinable		ca	ca	CONJ	OK	
18.14	13	eva	eva	indeclinable		eva	eva	PART	OK	
18.14	14	atra	atra	indeclinable		atra	atra	ADV	OK	
18.14	15	pañcamam	pañcama	nominal	nom/sg/n	pañcamam	pañcama	ADJ	OK	
ch7707						śarīra	śarīra	NOUN	UNALIGNED_DCS	extra DCS token
ch7707						vāc	vāc	NOUN	UNALIGNED_DCS	extra DCS token
ch7707						manobhiḥ	manas	NOUN	UNALIGNED_DCS	extra DCS token
18.15	1	śarīra-vāṅ-manobhiḥ	śarīra-vāk-manas	nominal					UNALIGNED_GOLD	no DCS token matched
18.15	2	yat	yat	pronoun	acc/sg/n	yat	yad	PRON	LEMMA_DIFF	
18.15	3	karma	karman	nominal	acc/sg/n	karma	karman	NOUN	OK	
18.15	4	prārabhate	pra-ā-√rabh	verb	sg	prārabhate	prārabh	VERB	LEMMA_DIFF	
18.15	5	naraḥ	nara	nominal	nom/sg/m	naraḥ	nara	NOUN	OK	
18.15	6	nyāyyam	nyāyya	nominal	acc/sg/n	nyāyyaṃ	nyāyya	ADJ	OK	
18.15	7	vā	vā	indeclinable		vā	vā	CONJ	OK	
18.15	8	viparītam	viparīta	participle	acc/sg/n	viparītaṃ	viparīta	ADJ	POS_DIFF	
18.15	9	vā	vā	indeclinable		vā	vā	CONJ	OK	
ch7707						pañcā	pañcan	NUM	UNALIGNED_DCS	extra DCS token
18.15	10	pañca	pañca	nominal					UNALIGNED_GOLD	no DCS token matched
18.15	11	ete	etat	pronoun	nom/pl/m	ete	etad	PRON	LEMMA_DIFF	
18.15	12	tasya	tat	pronoun	gen/sg/m	tasya	tad	PRON	LEMMA_DIFF	
18.15	13	hetavaḥ	hetu	nominal	nom/pl/m	hetavaḥ	hetu	NOUN	OK	
18.16	1	tatra	tatra	indeclinable		tatra	tatra	ADV	OK	
18.16	2	evam	evam	indeclinable		evam	evam	ADV	OK	
18.16	3	sati	sant	participle	loc/sg/m	sati	as	VERB	LEMMA_DIFF	
18.16	4	kartāram	kartṛ	nominal	acc/sg/m	kartāram	kartṛ	NOUN	OK	
18.16	5	ātmānam	ātman	nominal	acc/sg/m	ātmānam	ātman	NOUN	OK	
18.16	6	kevalam	kevalam	indeclinable		kevalaṃ	kevalam	ADV	OK	
18.16	7	tu	tu	indeclinable		tu	tu	PART	OK	
18.16	8	yaḥ	yat	pronoun	nom/sg/m	yaḥ	yad	PRON	LEMMA_DIFF	
18.16	9	paśyati	√dṛś	verb	sg	paśyati	dṛś	VERB	OK	
18.16	10	akṛta-buddhitvāt	akṛta-buddhitva	nominal	abl/sg/n	akṛtabuddhi + tvāt	akṛtabuddhi + tva	ADJ + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
18.16	11	na	na	indeclinable		na	na	PART	OK	
ch7707						sa	tad	PRON	UNALIGNED_DCS	extra DCS token
18.16	12	saḥ	tat	pronoun					UNALIGNED_GOLD	no DCS token matched
18.16	13	paśyati	√dṛś	verb	sg	paśyati	dṛś	VERB	OK	
18.16	14	durmatiḥ	dur-mati	nominal	nom/sg/f	durmatiḥ	durmati	ADJ	OK	
18.17	1	yasya	yat	pronoun	gen/sg/m	yasya	yad	PRON	LEMMA_DIFF	
18.17	2	na	na	indeclinable		na	na	PART	OK	
18.17	3	ahaṁ-kṛtaḥ	ahaṁ-kṛta	nominal	nom/sg/m	ahaṃkṛtaḥ	ahaṃkṛta	ADJ	OK	
ch7707						bhāvo	bhāva	NOUN	UNALIGNED_DCS	extra DCS token
18.17	4	bhāvaḥ	bhāva	nominal					UNALIGNED_GOLD	no DCS token matched
18.17	5	buddhiḥ	buddhi	nominal	nom/sg/f	buddhiḥ	buddhi	NOUN	OK	
18.17	6	yasya	yat	pronoun	gen/sg/m	yasya	yad	PRON	LEMMA_DIFF	
18.17	7	na	na	indeclinable		na	na	PART	OK	
18.17	8	lipyate	√lip	verb	sg	lipyate	lip	VERB	OK	
18.17	9	hatvā	√han			hatvā	han	VERB	OK	
18.17	10	api	api	indeclinable		api	api	PART	OK	
ch7707						sa	tad	PRON	UNALIGNED_DCS	extra DCS token
18.17	11	saḥ	tat	pronoun					UNALIGNED_GOLD	no DCS token matched
18.17	12	imān	idam	pronoun	acc/pl/m	imān	idam	PRON	OK	
18.17	13	lokān	loka	nominal	acc/pl/m	lokān	loka	NOUN	OK	
18.17	14	na	na	indeclinable		na	na	PART	OK	
18.17	15	hanti	√han	verb	sg	hanti	han	VERB	OK	
18.17	16	na	na	indeclinable		na	na	PART	OK	
18.17	17	nibadhyate	ni-√bandh	verb	sg	nibadhyate	nibandh	VERB	OK	
18.18	1	jñānam	jñāna	nominal	nom/sg/n	jñānaṃ	jñāna	NOUN	OK	
18.18	2	jñeyam	jñeya	participle	nom/sg/n	jñeyaṃ	jñā	VERB	LEMMA_DIFF	
18.18	3	parijñātā	parijñātṛ	nominal	nom/sg/m	parijñātā	parijñātṛ	ADJ	OK	
18.18	4	tri-vidhā	tri-vidha	nominal	nom/sg/f	trividhā	trividha	ADJ	OK	
18.18	5	karma-codanā	karma-codanā	nominal	nom/sg/f	karma + codanā	karman + codana	NOUN + NOUN	LEMMA_DIFF	compound split 2 ways
18.18	6	karaṇam	karaṇa	nominal	nom/sg/n	karaṇaṃ	karaṇa	NOUN	OK	
18.18	7	karma	karman	nominal	nom/sg/n	karma	karman	NOUN	OK	
18.18	8	kartā	kartṛ	nominal	nom/sg/m	kartā	kartṛ	NOUN	OK	
18.18	9	iti	iti	indeclinable		iti	iti	PART	OK	
18.18	10	tri-vidhaḥ	tri-vidha	nominal	nom/sg/m	trividhaḥ	trividha	ADJ	OK	
18.18	11	karma-saṁgrahaḥ	karma-saṁgraha	nominal	nom/sg/m	karma + saṃgrahaḥ	karman + saṃgraha	NOUN + NOUN	LEMMA_DIFF	compound split 2 ways
18.19	1	jñānam	jñāna	nominal	nom/sg/n	jñānaṃ	jñāna	NOUN	OK	
18.19	2	karma	karman	nominal	nom/sg/n	karma	karman	NOUN	OK	
18.19	3	ca	ca	indeclinable		ca	ca	CONJ	OK	
18.19	4	kartā	kartṛ	nominal	nom/sg/m	kartā	kartṛ	NOUN	OK	
18.19	5	ca	ca	indeclinable		ca	ca	CONJ	OK	
18.19	6	tri-dhā	tri-dhā	indeclinable		tridhā	tridhā	ADV	OK	
18.19	7	eva	eva	indeclinable		eva	eva	PART	OK	
18.19	8	guṇa-bhedataḥ	guṇa-bhedataḥ	indeclinable		guṇa + bhedataḥ	guṇa + bheda	NOUN + NOUN	POS_DIFF	compound split 2 ways
18.19	9	procyate	pra-√vac	verb	nom/sg	procyate	pravac	VERB	OK	
18.19	10	guṇa-saṁkhyāne	guṇa-saṁkhyāna	nominal	loc/sg/n	guṇa + saṃkhyāne	guṇa + saṃkhyāna	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
18.19	11	yathā-vat	yathā-vat	indeclinable		yathāvat	yathāvat	ADV	OK	
18.19	12	śṛṇu	√śru	verb	sg	śṛṇu	śru	VERB	OK	
18.19	13	tāni	tat	pronoun	acc/pl/n	tāni	tad	PRON	LEMMA_DIFF	
18.19	14	api	api	indeclinable		api	api	PART	OK	
18.20	1	sarva-bhūteṣu	sarva-bhūta	nominal	loc/pl/m	sarva + bhūteṣu	sarva + bhūta	PRON + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
18.20	2	yena	yat	pronoun	ins/sg/n	yena	yad	PRON	LEMMA_DIFF	
18.20	3	ekam	eka	pronoun	acc/sg/m	ekam	eka	NUM	POS_DIFF	
18.20	4	bhāvam	bhāva	nominal	acc/sg/m	bhāvam	bhāva	NOUN	OK	
18.20	5	avyayam	a-vyaya	nominal	acc/sg/m	avyayam	avyaya	ADJ	OK	
18.20	6	īkṣate	√īkṣ	verb	sg	īkṣate	īkṣ	VERB	OK	
18.20	7	avibhaktam	a-vi-bhakta	participle	acc/sg/n	avibhaktaṃ	avibhakta	ADJ	POS_DIFF	
18.20	8	vibhakteṣu	vi-bhakta	participle	loc/pl/n	vibhakteṣu	vibhaj	VERB	LEMMA_DIFF	
18.20	9	tat	tat	pronoun	acc/sg/n	tat	tad	PRON	LEMMA_DIFF	
18.20	10	jñānam	jñāna	nominal	acc/sg/n	jñānam	jñāna	NOUN	OK	
18.20	11	viddhi	√vid	verb	sg	viddhi	vid	VERB	OK	
18.20	12	sāttvikam	sāttvika	nominal	acc/sg/n	sāttvikam	sāttvika	ADJ	OK	
18.21	1	pṛthaktvena	pṛthaktva	nominal	ins/sg/n	pṛthaktvena	pṛthaktva	NOUN	OK	
18.21	2	tu	tu	indeclinable		tu	tu	PART	OK	
18.21	3	yat	yat	pronoun	acc/sg/n	yat	yad	PRON	LEMMA_DIFF	
18.21	4	jñānam	jñāna	nominal	acc/sg/n	jñānam	jñāna	NOUN	OK	
18.21	5	nānā-bhāvān	nānā-bhāva	nominal	acc/pl/n	nānā + bhāvān	nānā + bhāva	ADV + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
18.21	6	pṛthag-vidhān	pṛthag-vidha	nominal	nom/pl/n	pṛthagvidhān	pṛthagvidha	ADJ	OK	
18.21	7	vetti	√vid	verb	sg	vetti	vid	VERB	OK	
18.21	8	sarveṣu	sarva	pronoun	loc/pl/n	sarveṣu	sarva	PRON	OK	
18.21	9	bhūteṣu	bhūta	participle	loc/pl/m	bhūteṣu	bhūta	NOUN	POS_DIFF	
18.21	10	tat	tat	pronoun	acc/sg/n	tat	tad	PRON	LEMMA_DIFF	
18.21	11	jñānam	jñāna	nominal	acc/sg/n	jñānam	jñāna	NOUN	OK	
18.21	12	viddhi	√vid	verb	sg	viddhi	vid	VERB	OK	
18.21	13	rājasam	rājasa	nominal	acc/sg/n	rājasam	rājasa	ADJ	OK	
18.22	1	yat	yat	pronoun	nom/sg/n	yat	yad	PRON	LEMMA_DIFF	
18.22	2	tu	tu	indeclinable		tu	tu	PART	OK	
18.22	3	kṛtsnavat	kṛtsnavat	indeclinable		kṛtsna + vat	kṛtsna + vat	ADJ + ADV	OK_COMPOUND_SPLIT	compound split 2 ways
18.22	4	ekasmin	eka	pronoun	loc/sg/n	ekasmin	eka	NUM	POS_DIFF	
18.22	5	kārye	kārye	participle	loc/sg/n	kārye	kārya	NOUN	LEMMA_DIFF_POS_DIFF	
18.22	6	saktam	sakta	participle	nom/sg/n	saktam	sañj	VERB	LEMMA_DIFF	
18.22	7	ahaitukam	a-haituka	nominal	nom/sg/n	ahaitukam	ahaituka	ADJ	OK	
18.22	8	a-tattva-artha-vat	a-tattva-artha-vat	indeclinable		a + tattva + arthavat	a + tattva + arthavat	PART + NOUN + ADJ	OK_COMPOUND_SPLIT	compound split 3 ways
18.22	9	alpam	alpa	nominal	nom/sg/n	alpam	alpa	ADJ	OK	
18.22	10	ca	ca	indeclinable		ca	ca	CONJ	OK	
18.22	11	tat	tat	pronoun	nom/sg/n	tat	tad	PRON	LEMMA_DIFF	
18.22	12	tāmasam	tāmasa	nominal	nom/sg/n	tāmasam	tāmasa	ADJ	OK	
18.22	13	udāhṛtam	ud-ā-hṛta	participle	nom/sg/n	udāhṛtam	udāhṛ	VERB	OK	
18.23	1	niyatam	niyata	participle	nom/sg/n	niyataṃ	niyam	VERB	LEMMA_DIFF	
18.23	2	saṅga-rahitam	saṅga-rahita	nominal	nom/sg/n	saṅga + rahitam	saṅga + rahita	NOUN + ADJ	OK_COMPOUND_SPLIT	compound split 2 ways
18.23	3	a-rāga-dveṣataḥ	a-rāga-dveṣataḥ	indeclinable		a + rāga + dveṣataḥ	a + rāga + dveṣa	PART + NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 3 ways
18.23	4	kṛtam	kṛta	participle	nom/sg/n	kṛtam	kṛ	VERB	OK	
18.23	5	a-phala-prepsunā	a-phala-prepsu	nominal	ins/sg/m	a + phala + prepsunā	a + phala + prepsu	PART + NOUN + ADJ	OK_COMPOUND_SPLIT	compound split 3 ways
18.23	6	karma	karman	nominal	nom/sg/n	karma	karman	NOUN	OK	
18.23	7	yat	yat	pronoun	nom/sg/n	yat	yad	PRON	LEMMA_DIFF	
18.23	8	tat	tat	pronoun	nom/sg/n	tat	tad	PRON	LEMMA_DIFF	
18.23	9	sāttvikam	sāttvika	nominal	nom/sg/n	sāttvikam	sāttvika	ADJ	OK	
18.23	10	ucyate	√vac	verb	sg	ucyate	vac	VERB	OK	
18.24	1	yat	yat	pronoun	nom/sg/n	yat	yad	PRON	LEMMA_DIFF	
18.24	2	tu	tu	indeclinable		tu	tu	PART	OK	
18.24	3	kāmepsunā	kāma-īpsu	nominal	ins/sg/m	kāma + īpsunā	kāma + īpsu	NOUN + ADJ	OK_COMPOUND_SPLIT	compound split 2 ways
18.24	4	karma	karman	nominal	nom/sg/n	karma	karman	NOUN	OK	
18.24	5	sāhaṁ-kāreṇa	sa-ahaṁ-kāra	nominal	acc/sg/m	sa + ahaṃkāreṇa	sa + ahaṃkāra	ADV + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
18.24	6	vā	vā	indeclinable		vā	vā	CONJ	OK	
18.24	7	punaḥ	punaḥ	indeclinable		punaḥ	punar	ADV	LEMMA_DIFF	
18.24	8	kriyate	√kṛ	verb	sg	kriyate	kṛ	VERB	OK	
18.24	9	bahulāyāsam	bahula-āyāsa	nominal	nom/sg/n	bahula + āyāsam	bahula + āyāsa	ADJ + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
18.24	10	tat	tat	pronoun	nom/sg/n	tat	tad	PRON	LEMMA_DIFF	
18.24	11	rājasam	rājasa	nominal	nom/sg/n	rājasam	rājasa	ADJ	OK	
18.24	12	udāhṛtam	ud-ā-hṛta	participle	nom/sg/n	udāhṛtam	udāhṛ	VERB	OK	
18.25	1	anubandham	anu-bandha	nominal	acc/sg/m	anubandhaṃ	anubandha	NOUN	OK	
18.25	2	kṣayam	kṣaya	participle	acc/sg/n	kṣayaṃ	kṣaya	NOUN	POS_DIFF	
18.25	3	hiṁsām	hiṁsā	nominal	acc/sg/f	hiṃsām	hiṃsā	NOUN	OK	
18.25	4	anapekṣya	apa-√īkṣ			an + apekṣya	an + apekṣ	PART + VERB	LEMMA_DIFF	compound split 2 ways
18.25	5	ca	ca	indeclinable		ca	ca	CONJ	OK	
18.25	6	pauruṣam	pauruṣa	nominal	acc/sg/n	pauruṣam	pauruṣa	NOUN	OK	
18.25	7	mohāt	moha	nominal	abl/sg/m	mohāt	moha	NOUN	OK	
18.25	8	ārabhyate	ā-√rabh	verb	sg	ārabhyate	ārabh	VERB	OK	
18.25	9	karma	karman	nominal	nom/sg/n	karma	karman	NOUN	OK	
18.25	10	yat	yat	pronoun	nom/sg/n	yat	yad	PRON	LEMMA_DIFF	
18.25	11	tat	tat	pronoun	nom/sg/n	tat	tad	PRON	LEMMA_DIFF	
18.25	12	tāmasam	tāmasa	nominal	acc/sg/m	tāmasam	tāmasa	ADJ	OK	
18.25	13	ucyate	√vac	verb	sg	ucyate	vac	VERB	OK	
18.26	1	mukta-saṅgaḥ	mukta-saṅga	nominal	nom/sg/m	mukta + saṅgaḥ	muc + saṅga	VERB + NOUN	LEMMA_DIFF	compound split 2 ways
18.26	2	anahaṁ-vādī	an-ahaṁ-vādin	nominal	nom/sg/m	an + ahaṃvādī	an + ahaṃvādin	PART + ADJ	OK_COMPOUND_SPLIT	compound split 2 ways
ch7707						dhṛti	dhṛti	NOUN	UNALIGNED_DCS	extra DCS token
ch7707						utsāha	utsāha	NOUN	UNALIGNED_DCS	extra DCS token
ch7707						samanvitaḥ	samanvita	ADJ	UNALIGNED_DCS	extra DCS token
ch7707						siddhi	siddhi	NOUN	UNALIGNED_DCS	extra DCS token
ch7707						asiddhyoḥ	asiddhi	NOUN	UNALIGNED_DCS	extra DCS token
18.26	3	dhṛty-utsāha-samanvitaḥ	dhṛty-utsāha-samanvita	nominal					UNALIGNED_GOLD	no DCS token matched
18.26	4	siddhy-asiddhyoḥ	siddhy-asiddhi	nominal					UNALIGNED_GOLD	no DCS token matched
18.26	5	nirvikāraḥ	nir-vikāra	nominal	nom/sg/m	nirvikāraḥ	nirvikāra	ADJ	OK	
18.26	6	kartā	kartṛ	nominal	nom/sg/m	kartā	kartṛ	NOUN	OK	
18.26	7	sāttvikaḥ	sāttvika	nominal	nom/sg/m	sāttvika	sāttvika	ADJ	OK	
18.26	8	ucyate	√vac	verb	sg	ucyate	vac	VERB	OK	
18.27	1	rāgī	rāgin	nominal	nom/sg/m	rāgī	rāgin	ADJ	OK	
18.27	2	karma-phala-prepsuḥ	karma-phala-prepsu	nominal	nom/sg/m	karma + phala + prepsuḥ	karman + phala + prepsu	NOUN + NOUN + ADJ	LEMMA_DIFF	compound split 3 ways
18.27	3	lubdhaḥ	lubdha	participle	nom/sg/m	lubdhaḥ	lubh	VERB	LEMMA_DIFF	
18.27	4	hiṁsātmakaḥ	hiṁsā-ātmaka	nominal	nom/sg/n	hiṃsā + ātmakaḥ	hiṃsā + ātmaka	NOUN + ADJ	OK_COMPOUND_SPLIT	compound split 2 ways
ch7707						'śuciḥ	aśuci	ADJ	UNALIGNED_DCS	extra DCS token
18.27	5	aśuciḥ	aśuci	nominal					UNALIGNED_GOLD	no DCS token matched
18.27	6	harṣa-śokānvitaḥ	harṣa-śoka-anvita	nominal	nom/sg/m	harṣa + śoka + anvitaḥ	harṣa + śoka + anvita	NOUN + NOUN + ADJ	OK_COMPOUND_SPLIT	compound split 3 ways
18.27	7	kartā	kartṛ	nominal	nom/sg/m	kartā	kartṛ	NOUN	OK	
18.27	8	rājasaḥ	rājasa	nominal	acc/sg/m	rājasaḥ	rājasa	ADJ	OK	
18.27	9	parikīrtitaḥ	pari-kīrtita	participle	nom/sg/m	parikīrtitaḥ	parikīrtay	VERB	LEMMA_DIFF	
18.28	1	ayuktaḥ	a-yukta	participle	nom/sg/m	ayuktaḥ	ayukta	ADJ	POS_DIFF	
18.28	2	prākṛtaḥ	prākṛta	nominal	nom/sg/m	prākṛtaḥ	prākṛta	ADJ	OK	
18.28	3	stabdhaḥ	stabdha	participle	nom/sg/m	stabdhaḥ	stambh	VERB	LEMMA_DIFF	
ch7707						śaṭho	śaṭha	ADJ	UNALIGNED_DCS	extra DCS token
ch7707						naikṛtiko	naikṛtika	ADJ	UNALIGNED_DCS	extra DCS token
ch7707						'lasaḥ	alasa	ADJ	UNALIGNED_DCS	extra DCS token
18.28	4	śaṭhaḥ	śaṭha	nominal					UNALIGNED_GOLD	no DCS token matched
18.28	5	naikṛtikaḥ	naikṛtika	nominal					UNALIGNED_GOLD	no DCS token matched
18.28	6	alasaḥ	alasa	nominal					UNALIGNED_GOLD	no DCS token matched
18.28	7	viṣādī	viṣādin	nominal	nom/sg/m	viṣādī	viṣādin	ADJ	OK	
18.28	8	dīrgha-sūtrī	dīrgha-sūtrin	nominal	nom/sg/m	dīrghasūtrī	dīrghasūtrin	ADJ	OK	
18.28	9	ca	ca	indeclinable		ca	ca	CONJ	OK	
18.28	10	kartā	kartṛ	nominal	nom/sg/m	kartā	kartṛ	NOUN	OK	
18.28	11	tāmasaḥ	tāmasa	nominal	nom/sg/m	tāmasa	tāmasa	ADJ	OK	
18.28	12	ucyate	√vac	verb	sg	ucyate	vac	VERB	OK	
18.29	1	buddheḥ	buddhi	nominal	gen/sg/f	buddheḥ	buddhi	NOUN	OK	
18.29	2	bhedam	bheda	nominal	acc/sg/m	bhedam	bheda	NOUN	OK	
18.29	3	dhṛteḥ	dhṛti	nominal	gen/sg/f	dhṛteḥ	dhṛti	NOUN	OK	
18.29	4	ca	ca	indeclinable		ca	ca	CONJ	OK	
18.29	5	eva	eva	indeclinable		eva	eva	PART	OK	
18.29	6	guṇataḥ	guṇataḥ	indeclinable		guṇataḥ	guṇa	NOUN	POS_DIFF	
18.29	7	tri-vidham	tri-vidha	nominal	acc/sg/m	trividham	trividha	ADJ	OK	
18.29	8	śṛṇu	√śru	verb	sg	śṛṇu	śru	VERB	OK	
18.29	9	procyamānam	procyamāna	participle	acc/sg/m	procyamānam	pravac	VERB	LEMMA_DIFF	
18.29	10	aśeṣeṇa	aśeṣeṇa	indeclinable		aśeṣeṇa	aśeṣeṇa	ADV	OK	
18.29	11	pṛthaktvena	pṛthaktvena	indeclinable		pṛthaktvena	pṛthaktva	NOUN	LEMMA_DIFF_POS_DIFF	
18.29	12	dhanaṁjaya	dhanaṁ-jaya	nominal	voc/sg/m	dhanaṃjaya	dhanaṃjaya	NOUN	OK	
18.30	1	pravṛttim	pravṛtti	nominal	acc/sg/f	pravṛttiṃ	pravṛtti	NOUN	OK	
18.30	2	ca	ca	indeclinable		ca	ca	CONJ	OK	
18.30	3	nivṛttim	nivṛtti	nominal	acc/sg/f	nivṛttiṃ	nivṛtti	NOUN	OK	
18.30	4	ca	ca	indeclinable		ca	ca	CONJ	OK	
18.30	5	kāryākārye	kārya-akārya	nominal	acc/du/n	kārya + akārye	kārya + akārya	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
18.30	6	bhayābhaye	bhaya-abhaya	nominal	acc/du/n	bhaya + abhaye	bhaya + abhaya	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
18.30	7	bandham	bandha	nominal	acc/sg/m	bandhaṃ	bandha	NOUN	OK	
18.30	8	mokṣam	mokṣa	nominal	acc/sg/m	mokṣaṃ	mokṣa	NOUN	OK	
18.30	9	ca	ca	indeclinable		ca	ca	CONJ	OK	
18.30	10	yā	yat	pronoun	nom/sg/f	yā	yad	PRON	LEMMA_DIFF	
18.30	11	vetti	√vid	verb	sg	vetti	vid	VERB	OK	
18.30	12	buddhiḥ	buddhi	nominal	nom/sg/f	buddhiḥ	buddhi	NOUN	OK	
18.30	13	sā	tat	pronoun	nom/sg/f	sā	tad	PRON	LEMMA_DIFF	
18.30	14	pārtha	pārtha	nominal	voc/sg/m	pārtha	pārtha	NOUN	OK	
18.30	15	sāttvikī	sāttvikī	nominal	nom/sg/f	sāttvikī	sāttvika	ADJ	LEMMA_DIFF	
18.31	1	yayā	yat	pronoun	ins/sg/f	yayā	yad	PRON	LEMMA_DIFF	
18.31	2	dharmam	dharma	nominal	acc/sg/m	dharmam	dharma	NOUN	OK	
18.31	3	adharmam	adharma	nominal	acc/sg/m	adharmam	adharma	NOUN	OK	
18.31	4	ca	ca	indeclinable		ca	ca	CONJ	OK	
18.31	5	kāryam	kārya	participle	acc/sg/n	kāryaṃ	kārya	NOUN	POS_DIFF	
18.31	6	ca	ca	indeclinable		ca	ca	CONJ	OK	
18.31	7	akāryam	akārya	participle	acc/sg/n	akāryam	akārya	NOUN	POS_DIFF	
18.31	8	eva	eva	indeclinable		eva	eva	PART	OK	
18.31	9	ca	ca	indeclinable		ca	ca	CONJ	OK	
18.31	10	ayathāvat	ayathāvat	indeclinable		ayathāvat	ayathāvat	ADV	OK	
18.31	11	prajānāti	pra-√jñā	verb	sg	prajānāti	prajñā	VERB	OK	
18.31	12	buddhiḥ	buddhi	nominal	nom/sg/f	buddhiḥ	buddhi	NOUN	OK	
18.31	13	sā	tat	pronoun	nom/sg/f	sā	tad	PRON	LEMMA_DIFF	
18.31	14	pārtha	pārtha	nominal	voc/sg/m	pārtha	pārtha	NOUN	OK	
18.31	15	rājasī	rājasī	nominal	nom/sg/f	rājasī	rājasa	ADJ	LEMMA_DIFF	
18.32	1	adharmam	adharma	nominal	acc/sg/m	adharmaṃ	adharma	NOUN	OK	
18.32	2	dharmam	dharma	nominal	acc/sg/m	dharmam	dharma	NOUN	OK	
18.32	3	iti	iti	indeclinable		iti	iti	PART	OK	
18.32	4	yā	yat	pronoun	nom/sg/f	yā	yad	PRON	LEMMA_DIFF	
18.32	5	manyate	√man	verb	sg	manyate	man	VERB	OK	
18.32	6	tamasā	tamas	nominal	ins/sg/n	tamasā	tamas	NOUN	OK	
18.32	7	āvṛtā	āvṛtā	participle	nom/sg/f	āvṛtā	āvṛ	VERB	OK	
18.32	8	sarvārthān	sarva-artha	nominal	acc/pl/m	sarva + arthān	sarva + artha	PRON + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
18.32	9	viparītān	viparīta	participle	acc/pl/m	viparītān	viparīta	ADJ	POS_DIFF	
18.32	10	ca	ca	indeclinable		ca	ca	CONJ	OK	
18.32	11	buddhiḥ	buddhi	nominal	nom/sg/f	buddhiḥ	buddhi	NOUN	OK	
18.32	12	sā	tat	pronoun	nom/sg/f	sā	tad	PRON	LEMMA_DIFF	
18.32	13	pārtha	pārtha	nominal	voc/sg/m	pārtha	pārtha	NOUN	OK	
18.32	14	tāmasī	tāmasī	nominal	nom/sg/f	tāmasī	tāmasa	ADJ	LEMMA_DIFF	
18.33	1	dhṛtyā	dhṛti	nominal	ins/sg/f	dhṛtyā	dhṛti	NOUN	OK	
18.33	2	yayā	yat	pronoun	ins/sg/f	yayā	yad	PRON	LEMMA_DIFF	
18.33	3	dhārayate	√dhṛ	verb	sg	dhārayate	dhāray	VERB	LEMMA_DIFF	
ch7707						manaḥ	manas	NOUN	UNALIGNED_DCS	extra DCS token
ch7707						prāṇa	prāṇa	NOUN	UNALIGNED_DCS	extra DCS token
ch7707						indriya	indriya	NOUN	UNALIGNED_DCS	extra DCS token
ch7707						kriyāḥ	kriyā	NOUN	UNALIGNED_DCS	extra DCS token
18.33	4	manaḥ-prāṇendriya-kriyāḥ	manaḥ-prāṇa-indriya-kriyā	nominal					UNALIGNED_GOLD	no DCS token matched
18.33	5	yogena	yoga	nominal	ins/sg/m	yogena	yoga	NOUN	OK	
18.33	6	avyabhicāriṇyā	a-vyabhicāriṇī	nominal	ins/sg/f	a + vyabhicāriṇyā	a + vyabhicārin	PART + ADJ	LEMMA_DIFF	compound split 2 ways
18.33	7	dhṛtiḥ	dhṛti	nominal	nom/sg/f	dhṛtiḥ	dhṛti	NOUN	OK	
18.33	8	sā	tat	pronoun	nom/sg/f	sā	tad	PRON	LEMMA_DIFF	
18.33	9	pārtha	pārtha	nominal	voc/sg/m	pārtha	pārtha	NOUN	OK	
18.33	10	sāttvikī	sāttvikī	nominal	nom/sg/f	sāttvikī	sāttvika	ADJ	LEMMA_DIFF	
18.34	1	yayā	yat	pronoun	ins/sg/f	yayā	yad	PRON	LEMMA_DIFF	
18.34	2	tu	tu	indeclinable		tu	tu	PART	OK	
18.34	3	dharma-kāmārthān	dharma-kāma-artha	nominal	acc/pl/m	dharma + kāma + arthān	dharma + kāma + artha	NOUN + NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 3 ways
18.34	4	dhṛtyā	dhṛti	nominal	ins/sg/f	dhṛtyā	dhṛti	NOUN	OK	
18.34	5	dhārayate	√dhṛ	verb	sg	dhārayate	dhāray	VERB	LEMMA_DIFF	
ch7707						'rjuna	arjuna	NOUN	UNALIGNED_DCS	extra DCS token
18.34	6	arjuna	arjuna	nominal					UNALIGNED_GOLD	no DCS token matched
18.34	7	prasaṅgena	pra-saṅga	nominal	ins/sg/m	prasaṅgena	prasaṅga	NOUN	OK	
