verse	lemma	devanagari	iast	form_type	code	tense	pada	vclass	root	root_tr	prefix	stem_end	gender	compound	mark	rule	sandhi	verse_iast	gloss_en	gloss_ru
13.09	putra-dāra-gṛha-ādi	पुत्रदारगृहादिषु	putra-dāra-gṛhādiṣu		7n.3 n.				√puṣ			i	n						to sons, wives, houses and the other	к сыну-жене-дому и тд
13.09	nitya	नित्यम्	nityam		1n.1 n.							a	n			m	m c → ṃ c	nityaṃ ca sama-cittatvam iṣṭāniṣṭopapattiṣu	eternal	постоянный
13.09	ca	च​	ca			av.													and	также
13.09	sama-citta-tva	समचित्तत्वम्	sama-cittatvam		1n.1 n.	abst.			√cit			a	n						even-mindedness	невозмутимость
13.09	iṣṭa-an-iṣṭa-upapatti	इष्टानिष्टोपपत्तिषु	iṣṭāniṣṭopapattiṣu		7n.3 f.				√iṣ			i	f						in desired and undesired events	в желаемых-и нежелательных-обстоятельствах
13.10	asmat	मयि	mayi		7n.1	sn.						t						mayi cānanya-yogena bhaktir avyabhicāriṇī	in me	Мне
13.10	ca	च​	ca			av.						a				v1	a a → ā		and	также
13.10	an-anya-yoga	अनन्ययोगेन​	ananya-yogena		3n.1 m.				√yuj			a	m						by yoga not devoted to anything else	безраздельным преданным служением
13.10	bhakti	भक्तिः	bhaktiḥ		1n.1 f.				√bhaj			i	f			h4	ḥ a → r a		devotion, love, fondness	преданность
13.10	a-vyabhicāriṇī	अव्यभिचारिणी	avyabhicāriṇī		1n.1 f.				√car			ī	f						undeviating, devoted	непоколебимая
13.10	vivikta-deśa-sevitva	विविक्तदेशसेवित्वम्	vivikta-deśa-sevitvam		1n.1 n.				√vic			a	n	TP				vivikta-deśa-sevitvam aratir jana-saṃsadi	dwelling in a solitary place	в уединенные-места-стремление
13.10	a-rati	अरतिः	aratiḥ		1n.1 f.				√ram			i	f			h4	ḥ j → r j		not taking pleasure	и отсутствие привязанности
13.10	jana-saṁsad	जनसञ्सदि	jana-saṁsadi		7n.1 f.				√jan			d	f	TP					in the assemblies of people	к обыкновенным людям
13.11	adhy-ātma-jñāna-nityatva	अध्यात्मज्ञाननित्यत्वम्	adhy-ātma-jñāna-nityatvam		1n.1 n.	abst.			√jñā			a	n	TP		m	m t → ṃ t	adhy-ātma-jñāna-nityatvaṃ tattva-jñānārtha-darśanam	constancy in knowledge of the Supreme Spirit	о своем «Я»-в знании-постоянство
13.11	tattva-jñāna-artha-darśana	तत्त्वज्ञानार्थदर्शनम्	tattva-jñānārtha-darśanam		1n.1 n.				√jñā			a	n	TP					seeing the meaning of knowledge of the truth	познания истины-к цели-философия
13.11	etat	एतत्	etat		1n.1 n.	sn.						t	n			t2	t j → j j	etaj jñānam iti proktam ajñānaṃ yad ato ‘nyathā	this	все это
13.11	jñāna	ज्ञानम्	jñānam		1n.1 n.				√jñā			a	n						knowledge, wisdom, intelligence	знанием
13.11	iti	इति	iti			av.													thus	таким образом
13.11	prokta	प्रोक्तम्	proktam		1n.1 n.	PP			√vac			a	n						spoken, called	объявил
13.11	a-jñāna	अज्ञानम्	ajñānam		1n.1 n.				√jñā			a	n			m	m y → ṃ y		ignorance	невежеством
13.11	yat	यत्	yat		1n.1 n.	sn.						t	n			t1	t a → d a		that which	все, что
13.11	ataḥ	अतः	ataḥ			av.										h2	aḥ a → o '		from this, hence, therefore	от этого
13.11	anyathā	अन्यथा	anyathā			av.						ā							otherwise	отлично.
13.12	jñeya	ज्ञेयम्	jñeyam		1n.1 n.	PF			√jñā			a	n			m	m y → ṃ y	jñeyaṃ yat tat pravakṣyāmi yaj jñātvāmṛtam aśnute	to be known, to be learnt	объект знания
13.12	yat	यत्	yat		1n.1 n.	sn.						t	n						that which	который
13.12	tat	तत्	tat		2n.1 n.	sn.						t	n						that	тот
13.12	pra-√vac	प्रवक्ष्यामि	pravakṣyāmi		3v.1	Fut. P			√vac										I will declare	Я сейчас расскажу
13.12	yat	यत्	yat		2n.1 n.	sn.						t	n			t2	t j → j j		that which	который
13.12	√jñā	ज्ञात्वा	jñātvā			absol.			√jñā							v1	ā a → ā		after understanding	зная
13.12	a-mṛta	अमृतम्	amṛtam		2n.1 n.				√mṛ			a	n						not dead, eternal	нектара
13.12	√aś	अश्नुते	aśnute		1v.1	Praes. A			√aś										he obtains	ощущает вкус
13.12	an-ādi	अनादि।अनादिमत्	anādi / anādimat		2n.1 n.							i	n					anādimat paraṃ brahma na sat tan nāsad ucyate	no beginning	не имеющий начала
13.12	mat-para	मत्परम्।परम्	mat-param / param		1n.1 n.							a	n	BV					for whom I am the supreme	подвластный Мне
13.12	brahman	ब्रह्म​	brahma		1n.1 n.				√bṛh			an	n						spirit, the Vedas	дух
13.12	na	न​	na			av.													not	ни
13.12	sant	सत्	sat		1n.1 n.	PPr			√as			t	n						being, existing, true, the essence	причиной
13.12	tat	तत्	tat		1n.1 n.	sn.						t	n			t3	t n → n n		that	тот
13.12	na	न​	na			av.						a				v1	a a → ā		not	ни
13.12	a-sant	असत्	asat		1n.1 n.	PPr			√as			t	n			t1	t u → d u		untrue, non-existing	следствием
13.12	√vac	उच्यते	ucyate		1n.1	Praes. pass.			√vac										it is said	считается.
13.13	sarvataḥ	सर्वतः	sarvataḥ			av.												sarvataḥ pāṇi-pādaṃ tat sarvato ‘kṣi-śiro-mukham	from all sides, everywhere, entirely	повсюду
13.13	pāṇi-pāda	पाणिपादम्	pāṇi-pādam		1n.1 n.				√paṇ			a	n	DV/BV		m	m t → ṃ t		that has hands and feet	руки-ноги
13.13	tat	तत्	tat		1n.1 n.	sn.						t	n						that	то
13.13	sarvataḥ	सर्वतः	sarvataḥ			av.						ḥ				h2	aḥ a → o '		from all sides, everywhere, entirely	повсюду
13.13	akṣi-śiro-mukha	अक्षिशिरोमुखम्	akṣi-śiro-mukham		1n.1 n.				√xīkṣ			a	n	DV/BV					that has eyes, heads and faces	глаза-головы-лица
13.13	sarvataḥ	सर्वतः	sarvataḥ			av.												sarvataḥ śrutimal loke sarvam āvṛtya tiṣṭhati	from all sides, everywhere, entirely	повсюду
13.13	śruti-mant	श्रुतिमत्	śrutimat		1n.1 n.				√śru			t	n			t2	t l → l l		that has ears	имея уши
13.13	loka	लोके	loke		7n.1 m.							a	m						in the world	в мире
13.13	sarva	सर्वम्	sarvam		2n.1 n.	sn.						a	n						all, whole	всё
13.13	ā-√vṛ	आवृत्य​	āvṛtya			absol.			√vṛ										after covering	покрывший
13.13	√sthā	तिष्ठति	tiṣṭhati		1v.1	Praes. P			√sthā										it stands	существует.
13.14	sarva-indriya-guṇa-ābhāsa	सर्वेन्द्रियगुणाभासम्	sarvendriya-guṇābhāsam		1n.1 n.				√ind			a	n			m	m s → ṃ s	sarvendriya-guṇābhāsaṃ sarvendriya-vivarjitam	which lights all the senses and guṇas / which lights the guṇas for all the senses / which is the semblance of the guṇas in all the senses	всех-органов чувств-качеств-первоисточник
13.14	sarva-indriya-vivarjita	सर्वेन्द्रियविवर्जितम्	sarvendriya-vivarjitam		1n.1 n.				√ind			a	n	TP					deprived of all the senses	всеми-чувствами-не обладающий
13.14	a-sakta	असक्तम्	asaktam		1n.1 n.	PP			√sañj			a	n			m	m s → ṃ s	asaktaṃ sarva-bhṛc caiva nirguṇaṃ guṇa-bhoktṛ ca	unattached	не испытывающий привязанности
13.14	sarva-bhṛt	सर्वभृत्	sarva-bhṛt		1n.1 n.				√bhṛ			t	n			t5	t c → c c		which maintains all	тот, кто обеспечивает потребности каждого
13.14	ca	च​	ca			av.						a				v6	a e → ai		and	также
13.14	eva	एव​	eva			av.													certainly, just, merely	безусловно
13.14	nir-guṇa	निर्गुणम्	nirguṇam		1n.1 n.				√grah			a	n			m	m g → ṃ g		without the guṇas	лишенный материальных качеств
13.14	guṇa-bhoktṛ	गुणभोक्तृ	guṇa-bhoktṛ		1n.1 n.				√grah			ṛ	n	TP					which enjoys the guṇas	повелитель гун
13.14	ca	च​	ca			av.						a							and	также.
13.15	bahiḥ	बहिः	bahiḥ			av.										h4	ḥ a → r a	bahir antaś ca bhūtānām acaraṃ caram eva ca	outside	вне
13.15	antaḥ	अन्तः	antaḥ			av.										h5	ḥ c → ś c		inside, within	внутри
13.15	ca	च​	ca			av.													and	также
13.15	bhūta	भूतानाम्	bhūtānām		6n.3 m.	PP			√bhū			a	m						of beings, of creatures	всех живых существ
13.15	acara	अचरम्	acaram		1n.1 n.				√car			a	n			m	m c → ṃ c		non-moving [creature]	неподвижных
13.15	cara	चरम्	caram		1n.1 n.				√car			a	n						moving [creature]	движущихся
13.15	eva	एव​	eva			av.													certainly, just, merely	также
13.15	ca	च​	ca			av.						a							and	и
13.15	sūkṣmatva	सूक्ष्मत्वात्	sūkṣmatvāt		5n.1 n.	abst.						a	n					sūkṣmatvāt tad avijñeyaṃ dūra-sthaṃ cāntike ca tat	because of being subtle	поскольку является тонкой по природе
13.15	tat	तत्	tat		1n.1 n.	sn.						t	n			t1	t a → d a		that	то
13.15	a-vijñeya	अविज्ञेयम्	avijñeyam		1n.1 n.	PF			√jñā			a	n			m	m d → ṃ d		not to be known, unknowable	непознаваема
13.15	dūra-stha	दूरस्थम्	dūra-stham		1n.1 m.				√sthā			a	m			m	m c → ṃ c		which is far away	далеко
13.15	ca	च​	ca			av.						a				v1	a a → ā		and	также
13.15	antike	अन्तिके	antike			av.													close, near	рядом
13.15	ca	च​	ca			av.													and	также
13.15	tat	तत्	tat		1n.1 n.	sn.						t	n						that	то.
13.16	a-vi-bhakta	अविभक्तम्	avibhaktam		1n.1 n.	PP			√bhāj			a	n			m	m c → ṃ c	avibhaktaṃ ca bhūteṣu vibhaktam iva ca sthitam	being undivided	неделим
13.16	ca	च​	ca			av.													and	также
13.16	bhūta	भूतेषु	bhūteṣu		7n.3	, PP			√bhū			a							in all beings	во всех живых существах
13.16	vi-bhakta	विभक्तम्	vibhaktam		1n.1 n.	PP			√bhāj			a	n						being divided	поделенная
13.16	iva	इव​	iva			av.													like, in the same manner as, almost, exactly	словно
13.16	ca	च​	ca			av.													and	также
13.16	sthita	स्थितम्	sthitam		1n.1 n.	PP			√sthā			a	n						being situated	находящийся
13.16	bhūta-bhartṛ	भूतभर्तृ	bhūta-bhartṛ		1n.1 n.				√bhū			ṛ	n	TP				bhūta-bhartṛ ca taj jñeyaṃ grasiṣṇu prabhaviṣṇu ca	which maintains beings	хранитель всех живых существ
13.16	ca	च​	ca			av.													and	также
13.16	tat	तत्	tat		1n.1 n.	sn.						t	n			t2	t j → j j		that	то
13.16	jñeya	ज्ञेयम्	jñeyam		1n.1 n.	PF			√jñā			a	n			m	m g → ṃ g		to be known, to be learnt	следует знать
13.16	grasiṣṇu	ग्रसिष्णु	grasiṣṇu		1n.1 n.				√gras			u	n						the swallower	поглощающий
13.16	pra-bhaviṣṇu	प्रभविष्णु	prabhaviṣṇu		1n.1 n.				√bhū			u	n						lord, ruling	проявляющий
13.16	ca	च​	ca			av.						a							and	также.
13.17	jyotiḥ	ज्योतिषाम्	jyotiṣām		6n.3 n.							ḥ	n					jyotiṣām api taj jyotis tamasaḥ param ucyate	among lights, brightness, among stars	во всем, что излучает свет
13.17	api	अपि	api			av.													although, moreover, besides, even	также
13.17	tat	तत्	tat		1n.1 n.	sn.						t	n			t2	t j → j j		that	то
13.17	jyotiḥ	ज्योतिः	jyotiḥ		1n.1 n.							ḥ	n			h5	ḥ t → s t		light, brightness, fire, eye	источник света
13.17	tamas	तमसः	tamasaḥ		5n.1 n.				√tam			s	n						than darkness, gloom, dullness, passivity, one of the three guṇas	тьмы
13.17	para	परम्	param		1n.1 n.							a	n						beyond, ancient, final, the best, the supreme	за пределами
13.17	√vac	उच्यते	ucyate		1v.1	Praes. pass.			√vac										it is said	сказано
13.17	jñāna	ज्ञानम्	jñānam		1n.1 n.				√jñā			a	n			m	m j → ṃ j	jñānaṃ jñeyaṃ jñāna-gamyaṃ hṛdi sarvasya viṣṭhitam	knowledge, wisdom, intelligence	знание
13.17	jñeya	ज्ञेयम्	jñeyam		1n.1 n.	PF			√jñā			a	n			m	m j → ṃ j		to be known, to be learnt	следует знать
13.17	jñāna-gamya	ज्ञानगम्यम्	jñāna-gamyam		1n.1 n.				√jñā			a	n	TP		m	m h → ṃ h		to be reached by knowledge	цель познания
13.17	hṛt	हृदि	hṛdi		7n.1 n.							t	n						in the heart, in the self	в сердце
13.17	sarva	सर्वस्य​	sarvasya		6n.1 n.	sn.						a	n						of all	каждого
13.17	vi-ṣṭhita	विष्ठितम्	viṣṭhitam		1n.1 n.	PP			√sthā			a	n						situated	находящийся.
13.18	iti	इति	iti			av.												iti kṣetraṃ tathā jñānaṃ jñeyaṃ coktaṃ samāsataḥ	thus	итак
13.18	kṣetra	क्षेत्रम्	kṣetram		1n.1 n.				√kṣi			a	n			m	m t → ṃ t		field	поле деятельности (тело)
13.18	tathā	तथा	tathā			av.													in that manner, so, in like manner	также
13.18	jñāna	ज्ञानम्	jñānam		1n.1 n.				√jñā			a	n			m	m j → ṃ j		knowledge, wisdom	знание
13.18	jñeya	ज्ञेयम्	jñeyam		1n.1 n.	PF			√jñā			a	n			m	m c → ṃ c		to be known, to be learnt	познаваемое
13.18	ca	च​	ca			av.						a				v5	a u → o		and	также
13.18	ukta	उक्तम्	uktam		1n.1 n.	PP			√vac			a	n			m	m s → ṃ s		spoken, called	описан
13.18	samāsataḥ	समासतः	samāsataḥ			av.			√ās			ḥ							in summary	вкратце
13.18	mad-bhakta	मद्भक्तः	mad-bhaktaḥ		1n.1 m.				√bhaj			a	m	TP		h1	ḥ e → Ø e	mad-bhakta etad vijñāya mad-bhāvāyopapadyate	my devotee	Мой преданный
13.18	etat	एतत्	etat		2n.1 n.	sn.						t	n			t1	t v → d v		this	все это
13.18	vi-√jñā	विज्ञाय​	vijñāya			absol.			√jñā										after understanding	понявший
13.18	mad-bhāva	मद्भावाय​	mad-bhāvāya		4n.1 m.				√bhū			a	m			v5	a u → o		for my nature	Мою природу
13.18	upa-√pad	उपपद्यते	upapadyate		1v.1	Praes. A			√pad										he attains, he approaches	обретает.
13.19	prakṛti	प्रकृतिम्	prakṛtim		2n.1 f.				√kṛ			i	f			m	m p → ṃ p	prakṛtiṃ puruṣaṃ caiva viddhy anādī ubhāv api	nature, primary substance, original cause	материальная природа
13.19	puruṣa	पुरुषम्	puruṣam		2n.1 m.				√pur			a	m			m	m c → ṃ c		person	живые существа
13.19	ca	च​	ca			av.						a				v6	a e → ai		and	также
13.19	eva	एव​	eva			av.													certainly, just, merely	безусловно
