attested_form	dcs_lemma	dcs_upos	verdict	cell	cell_occ	generator_has	evidence_count	target_locus
vyāghāraṇāḥ	vyāghāraṇa	ADJ	coverage-hole	m.nom.pl	1		2	dcs:728960
vyāhāvām	vyāhāva	NOUN	coverage-hole	f.acc.sg	1		2	dcs:651261
vyāhṛtībhyāṃ	vyāhṛti	NOUN	slot-conflict	f.instr.du	1	vyāhṛtibhyām	2	dcs:746240
vyājataḥ	vyāja	NOUN	slot-conflict	m.abl.sg	1	vyājāt	2	dcs:616283
vyāmayā	vyāma	NOUN	coverage-hole	f.instr.sg	1		2	dcs:698069
vyāmām	vyāma	NOUN	coverage-hole	f.acc.sg	1		2	dcs:277718
vyāmāni	vyāma	NOUN	coverage-hole	n.nom.pl	1		2	dcs:6148
vyāpakām	vyāpaka	ADJ	coverage-hole	f.acc.sg	1		2	dcs:537223
vyāpārāṇi	vyāpāra	NOUN	coverage-hole	n.nom.pl	1		2	dcs:772223
vyāyāmataḥ	vyāyāma	NOUN	slot-conflict	m.abl.sg	1	vyāyāmāt	2	dcs:26725
vyūhāni	vyūha	NOUN	coverage-hole	n.acc.pl	1		2	dcs:667408
vācayitrī	vācayitṛ	ADJ	slot-conflict	f.nom.sg	1	vācayitā	2	dcs:664029
vāditrān	vāditra	NOUN	coverage-hole	m.acc.pl	1		2	dcs:454240
vāhanībhiḥ	vāhana	ADJ	coverage-hole	f.instr.pl	1		2	dcs:695612
vāhanīm	vāhana	ADJ	coverage-hole	f.acc.sg	1		2	dcs:674497_1
vāhanīḥ	vāhana	ADJ	coverage-hole	f.nom.pl	1		2	dcs:612777
vāhyakāḥ	vāhyaka	NOUN	coverage-hole	f.nom.pl	1		2	dcs:521797
vāhāsaḥ	vāha	ADJ	slot-conflict	m.nom.pl	1	vāhāḥ	2	dcs:600094
vāhīka	bāhīka	ADJ	compound-member		1		2	dcs:553101
vājavantā	vājavat	ADJ	slot-conflict	m.nom.du	1	vājavantau	2	dcs:605269
vājābhiḥ	vāja	NOUN	coverage-hole	f.instr.pl	1		2	dcs:600680
vākovākyāḥ	vākovākya	NOUN	coverage-hole	m.nom.pl	1		2	dcs:688782_1
vāksu	vāc	NOUN	slot-conflict	f.loc.pl	1	vākṣu	2	dcs:728689
vākyau	vākya	NOUN	coverage-hole	m.nom.du	1		2	dcs:302479
vālukebhiḥ	vālukā	NOUN	coverage-hole	n.instr.pl	1		2	dcs:123399
vāpanāḥ	vāpana	NOUN	coverage-hole	m.nom.pl	1		2	dcs:111524
vāpikam	vāpikā	NOUN	coverage-hole	n.acc.sg	1		2	dcs:624336
vāraṅgāṇi	vāraṅga	NOUN	coverage-hole	n.nom.pl	1		2	dcs:1141
vārdhuṣike	vārddhuṣika	NOUN	slot-conflict	m.loc.sg	1	vārddhuṣike	2	dcs:751666
vārdhuṣiṃ	vārddhuṣi	NOUN	slot-conflict	m.acc.sg	1	vārddhuṣim	2	dcs:751193
vāriṇām	vāri	NOUN	slot-conflict	n.gen.pl	1	vārīṇām	2	dcs:632124
vārkṣāṃ	vārkṣa	ADJ	coverage-hole	f.acc.sg	1		2	dcs:100379
vārtaiḥ	vārttā	NOUN	coverage-hole	m.instr.pl	1		2	dcs:630513
vārtābhiḥ	vārttā	NOUN	slot-conflict	f.instr.pl	1	vārttābhiḥ	2	dcs:629948
vārtānām	vārttā	NOUN	coverage-hole	m.gen.pl	1		2	dcs:88739
vārāsaḥ	vāra	NOUN	slot-conflict	m.nom.pl	1	vārāḥ	2	dcs:605666
vāsagṛhām	vāsagṛha	NOUN	coverage-hole	f.acc.sg	1		2	dcs:624141
vāsanebhiḥ	vāsanā	NOUN	coverage-hole	n.instr.pl	1		2	dcs:523013
vātāsaḥ	vāta	NOUN	slot-conflict	m.nom.pl	2	vātāḥ	2	dcs:610938
vāyuvoḥ	vāyu	NOUN	slot-conflict	m.loc.du	1	vāyvoḥ	2	dcs:538059
vāñcham	vāñchā	NOUN	coverage-hole	m.acc.sg	1		2	dcs:560526
vāḍava	vāḍaba	NOUN	slot-conflict	m.nom.sg	1	vāḍabaḥ	2	dcs:630796
vāḍavāt	vāḍaba	NOUN	slot-conflict	m.abl.sg	1	vāḍabāt	2	dcs:553026
vīdhriyāya	vīdhrya	ADJ	slot-conflict	m.dat.sg	1	vīdhryāya	2	dcs:684204
vīradhanva	vīradhanvan	NOUN	compound-member		1		2	dcs:247344
vīravarma	vīravarman	NOUN	compound-member		1		2	dcs:618260
vīrāsanāḥ	vīrāsana	NOUN	coverage-hole	m.nom.pl	1		2	dcs:371321
vīvartaḥ	vivarta	NOUN	slot-conflict	m.nom.sg	2	vivartaḥ	2	dcs:737757
vīṇaiḥ	vīṇā	NOUN	coverage-hole	m.instr.pl	1		2	dcs:560491
vīṇam	vīṇā	NOUN	coverage-hole	n.acc.sg	1		2	dcs:524456
vīṇena	vīṇā	NOUN	coverage-hole	m.instr.sg	1		2	dcs:630356
vīṭakān	vīṭaka	NOUN	coverage-hole	m.acc.pl	1		2	dcs:630347
vṛbhyaḥ	vṛ	NOUN	lexicon-gap	m.abl.pl	1		2	dcs:554659
vṛkyaṃ	vṛkī	NOUN	slot-conflict	f.acc.sg	1	vṛkīm	2	dcs:612158
vṛttīn	vṛtti	NOUN	coverage-hole	m.acc.pl	1		2	dcs:316338
vṛṣapāṇāsa	vṛṣapāṇa	ADJ	slot-conflict	m.nom.pl	1	vṛṣapāṇāḥ	2	dcs:594825
vṛṣatvanā	vṛṣatvana	NOUN	slot-conflict	n.instr.sg	1	vṛṣatvanena	2	dcs:604463
vṛṣaṇām	vṛṣaṇa	NOUN	coverage-hole	f.acc.sg	1		2	dcs:430875
yajatebhiḥ	yajata	ADJ	slot-conflict	m.instr.pl	1	yajataiḥ	2	dcs:599095
yajyūṃr	yajyu	ADJ	slot-conflict	m.acc.pl	1	yajyūn	2	dcs:599552
yajñopavītā	yajñopavīta	NOUN	coverage-hole	f.nom.sg	1		2	dcs:414824
yajñāṁ	yajña	NOUN	slot-conflict	m.acc.pl	1	yajñān	2	dcs:596882
yakat	yaka	PRON	slot-conflict	n.nom.sg	1	yakam	2	dcs:646916_1
yakne	yakṛt	NOUN	slot-conflict	n.dat.sg	1	yakṛte	2	dcs:649798
yakṣmāṁ	yakṣma	NOUN	slot-conflict	m.acc.pl	1	yakṣmān	2	dcs:636099
yameśvarau	yameśvara	NOUN	coverage-hole	m.nom.du	1		2	dcs:408148
yamiṣṭhāsaḥ	yamiṣṭha	ADJ	slot-conflict	m.nom.pl	1	yamiṣṭhāḥ	2	dcs:593079
yamuna	yamunā	NOUN	compound-member		1		2	dcs:674137
yantrāsaḥ	yantra	NOUN	coverage-hole	m.nom.pl	1		2	dcs:611436_1
yantrāyāḥ	yantra	NOUN	coverage-hole	f.gen.sg	1		2	dcs:448433
yantārā	yantṛ	NOUN	slot-conflict	m.nom.du	1	yantārau	2	dcs:595188
yathābhyām	yathā	NOUN	coverage-hole	f.instr.du	1		2	dcs:555206
yathācchandasam	yathāchandasam	ADV	indeclinable		1		2	dcs:737184
yathāsaṃbhavi	yathāsambhavin	ADJ	slot-conflict	n.acc.sg	1	yathāsambhavi	2	dcs:620239
yatnāyāḥ	yatna	NOUN	coverage-hole	f.gen.sg	1		2	dcs:478086
yatrayoḥ	yatra	NOUN	coverage-hole	m.loc.du	1		2	dcs:552661
yavāguṃ	yavāgū	NOUN	slot-conflict	f.acc.sg	1	yavāgūm	2	dcs:727972
yaḍbhyaḥ	yaj	ADJ	lexicon-gap	m.dat.pl	1		2	dcs:741810
yaṣṭimadhukebhiḥ	yaṣṭimadhukā	NOUN	coverage-hole	n.instr.pl	1		2	dcs:38437
yaṣṭyāhvāni	yaṣṭyāhva	NOUN	coverage-hole	n.nom.pl	1		2	dcs:38511
yevāṣāsaḥ	yevāṣa	NOUN	slot-conflict	m.nom.pl	1	yevāṣāḥ	2	dcs:635501
yodhīyān	yodhīyas	ADJ	coverage-hole	m.nom.sg	1		2	dcs:595481
yogāni	yoga	NOUN	coverage-hole	n.nom.pl	1		2	dcs:73864
yojanyām	yojana	NOUN	coverage-hole	f.loc.sg	1		2	dcs:622332
yoktrakā	yoktraka	NOUN	coverage-hole	f.nom.sg	1		2	dcs:631596
yoktrān	yoktra	NOUN	coverage-hole	m.acc.pl	1		2	dcs:214834
yoktrāyāḥ	yoktra	NOUN	coverage-hole	f.gen.sg	1		2	dcs:698540
yoktrī	yoktṛ	ADJ	slot-conflict	f.nom.sg	1	yoktā	2	dcs:531357
yoniyoḥ	yoni	NOUN	slot-conflict	m.gen.du	1	yonyoḥ	2	dcs:81695
yonīṃr	yoni	NOUN	slot-conflict	m.acc.pl	1	yonīn	2	dcs:731591_1
yopanīm	yopana	ADJ	coverage-hole	f.acc.sg	1		2	dcs:635405
yopanīḥ	yopana	ADJ	coverage-hole	f.acc.pl	1		2	dcs:647268
yoṣitaiḥ	yoṣitā	NOUN	coverage-hole	m.instr.pl	1		2	dcs:398723
yoṣātaḥ	yoṣā	NOUN	slot-conflict	f.abl.sg	1	yoṣāyāḥ	2	dcs:748908
yugau	yuga	NOUN	coverage-hole	m.nom.du	1		2	dcs:195758
yācñam	yācñā	NOUN	coverage-hole	m.acc.sg	1		2	dcs:617191
yāmalām	yāmala	NOUN	coverage-hole	f.acc.sg	1		2	dcs:533925
yāmebhiḥ	yāma	NOUN	slot-conflict	m.instr.pl	2	yāmaiḥ	2	dcs:604118
yāvantyaḥ	yāvat	ADJ	coverage-hole	f.nom.pl	1		2	dcs:668418
yāśavaḥ	yāśu	NOUN	coverage-hole	m.nom.pl	1		2	dcs:612507
yūpataḥ	yūpa	NOUN	slot-conflict	m.abl.sg	1	yūpāt	2	dcs:94358
ābandhanā	ābandhana	NOUN	coverage-hole	f.nom.sg	1		2	dcs:117342
ābharaṇān	ābharaṇa	NOUN	coverage-hole	m.acc.pl	1		2	dcs:143841
ābharaṇāsu	ābharaṇa	NOUN	coverage-hole	f.loc.pl	1		2	dcs:763585
ābhicārikām	ābhicārika	ADJ	coverage-hole	f.acc.sg	1		2	dcs:357980
ābhāsanayā	ābhāsana	NOUN	coverage-hole	f.instr.sg	1		2	dcs:47672
ābhāsanāyām	ābhāsana	NOUN	coverage-hole	f.loc.sg	1		2	dcs:533158
ācaraṇām	ācaraṇa	NOUN	coverage-hole	f.acc.sg	1		2	dcs:630819
ācchādanau	ācchādana	NOUN	coverage-hole	m.nom.du	1		2	dcs:6278
ācchādanā	ācchādana	NOUN	coverage-hole	f.nom.sg	1		2	dcs:286405
āchad	ācchad	NOUN	compound-member		1		2	dcs:640615
āchadi	ācchad	NOUN	slot-conflict	f.loc.sg	1	ācchadi	2	dcs:755399
āchettā	ācchettṛ	NOUN	slot-conflict	m.nom.sg	1	ācchettā	2	dcs:727002
āchādanaṃ	ācchādana	NOUN	slot-conflict	n.nom.sg	1	ācchādanam	2	dcs:773315
āchādanāt	ācchādana	NOUN	slot-conflict	n.abl.sg	1	ācchādanāt	2	dcs:698611
ādarāṇi	ādara	NOUN	coverage-hole	n.nom.pl	1		2	dcs:629944
ādhipatyām	ādhipatya	NOUN	coverage-hole	f.acc.sg	1		2	dcs:357678
ādhmānau	ādhmāna	NOUN	coverage-hole	m.acc.du	1		2	dcs:6481
ādhānān	ādhāna	NOUN	coverage-hole	m.acc.pl	1		2	dcs:98370
ādityavarma	ādityavarman	NOUN	compound-member		1		2	dcs:613953
ādānataḥ	ādāna	NOUN	slot-conflict	n.abl.sg	1	ādānāt	2	dcs:18333
ādībhyām	ādi	NOUN	slot-conflict	n.instr.du	1	ādibhyām	2	dcs:70849
āghrāṇataḥ	āghrāṇa	NOUN	slot-conflict	n.abl.sg	1	āghrāṇāt	2	dcs:616051
āgnyādheyikāṃ	āgnyādheyika	ADJ	coverage-hole	f.acc.sg	1		2	dcs:689026
āgnāvaiṣṇavyau	āgnāvaiṣṇava	ADJ	coverage-hole	f.nom.du	1		2	dcs:650087_1
āgnīdhrīyāyai	āgnīdhrīya	ADJ	coverage-hole	f.dat.sg	1		2	dcs:652310
āgrayaṇakāḥ	āgrayaṇaka	NOUN	coverage-hole	m.nom.pl	1		2	dcs:123367
āhvayanāḥ	āhvayana	NOUN	coverage-hole	m.nom.pl	1		2	dcs:121071
āhvayāni	āhvaya	NOUN	coverage-hole	n.acc.pl	1		2	dcs:383745
āhārikām	āhārika	ADJ	coverage-hole	f.acc.sg	1		2	dcs:645645
āhāvāni	āhāva	NOUN	coverage-hole	n.nom.pl	1		2	dcs:692213
ājagarām	ājagara	ADJ	coverage-hole	f.acc.sg	1		2	dcs:583576
ājīvanī	ājīvana	ADJ	coverage-hole	f.nom.sg	1		2	dcs:364992
ākenipāsaḥ	ākenipa	ADJ	slot-conflict	m.nom.pl	1	ākenipāḥ	2	dcs:598872_1
ākharestha	ākhareṣṭha	ADJ	slot-conflict	m.nom.sg	1	ākhareṣṭhaḥ	2	dcs:746578
ākhuni	ākhu	NOUN	slot-conflict	m.loc.sg	1	ākhau	2	dcs:669892
ākrandām	ākranda	NOUN	coverage-hole	f.acc.sg	1		2	dcs:527231
ākrandāyāḥ	ākranda	NOUN	coverage-hole	f.gen.sg	1		2	dcs:526343
ākṛtinī	ākṛti	NOUN	coverage-hole	n.nom.du	1		2	dcs:29162
ākṛṣṭinā	ākṛṣṭi	NOUN	coverage-hole	m.instr.sg	1		2	dcs:361249
ālayām	ālaya	NOUN	coverage-hole	f.acc.sg	1		2	dcs:340034
ālayāyāḥ	ālaya	NOUN	coverage-hole	f.gen.sg	1		2	dcs:573270
ālohinīm	ālohita	ADJ	coverage-hole	f.acc.sg	1		2	dcs:630394
ālokām	āloka	NOUN	coverage-hole	f.acc.sg	1		2	dcs:347902
ālokāyāḥ	āloka	NOUN	coverage-hole	f.gen.sg	1		2	dcs:666439
āmalakāsu	āmalaka	NOUN	coverage-hole	f.loc.pl	1		2	dcs:64389
āmiṣān	āmiṣa	NOUN	coverage-hole	m.acc.pl	1		2	dcs:443659
ānandyā	ānandā	NOUN	slot-conflict	f.abl.sg	1	ānandāyāḥ	2	dcs:653952
ānanābhiḥ	ānana	NOUN	coverage-hole	f.instr.pl	1		2	dcs:477902
āndhrāsu	āndhra	ADJ	coverage-hole	f.loc.pl	1		2	dcs:448380
āntarikṣāsu	āntarikṣa	ADJ	coverage-hole	f.loc.pl	1		2	dcs:12131
ānukūlyā	ānukūlya	NOUN	coverage-hole	f.nom.sg	1		2	dcs:358430
ānuṣṭubhām	ānuṣṭubha	ADJ	coverage-hole	f.acc.sg	1		2	dcs:749143
ānvāhikām	ānvāhika	ADJ	coverage-hole	f.acc.sg	1		2	dcs:78802
āparāhṇikī	āparāhṇika	ADJ	coverage-hole	f.acc.du	1		2	dcs:670903
āpattīni	āpatti	NOUN	coverage-hole	n.acc.pl	1		2	dcs:749587
āpbhyaḥ	āp	NOUN	lexicon-gap	m.abl.pl	1		2	dcs:554064
āranālayā	āranāla	NOUN	coverage-hole	f.instr.sg	1		2	dcs:562944
āranālāḥ	āranāla	NOUN	coverage-hole	m.nom.pl	1		2	dcs:403904
ārhatayā	ārhata	ADJ	coverage-hole	f.instr.sg	1		2	dcs:631450
ārjaka	arjaka	NOUN	compound-member		1		2	dcs:27372
ārtagalāni	ārtagala	NOUN	coverage-hole	n.nom.pl	1		2	dcs:12451
ārtavebhiḥ	ārtava	NOUN	slot-conflict	m.instr.pl	1	ārtavaiḥ	2	dcs:674424
ārtavāsu	ārtava	ADJ	coverage-hole	f.loc.pl	1		2	dcs:58827
ārttiḥ	ārti	NOUN	slot-conflict	f.nom.sg	1	ārtiḥ	2	dcs:424754
ārtvijyā	ārtvijya	NOUN	slot-conflict	n.acc.pl	1	ārtvijyāni	2	dcs:593794
āryaduhitrī	āryaduhitṛ	NOUN	slot-conflict	f.nom.sg	1	āryaduhitā	2	dcs:523712
āryavarma	āryavarman	NOUN	compound-member		1		2	dcs:618148
ārādhanataḥ	ārādhana	NOUN	slot-conflict	n.abl.sg	1	ārādhanāt	2	dcs:624129
ārṣeyām	ārṣeya	NOUN	coverage-hole	f.acc.sg	1		2	dcs:751931
ārṣām	ārṣa	NOUN	coverage-hole	f.acc.sg	1		2	dcs:313307
āsadām	āsada	NOUN	coverage-hole	f.acc.sg	1		2	dcs:491038
āsanān	āsana	NOUN	coverage-hole	m.acc.pl	1		2	dcs:94606
āsravāṇi	āsrava	NOUN	coverage-hole	n.nom.pl	1		2	dcs:479386
āsthaiḥ	āsthā	NOUN	coverage-hole	n.instr.pl	1		2	dcs:625848
āsvādataḥ	āsvāda	NOUN	slot-conflict	m.abl.sg	1	āsvādāt	2	dcs:632938
āsyebhiḥ	āsya	NOUN	slot-conflict	m.instr.pl	1	āsyaiḥ	2	dcs:609256
ātmaghāti	ātmaghātin	NOUN	compound-member		1		2	dcs:547002
ātmakāsu	ātmaka	ADJ	coverage-hole	f.loc.pl	1		2	dcs:46325
ātmakāyāḥ	ātmaka	ADJ	coverage-hole	f.gen.sg	1		2	dcs:467841
ātmasaṃbhavā	ātmasambhavā	NOUN	slot-conflict	f.nom.sg	1	ātmasambhavā	2	dcs:627919
ātyantikām	ātyantika	ADJ	coverage-hole	f.acc.sg	1		2	dcs:545947
āveśayā	āveśa	NOUN	coverage-hole	f.instr.sg	1		2	dcs:683482
āvyādhām	āvyādha	NOUN	coverage-hole	f.acc.sg	1		2	dcs:640734
āvāpām	āvāpa	NOUN	coverage-hole	f.acc.sg	1		2	dcs:263967
āvāsām	āvāsa	NOUN	coverage-hole	f.acc.sg	1		2	dcs:164427
āyavanān	āyavana	NOUN	coverage-hole	m.acc.pl	1		2	dcs:72647
āyudhebhiḥ	āyudha	NOUN	slot-conflict	n.instr.pl	1	āyudhaiḥ	2	dcs:602429
āyudhām	āyudha	NOUN	coverage-hole	f.acc.sg	1		2	dcs:233162
āyuṣkau	āyuṣka	NOUN	coverage-hole	m.nom.du	1		2	dcs:350540
āyāmāni	āyāma	NOUN	coverage-hole	n.acc.pl	1		2	dcs:29125
āñjasayā	āñjasa	ADJ	coverage-hole	f.instr.sg	1		2	dcs:487382
āḍambarām	āḍambara	NOUN	coverage-hole	f.acc.sg	1		2	dcs:577574
īkṣaṇayā	īkṣaṇa	NOUN	coverage-hole	f.instr.sg	1		2	dcs:529435
īkṣaṇāyāḥ	īkṣaṇa	NOUN	coverage-hole	f.gen.sg	1		2	dcs:573333
īpsvaḥ	īpsu	ADJ	slot-conflict	f.nom.pl	1	īpsavaḥ	2	dcs:751069_1
īrmāntāsaḥ	īrmānta	ADJ	slot-conflict	m.nom.pl	1	īrmāntāḥ	2	dcs:595214
īśitrī	īśitṛ	ADJ	coverage-hole	f.nom.sg	1		2	dcs:532804
śailaduhitrī	śailaduhitṛ	NOUN	slot-conflict	f.nom.sg	1	śailaduhitā	2	dcs:348537
śaityā	śaitya	NOUN	coverage-hole	f.nom.sg	1		2	dcs:21331
śaivām	śaiva	ADJ	coverage-hole	f.acc.sg	2		2	dcs:370847
śaiśirāsu	śaiśira	ADJ	coverage-hole	f.loc.pl	1		2	dcs:349237
śakali	śakalin	NOUN	compound-member		1		2	dcs:633400_1
śakramātrī	śakramātṛ	NOUN	slot-conflict	f.nom.sg	2	śakramātā	2	dcs:437965
śakṛdi	śakṛt	NOUN	slot-conflict	n.loc.sg	1	śakṛti	2	dcs:747915
śakṛtam	śakṛt	NOUN	coverage-hole	m.acc.sg	1		2	dcs:338964
śalyakāni	śalyaka	NOUN	coverage-hole	n.nom.pl	1		2	dcs:466126
śambhyām	śam	NOUN	coverage-hole	m.abl.du	1		2	dcs:553715
śamitārā	śamitṛ	NOUN	slot-conflict	m.nom.du	1	śamitārau	2	dcs:599771
śamvatyaḥ	śaṃvat	ADJ	coverage-hole	f.acc.pl	1		2	dcs:746096
śamyorvākasya	śaṃyorvāka	NOUN	slot-conflict	m.gen.sg	1	śaṃyorvākasya	2	dcs:712870
śamyorvākaḥ	śaṃyorvāka	NOUN	slot-conflict	m.nom.sg	1	śaṃyorvākaḥ	2	dcs:712617
śamyum	śaṃyu	NOUN	slot-conflict	m.acc.sg	1	śaṃyum	2	dcs:704048
śamyuvākau	śaṃyuvāka	NOUN	slot-conflict	m.acc.du	1	śaṃyuvākau	2	dcs:712108_1
śantamebhiḥ	śaṃtama	ADJ	slot-conflict	n.instr.pl	1	śaṃtamaiḥ	2	dcs:596447
śapathebhiḥ	śapatha	NOUN	slot-conflict	m.instr.pl	1	śapathaiḥ	2	dcs:633986
śapharukāṇi	śapharuka	NOUN	coverage-hole	n.nom.pl	1		2	dcs:630347
śapi	śap	NOUN	coverage-hole	m.loc.sg	1		2	dcs:554582
śapām	śap	NOUN	coverage-hole	m.gen.pl	1		2	dcs:551831
śapāyāḥ	śapa	NOUN	coverage-hole	f.gen.sg	1		2	dcs:349307
śaracchaśi	śaracchaśin	NOUN	compound-member		1		2	dcs:89898
śarayā	śara	NOUN	coverage-hole	f.instr.sg	1		2	dcs:626322
śarkarebhiḥ	śarkarā	NOUN	coverage-hole	n.instr.pl	1		2	dcs:15199
śarmāṇā	śarman	NOUN	slot-conflict	m.nom.du	1	śarmāṇau	2	dcs:593772
śarāvāpāṇi	śarāvāpa	NOUN	coverage-hole	n.acc.pl	1		2	dcs:275999
śastrakāḥ	śastraka	NOUN	coverage-hole	m.nom.pl	1		2	dcs:154902
śastrapadā	śastrapada	NOUN	coverage-hole	f.nom.sg	1		2	dcs:29515
śatadan	śatadat	ADJ	slot-conflict	m.nom.sg	1	śatadat	2	dcs:640870
śatapatraiḥ	śatapattra	NOUN	slot-conflict	m.instr.pl	1	śatapattraiḥ	2	dcs:93140
śataprasavataḥ	śataprasava	NOUN	slot-conflict	m.abl.sg	1	śataprasavāt	2	dcs:760565
śatavedhi	śatavedhin	NOUN	compound-member		1		2	dcs:483442
śatrutaḥ	śatru	NOUN	slot-conflict	m.abl.sg	2	śatroḥ	2	dcs:174038
śatrūṣāhaḥ	śatrūṣah	ADJ	slot-conflict	m.nom.pl	1	śatrūṣahaḥ	2	dcs:605924
śatāhvayebhiḥ	śatāhvayā	NOUN	coverage-hole	n.instr.pl	1		2	dcs:9885
śatāhvaḥ	śatāhvā	NOUN	coverage-hole	m.nom.sg	1		2	dcs:10313
śatāhvena	śatāhvā	NOUN	coverage-hole	m.instr.sg	1		2	dcs:9978
śatārdhāḥ	śatārdha	NOUN	coverage-hole	f.acc.pl	1		2	dcs:118077
śaucābhyaḥ	śauca	NOUN	coverage-hole	f.abl.pl	1		2	dcs:449149
śaucāyām	śauca	NOUN	coverage-hole	f.loc.sg	1		2	dcs:176192
śayyam	śayyā	NOUN	coverage-hole	n.acc.sg	1		2	dcs:486150
śayyān	śayyā	NOUN	coverage-hole	m.acc.pl	1		2	dcs:126509
śaśvattamāsaḥ	śaśvattama	ADJ	slot-conflict	m.nom.pl	1	śaśvattamāḥ	2	dcs:610095_1
śaśvāṁ	śaśvat	ADJ	slot-conflict	m.nom.sg	1	śaśvān	2	dcs:596570
śaśīyāṃsam	śaśīyas	ADJ	coverage-hole	m.acc.sg	1		2	dcs:598609
śaṃbaraḥ	śambara	NOUN	slot-conflict	m.nom.sg	1	śambaraḥ	2	dcs:516410
śaṃbhau	śambhu	NOUN	slot-conflict	m.loc.sg	1	śambhau	2	dcs:613192
śaṃbhubhyāṃ	śambhu	ADJ	slot-conflict	m.instr.du	1	śambhubhyām	2	dcs:647927
śevṛdhāsaḥ	śevṛdha	ADJ	slot-conflict	m.nom.pl	1	śevṛdhāḥ	2	dcs:596987
śikhāni	śikhā	NOUN	coverage-hole	n.acc.pl	1		2	dcs:358698
śilpavatyaḥ	śilpavat	ADJ	coverage-hole	f.nom.pl	1		2	dcs:464292
śilājatavaḥ	śilājatu	NOUN	coverage-hole	m.nom.pl	1		2	dcs:629800
śilājatum	śilājatu	NOUN	coverage-hole	m.acc.sg	1		2	dcs:50571
śiraspadām	śiraspada	NOUN	coverage-hole	f.acc.sg	1		2	dcs:150710
śirastrāṇāḥ	śirastrāṇa	NOUN	coverage-hole	m.nom.pl	1		2	dcs:261380
śirālā	sirāla	ADJ	slot-conflict	m.nom.pl	1	sirālāḥ	2	dcs:629799
śivavarma	śivavarman	NOUN	compound-member		1		2	dcs:613954
śiśve	śiśu	NOUN	slot-conflict	m.dat.sg	1	śiśave	2	dcs:596490_1
śiṃśumāryai	śiśumārī	NOUN	slot-conflict	f.dat.sg	1	śiśumāryai	2	dcs:661977
śiṃśumārī	śiśumārī	NOUN	slot-conflict	f.nom.sg	1	śiśumārī	2	dcs:661978
ślokayantrāsaḥ	ślokayantra	ADJ	slot-conflict	m.nom.pl	1	ślokayantrāḥ	2	dcs:608432
ślokām	śloka	ADJ	coverage-hole	f.acc.sg	1		2	dcs:558212
śmaśrau	śmaśru	NOUN	coverage-hole	m.loc.sg	1		2	dcs:493084
śmaśrukarmāṇaḥ	śmaśrukarman	NOUN	coverage-hole	m.nom.pl	1		2	dcs:442311
śnyaptre	śnaptra	NOUN	slot-conflict	n.nom.du	1	śnaptre	2	dcs:670955
śociṣas	śocis	NOUN	slot-conflict	n.gen.sg	1	śociṣaḥ	2	dcs:599199
śociṣmāṁ	śociṣmat	ADJ	slot-conflict	m.nom.sg	1	śociṣmān	2	dcs:595897_1
śophāni	śopha	NOUN	coverage-hole	n.nom.pl	1		2	dcs:10932
śramayuvaḥ	śramayu	ADJ	slot-conflict	f.nom.pl	1	śramayavaḥ	2	dcs:593338
śramāsaḥ	śrama	NOUN	slot-conflict	m.nom.pl	1	śramāḥ	2	dcs:601001
śromatebhiḥ	śromata	NOUN	slot-conflict	n.instr.pl	1	śromataiḥ	2	dcs:600944
śrīdhāmn	śrīdhāman	NOUN	coverage-hole	m.voc.sg	1		2	dcs:339674
śrīdāma	śrīdāman	NOUN	compound-member		1		2	dcs:763864
śrīkāṇi	śrīka	ADJ	coverage-hole	n.nom.pl	1		2	dcs:344294
śrīparṇinām	śrīparṇī	NOUN	coverage-hole	m.gen.pl	1		2	dcs:751432
śubhrāsaḥ	śubhra	ADJ	slot-conflict	m.nom.pl	1	śubhrāḥ	2	dcs:596537
śuddhadantīṣu	śuddhadat	ADJ	slot-conflict	f.loc.pl	1	śuddhadatsu	2	dcs:674389
śuddhitaḥ	śuddhi	NOUN	slot-conflict	f.abl.sg	1	śuddheḥ śuddhyāḥ	2	dcs:532272
śuddhiyoḥ	śuddhi	NOUN	coverage-hole	m.gen.du	1		2	dcs:355288
śuśrūṣaiḥ	śuśrūṣā	NOUN	coverage-hole	m.voc.sg	1		2	dcs:204526
śuśrūṣikā	śuśrūṣaka	ADJ	coverage-hole	f.nom.sg	1		2	dcs:657865
śuśumāra	śiśumāra	NOUN	compound-member		1		2	dcs:657522
śuṣmint	śuṣmin	ADJ	slot-conflict	m.voc.sg	1	śuṣmin	2	dcs:635025
śvajīvi	śvajīvin	NOUN	compound-member		1		2	dcs:443274
śvaśruve	śvaśrū	NOUN	slot-conflict	f.dat.sg	1	śvaśrvai	2	dcs:618265
śvaśruvāḥ	śvaśrū	NOUN	slot-conflict	f.abl.sg	1	śvaśrvāḥ	2	dcs:647220_1
śvaḥstotriyā	śvaḥstotriya	NOUN	coverage-hole	m.nom.pl	1		2	dcs:743500
śvetavāji	śvetavājin	NOUN	compound-member		1		2	dcs:195774
śvibhyaḥ	śvi	NOUN	lexicon-gap	m.abl.pl	1		2	dcs:552233
śvitnyebhiḥ	śvitnya	ADJ	slot-conflict	m.instr.pl	1	śvitnyaiḥ	2	dcs:593914
śvyoḥ	śvi	NOUN	lexicon-gap	m.gen.du	1		2	dcs:552224
śākhebhiḥ	śākhā	NOUN	coverage-hole	n.instr.pl	1		2	dcs:106298
śāmyavākam	śāmyavākā	NOUN	coverage-hole	m.acc.sg	1		2	dcs:470125
