mandala	sukta	verse	pada_letter	pratika	full_citation
10	87	10	d	tredhā mūlaṃ yātudhānasya vṛśca	RV.10.87.10d; AVŚ.8.3.10d
10	87	11	a	trir yātudhānaḥ prasitiṃ ta etu	RV.10.87.11a; AVŚ.8.3.11a
10	87	11	b	ṛtaṃ yo agne anṛtena hanti	RV.10.87.11b; AVŚ.8.3.11b
10	87	11	c	tam arciṣā sphūrjayañ (AVŚ. °yaṃ) jātavedaḥ	RV.10.87.11c; AVŚ.8.3.11c
10	87	11	d	samakṣam enaṃ gṛṇate ni vṛṅdhi (AVŚ. yuṅdhi)	RV.10.87.11d; AVŚ.8.3.11d
10	87	12	a	tad agne cakṣuḥ prati dhehi rebhe	RV.10.87.12a; AVŚ.8.3.21a
10	87	12	b	śaphārujaṃ (AVŚ. °rujo) yena paśyasi yātudhānam (AVŚ. °nān)	RV.10.87.12b; AVŚ.8.3.21b
10	87	12	c	atharvavaj jyotiṣā daivyena	RV.10.87.12c; AVŚ.8.3.21c
10	87	12	d	satyaṃ dhūrvantam acitaṃ ny oṣa	RV.10.87.12d; AVŚ.8.3.21d
10	87	13	a	yad agne adya mithunā śapātaḥ	RV.10.87.13a; AVŚ.8.3.12a; 10.5.48a
10	87	13	b	yad vācas tṛṣṭaṃ janayanta rebhāḥ	RV.10.87.13b; AVŚ.8.3.12b; 10.5.48b
10	87	13	c	manyor manasaḥ śaravyā jāyate yā	RV.10.87.13c; AVŚ.8.3.12c; 10.5.48c
10	87	13	d	tayā vidhya hṛdaye yātudhānān	RV.10.87.13d; AVŚ.8.3.12d; 10.5.48d
10	87	14	a	parā śṛṇīhi tapasā yātudhānān	RV.10.87.14a; AVŚ.8.3.13a; 10.5.49a
10	87	14	b	parāgne rakṣo harasā śṛṇīhi	RV.10.87.14b; AVŚ.8.3.13b; 10.5.49b
10	87	14	c	parārciṣā mūradevāñ (AVŚ. °devāṃ) chṛṇīhi	RV.10.87.14c; AVŚ.8.3.13c; 10.5.49c
10	87	14	d	parāsutṛpo abhi śośucānaḥ	RV.10.87.14d. See prec
10	87	15	a	parādya devā vṛjinaṃ śṛṇantu	RV.10.87.15a; AVŚ.8.3.14a
10	87	15	b	pratyag enaṃ śapathā yantu tṛṣṭāḥ (AVŚ. sṛṣṭāḥ)	RV.10.87.15b; AVŚ.8.3.14b
10	87	15	c	vācāstenaṃ śarava ṛchantu marman	RV.10.87.15c; AVŚ.8.3.14c
10	87	15	d	viśvasyaitu prasitiṃ yātudhānaḥ	RV.10.87.15d; AVŚ.8.3.14d
10	87	16	a	yaḥ pauruṣeyeṇa kraviṣā samaṅkte (AVŚ. samaṅte)	RV.10.87.16a; AVŚ.8.3.15a; Kauś.112.1
10	87	16	b	yo aśvyena paśunā yātudhānaḥ	RV.10.87.16b; AVŚ.8.3.15b
10	87	16	c	yo aghnyāyā bharati kṣīram agne	RV.10.87.16c; AVŚ.8.3.15c
10	87	16	d	teṣāṃ śīrṣāṇi harasāpi vṛśca	RV.10.87.16d; AVŚ.8.3.15d
10	87	17	a	saṃvatsarīṇaṃ paya usriyāyāḥ	RV.10.87.17a; AVŚ.8.3.17a; ŚG.3.10.3
10	87	17	b	tasya māśīd yātudhāno nṛcakṣaḥ	RV.10.87.17b; AVŚ.8.3.17b
10	87	17	c	pīyūṣam agne yatamas titṛpsāt	RV.10.87.17c; AVŚ.8.3.17c
10	87	17	d	taṃ pratyañcam arciṣā vidhya marman (AVŚ. marmaṇi)	RV.10.87.17d; AVŚ.8.3.17d
10	87	18	a	viṣaṃ gavāṃ yātudhānāḥ pibantu (AVŚ. °dhānā bharantām)	RV.10.87.18a; AVŚ.8.3.16a
10	87	18	b	ā vṛścyantām (AVŚ. vṛścantām) aditaye durevāḥ	RV.10.87.18b; AVŚ.8.3.16b
10	87	18	c	parainān (AVŚ. °ṇān) devaḥ savitā dadātu	RV.10.87.18c; AVŚ.8.3.16c
10	87	18	d	parā bhāgam oṣadhīnāṃ jayantām	RV.10.87.18d; AVŚ.8.3.16d
10	87	19	a	sanād agne mṛṇasi yātudhānān	RV.10.87.19a; AVŚ.5.29.11a; 8.3.18a; SV.1.80a. P: sanād agne JG.2.7; Svidh.1.4.20; 2.3.2
10	87	19	b	na tvā rakṣāṃsi pṛtanāsu jigyuḥ	RV.10.87.19b; AVŚ.5.29.11b; 8.3.18b; SV.1.80b
10	87	19	c	anu daha sahamūrān kravyādaḥ (SV. kayādaḥ)	RV.10.87.19c; SV.1.80c. See sahamūrān anu
10	87	19	d	mā te hetyā mukṣata daivyāyāḥ	RV.10.87.19d; AVŚ.5.29.11d; 8.3.18d; SV.1.80d
10	87	20	a	tvaṃ no agne adharāt udaktāt	RV.10.87.20a; AVŚ.8.3.19a. P: tvaṃ no agne adharāt ŚŚ.4.2.9
10	87	20	c	prati te te ajarāsas tapiṣṭhāḥ	RV.10.87.20c. See prati tye etc
10	87	20	d	aghaśaṃsaṃ śośucato dahantu	RV.10.87.20d; AVŚ.8.3.19d
10	87	21	a	paścāt purastād adharād udaktāt (AVŚ. utottarāt)	RV.10.87.21a; AVŚ.8.3.20a
10	87	21	b	kaviḥ kāvyena pari pāhi rājan (AVŚ. pāhy agne)	RV.10.87.21b; AVŚ.8.3.20b
10	87	21	c	sakhe sakhāyam ajaro jarimṇe	RV.10.87.21c. See sakhā etc
10	87	21	d	agne martāṃ amartyas tvaṃ naḥ	RV.10.87.21d; AVŚ.8.3.20d
10	87	22	a	pari tvāgne puraṃ vayam	RV.10.87.22a; AVŚ.7.71.1a; 8.3.22a; VS.11.26a; TS.1.5.6.4a; 8.5; 4.1.2.5a; MS.2.7.2a: 76.8; KS.16.2a; 19.3; 38.12a; ŚB.6.3.3.25; AŚ.5.13.6; 8.12.7; ApŚ.6.18.1; MŚ.6.1.1.21; Kauś.2.10. P: pari tvāgne Vait.21.15; 28.8
10	87	22	b	vipraṃ sahasya dhīmahi	RV.10.87.22b; AVŚ.7.71.1b; 8.3.22b; VS.11.26b; TS.1.5.6.4b; 4.1.2.5b; MS.2.7.2b: 76.8; KS.16.2b; 38.12b
10	87	22	c	dhṛṣadvarṇaṃ dive-dive	RV.10.87.22c; AVŚ.7.71.1c; 8.3.22c; VS.11.26c; TS.1.5.6.4c; 4.1.2.5c; MS.2.7.2c: 76.9; KS.16.2c; 38.12c
10	87	22	d	hantāraṃ bhaṅgurāvatām (AVŚ. °taḥ)	RV.10.87.22d; AVŚ.7.71.1d; 8.3.22d; VS.11.26d; MS.2.7.2d: 76.9; KS.16.2d; 38.12d. See bhettāraṃ etc
10	87	23	a	viṣeṇa bhaṅgurāvataḥ	RV.10.87.23a; AVŚ.8.3.23a
10	87	23	b	prati ṣma rakṣaso daha	RV.10.87.23b. See prati sma etc
10	87	23	c	agne tigmena śociṣā	RV.10.87.23c; AVŚ.8.3.23c. Cf. agnis tigmena, and agne śukreṇa
10	87	23	d	tapuragrābhir ṛṣṭibhiḥ (AVŚ. arcibhiḥ)	RV.10.87.23d; AVŚ.8.3.23d
10	87	24	a	praty agne mithunā daha	RV.10.87.24a
10	87	24	b	yātudhānā kimīdinā	RV.10.87.24b. Cf. under yātudhānaṃ kim°
10	87	24	c	saṃ tvā śiśāmi jāgṛhi	RV.10.87.24c
10	87	24	d	adabdhaṃ vipra manmabhiḥ	RV.10.87.24d
10	87	25	a	praty agne harasā haraḥ	RV.10.87.25a; SV.1.95a. Ps: praty agne harasā haraḥ śṛṇīhi N.4.19; praty agne JG.2.7
10	87	25	b	śṛṇīhi viśvataḥ prati	RV.10.87.25b. See prec
10	87	25	c	yātudhānasya rakṣasaḥ	RV.10.87.25c; SV.1.95c
10	87	25	d	balaṃ vi ruja vīryam	RV.10.87.25d. See balaṃ ny
10	88	1	a	haviṣ pāntam ajaraṃ svarvidi	RV.10.88.1a; AB.5.8.11; KB.23.3; N.7.25a. P: haviṣ pāntam AŚ.8.8.6; ŚŚ.10.6.19. Cf. BṛhD.7.142. Designated as haviṣ-pāntīya (sc. sūkta) VāDh.26.7; MDh.11.252; LAtDh.2.6; N.7.23,24; Rvidh.3.25.2,3,5
10	88	1	b	divispṛśy āhutaṃ juṣṭam agnau	RV.10.88.1b; N.7.25b
10	88	1	c	tasya bharmaṇe bhuvanāya devāḥ	RV.10.88.1c; N.7.25c
10	88	1	d	dharmaṇe kaṃ svadhayā paprathanta	RV.10.88.1d; N.7.25d
10	88	2	a	gīrṇaṃ bhuvanaṃ tamasāpagūḍham	RV.10.88.2a
10	88	2	c	tasya devāḥ pṛthivī dyaur utāpaḥ	RV.10.88.2c
10	88	2	d	araṇayann oṣadhīḥ sakhye asya	RV.10.88.2d
10	88	3	a	devebhir nv iṣito yajñiyebhiḥ	RV.10.88.3a
10	88	3	b	agniṃ stoṣāṇy ajaraṃ bṛhantam	RV.10.88.3b
10	88	3	c	yo bhānunā pṛthivīṃ dyām utemām	RV.10.88.3c
10	88	3	d	ā tatāna rodasī antarikṣam	RV.10.88.3d
10	88	4	a	yo hotāsīt prathamo devajuṣṭaḥ	RV.10.88.4a
10	88	4	b	yaṃ samāñjann ājyenā vṛṇānāḥ	RV.10.88.4b
10	88	4	c	sa patatrītvaraṃ sthā jagad yat	RV.10.88.4c; N.5.3
10	88	4	d	śvātram agnir akṛṇoj jātavedāḥ	RV.10.88.4d; N.5.3
10	88	5	a	yaj jātavedo bhuvanasya mūrdhan	RV.10.88.5a
10	88	5	b	atiṣṭho agne saha rocanena	RV.10.88.5b
10	88	5	c	taṃ tvāhema matibhir gīrbhir ukthaiḥ	RV.10.88.5c
10	88	5	d	sa yajñiyo abhavo rodasiprāḥ	RV.10.88.5d
10	88	6	a	mūrdhā bhuvo bhavati naktam agniḥ	RV.10.88.6a; N.7.27a
10	88	6	b	tataḥ sūryo jāyate prātar udyan	RV.10.88.6b; N.7.27b
10	88	6	c	māyām ū tu yajñiyānām etām	RV.10.88.6c; N.7.27c
10	88	6	d	apo yat tūrṇiś carati prajānan	RV.10.88.6d; N.7.27d
10	88	7	a	dṛśenyo yo mahinā samiddhaḥ	RV.10.88.7a
10	88	7	b	arocata diviyonir vibhāvā	RV.10.88.7b
10	88	7	c	tasminn agnau sūktavākena devāḥ	RV.10.88.7c
10	88	7	d	havir viśva ājuhavus tanūpāḥ	RV.10.88.7d
10	88	8	a	sūktavākaṃ prathamam ād id agnim	RV.10.88.8a
10	88	8	b	ād id dhavir ajanayanta devāḥ	RV.10.88.8b
10	88	8	c	sa eṣāṃ yajño abhavat tanūpāḥ	RV.10.88.8c
10	88	8	d	taṃ dyaur veda taṃ pṛthivī tam āpaḥ	RV.10.88.8d
10	88	9	a	yaṃ devāso’janayantāgnim	RV.10.88.9a
10	88	9	b	yasminn ājuhavur bhuvanāni viśvā	RV.10.88.9b
10	88	9	c	so arciṣā pṛthivīṃ dyām utemām	RV.10.88.9c
10	88	9	d	ṛjūyamāno atapan mahitvā	RV.10.88.9d
10	88	10	a	stomena hi divi devāso agnim	RV.10.88.10a; N.7.28a
10	88	10	b	ajījanañ chaktibhī rodasiprām	RV.10.88.10b; N.7.28b
10	88	10	c	tam ū akṛṇvan tredhā bhuve kam	RV.10.88.10c; N.7.28c
10	88	10	d	sa oṣadhīḥ pacati viśvarūpāḥ	RV.10.88.10d; N.7.28d
10	88	11	a	yaded enam adadhur yajñiyāsaḥ	RV.10.88.11a; MS.4.14.14a: 239.17; N.7.29a. P: yaded enam MG.1.19.3
10	88	11	b	divi devāḥ sūryam āditeyam	RV.10.88.11b; MS.4.14.14b: 239.17; N.7.29b
10	88	11	c	yadā cariṣṇū mithunāv (MS. °nā) abhūtām	RV.10.88.11c; MS.4.14.14c: 239.18; N.7.29c
10	88	11	d	ād it prāpaśyan bhuvanāni viśvā	RV.10.88.11d; MS.4.14.14d: 239.18; N.7.29d
10	88	12	a	viśvasmā agniṃ bhuvanāya devāḥ	RV.10.88.12a
10	88	12	b	vaiśvānaraṃ ketum ahnām akṛṇvan	RV.10.88.12b
10	88	12	c	ā yas tatānoṣaso vibhātīḥ	RV.10.88.12c
10	88	12	d	apo ūrṇoti tamo arciṣā yan	RV.10.88.12d
10	88	13	a	vaiśvānaraṃ kavayo yajñiyāsaḥ	RV.10.88.13a
10	88	13	b	agniṃ devā ajanayann ajuryam	RV.10.88.13b
10	88	13	c	nakṣatraṃ pratnam aminac cariṣṇu	RV.10.88.13c
10	88	13	d	yakṣasyādhyakṣaṃ taviṣaṃ bṛhantam	RV.10.88.13d
10	88	14	a	vaiśvānaraṃ viśvahā dīdivāṃsam	RV.10.88.14a
10	88	14	b	mantrair agniṃ kavim achā vadāmaḥ	RV.10.88.14b
10	88	14	c	yo mahimnā paribabhūvorvī	RV.10.88.14c
10	88	14	d	utāvastād uta devaḥ parastāt	RV.10.88.14d
10	88	15	a	dve srutī (VS.KS.ŚB.BṛhU.KŚ.TB.2.6.3.5, sṛti, but comm. to TB. srutī) aśṛṇavaṃ pitṝṇām	RV.10.88.15a; VS.19.47a; MS.2.3.8a: 36.14; KS.17.19a; 38.2a; ŚB.12.8.1.21; 14.9.1.4a; TB.1.4.2.3a; 2.6.3.5a; BṛhU.6.1.4a; ŚŚ.16.13.18; ApŚ.19.3.5a. P: dve srutī (KŚ. sṛtī) MS.3.11.10: 156.15; KŚ.19.3.25; MŚ.5.2.4.30; 5.2.11.31
10	88	15	b	ahaṃ devānām uta martyānām	RV.10.88.15b; VS.19.47b; MS.2.3.8b: 36.14; KS.17.19b; 38.2b; ŚB.14.9.1.4b; TB.1.4.2.3b; 2.6.3.5b; ApŚ.19.3.5b
10	88	15	c	tābhyām idaṃ viśvam ejat (KS.TB.ApŚ. bhuvanaṃ) sam eti	RV.10.88.15c; VS.19.47c; KS.17.19c; 38.2c; ŚB.12.8.1.21; 14.9.1.4c; TB.1.4.2.3c; ApŚ.19.3.5c; BṛhU.6.1.4c. See yābhyām etc
10	88	15	d	yad antarā pitaraṃ mātaraṃ ca	RV.10.88.15d; VS.19.47d; MS.2.3.8d: 36.15; KS.17.19d; 38.2d; ŚB.12.8.1.21; 14.9.1.4d; TB.2.6.3.5d; BṛhU.6.1.4d
10	88	16	a	dve samīcī bibhṛtaś carantam	RV.10.88.16a
10	88	16	b	śīrṣato jātaṃ manasā vimṛṣṭam	RV.10.88.16b
10	88	16	c	sa pratyaṅ viśvā bhuvanāni tasthau	RV.10.88.16c. Cf. sa imā viśvā
10	88	16	d	aprayuchan taraṇir bhrājamānaḥ	RV.10.88.16d
10	88	17	a	yatrā vadete avaraḥ paraś ca	RV.10.88.17a; N.7.30a
10	88	17	b	yajñanyoḥ kataro nau vi veda	RV.10.88.17b; N.7.30b
10	88	17	c	ā śekur it sadhamādaṃ sakhāyaḥ	RV.10.88.17c; N.7.30c
10	88	17	d	nakṣanta yajñaṃ ka idaṃ vi vocat	RV.10.88.17d; N.7.30d
10	88	18	a	katy agnayaḥ kati sūryāsaḥ	RV.10.88.18a
10	88	18	b	katy uṣāsaḥ katy u svid āpaḥ	RV.10.88.18b
10	88	18	c	nopaspijaṃ vaḥ pitaro vadāmi	RV.10.88.18c
10	88	18	d	pṛchāmi vaḥ kavayo vidmane kam	RV.10.88.18d
10	88	19	a	yāvanmātram uṣaso na pratīkam	RV.10.88.19a; N.7.31a
10	88	19	b	suparṇyo vasate mātariśvaḥ	RV.10.88.19b; N.7.31b
10	88	19	c	tāvad dadhāty upa yajñam āyan	RV.10.88.19c; N.7.31c
10	88	19	d	brāhmaṇo hotur avaro niṣīdan	RV.10.88.19d; N.7.31d
10	89	1	a	indraṃ stavā nṛtamaṃ yasya mahnā	RV.10.89.1a. P: indraṃ stavā AŚ.9.7.27; 8.6; ŚŚ.12.4.21; 14.24.4; 33.22; Rvidh.3.25.6
10	89	1	b	vibabādhe rocanā vi jmo antān	RV.10.89.1b
10	89	1	c	ā yaḥ paprau carṣaṇīdhṛd varobhiḥ	RV.10.89.1c
10	89	1	d	pra sindhubhyo riricāno mahitvā	RV.10.89.1d
10	89	2	a	sa sūryaḥ pary urū varāṃsi	RV.10.89.2a; ŚŚ.14.24.5
10	89	2	b	endro vavṛtyād rathyeva cakrā	RV.10.89.2b
10	89	2	c	atiṣṭhantam apasyaṃ na sargam	RV.10.89.2c
10	89	2	d	kṛṣṇā tamāṃsi tviṣyā jaghāna	RV.10.89.2d
10	89	3	a	samānam asmā anapāvṛd arca	RV.10.89.3a
10	89	3	c	vi yaḥ pṛṣṭheva janimāny aryaḥ	RV.10.89.3c
10	89	3	d	indraś cikāya na sakhāyam īṣe	RV.10.89.3d
10	89	4	a	indrāya giro aniśitasargāḥ	RV.10.89.4a; SV.1.339a; TB.2.4.5.2a
10	89	4	b	apaḥ prerayaṃ (SV. prairayat; TB. prairayan) sagarasya budhnāt	RV.10.89.4b; SV.1.339b; TB.2.4.5.2b
10	89	4	c	yo akṣeṇeva cakriyā (SV. °yau) śacībhiḥ	RV.10.89.4c; SV.1.339c; TB.2.4.5.2c
10	89	4	d	viṣvak tastambha pṛthivīm uta dyām	RV.10.89.4d; SV.1.339d; TB.2.4.5.2d
10	89	5	a	āpāntamanyus tṛpalaprabharmā	RV.10.89.5a; TS.2.2.12.3a; TA.10.1.9a; N.5.12a. Cf. BṛhD.7.144
10	89	5	b	dhuniḥ śimīvāñ charumāṃ ṛjīṣī	RV.10.89.5b; TS.2.2.12.3b; TA.10.1.9b; N.5.12b
10	89	5	c	somo viśvāny atasā vanāni	RV.10.89.5c; TS.2.2.12.3c; TA.10.1.9c; N.5.12c
10	89	5	d	nārvāg indraṃ pratimānāni debhuḥ	RV.10.89.5d; TS.2.2.11.3d; TA.10.1.9d; N.5.12d
10	89	6	a	na yasya dyāvāpṛthivī na dhanva	RV.10.89.6a; N.5.3
10	89	6	b	nāntarikṣaṃ nādrayaḥ somo akṣāḥ	RV.10.89.6b; N.5.3
10	89	6	c	yad asya manyur adhinīyamānaḥ	RV.10.89.6c
10	89	6	d	śṛṇāti vīḍu rujati sthirāṇi	RV.10.89.6d
10	89	7	a	jaghāna vṛtraṃ svadhitir vaneva	RV.10.89.7a
10	89	7	c	bibheda giriṃ navam in na kumbham	RV.10.89.7c
10	89	7	d	ā gā indra akṛṇuta svayugbhiḥ	RV.10.89.7d
10	89	8	a	tvaṃ ha tyad ṛṇayā indra dhīraḥ	RV.10.89.8a
10	89	8	b	asir na parva vṛjinā śṛṇāsi	RV.10.89.8b
10	89	8	c	pra ye mitrasya varuṇasya dhāma	RV.10.89.8c
10	89	8	d	yujaṃ na janā minanti mitram	RV.10.89.8d
10	89	9	a	pra ye mitraṃ prāryamaṇaṃ durevāḥ	RV.10.89.9a
10	89	9	b	pra saṃgiraḥ pra varuṇaṃ minanti	RV.10.89.9b
10	89	9	c	ny amitreṣu vadham indra tumram	RV.10.89.9c
10	89	9	d	vṛṣan vṛṣāṇam aruṣaṃ śiśīhi	RV.10.89.9d
10	89	10	a	indro diva indra īśe pṛthivyāḥ	RV.10.89.10a; N.7.2
10	89	10	b	indro apām indra it parvatānām	RV.10.89.10b
10	89	10	c	indro vṛdhām indra in medhirāṇām	RV.10.89.10c
10	89	10	d	indraḥ kṣeme yoge havya indraḥ	RV.10.89.10d
10	89	11	a	prāktubhya indraḥ pra vṛdho ahabhyaḥ	RV.10.89.11a
10	89	11	b	prāntarikṣāt pra samudrasya dhāseḥ	RV.10.89.11b
10	89	11	c	pra vātasya prathasaḥ pra jmo antāt	RV.10.89.11c
10	89	11	d	pra sindhubhyo ririce pra kṣitibhyaḥ	RV.10.89.11d
10	89	12	a	pra śośucatyā uṣaso na ketuḥ	RV.10.89.12a
10	89	12	b	asinvā te vartatām indra hetiḥ	RV.10.89.12b
10	89	12	c	aśmeva vidhya diva ā sṛjānaḥ	RV.10.89.12c
10	89	12	d	tapiṣṭhena heṣasā droghamitrān	RV.10.89.12d
10	89	13	a	anv aha māsā anv id vanāni	RV.10.89.13a; TS.1.7.13.1a
10	89	13	b	anv oṣadhīr anu parvatāsaḥ	RV.10.89.13b; TS.1.7.13.1b
10	89	13	c	anv indraṃ rodasī vāvaśāne	RV.10.89.13c; TS.1.7.13.1c
10	89	13	d	anv āpo ajihata jāyamānam	RV.10.89.13d; TS.1.7.13.1d
10	89	14	a	karhi svit sā ta indra cetyāsat	RV.10.89.14a
10	89	14	b	aghasya yad bhinado rakṣa eṣat	RV.10.89.14b
10	89	14	c	mitrakruvo yac chasane na gāvaḥ	RV.10.89.14c
10	89	14	d	pṛthivyā āpṛg amuyā śayante	RV.10.89.14d
10	89	15	a	śatrūyanto abhi ye nas tatasre	RV.10.89.15a
10	89	15	b	mahi vrādhanta ogaṇāsa indra	RV.10.89.15b
10	89	15	c	andhenāmitrās tamasā sacantām	RV.10.89.15c; 103.12d; SV.2.1211d; VS.17.44d; N.9.33d. See grāhyāmitrāṃs
10	89	15	d	sujyotiṣo aktavas tāṃ abhi ṣyuḥ	RV.10.89.15d
10	89	16	a	purūṇi hi tvā savanā janānām	RV.10.89.16a
10	89	16	b	brahmāṇi mandan gṛṇatām ṛṣīṇām	RV.10.89.16b
10	89	16	c	imām āghoṣann avasā sahūtim	RV.10.89.16c
10	89	16	d	tiro viśvāṃ arcato yāhy arvāṅ	RV.10.89.16d
10	89	17	a	evā te vayam indra bhuñjatīnām	RV.10.89.17a
10	89	17	b	vidyāma sumatīnāṃ navānām	RV.10.89.17b. Cf. next
10	89	17	d	viśvāmitrā uta ta indra nūnam	RV.10.89.17d
10	90	1	a	sahasraśīrṣā (ArS. °śīrṣāḥ) puruṣaḥ	RV.10.90.1a; ArS.4.3a; VS.31.1a; ŚB.13.6.2.12; TA.3.12.1a; ApŚ.16.28.3; 20.20.2; 24.10. P: sahasraśīrṣā ŚŚ.16.13.1; KŚ.21.1.11; MŚ.11.4.5; YDh.3.305; VHDh.8.39; Rvidh.3.40.6. Designated as sahasrākṣa BDh.4.7.5; as sahasraśīrṣa-sūkta VHDh.5.386; BṛhPDh.9.288; as puruṣa-sūkta, q.v. See sahasrabāhuḥ etc
10	90	1	b	sahasrākṣaḥ sahasrapāt	RV.10.90.1b; AVP.9.5.1b; ArS.4.3b; AVŚ.19.6.1b; VS.31.1b; ŚB.13.6.2.12; TA.3.12.1b
10	90	1	c	sa bhūmiṃ viśvato (ArS. sarvato) vṛtvā (VS. sarvata spṛtvā)	RV.10.90.1c; AVP.9.5.1c; ArS.4.3c; AVŚ.19.6.1c; VS.31.1c; TA.3.12.1c
10	90	1	d	aty atiṣṭhad daśāṅgulam	RV.10.90.1d; AVŚ.19.6.1d; AVP.9.5.1d; ArS.4.3d; VS.31.1d; TA.3.12.1d
10	90	2	a	puruṣa evedaṃ sarvam (MuṇḍU.VaradapU. viśvam)	RV.10.90.2a; AVŚ.19.6.4a; AVP.9.5.4a; ArS.4.5a; VS.31.2a; TA.3.12.1a; ŚvetU.3.15a; MuṇḍU.2.1.10a; VaradapU.1.2e. Cf. CūlikāU.12
10	90	2	b	yad bhūtaṃ yac ca bhavyam (AVŚ.AVP.ArS.VS. bhāv°)	RV.10.90.2b; AVŚ.19.6.4b; AVP.8.6.4d; 9.5.4b; 9.26.12b; ArS.4.5b; VS.31.2b; TA.3.12.1b. Cf. next
10	90	2	c	utāmṛtatvasyeśānaḥ (AVŚ.AVP.9.5.4c, °syeśvaraḥ; AVP.8.3.2c, °syeśiṣaḥ)	RV.10.90.2c; AVŚ.19.6.4c; AVP.8.3.2c; 9.5.4c; ArS.4.6c; VS.31.2c; TA.3.12.1c; ŚvetU.3.15c. See next
10	90	2	d	yad annenātirohati	RV.10.90.2d; ArS.4.6d; VS.31.2d; TA.3.12.1d. See next, and yad anyenābhavat
10	90	3	a	etāvān asya mahimā	RV.10.90.3a; VS.31.3a; TA.3.12.1a. See tāvanto asya, and tāvān asya
10	90	3	b	ato jyāyāṃś ca pūruṣaḥ (TA. puruṣaḥ)	RV.10.90.3b; VS.31.3b; TA.3.12.1b. See tato etc
10	90	3	c	pādo’sya viśvā (ArS.ChU. sarvā) bhūtāni	RV.10.90.3c; AVŚ.19.6.3c; ArS.4.5c; VS.31.3c; TA.3.12.2c; ChU.3.12.6c. See pād asya
10	90	3	d	tripād asyāmṛtaṃ divi	RV.10.90.3d; AVŚ.19.6.3d; AVP.9.5.3d; ArS.4.5d; VS.31.3d; TA.3.12.2d; ChU.3.12.6d
10	90	4	a	tripād ūrdhva ud ait puruṣaḥ	RV.10.90.4a; ArS.4.4a; VS.31.4a; TA.3.12.2a. See tribhiḥ padbhir
10	90	4	b	pādo’syehābhavat (AVŚ. pādasyehā°; AVP. pād asyehā°; TA. °bhavāt) punaḥ	RV.10.90.4b; AVŚ.19.6.2b; AVP.9.5.2b; ArS.4.4b; VS.31.4b; TA.3.12.2b
10	90	4	c	tato viṣvaṅ vyakrāmat	RV.10.90.4c; VS.31.4c; TA.3.12.2c. See tathā viṣvaṅ, and tathā vy akrāmad
10	90	4	d	sāśanānaśane abhi	RV.10.90.4d; VS.31.4d; TA.3.12.2d. See aśanānaśane
10	90	5	a	tasmād virāḍ ajāyata	RV.10.90.5a; TA.3.12.2a. See under tato virāḍ
10	90	5	b	virājo adhi pūruṣaḥ	RV.10.90.5b; AVŚ.19.6.9b; AVP.9.5.7b; ArS.4.7b; VS.31.5b; TA.3.12.2b
10	90	5	c	sa jāto aty aricyata	RV.10.90.5c; AVŚ.19.6.9c; AVP.9.5.7c; ArS.4.7c; VS.31.5c; TA.3.12.2c
10	90	5	d	paścād bhūmim atho puraḥ	RV.10.90.5d; AVŚ.19.6.9d; AVP.9.5.7d; ArS.4.7d; VS.31.5d; TA.3.12.2d
10	90	6	a	yat puruṣeṇa haviṣā	RV.10.90.6a; AVŚ.7.5.4a; 19.6.10a; AVP.9.5.8a; VS.31.14a; TA.3.12.3a
10	90	6	b	devā yajñam atanvata	RV.10.90.6b; AVŚ.19.6.10b; AVP.9.5.8b; VS.19.12a; 31.14b; TA.3.12.3b. See yajñaṃ devā
10	90	6	c	vasanto asyāsīd (VS. ’syāsīd) ājyam	RV.10.90.6c; AVŚ.19.6.10c; AVP.9.5.8c; VS.31.14c; TA.3.12.3c
10	90	6	d	grīṣma idhmaḥ śarad dhaviḥ	RV.10.90.6d; AVŚ.19.6.10d; AVP.9.5.8d; VS.31.14d; TA.3.12.3d
10	90	7	a	taṃ yajñaṃ barhiṣi (AVŚ.AVP. prāvṛṣā) praukṣan	RV.10.90.7a; AVŚ.19.6.11a; AVP.9.5.9a; VS.31.9a; TA.3.12.3a
10	90	7	b	puruṣaṃ jātam agrataḥ (AVŚ.AVP. agraśaḥ)	RV.10.90.7b; AVŚ.19.6.11b; AVP.9.5.9b; VS.31.9b; TA.3.12.3b
10	90	7	c	tena devā ayajanta	RV.10.90.7c; AVŚ.19.6.11c; AVP.9.5.9c; VS.31.9c; TA.3.12.4c
10	90	7	d	sādhyā ṛṣayaś (AVŚ.AVP. vasavaś) ca ye	RV.10.90.7d; AVŚ.10.10.30d,31b; 19.6.11d; AVP.9.5.9d; VS.31.9d; TA.3.12.4d
10	90	8	a	tasmād yajñāt sarvahutaḥ	RV.10.90.8a,9a; AVŚ.19.6.13a,14a; AVP.9.5.11a,12a; VS.31.6a,7a; TA.3.12.4a (bis)
10	90	8	b	saṃbhṛtaṃ pṛṣadājyam	RV.10.90.8b; AVŚ.19.6.14b; AVP.9.5.12b; VS.31.6b; TA.3.12.4b
10	90	8	c	paśūn (AVŚ.VS.TA. °śūṃs) tāṃś cakre vāyavyān	RV.10.90.8c; AVŚ.19.6.14c; AVP.9.5.12c; VS.31.6c; TA.3.12.4c
10	90	8	d	āraṇyān (AVŚ.VS. āraṇyā) grāmyāś ca ye	RV.10.90.8d; AVŚ.11.5.21b; 19.6.14d; AVP.9.5.12d; VS.31.6d; TA.3.12.4d
