k1	status	pw_entries	pwg_entries	pw_blocks	pwg_blocks	matched_blocks	cut_blocks	pwg_extra_blocks	cut_gloss_sample
tAttali	pwg-only-head	0	1	0	1	0	0	1	
tAvatka	pwg-only-head	0	1	0	1	0	0	1	
tAvuri	pwg-only-head	0	1	0	1	0	0	1	
tEkAyani	pwg-only-head	0	1	0	1	0	0	1	
tElamAlI	pwg-only-head	0	1	0	1	0	0	1	
tElapA	pwg-only-head	0	1	0	1	0	0	1	
tElaparRI	pwg-only-head	0	1	0	5	0	0	5	
tElavIja	pwg-only-head	0	1	0	1	0	0	1	
tEmAta	pwg-only-head	0	1	0	1	0	0	1	
tErTaka	pwg-only-head	0	1	0	1	0	0	1	
tErovirAma	pwg-only-head	0	1	0	1	0	0	1	
tEtilin	pwg-only-head	0	1	0	1	0	0	1	
tEtira	pwg-only-head	0	1	0	1	0	0	1	
tIRadeSa	pwg-only-head	0	1	0	1	0	0	1	
tIkzRapattra	pwg-only-head	0	1	0	4	0	0	4	
tIrTIBU	pwg-only-head	0	1	0	1	0	0	1	
tIrTIkar	pwg-only-head	0	2	0	2	0	0	2	
tIvrakanda	pwg-only-head	0	1	0	1	0	0	1	
tOvaraka	pwg-only-head	0	1	0	1	0	0	1	
tOzAyaRa	pwg-only-head	0	1	0	1	0	0	1	
tUlacApa	pwg-only-head	0	1	0	1	0	0	1	
tUlanAlI	pwg-only-head	0	1	0	1	0	0	1	
tUlanAlikA	pwg-only-head	0	1	0	1	0	0	1	
tUlikA	pwg-only-head	0	2	0	8	0	0	8	
tUrA	pwg-only-head	0	1	0	1	0	0	1	
tUvara	pwg-only-head	0	1	0	3	0	0	3	
tUvaraka	pwg-only-head	0	2	0	2	0	0	2	
tUvarikA	pwg-only-head	0	1	0	1	0	0	1	
tUzRIMgaNgam	pwg-only-head	0	1	0	1	0	0	1	
tUzRIMsTAna	pwg-only-head	0	1	0	1	0	0	1	
taRqulodaka	pwg-only-head	0	1	0	1	0	0	1	
taTABUta	pwg-only-head	0	2	0	2	0	0	2	
taTAjAtIyaka	pwg-only-head	0	1	0	1	0	0	1	
taTArUpin	pwg-only-head	0	1	0	1	0	0	1	
taTAtva	pwg-only-head	0	2	0	2	0	0	2	
taTAviDeya	pwg-only-head	0	2	0	2	0	0	2	
taTAyata	pwg-only-head	0	1	0	1	0	0	1	
tabArisARu	pwg-only-head	0	1	0	2	0	0	2	
tabalAkfti	pwg-only-head	0	1	0	1	0	0	1	
tabirasARa	pwg-only-head	0	1	0	1	0	0	1	
tadAtman	pwg-only-head	0	1	0	1	0	0	1	
tadarTatA	pwg-only-head	0	1	0	1	0	0	1	
taddina	pwg-only-head	0	1	0	1	0	0	1	
tadryaYc	pwg-only-head	0	1	0	2	0	0	2	
tagaraSiKin	pwg-only-head	0	1	0	1	0	0	1	
tagarapAdikA	pwg-only-head	0	1	0	1	0	0	1	
takAra	pwg-only-head	0	1	0	1	0	0	1	
takarI	pwg-only-head	0	1	0	1	0	0	1	
takrA	pwg-only-head	0	1	0	1	0	0	1	
takta	pwg-only-head	0	1	0	1	0	0	1	
takzaSilA	pwg-only-head	0	2	0	2	0	0	2	
tal	pwg-only-head	0	1	0	1	0	0	1	
talIqya	pwg-only-head	0	1	0	1	0	0	1	
talikA	pwg-only-head	0	1	0	2	0	0	2	
tallaha	pwg-only-head	0	1	0	1	0	0	1	
talpIkfta	pwg-only-head	0	1	0	1	0	0	1	
talpaSIvan	pwg-only-head	0	1	0	1	0	0	1	
tamaHpraBA	pwg-only-head	0	1	0	1	0	0	1	
tamaNgaka	pwg-only-head	0	1	0	1	0	0	1	
tamakA	pwg-only-head	0	1	0	1	0	0	1	
tamapraBA	pwg-only-head	0	1	0	1	0	0	1	
tamasvant	pwg-only-head	0	2	0	3	0	0	3	
tamasvin	pwg-only-head	0	1	0	5	0	0	5	
tamizIci	pwg-only-head	0	1	0	1	0	0	1	
tamodarSana	pwg-only-head	0	1	0	1	0	0	1	
tamogu	pwg-only-head	0	2	0	2	0	0	2	
tanUBU	pwg-only-head	0	1	0	1	0	0	1	
tanUjANga	pwg-only-head	0	1	0	1	0	0	1	
tanUjanman	pwg-only-head	0	1	0	1	0	0	1	
tanUkar	pwg-only-head	0	1	0	1	0	0	1	
tanayIkfta	pwg-only-head	0	1	0	1	0	0	1	
tandrAvin	pwg-only-head	0	1	0	1	0	0	1	
tandray	pwg-only-head	0	2	0	2	0	0	2	
tandritA	pwg-only-head	0	1	0	1	0	0	1	
tanmayatA	pwg-only-head	0	1	0	1	0	0	1	
tannI	pwg-only-head	0	1	0	1	0	0	1	
tantrI	pwg-only-head	0	1	0	1	0	0	1	
tantraBeda	pwg-only-head	0	1	0	1	0	0	1	
tantracUqAmaRi	pwg-only-head	0	1	0	1	0	0	1	
tantraganDarva	pwg-only-head	0	1	0	1	0	0	1	
tantragarBa	pwg-only-head	0	2	0	2	0	0	2	
tantrahfdaya	pwg-only-head	0	1	0	1	0	0	1	
tantrakOmudI	pwg-only-head	0	1	0	1	0	0	1	
tantramantraprakASa	pwg-only-head	0	1	0	2	0	0	2	
tantrapradIpa	pwg-only-head	0	1	0	1	0	0	1	
tantraprakASa	pwg-only-head	0	1	0	1	0	0	1	
tantrarAja	pwg-only-head	0	1	0	1	0	0	1	
tantrarAjaka	pwg-only-head	0	1	0	1	0	0	1	
tantrasAra	pwg-only-head	0	2	0	2	0	0	2	
tantrasadBAva	pwg-only-head	0	1	0	1	0	0	1	
tantrita	pwg-only-head	0	2	0	2	0	0	2	
tanutvacA	pwg-only-head	0	1	0	1	0	0	1	
tanuvAra	pwg-only-head	0	1	0	1	0	0	1	
tanuvIja	pwg-only-head	0	1	0	1	0	0	1	
tapAnta	pwg-only-head	0	1	0	1	0	0	1	
tapaHsTalI	pwg-only-head	0	1	0	1	0	0	1	
tapaSa	pwg-only-head	0	1	0	2	0	0	2	
tapaScaryA	pwg-only-head	0	1	0	1	0	0	1	
tapanAtmajA	pwg-only-head	0	1	0	1	0	0	1	
tapasIvan	pwg-only-head	0	1	0	1	0	0	1	
taptaSUrmi	pwg-only-head	0	1	0	1	0	0	1	
taptabAluka	pwg-only-head	0	2	0	2	0	0	2	
taqAkin	pwg-only-head	0	1	0	1	0	0	1	
taqidgarBa	pwg-only-head	0	1	0	1	0	0	1	
tarAvalI	pwg-only-head	0	1	0	3	0	0	3	
tarIzan	pwg-only-head	0	2	0	2	0	0	2	
taraMgita	pwg-only-head	0	2	0	4	0	0	4	
taraRipewaka	pwg-only-head	0	1	0	1	0	0	1	
tarabAlikA	pwg-only-head	0	1	0	2	0	0	2	
taratsamandIya	pwg-only-head	0	1	0	1	0	0	1	
tarkaBAzA	pwg-only-head	0	2	0	2	0	0	2	
tarkaSAstra	pwg-only-head	0	1	0	1	0	0	1	
tarkadIpikA	pwg-only-head	0	1	0	1	0	0	1	
tarkakOmudI	pwg-only-head	0	1	0	1	0	0	1	
tarkamaYjarI	pwg-only-head	0	1	0	1	0	0	1	
tarkapradIpa	pwg-only-head	0	1	0	1	0	0	1	
tarkaprakASa	pwg-only-head	0	2	0	2	0	0	2	
tarkapratibanDakatArahasya	pwg-only-head	0	1	0	1	0	0	1	
tarkupIWa	pwg-only-head	0	1	0	1	0	0	1	
tarkupiRqa	pwg-only-head	0	1	0	1	0	0	1	
tarpin	pwg-only-head	0	1	0	3	0	0	3	
taruRIkawAkzamAla	pwg-only-head	0	1	0	1	0	0	1	
taskarasnAyu	pwg-only-head	0	1	0	1	0	0	1	
tasvin	pwg-only-head	0	1	0	1	0	0	1	
tatAra	pwg-only-head	0	1	0	1	0	0	1	
tatfpi	pwg-only-head	0	1	0	1	0	0	1	
tatkartar	pwg-only-head	0	1	0	1	0	0	1	
tatsTa	pwg-only-head	0	1	0	1	0	0	1	
tatsamanantaram	pwg-only-head	0	1	0	2	0	0	2	
tattvAloka	pwg-only-head	0	1	0	1	0	0	1	
tattvArRava	pwg-only-head	0	1	0	2	0	0	2	
tattvArTasUtra	pwg-only-head	0	2	0	2	0	0	2	
tattvAvaboDa	pwg-only-head	0	1	0	1	0	0	1	
tattvaSAradI	pwg-only-head	0	1	0	1	0	0	1	
tattvaSikzopanyAsa	pwg-only-head	0	1	0	1	0	0	1	
tattvaboDinI	pwg-only-head	0	2	0	2	0	0	2	
tattvacandra	pwg-only-head	0	2	0	2	0	0	2	
tattvacandrikA	pwg-only-head	0	1	0	1	0	0	1	
tattvacintAmaRi	pwg-only-head	0	2	0	2	0	0	2	
tattvadIpana	pwg-only-head	0	1	0	1	0	0	1	
tattvamuktAvalI	pwg-only-head	0	1	0	1	0	0	1	
tattvapariSudDi	pwg-only-head	0	1	0	1	0	0	1	
tattvapradIpikA	pwg-only-head	0	1	0	1	0	0	1	
tattvaprakASa	pwg-only-head	0	2	0	2	0	0	2	
tattvasAgara	pwg-only-head	0	1	0	1	0	0	1	
tattvasAra	pwg-only-head	0	1	0	1	0	0	1	
tattvasaMcaya	pwg-only-head	0	1	0	1	0	0	1	
tattvasaMgraha	pwg-only-head	0	1	0	1	0	0	1	
tattvasamAsa	pwg-only-head	0	1	0	1	0	0	1	
tattvasamIkzA	pwg-only-head	0	1	0	1	0	0	1	
tattvasatyaSAstra	pwg-only-head	0	1	0	1	0	0	1	
tattvavindu	pwg-only-head	0	2	0	2	0	0	2	
tattvayATArTyadIpana	pwg-only-head	0	1	0	1	0	0	1	
tavArisARa	pwg-only-head	0	1	0	2	0	0	2	
tawalamBa	pwg-only-head	0	1	0	1	0	0	1	
tedanI	pwg-only-head	0	1	0	1	0	0	1	
tejAqara	pwg-only-head	0	1	0	1	0	0	1	
tejala	pwg-only-head	0	1	0	1	0	0	1	
tejovIja	pwg-only-head	0	1	0	1	0	0	1	
tejovindUpanizad	pwg-only-head	0	1	0	1	0	0	1	
tekzRizWa	pwg-only-head	0	1	0	1	0	0	1	
teraRa	pwg-only-head	0	1	0	1	0	0	1	
tfRASana	pwg-only-head	0	1	0	1	0	0	1	
tfRASin	pwg-only-head	0	1	0	1	0	0	1	
tfRAYjana	pwg-only-head	0	1	0	1	0	0	1	
tfRaduh	pwg-only-head	0	2	0	2	0	0	2	
tfRajalUkA	pwg-only-head	0	1	0	1	0	0	1	
tfRakuwI	pwg-only-head	0	1	0	1	0	0	1	
tfRakuwIraka	pwg-only-head	0	1	0	1	0	0	1	
tfRamatkfRa	pwg-only-head	0	1	0	1	0	0	1	
tfRanimba	pwg-only-head	0	1	0	1	0	0	1	
tfRasArA	pwg-only-head	0	1	0	1	0	0	1	
tfRavIja	pwg-only-head	0	1	0	1	0	0	1	
tfRavalvaja	pwg-only-head	0	3	0	4	0	0	4	
tfRavindu	pwg-only-head	0	2	0	3	0	0	3	
tfkvan	pwg-only-head	0	1	0	1	0	0	1	
tfmadaRqika	pwg-only-head	0	1	0	1	0	0	1	
tfpA	pwg-only-head	0	1	0	1	0	0	1	
tftIyAkar	pwg-only-head	0	1	0	1	0	0	1	
tftIyAprakfti	pwg-only-head	0	1	0	1	0	0	1	
tfta	pwg-only-head	0	1	0	1	0	0	1	
tfzRAlu	pwg-only-head	0	1	0	1	0	0	1	
tfzRAmaya	pwg-only-head	0	1	0	1	0	0	1	
tfzitottara	pwg-only-head	0	1	0	1	0	0	1	
tfzucyut	pwg-only-head	0	1	0	1	0	0	1	
tfzwAGa	pwg-only-head	0	1	0	1	0	0	1	
tfzyA	pwg-only-head	0	1	0	2	0	0	2	
tiNguda	pwg-only-head	0	1	0	1	0	0	1	
tiTitattva	pwg-only-head	0	1	0	1	0	0	1	
tiktarohiRI	pwg-only-head	0	1	0	1	0	0	1	
tiktavIjA	pwg-only-head	0	1	0	1	0	0	1	
tilAQaka	pwg-only-head	0	1	0	1	0	0	1	
tilOdana	pwg-only-head	0	1	0	1	0	0	1	
tilagaYjin	pwg-only-head	0	1	0	1	0	0	1	
tilakita	pwg-only-head	0	2	0	2	0	0	2	
tilaparRikA	pwg-only-head	0	2	0	3	0	0	3	
tilatejA	pwg-only-head	0	1	0	1	0	0	1	
tilitsa	pwg-only-head	0	2	0	2	0	0	2	
timikoza	pwg-only-head	0	1	0	1	0	0	1	
tinduvilva	pwg-only-head	0	1	0	1	0	0	1	
tirAhnya	pwg-only-head	0	1	0	1	0	0	1	
tiraskAriRI	pwg-only-head	0	1	0	1	0	0	1	
tirikzati	pwg-only-head	0	1	0	1	0	0	1	
tirimiti	pwg-only-head	0	1	0	1	0	0	1	
tiriwi	pwg-only-head	0	1	0	1	0	0	1	
tiriya	pwg-only-head	0	1	0	2	0	0	2	
tiroahnya	pwg-only-head	0	2	0	2	0	0	2	
tirpili	pwg-only-head	0	1	0	1	0	0	1	
tiryagAgata	pwg-only-head	0	1	0	1	0	0	1	
tiryagyavodara	pwg-only-head	0	1	0	1	0	0	1	
tiryakprekzin	pwg-only-head	0	1	0	1	0	0	1	
tittiqIka	pwg-only-head	0	1	0	1	0	0	1	
tizyaPalA	pwg-only-head	0	1	0	1	0	0	1	
tmanA	pwg-only-head	0	1	0	7	0	0	7	
tmanyA	pwg-only-head	0	1	0	1	0	0	1	
todalatantra	pwg-only-head	0	1	0	1	0	0	1	
tolikA	pwg-only-head	0	1	0	1	0	0	1	
toqalatantra	pwg-only-head	0	1	0	2	0	0	2	
totas	pwg-only-head	0	1	0	1	0	0	1	
toyADivAsinI	pwg-only-head	0	1	0	2	0	0	2	
toyakumBa	pwg-only-head	0	1	0	1	0	0	1	
toyaprazWA	pwg-only-head	0	1	0	1	0	0	1	
toyasUcaka	pwg-only-head	0	1	0	1	0	0	1	
trAyantI	pwg-only-head	0	1	0	1	0	0	1	
trAyantikA	pwg-only-head	0	1	0	1	0	0	1	
trEDAtavIya	pwg-only-head	0	1	0	1	0	0	1	
trEDAtava	pwg-only-head	0	1	0	1	0	0	1	
trEkAlajYa	pwg-only-head	0	1	0	1	0	0	1	
trEvaRIya	pwg-only-head	0	1	0	1	0	0	1	
trEvaRa	pwg-only-head	0	1	0	1	0	0	1	
trEvaRi	pwg-only-head	0	1	0	1	0	0	1	
trEvarRika	pwg-only-head	0	1	0	1	0	0	1	
trEvizwapeya	pwg-only-head	0	1	0	1	0	0	1	
trEyAhAvaka	pwg-only-head	0	1	0	1	0	0	1	
trEyAruRa	pwg-only-head	0	1	0	1	0	0	1	
trEyaruRa	pwg-only-head	0	1	0	1	0	0	1	
trIzuka	pwg-only-head	0	1	0	1	0	0	1	
traNK	pwg-only-head	0	1	0	1	0	0	1	
traNg	pwg-only-head	0	1	0	1	0	0	1	
traNk	pwg-only-head	0	1	0	1	0	0	1	
trasu	pwg-only-head	0	1	0	1	0	0	1	
trayI	pwg-only-head	0	1	0	1	0	0	1	
trayas	pwg-only-head	0	1	0	1	0	0	1	
triBaNga	pwg-only-head	0	1	0	3	0	0	3	
triBaRqI	pwg-only-head	0	1	0	1	0	0	1	
triBadra	pwg-only-head	0	1	0	1	0	0	1	
triBajyA	pwg-only-head	0	1	0	1	0	0	1	
triBukti	pwg-only-head	0	2	0	2	0	0	2	
triMSikA	pwg-only-head	0	1	0	1	0	0	1	
triSalA	pwg-only-head	0	1	0	1	0	0	1	
triSukriya	pwg-only-head	0	1	0	1	0	0	1	
tribalI	pwg-only-head	0	2	0	5	0	0	5	
tricaritra	pwg-only-head	0	1	0	1	0	0	1	
tridaSatva	pwg-only-head	0	1	0	1	0	0	1	
tridaSavanitA	pwg-only-head	0	1	0	1	0	0	1	
tridaSeSvarI	pwg-only-head	0	1	0	1	0	0	1	
tridiveSa	pwg-only-head	0	1	0	1	0	0	1	
triguRAkfta	pwg-only-head	0	1	0	1	0	0	1	
trijyA	pwg-only-head	0	1	0	1	0	0	1	
trikarman	pwg-only-head	0	1	0	3	0	0	3	
triliNgI	pwg-only-head	0	1	0	1	0	0	1	
trillasena	pwg-only-head	0	1	0	1	0	0	1	
trimuparRa	pwg-only-head	0	1	0	1	0	0	1	
trinagarI	pwg-only-head	0	1	0	1	0	0	1	
tripAda	pwg-only-head	0	1	0	4	0	0	4	
tripadyA	pwg-only-head	0	1	0	1	0	0	1	
tripuraBEravI	pwg-only-head	0	1	0	1	0	0	1	
tripuramAlI	pwg-only-head	0	1	0	1	0	0	1	
tripuwIPala	pwg-only-head	0	1	0	1	0	0	1	
trisOvarRa	pwg-only-head	0	1	0	1	0	0	1	
trisuganDi	pwg-only-head	0	1	0	1	0	0	1	
trivIja	pwg-only-head	0	1	0	1	0	0	1	
trivarzikA	pwg-only-head	0	1	0	2	0	0	2	
triveRI	pwg-only-head	0	1	0	2	0	0	2	
trivid	pwg-only-head	0	3	0	3	0	0	3	
trizazwiSalAkApuruzacarita	pwg-only-head	0	1	0	2	0	0	2	
trizazwilakzaRamahApuruzapurARasaMgraha	pwg-only-head	0	1	0	1	0	0	1	
trizuparRa	pwg-only-head	0	1	0	1	0	0	1	
truwivIja	pwg-only-head	0	1	0	1	0	0	1	
tryakzan	pwg-only-head	0	1	0	1	0	0	1	
tryasra	pwg-only-head	0	2	0	7	0	0	7	
tryazwan	pwg-only-head	0	1	0	1	0	0	1	
tryeta	pwg-only-head	0	1	0	1	0	0	1	
tsara	pwg-only-head	0	1	0	1	0	0	1	
tuNgavIja	pwg-only-head	0	1	0	1	0	0	1	
tuRika	pwg-only-head	0	1	0	1	0	0	1	
tubarI	pwg-only-head	0	1	0	3	0	0	3	
tugAkzIrI	pwg-only-head	0	1	0	2	0	0	2	
tugriyAvfD	pwg-only-head	0	1	0	1	0	0	1	
tuhinAdri	pwg-only-head	0	2	0	2	0	0	2	
tuhinadyuti	pwg-only-head	0	1	0	1	0	0	1	
tuhinagiri	pwg-only-head	0	1	0	1	0	0	1	
tuhinaraSmi	pwg-only-head	0	1	0	1	0	0	1	
tulA	pwg-only-head	0	3	0	8	0	0	8	
tulADawa	pwg-only-head	0	1	0	3	0	0	3	
tulAkoSa	pwg-only-head	0	2	0	4	0	0	4	
tulAvIja	pwg-only-head	0	1	0	1	0	0	1	
tulasI	pwg-only-head	0	1	0	2	0	0	2	
tulasikA	pwg-only-head	0	1	0	1	0	0	1	
tuliPalA	pwg-only-head	0	1	0	1	0	0	1	
tulopatulA	pwg-only-head	0	1	0	1	0	0	1	
tulyakAlatva	pwg-only-head	0	1	0	1	0	0	1	
tulyalakzaRA	pwg-only-head	0	1	0	1	0	0	1	
tumbaluha	pwg-only-head	0	1	0	1	0	0	1	
tumbikA	pwg-only-head	0	1	0	1	0	0	1	
tundin	pwg-only-head	0	1	0	1	0	0	1	
tuqi	pwg-only-head	0	1	0	1	0	0	1	
turaMgadvizaRI	pwg-only-head	0	1	0	1	0	0	1	
turaMgavadana	pwg-only-head	0	1	0	1	0	0	1	
turagIya	pwg-only-head	0	1	0	1	0	0	1	
turagapriya	pwg-only-head	0	1	0	2	0	0	2	
turagin	pwg-only-head	0	1	0	1	0	0	1	
turiARa	pwg-only-head	0	1	0	1	0	0	1	
turvan	pwg-only-head	0	1	0	1	0	0	1	
tusa	pwg-only-head	0	1	0	1	0	0	1	
tuvIravant	pwg-only-head	0	2	0	2	0	0	2	
tuvarISimba	pwg-only-head	0	1	0	1	0	0	1	
tuvara	pwg-only-head	0	2	0	10	0	0	10	
tuvaraka	pwg-only-head	0	1	0	8	0	0	8	
tuvarayAvanAla	pwg-only-head	0	1	0	1	0	0	1	
tuvikUrmin	pwg-only-head	0	1	0	1	0	0	1	
tuvizvaRi	pwg-only-head	0	1	0	1	0	0	1	
tuvizvan	pwg-only-head	0	1	0	1	0	0	1	
tuzArakiraRa	pwg-only-head	0	1	0	2	0	0	2	
tuzavana	pwg-only-head	0	1	0	1	0	0	1	
tuzodaka	pwg-only-head	0	1	0	2	0	0	2	
tvAca	pwg-only-head	0	1	0	1	0	0	1	
tvAdfSa	pwg-only-head	0	1	0	1	0	0	1	
tvaMkar	pwg-only-head	0	1	0	1	0	0	1	
tvaNmanoyogasya	pwg-only-head	0	1	0	1	0	0	1	
tvacisuganDA	pwg-only-head	0	1	0	1	0	0	1	
tvadBU	pwg-only-head	0	1	0	1	0	0	1	
tvarA	pwg-only-head	0	1	0	2	0	0	2	
tvazwImant	pwg-only-head	0	1	0	1	0	0	1	
tvizAMpati	pwg-only-head	0	1	0	1	0	0	1	
tyAgamaya	pwg-only-head	0	1	0	1	0	0	1	
tyagala	pwg-only-head	0	1	0	1	0	0	1	
tyagnAyi	pwg-only-head	0	1	0	1	0	0	1	
tyaja	pwg-only-head	0	2	0	2	0	0	2	
uBayAdant	pwg-only-head	0	2	0	3	0	0	3	
uBayAlaMkriyA	pwg-only-head	0	1	0	1	0	0	1	
uDas	pwg-only-head	0	1	0	1	0	0	1	
uKulI	pwg-only-head	0	2	0	3	0	0	3	
uMkAra	pwg-only-head	0	1	0	1	0	0	1	
uRqeraka	pwg-only-head	0	1	0	1	0	0	1	
uSIravIja	pwg-only-head	0	2	0	2	0	0	2	
uSaDak	pwg-only-head	0	1	0	1	0	0	1	
uSatI	pwg-only-head	0	2	0	3	0	0	3	
uYCana	pwg-only-head	0	1	0	1	0	0	1	
ubja	pwg-only-head	0	1	0	1	0	0	1	
ucCanna	pwg-only-head	0	1	0	1	0	0	1	
uccAM	pwg-only-head	0	1	0	1	0	0	1	
uccAritra	pwg-only-head	0	1	0	1	0	0	1	
uccIkar	pwg-only-head	0	1	0	1	0	0	1	
uccUla	pwg-only-head	0	1	0	2	0	0	2	
ucita	pwg-only-head	0	1	0	1	0	0	1	
udAsarpaRa	pwg-only-head	0	1	0	1	0	0	1	
udAvatsara	pwg-only-head	0	1	0	1	0	0	1	
udAyasa	pwg-only-head	0	1	0	1	0	0	1	
udBUtarasasya	pwg-only-head	0	1	0	1	0	0	1	
udDUzaRa	pwg-only-head	0	1	0	1	0	0	1	
udDamaviDamA	pwg-only-head	0	1	0	1	0	0	1	
udDavabrAhmaRa	pwg-only-head	0	1	0	1	0	0	1	
udGAwita	pwg-only-head	0	1	0	3	0	0	3	
udIcyavftta	pwg-only-head	0	1	0	1	0	0	1	
udaYcu	pwg-only-head	0	1	0	1	0	0	1	
udaYjali	pwg-only-head	0	1	0	1	0	0	1	
udagranTi	pwg-only-head	0	1	0	1	0	0	1	
udak	pwg-only-head	0	1	0	1	0	0	1	
udakavindu	pwg-only-head	0	1	0	1	0	0	1	
udakodara	pwg-only-head	0	2	0	2	0	0	2	
udaktAt	pwg-only-head	0	1	0	1	0	0	1	
udantikA	pwg-only-head	0	1	0	1	0	0	1	
udaraMBari	pwg-only-head	0	1	0	1	0	0	1	
udavindu	pwg-only-head	0	1	0	1	0	0	1	
udayiBadra	pwg-only-head	0	1	0	2	0	0	2	
udbAhuka	pwg-only-head	0	1	0	1	0	0	1	
udbAhulaka	pwg-only-head	0	1	0	1	0	0	1	
udboDinI	pwg-only-head	0	1	0	1	0	0	1	
uddAlavant	pwg-only-head	0	1	0	1	0	0	1	
uddIpikA	pwg-only-head	0	1	0	1	0	0	1	
uddeSyaviDeyavoDasTalIyavicAra	pwg-only-head	0	1	0	1	0	0	1	
uddita	pwg-only-head	0	1	0	2	0	0	2	
udgAQa	pwg-only-head	0	2	0	2	0	0	2	
udgAmin	pwg-only-head	0	1	0	1	0	0	1	
udgata	pwg-only-head	0	1	0	3	0	0	3	
udiBi	pwg-only-head	0	1	0	1	0	0	1	
udipi	pwg-only-head	0	1	0	1	0	0	1	
udrAracUqaka	pwg-only-head	0	1	0	1	0	0	1	
udumbaradalA	pwg-only-head	0	1	0	1	0	0	1	
udvAzpa	pwg-only-head	0	2	0	2	0	0	2	
udvepa	pwg-only-head	0	1	0	1	0	0	1	
udvigna	pwg-only-head	0	1	0	1	0	0	1	
udvila	pwg-only-head	0	1	0	1	0	0	1	
udvivarhaRa	pwg-only-head	0	1	0	1	0	0	1	
udyAnapAlaka	pwg-only-head	0	1	0	1	0	0	1	
ugracAriRI	pwg-only-head	0	1	0	1	0	0	1	
uhan	pwg-only-head	0	2	0	3	0	0	3	
ujjUwa	pwg-only-head	0	1	0	1	0	0	1	
ujjihAnA	pwg-only-head	0	1	0	1	0	0	1	
ukTaSasa	pwg-only-head	0	1	0	1	0	0	1	
ukTapatra	pwg-only-head	0	1	0	1	0	0	1	
ukTi	pwg-only-head	0	1	0	1	0	0	1	
ukTyAmahIyava	pwg-only-head	0	1	0	2	0	0	2	
ukzRa	pwg-only-head	0	1	0	1	0	0	1	
ul	pwg-only-head	0	1	0	1	0	0	1	
ulUlu	pwg-only-head	0	1	0	2	0	0	2	
ulUpI	pwg-only-head	0	1	0	1	0	0	1	
ulUpin	pwg-only-head	0	1	0	1	0	0	1	
ulaparAjI	pwg-only-head	0	1	0	1	0	0	1	
ulbaRatA	pwg-only-head	0	2	0	2	0	0	2	
ulkA	pwg-only-head	0	2	0	6	0	0	6	
ullAGatA	pwg-only-head	0	1	0	1	0	0	1	
ullaNGya	pwg-only-head	0	1	0	1	0	0	1	
ullala	pwg-only-head	0	1	0	2	0	0	2	
ulleKA	pwg-only-head	0	1	0	1	0	0	1	
ullopya	pwg-only-head	0	1	0	1	0	0	1	
ulmuzImant	pwg-only-head	0	1	0	1	0	0	1	
ulva	pwg-only-head	0	1	0	1	0	0	1	
umA	pwg-only-head	0	2	0	12	0	0	12	
umAmaheSvaravrata	pwg-only-head	0	1	0	1	0	0	1	
umAtilakatAla	pwg-only-head	0	1	0	1	0	0	1	
undura	pwg-only-head	0	2	0	4	0	0	4	
unduru	pwg-only-head	0	1	0	1	0	0	1	
undurukarRikA	pwg-only-head	0	1	0	1	0	0	1	
unmUlay	pwg-only-head	0	2	0	4	0	0	4	
unmattagaNga	pwg-only-head	0	1	0	1	0	0	1	
unmattaveSa	pwg-only-head	0	1	0	1	0	0	1	
unmuKIkar	pwg-only-head	0	1	0	1	0	0	1	
unmucu	pwg-only-head	0	1	0	1	0	0	1	
unmudrita	pwg-only-head	0	1	0	1	0	0	1	
upADivivfti	pwg-only-head	0	1	0	1	0	0	1	
upAKyA	pwg-only-head	0	1	0	1	0	0	1	
upAKyAnaka	pwg-only-head	0	1	0	1	0	0	1	
upANkya	pwg-only-head	0	1	0	1	0	0	1	
upAlaBya	pwg-only-head	0	2	0	2	0	0	2	
upAntya	pwg-only-head	0	2	0	2	0	0	2	
upAraRa	pwg-only-head	0	1	0	1	0	0	1	
upAsAdita	pwg-only-head	0	1	0	1	0	0	1	
upAstamana	pwg-only-head	0	1	0	1	0	0	1	
upaDABfta	pwg-only-head	0	1	0	1	0	0	1	
upaDUpita	pwg-only-head	0	1	0	3	0	0	3	
upaDmAna	pwg-only-head	0	1	0	1	0	0	1	
upaDvasta	pwg-only-head	0	1	0	1	0	0	1	
upaQOkana	pwg-only-head	0	1	0	1	0	0	1	
upaSAntvana	pwg-only-head	0	1	0	1	0	0	1	
upabADA	pwg-only-head	0	1	0	1	0	0	1	
upabAhyakA	pwg-only-head	0	1	0	1	0	0	1	
upablaya	pwg-only-head	0	1	0	1	0	0	1	
upacitIBU	pwg-only-head	0	1	0	1	0	0	1	
upacita	pwg-only-head	0	1	0	1	0	0	1	
upacittacinta	pwg-only-head	0	1	0	1	0	0	1	
upadIkA	pwg-only-head	0	2	0	4	0	0	4	
upadIkar	pwg-only-head	0	1	0	1	0	0	1	
upadeSAmfta	pwg-only-head	0	1	0	1	0	0	1	
upadeSamAlA	pwg-only-head	0	1	0	1	0	0	1	
upadeSanA	pwg-only-head	0	1	0	1	0	0	1	
upadeSasAhasrI	pwg-only-head	0	1	0	1	0	0	1	
upadfzad	pwg-only-head	0	1	0	1	0	0	1	
upadohana	pwg-only-head	0	1	0	1	0	0	1	
upaguDa	pwg-only-head	0	1	0	1	0	0	1	
upajIkA	pwg-only-head	0	1	0	1	0	0	1	
upajIvA	pwg-only-head	0	1	0	1	0	0	1	
