k1	pw_L	hom	sense_ord	div_n	marker	gloss	witnesses	pw_entry_blocks	pwg_entry_blocks
vizwArabfhatI	105414		1					1	1
vizwArin	105415		1			ausgebreitet		1	1
vizwAruhA	105416		1					1	1
vizwIma	105426		1				av,whitneyind	1	0
vizwImin	105427		1			sich verdichtend		1	2
vizwa	105392		1					3	1
vizwa	105392		2	1	1〉			3	1
vizwa	105392		3	1	2〉		hem.par	3	1
vizwamBa	105399		1					8	7
vizwamBa	105399		6	1	5〉	Verstopfung, Obstruction		8	7
vizwamBana	105401		1					3	3
vizwamBin	105403		1					3	1
vizwamBin	105403		2	1	1〉	stützend	hemadri	3	1
vizwap	105395		1			oberster Theil, Höhe, Oberfläche;; des Himmels		1	1
vizwapa	105396		1					3	2
vizwapa	105396		2	1	1〉	Höcker; im Himmel; Welt	apast,ind.st	3	2
vizwapa	105396		3	1	2〉	Verzweigung, Gabel eines; Zweiges		3	2
vizwapura	105397		1					1	2
vizwarASva	105409		1					1	1
vizwara	105404		1					6	7
vizwara	105404		2	1	1〉			6	7
vizwara	105404		6	1	2〉	Sitz		6	7
vizwaraSrava	105405		1		2〉		hemadri	1	0
vizwaraSravas	105406		1				kad	1	1
vizwarasravas	105407		1					1	0
vizwaruhA	105410		1			Pandanus odoratissimus		1	1
vizwatva	105394		1			das Verbundensein mit	comm.zunyayas	1	0
vizwi	105419	2	2					9	8
vizwi	105419	2	3	1	1〉			9	8
vizwi	105419	2	6	2	c〉	das 7te bewegliche	hemadri,varah.yogay	9	8
vizwi	105419	2	7	2	d〉			9	8
vizwi	105419	2	8	1	2〉			9	8
vizwika	105421		1		1〉		ind.antiq	1	0
vizwikara	105422		1					3	5
vizwikft	105423		1		2〉			1	1
vizwvI	105429		1				rv	1	0
vizwyakarRI	221256		1				maitr.s	1	0
vizyandaka	105579		1					1	1
vizyandana	105580		1					6	1
vizyandana	105580		2	1	1〉	ein best. Backwerk	madanav	6	1
vizyandana	105580		3	1	2〉			6	1
vizyandana	105580		5	2	b〉	das Ueberlaufen	comm.zuapast.sr	6	1
vizyandana	105580		6	2	c〉	das Zerfliessenmachen, Auflösen	caraka	6	1
vizyandin	105581		1			tropfbar flüssig		1	1
vlI	109182		2					9	10
vlI	109182		3			in sich zusammensinken, zusammenknicken	maitr.s	9	10
vlI	109182		4					9	10
vlI	109182		5			umstülpen	apast.sr	9	10
vlI	109182		6			zusammendrücken, erdrücken	apast.sr	9	10
vlI	109182		8			zusammenfallen; in sich zusammengesunken		9	10
vlI	221391		9			welk zusammenfallen	maitr.s	9	10
vlekz	109183		1					1	1
vlezka	109184		1			mit einer Schlinge erwürgt	maitr.s	1	0
voQa	108184		1					3	1
voQa	108184		2	1	1〉			3	1
voQa	108184		3	1	2〉			3	1
voQar	108185		2	1	1〉	fahrend, führend, ziehend; Führer; Wagenpferd,; Stier	hemadri	11	6
voQar	108185		3	1	2〉	Zugpferd		11	6
voQar	108185		4	1	3〉	Zugochs, Stier	rajan	11	6
voQar	108185		5	1	4〉	eine best. auf dem; wachsende Pflanze	rajan	11	6
voQar	108185		6	1	5〉	Wagenlenker		11	6
voQar	108185		7	1	6〉	bringend, zuführend		11	6
voQar	108185		8	1	7〉	Darbringer		11	6
voQar	108185		11	1	10〉			11	6
voQave	108186		1				maitr.s,rv	1	0
voQavya	108187		1					7	5
voQavya	108187		2	1	1〉			7	5
voQavya	108187		7	1	2〉	zu ziehen		7	5
voQu	108188		1				ind.st	1	2
voRwa	108189		1					1	1
voda	108190		1					1	1
vodra	108192		1					1	1
vokkARa	108180		1					2	2
vokkARa	221340		2				divyavad	2	2
volaka	108204		1					3	3
vollAsaka	108205		1					1	1
vopAlita	108195		1					1	1
vopadeva	108194		1					3	1
vopadeva	108194		2	1	1〉			3	1
vopadeva	108194		3	1	2〉		ind.st	3	1
vopula	108196		1				ind.st	1	0
voqa	108182		1					1	1
voqra	108183		1					5	4
voqra	108183		2	1	1〉			5	4
vorawa	108198		1			Jasminum multiflorum; Jasminum pubescens		1	1
vrAD	109143		1			reizen, anspornen		1	1
vrARa	109122		1		7〉			1	0
vrAcawa	109116		1					1	0
vrAja	109117		1					3	2
vrAja	109117		2	1	1〉	Haufe; in Haufen		3	2
vrAja	109117		3	1	2〉	Haushahn		3	2
vrAjabAhu	109119		1			ausgestreckte Arme		1	1
vrAjin	109121		1					1	0
vrAtaBfta	109127		1			an; gerichtet	apast.sr	1	0
vrAtamaya	109128		1			aus einer Menge von — bestehend	bhag.p	1	0
vrAtapatIya	109126		1				comm.zukaty.sr	1	0
vrAtapata	109124		1			zu; in Beziehung stehend, an ihn gerichtet	apast.sr,burnellt,vasistha	1	1
vrAtasAha	109129		1			Schaaren besiegend; in Schaaren siegend	padapatha	1	1
vrAtya	109133	2	2					7	7
vrAtya	109133	2	4	1	2〉			7	7
vrAtya	109133	2	5	2	a〉			7	7
vrAtya	109134	3	7		1〉		av	7	7
vrAtyaBAva	109140		1					1	0
vrAtyaDana	109138		1			die Habe eines	laty	1	0
vrAtyabruva	109139		1		1〉	sich; nennend		1	1
vrAtyacaraRa	109136		1			ein umherschweifendes Leben		1	0
vrAtyagaRa	109135		1			eine herumschweifende Bande		1	0
vrAtyastoma	109142		1			gewisser	gaut,vaitan,vasistha	1	1
vrAtyatA	109137		1		1〉		chr	1	2
vrAtyayajYa	109141		1			ein best. Opfer	comm.zutandyabr	1	0
vrEhika	109178		1			mit Reis bestanden	gal	1	0
vrI	109145		1					2	1
vrI	109145		2					2	1
vrIhiSrezWa	109169		1			Reis		1	1
vrIhidrORika	109156		1			auf einen; Reis bezüglich, darüber handelnd		1	0
vrIhidroRa	109155		1			ein; Reis		1	1
vrIhika	109153		1					1	1
vrIhila	109167		1					1	1
vrIhimant	109161		1					3	1
vrIhimant	109161		3	1	2〉	mit Reis besetzt	comm.zusis	3	1
vrIhimata	109160		1					1	2
vrIhin	109157		1			mit Reis besetzt	sis	1	1
vrIhiparRI	109158		1			Desmodium gangeticum		1	1
vrIhirAjaka	109165		1					1	1
vrIhirAjika	109166		1					1	0
vrIhivelA	109168		1			die Zeit der Reisernte		1	1
vrIhiyava	109164		1			Reis und Gerste		2	0
vrIhiyava	222613		2				sat.br	2	0
vrIq	109146		1					3	3
vrIq	109146		2	1	1〉	verlegen, beschämt		3	3
vrIq	109146		3	1	2〉			3	3
vrIqAdAna	109149		1			eine aus Verlegenheit gereichte Gabe	hemadri	1	0
vrIqa	109147		1			Verlegenheit, Scham	sis	1	2
vrIqana	109148		1					3	3
vrIqana	109148		3	1	2〉	Verlegenheit, Scham		3	3
vrIqita	221390		1		1〉	Scham, Verlegenheit	kir	1	0
vrIs	109151		1					1	0
vrUz	109175		1					1	1
vra	108971		1					3	3
vra	108971		2	1	1〉			3	3
vraQiman	109004		1					1	1
vraRAri	109028		1					3	3
vraRAri	109028		2	1	1〉	Agati grandiflora		3	3
vraRAsrAva	109029		1			Ausfluss aus Wunden oder offenen Geschwüren		1	0
vraRIya	109032		1					1	1
vraRa	109006		1					3	4
vraRa	109006		2	1	1〉	Wunde, offener Schaden am Leibe		3	4
vraRaBft	209400		1			verwundet	sis	2	0
vraRaBft	221386		2					2	0
vraRaSozin	109023		1			an Wunden —, an Geschwüren abzehrend		1	0
vraRacikitsA	109011		1				opp.cat	1	0
vraRacintaka	109012		1			Chirurg	caraka	1	0
vraRadviz	109016		1			{{Clerodendrum siphonantus->Clerodendrum siphonanthus||20241207|Jim Funderburk, Thomas Malten|https://github.com/sanskrit-lexicon/PWK/issues/111|}}		1	1
vraRagranTi	109010		1			Narbe	mahavirac	1	0
vraRaha	109025		1					4	3
vraRaha	109025		3	1	2〉	Ricinus communis		4	3
vraRaha	109025		4	1	3〉	Cocculus cordifolius		4	3
vraRahft	109026		1					3	2
vraRajitA	109013		1			{{Schoenandthus indicus->Schoenanthus indicus||20241207|Jim Funderburk, Thomas Malten|https://github.com/sanskrit-lexicon/PWK/issues/111|}}		1	1
vraRakft	109008		1					3	2
vraRakft	109008		2	1	1〉			3	2
vraRakft	109008		3	1	2〉	Semecarpus anacardium		3	2
vraRamaya	109018		1					1	0
vraRana	109014		1			das Durchbohren, Durchlöchern	balar	1	0
vraRasaMrohaRa	109024		1			das Vernarben —, Heilen einer Wunde		1	0
vraRatA	109015		1				susr	1	0
vraRavastu	109021		1			Sitz —, Ort einer Wunde	susr	1	0
vraRaviropaRa	109022		1					3	0
vraRaviropaRa	109022		2	1	1〉	Wunden vernarben machend, — heilend	sak	3	0
vraRaviropaRa	109022		3	1	2〉	das Heilenmachen einer Wunde	dasak	3	0
vraRay	109019		2			von Wunden geheilt		2	2
vraRayukta	221387		1			verwundet	r.ed.bomb	1	0
vraSc	109111	1	6			ausroden	comm.zuapast.sr	12	15
vraSc	221389	1	12				darila,kaus	12	15
vraScana	109113		1					6	6
vraScana	109113		3	1	2〉			6	6
vraj	108973		1					64	49
vraj	108973		2	1	1〉	schreiten, gehen, wandern; zu Fusse; in Schuhen; laufen; sich bewegen; gehen; zurücklegen, hingehen zu; nach; gelangen zu; seine Zuflucht nehmen zu; sich zu Jmd	chr	64	49
vraj	108973		4	1	3〉	auf einen Feind losgehen,		64	49
vraj	108973		5	1	4〉	fortgehen, — von; aus dem Lande, davongehen; verstreichen		64	49
vraj	108973		7	1	6〉	gelangen zu,; theilhaftig werden;; gerathen, sich hingeben		64	49
vraj	108973		9			treiben	ait.ar,comm.zuait.ar.s,tandyabr	64	49
vraj	108973		10					64	49
vraj	108973		11					64	49
vraj	108973		12	1	1〉	vorüberschreiten; vorüberfliegen	vaitan	64	49
vraj	108973		13	1	2〉	durchstreichen, durchwandern, passiren		64	49
vraj	108973		14	1	3〉	hinübergelangen; über		64	49
vraj	108973		15					64	49
vraj	108973		16	1	1〉	vorüber schreiten	apast	64	49
vraj	108973		18					64	49
vraj	108973		22	1	4〉	eingehen in		64	49
vraj	108973		23	1	5〉	sich begeben		64	49
vraj	108973		26					64	49
vraj	108973		27	1	1〉	hingehen, — zu, sich begeben zu	vaitan	64	49
vraj	108973		28	1	2〉	durchlaufen		64	49
vraj	108973		29					64	49
vraj	108973		35			zurückgehen, — kehren;		64	49
vraj	108973		39					64	49
vraj	108973		44					64	49
vraj	108973		45	1	1〉	herumschreiten, umherwandern		64	49
vraj	108973		46	1	2〉	umwandeln,		64	49
vraj	108973		47	1	3〉	als obdachloser Bettler umherwandern, das Wanderleben eines Asketen beginnen;; Mönch werden	hem.par	64	49
vraj	108973		48			Jmd veranlassen Mönch werden	hem.par	64	49
vraj	108973		49					64	49
vraj	108973		50	1	1〉	vorwärts schreiten, weitergehen, fortgehen; von; wandern, sich auf den Weg machen, — nach oder in; abziehen; fortgegangen; davongelaufen; ausgewandert, fortgezo	baudh,chr	64	49
vraj	108973		51	1	2〉	das Haus verlassen um als Asket zu wandern; Mönch werden; der das Haus verlassen hat um als Asket zu leben	apast,chr,gaut,hem.par	64	49
vraj	108973		52					64	49
vraj	108973		54	1	2〉	Jmd veranlassen als Asket zu wandern, — Mönch zu werden	hem.par	64	49
vraj	108973		55	1	3〉		mbh	64	49
vraj	108973		58			auseinandergehen, fortgehen von	apast	64	49
vraj	108973		61			hinterher gehen, folgen, folgen;		64	49
vraj	221385		63		2〉		divyavad	64	49
vraj	221385		64			nach einem Andern das häusliche Leben aufgeben um ein asketisches zu beginnen	divyavad,jatakam	64	49
vrajANgana	108995		1					3	0
vrajANgana	108995		2	1	1〉	der Hofraum einer Hirtenstation	pancar	3	0
vrajANgana	108995		3	1	2〉	Hirtin, Hirtenmächen	vasav	3	0
vraja	108974		1					8	7
vraja	108974		3	1	2〉			8	7
vraja	108974		4	2	a〉			8	7
vraja	108974		6	2	c〉	Wolke		8	7
vraja	108974		8	2	e〉			8	7
vrajaBU	108982		1			eine; Art		1	1
vrajaBaktivilAsa	108980		1					1	1
vrajakzit	108977		1			im; Stall; in der Wolke bleibend		1	1
vrajalAla	108988		1					1	1
vrajamaRqala	108983		1		2〉			1	1
vrajana	108978		1					5	5
vrajana	108978		2	1	1〉			5	5
vrajana	108978		3	2	a〉	das Wandern, Hingehen		5	5
vrajana	108978		5	1	2〉			5	5
vrajarAjadIkzita	108986		1					1	1
vrajavilAsa	108992		1					1	1
vrajoparoDam	108999		1			in der Hürde —, im Stall einschliessend	p	1	0
vrajyA	109002		1					6	5
vrajyA	109002		2	1	1〉	Gang, Bewegung	comm.zunyayam	6	5
vrajyA	109002		6	1	5〉			6	5
vrakzas	108972		1			Brust	verz.d.oxf.h	1	0
vratASa	109094		1				mbh,nilak	1	0
vratAdAnIya	109090		1			zur Uebernahme eines religiösen Gelübdes gehörig	kaus	1	0
vratAdAna	109089		1			Uebernahme eines religiösen Gelübdes, das Mönchwerden	h,halay,hem.par	1	0
vratAdeSana	109092		1			Auflegung —, Uebernahme eines Gelübdes; Uebernahme und Beendigung eines G.	chr,par.grhy,sankh.grhy	1	1
vratArka	109093		1					1	1
vrata	109034	1	1					19	18
vrata	109034	1	2	1	1〉	Wille, Gebot, Satzung, Gesetz, vorgeschriebene Ordnung		19	18
vrata	109034	1	5	1	4〉	Ordnung,; geordnete Reihe, Reich		19	18
vrata	109034	1	6	1	5〉	Beruf, Art; gewohnte Thätigkeit, Thun, Treiben, Gewohnheit, Weise, Verhalten, Lebensweise; ein reines Gewissen		19	18
vrata	109034	1	7	1	6〉	religiöse Pflicht, Gottesdienst; Pflicht; gegen		19	18
vrata	109034	1	12	1	11〉	Nahrung, Speise	vasistha	19	18
vrata	109034	1	14	1	13〉		ars.br	19	18
vrata	109034	1	15					19	18
vrata	109034	1	16	1	1〉	der das Gelübde die; zu studiren auf sich genommen hat	grhyas	19	18
vrata	109034	1	17	1	2〉			19	18
vrata	109034	1	18	2	a〉		apast.sr,av	19	18
vrata	109034	1	19	2	b〉			19	18
vrataBaNga	109059		1			das Brechen eines Gelübdes	verz.d.oxf.h	1	0
vrataBakzaRa	109058		1			das Geniessen der; Milch	comm.zukaty.sr	1	0
vrataBft	109060		1			die Ordnung —, die heilige Handlung; tragend		1	1
vrataDAraRa	109047		1			das Erfüllen einer religiösen Observanz, — der Pflichten, — gegen		1	1
vrataDArin	109048		1			eine religiöse Observanz; erfüllend	gaudap.zusamkhyak	1	0
vrataDara	109046		1					1	2
vratadAna	109043		1					3	1
vratadAna	109043		3	1	2〉	eine Schenkung in Folge eines Gelübdes	agnip	3	1
vratagrahaRa	109037		1			Uebernahme eines religiösen Gelübdes, das Mönchwerden	hem.par,pancat	1	0
vratahAni	109087		1			Verletzung der Observanz, — der Gelübde	sankh.grhy	1	0
vrataka	109035		1		7〉			1	1
vratakalpa	109036		1				opp.cat	1	0
vratalopa	109068		1			Verletzung einer Observanz, — eines Gelübdes	vaitan,yajn	1	0
vratalopana	109069		1				m,yajn	1	0
vratamAlA	109061		1					1	1
vratamImAMsA	109063		1			Abwägung der Observanzen	sat.br	1	0
vratamiSra	109062		1			mit; Milch gemischt	katy.sr	1	0
vratanI	109049		1			botmässig oder die; Milch führend		1	2
vratapAraRa	109054		1			das Beschliessen des Gelübdes der Fasten, Fastenbrechen, der erste Genuss von Speise nach vorangegangenen Fasten		1	1
vratapakza	109050		1				ars.br	1	1
vratapradAna	109057		1					3	3
vrataprakASa	109055		1					1	1
vratarAja	109066		1					1	1
vrataruci	109067		1			Gefallen an Gelübden; findend, religiös	chr	1	0
vratasaMpAdana	109081		1			Erfüllung einer religiösen Obliegenheit, — eines Gelübdes	vikramankac	1	0
vratasaMpAta	109080		1				opp.cat	1	0
vratasamApana	109079		1			eine Observanz beschliessend	kaus	1	0
vratasamAyana	221388		1			der Ceremonie	bloomfield,dasak	1	0
vratasnAna	109086		1			das Absolviren der Gelübde		1	1
vratasnAta	109084		1			der die Gelübde; nicht aber den; absolvirt hat		1	1
vratatattva	109040		1					1	1
vratati	109041		1					3	3
vratavallI	109072		1				burnellt,opp.cat	1	0
vratavant	109071		1					4	4
vratavat	109070		1			wie bei der; Milch	katy.sr	1	0
vratavisarga	109073		1					1	0
vratavisarjanIyopayoga	109075		1			zum Schluss einer Observanz gehörig	sat.br	1	0
vratavisarjana	109074		1			eine Observanz beschliessend	kaus,vaitan	1	0
vratay	109064		1					5	2
vratay	109064		2	1	1〉	die (heisse); Milch geniessen		5	2
vratay	109064		3	1	2〉	nach vorangegangenem Fasten geniessen	comm.zuait.ar,tandyabr	5	2
vratay	109064		4	1	3〉	vermeiden		5	2
vratayitavya	109065		1			zu geniessen; Milch	comm.zuts	1	0
vrateyu	109097		1					1	1
vratin	109096		1					4	4
vratin	109096		3	1	2〉			4	4
vratin	109096		4	1	3〉	Nonne	hem.par	4	4
vratodyApana	109099		1				burnellt,opp.cat	1	0
vratopAyanIya	109104		1			zum; gehörig	comm.zuapast.sr	1	0
vratopaha	109102		1					1	1
vratopanayana	109100		1			das Einführen in eines Observanz		1	1
vratopasad	109101		1			die; Milch und die Feier	sat.br	1	0
vratopoha	109105		1				ars.br	1	0
vratya	109107	2	2					4	3
vratya	109107	2	4	1	2〉	Fastenspeise	katy.sr	4	3
vrazwavya	109114		1					1	1
vreSI	109176		1			des Wassers		1	1
vruq	109174		1					3	2
vruq	109174		3	1	2〉	verirrt		3	2
vyA	108532	1	1					37	34
vyA	108532	1	2	1	1〉	einhüllend umlegen, verhüllen; sich bergen, sich hüllen in; verborgen	rv	37	34
vyA	108532	1	3	1	2〉	gehüllt in; umgürtet mit		37	34
vyA	108532	1	4					37	34
vyA	108532	1	5					37	34
vyA	108532	1	6			umwunden mit	mbh	37	34
vyA	108532	1	7					37	34
vyA	108532	1	12			abziehen, abdecken	mbh	37	34
vyA	108532	1	13					37	34
vyA	108532	1	14	1	1〉	umhüllen		37	34
vyA	108532	1	15	1	2〉	sich bergen in		37	34
vyA	108532	1	16				mbh	37	34
vyA	108532	1	18			umhängen, umnehmen; die heilige Schnur um den Hals tragend		37	34
vyA	108532	1	20			verhüllt; ganz leise	ebend,gop.br,vaitan	37	34
vyA	108532	1	21					37	34
vyA	108532	1	22	1	1〉	zusammenwickeln		37	34
vyA	108532	1	24	1	3〉	anziehen,	bhag.p	37	34
vyA	108532	1	25	1	4〉	sich hüllen in; sich verhüllen		37	34
vyA	108532	1	27	1	6〉			37	34
vyA	108532	1	29	2	b〉	verhüllt,; verschwunden		37	34
vyA	108532	1	31	2	d〉	wozu man ein Auge zudrückt, stillschweigend gestattet von		37	34
vyA	108532	1	32			gehüllt worden in	hem.par	37	34
vyA	108532	1	33			gehüllt in	av,par.grhy	37	34
vyA	108532	1	35			gehüllt in	av	37	34
vyA	108534	3	37				mbh	37	34
vyABAzaRa	221378		1			Art und Weise zu reden	r.ed.bomb	1	0
vyABAzaka	108717		1					1	1
vyABAzita	108718		1					2	0
vyABAzita	221379		2				ebend	2	0
vyADa	108658		1					3	4
vyADa	108658		2	1	1〉	Jäger; eine best. Mischlingskaste		3	4
vyADagIti	108660		1			die Lockstimme des Jägers	kad	1	0
vyADaka	108659		1			Jäger		1	1
vyADatA	108661		1			das Jägersein, Jagdleben	visnus	1	0
vyADi	108664		1					3	4
vyADi	108664		2	1	1〉	Krankheit; eine Plage; Krankheit		3	4
vyADi	108664		3	1	2〉	Costus speciosus; Costus arabicus	rajan	3	4
vyADiGAta	108665		1					3	1
vyADiGAta	108665		2	1	1〉	Cathartocarpus fistula	bhavapr	3	1
vyADiGAta	108665		3	1	2〉	Calamus rotang	rajan	3	1
vyADila	108670		1					1	1
vyADiripu	108669		1					3	1
vyADiripu	108669		2	1	1〉	Webera corymbosa		3	1
vyADiripu	108669		3	1	2〉	Pterospermum acerifolium	rajan	3	1
vyADisTAna	108676		1			der Körper		1	1
vyADisaMGavimardana	108672		1					1	1
vyADisamuddeSIya	108673		1			die Lehre von den Krankheiten betreffend	susr	1	0
vyADisidDAYjana	108674		1				opp.cat	1	0
vyADisinDu	108675		1				hasy	1	0
vyADivarDaka	108671		1				kautukar	1	0
vyAGAraRa	108579		1					3	1
vyAGAraRa	108579		3	1	2〉	die Sprüche, welche die Besprengung begleiten	apast.sr	3	1
vyAGAta	108577		1					8	6
vyAGAta	108577		3	1	2〉	Niederlage	sis	8	6
vyAGAta	108577		6	1	5〉	Widerspruch	comm.zusis,kap	8	6
vyAGAtima	108578		1			freiwilliges Verhungern nach einer tödtlichen Verletzung	silanka	1	0
vyAGawwanA	108576		1			Reibung	sis	1	0
vyAGmAtaka	221374		1			ein aufgeschwollener Leichnam	mahavy	1	0
vyAGrAdanI	108623		1			Ipomoea turpethum		1	1
vyAGrAjina	108620		1					1	1
vyAGrAkza	108619		1					5	1
vyAGrAkza	108619		3	1	2〉			5	1
vyAGrAkza	108619		4	2	a〉			5	1
vyAGrAkza	108619		5	2	b〉			5	1
vyAGra	108581		1					11	8
vyAGra	108581		2	1	1〉	Tiger; ein Tiger unter; ein ganz ausgezeichneter		11	8
vyAGra	108581		3	1	2〉	Pongamia glabra		11	8
vyAGra	108581		5	2	b〉			11	8
vyAGra	108581		6	3			vp	11	8
vyAGra	108581		7	3				11	8
vyAGra	108581		8	1	3〉			11	8
vyAGra	108581		10	2	b〉	{{Solanum jacquini->Solanum jacquinii||20241207|Jim Funderburk, Thomas Malten|https://github.com/sanskrit-lexicon/PWK/issues/111|}}	bhavapr,rajan	11	8
vyAGra	108581		11	2	c〉			11	8
vyAGraBUti	108608		1					1	1
vyAGraBawa	108607		1					3	1
vyAGraBawa	108607		2	1	1〉			3	1
vyAGraSveta	108616		1				vp	1	0
vyAGrabala	108606		1					3	1
vyAGrabala	108606		2	1	1〉			3	1
vyAGrabala	108606		3	1	2〉		ind.st	3	1
vyAGracarmaya	108587		1				mbh	1	0
vyAGradaMzwra	108591		1			Tribulus lanuginosus		1	1
vyAGradala	108593		1			Ricinus communis		1	2
vyAGradatta	108592		1					1	1
vyAGragiri	108584		1			Berges	ind.st	1	0
vyAGragrIva	108585		1					1	1
vyAGraka	108582		1					1	1
vyAGraketu	108583		1				harsac	2	1
vyAGraketu	221373		2				mbh	2	1
vyAGramArin	108609		1				b.a.j	1	0
vyAGramuKa	108610		1					4	4
vyAGramuKa	108610		2	1	1〉			4	4
vyAGramuKa	108610		3	1	2〉			4	4
vyAGramuKa	108610		4	1	3〉			4	4
vyAGranaKa	108594		1					5	4
vyAGranaKa	108594		5	1	4〉	{{Tithymalus antiquorum->Tithymalus antiquorus||20241207|Jim Funderburk, Thomas Malten|https://github.com/sanskrit-lexicon/PWK/issues/111|}}		5	4
vyAGranaKaka	108595		1		1〉			1	1
vyAGrapAda	108601		1					4	4
vyAGrapAda	108601		3	1	2〉	Asteracantha longifolia	rajan	4	4
vyAGrapAda	108601		4	1	3〉			4	4
vyAGrapad	108597		1					5	4
vyAGrapad	108597		2	1	1〉	Tigerfüsse habend	l.k	5	4
vyAGrapad	108597		3	1	2〉			5	4
vyAGrapad	108597		4	2	a〉	Flacourtia cataphracta		5	4
vyAGrapad	108597		5	2	b〉			5	4
vyAGrapadya	108599		1					1	1
vyAGraparAkrama	108600		1					1	1
vyAGrapucCa	108602		1			Ricinus communis	bhavapr	1	1
vyAGrapuzpi	108604		1					1	1
vyAGrasena	108617		1					1	1
vyAGrasevaka	108618		1			Schakal	ind.antiq,rajan	1	0
vyAGravaktra	108614		1					4	3
vyAGravaktra	108614		3	1	2〉			4	3
vyAGravaktra	108614		4	1	3〉			4	3
vyAGreSvara	108625		1					1	1
vyAGriRI	108624		1					1	2
vyAGuwana	108580		1			das Zurückkehren	hem.par	1	0
vyAKyAna	108567		1					8	9
vyAKyAna	108567		2	1	1〉			8	9
vyAKyAna	108567		4	2	b〉	erinnernd an; ähnlich	pat.zup	8	9
vyAKyAna	108567		5	1	2〉			8	9
vyAKyAnaprakriyA	108568		1				buhlerrep.no	1	0
vyAKyAnaratnAvalI	108570		1				burnellt	1	0
vyAKyAnay	108569		1			mittheilen, berichten, erzählen	chr	1	1
vyAKyAparimala	108572		1				burnellt	1	1
vyAKyAsTAna	108573		1			Schule, Hörsaal	vikramankac	1	0
vyANgi	108627		1					1	1
vyAbADa	221377		1			Krankheit	divyavad	1	0
vyAdAyasvApin	108651		1			mit offenem Maule schlafend	suparn	1	0
vyAdIrRAsya	108655		1					3	0
vyAdIrRAsya	108655		2	1	1〉	einen aufgerissenen Rachen habend		3	0
vyAdIrRAsya	108655		3	1	2〉	Löwe		3	0
vyAdIrRI	108656		1			aufreissen	bham.v	1	0
vyAdeSa	108657		1					3	1
vyAdeSa	108657		2	1	1〉	Andeutung,; Ansatz zu	nilak.zumbh,nir	3	1
vyAdeSa	108657		3	1	2〉	eine Anweisung —, Vorschrift im Einzelnen, specielle Anweisung	jaim	3	1
vyAdita	108652		1					1	0
vyAhAra	108839		1					4	4
vyAhAra	108839		2	1	1〉	Aeusserung, Gespräch, Unterhaltung, das Sprechen, — über		4	4
vyAhArin	108841		1					4	4
vyAhArin	108841		3	1	2〉	singend		4	4
vyAhAva	108842		1			der Ruf	apast.sr	1	0
vyAhAvam	108843		1			durch den eingeschobenen; trennend	ait.br,asv.sr	1	0
vyAhatatva	108833		1			das im Widerspruch Stehen	kavyapr,sah.d	1	0
vyAhfta	209398		1		1〉	das Sprechen, Reden, Rede; die unarticulirte thierische Sprache, Gesang		2	0
vyAhfta	221381		2					2	0
vyAhfti	108845		1					4	3
vyAhfti	108845		4	1	3〉		ars.br,laty	4	3
vyAhita	108844		1					1	1
vyAhruti	108846		1		3〉			1	1
vyAja	108629		1			Betrug, Betrügerei, Hinterlist; Täuschung, falscher Schein, Vorwand; durch —, mit —, auf hinterlistige Weise; mit Hinterlist, zum Scheine, dem Scheine nach; was	sis	1	6
