anchor_key_slp1	anchor_iast	dcs_lemma_id	dcs_lemma_iast	evidence_count	pre_classification	rationale	axis	n_diff	first_diff_pos	word_len
samprItimat	samprītimat	209435	saṃprītimat	1	likely-spurious	Single mid-word other difference (position 2 of 11) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	11
sampraDAna	sampradhāna	204880	saṃpradhana	1	likely-spurious	2 differing positions (other+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	other+vowel-length	2	2	10
sampraDAv	sampradhāv	170851	saṃpradhāv	5	likely-spurious	Single mid-word other difference (position 2 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	9
sampraDAv	sampradhāv	225728	saṃpradhāv	2	likely-spurious	Single mid-word other difference (position 2 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	9
sampraDfz	sampradhṛṣ	201681	saṃpradhṛṣ	1	likely-spurious	Single mid-word other difference (position 2 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	9
sampraRaS	sampraṇaś	198916	saṃpraṇaś	4	likely-spurious	Single mid-word other difference (position 2 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	9
sampracyu	sampracyu	224227	saṃpracyu	2	likely-spurious	Single mid-word other difference (position 2 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	9
sampradIp	sampradīp	200102	saṃpradīp	27	likely-spurious	Single mid-word other difference (position 2 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	9
sampragF	sampragṝ	222270	saṃpragṛ	1	likely-spurious	2 differing positions (other+vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	other+vowel-length	2	2	8
samprakAS	samprakāś	165451	samprakās	16	likely-spurious	Single mid-word sibilant difference (position 8 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	8	9
samprakf	samprakṛ	214597	saṃprakṛ	12	likely-spurious	Single mid-word other difference (position 2 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	8
sampramfd	sampramṛd	211549	saṃpramṛd	3	likely-spurious	Single mid-word other difference (position 2 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	9
sampratap	sampratap	202401	saṃpratap	1	likely-spurious	Single mid-word other difference (position 2 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	9
sampratibuD	sampratibudh	172364	saṃpratibudh	1	likely-spurious	Single mid-word other difference (position 2 of 11) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	11
sampratipattimat	sampratipattimat	214531	saṃpratipattimat	2	likely-spurious	Single mid-word other difference (position 2 of 16) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	16
sampravf	sampravṛ	224142	saṃpravṛ	5	likely-spurious	Single mid-word other difference (position 2 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	8
sampsA	sampsā	222586	saṃpsā	1	likely-spurious	Single mid-word other difference (position 2 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	6
sampuwIkf	sampuṭīkṛ	169990	saṃpuṭīkṛ	10	likely-spurious	Single mid-word other difference (position 2 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	9
samrAja	samrāja	223495	saṃrāja	1	likely-spurious	Single mid-word other difference (position 2 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	2	7
samudBava	samudbhava	175626	samudbhavā	1	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
samudralavaRa	samudralavaṇa	207404	sāmudralavaṇa	4	likely-spurious	Single mid-word vowel-length difference (position 1 of 13) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	13
samupagama	samupagama	172983	samupāgama	1	likely-spurious	Single mid-word vowel-length difference (position 5 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	5	10
samupaspfS	samupaspṛś	165384	samupaspṛs	16	likely-spurious	Single mid-word sibilant difference (position 9 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	9	10
samupayuj	samupayuj	199112	samupāyuj	1	likely-spurious	Single mid-word vowel-length difference (position 5 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	5	9
samuttAraRa	samuttāraṇa	174396	samuttaraṇa	1	likely-spurious	Single mid-word vowel-length difference (position 6 of 11) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	6	11
samuttF	samuttṝ	165290	samuttṛ	27	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	7
sandI	sandī	203643	ṣaṇḍī	1	likely-spurious	3 differing positions (nasal+other+sibilant) -- multiple diacritic axes differ, consistent with two distinct lexemes.	nasal+other+sibilant	3	0	5
sapAtra	sapātra	216399	sapatra	1	likely-spurious	Single mid-word vowel-length difference (position 3 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	3	7
sapatnIka	sapatnīka	218300	sāpatnika	1	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	1	9
sapiRqIkaraRa	sapiṇḍīkaraṇa	208498	sapiṇdīkaraṇa	1	likely-spurious	Single mid-word other difference (position 5 of 13) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	other	1	5	13
saprasAda	saprasāda	199451	saprāsāda	1	likely-spurious	Single mid-word vowel-length difference (position 4 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	4	9
saptAhvA	saptāhvā	168901	saptāhva	11	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 7) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	7	8
saptaparRa	saptaparṇa	202773	sāptaparṇa	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	10
saptapattra	saptapattra	205026	saptapattrā	3	worth-a-closer-look	Single word-final vowel-length difference on a 11-char word (position 10) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	10	11
saraBaka	sarabhaka	225772	śarabhaka	1	likely-spurious	Single mid-word sibilant difference (position 0 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	0	8
saraNgaka	saraṅgaka	174577	sāraṅgaka	2	likely-spurious	Single mid-word vowel-length difference (position 1 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	9
sarjikA	sarjikā	205830	sarjīka	1	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	4	7
sarpAy	sarpāy	166947	sarpay	4	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	6
sarvANgasundara	sarvāṅgasundara	173010	sarvāṅgasundarā	1	worth-a-closer-look	Single word-final vowel-length difference on a 15-char word (position 14) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	14	15
sarvANgika	sarvāṅgika	212549	sārvāṅgika	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	10
sarvaBakzya	sarvabhakṣya	167478	sarvabhakṣyā	1	worth-a-closer-look	Single word-final vowel-length difference on a 11-char word (position 10) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	10	11
sarvaDarmApravfttinirdeSa	sarvadharmāpravṛttinirdeśa	220486	sarvadharmapravṛttinirdeśa	1	likely-spurious	Single mid-word vowel-length difference (position 9 of 25) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	9	25
sarvaganDika	sarvagandhika	203592	sārvagandhika	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 12) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	12
sarvaguRa	sarvaguṇa	166845	sārvaguṇa	2	likely-spurious	Single mid-word vowel-length difference (position 1 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	9
sarvavinda	sarvavinda	213103	sārvavinda	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	10
sastara	sastara	176862	sāstara	2	likely-spurious	Single mid-word vowel-length difference (position 1 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	7
sasura	sasura	172152	sāsura	3	likely-spurious	Single mid-word vowel-length difference (position 1 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	6
sasyasaMvaraRa	sasyasaṃvaraṇa	166313	śasyasaṃvaraṇa	2	likely-spurious	Single mid-word sibilant difference (position 0 of 14) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	0	14
sattattva	sattattva	218042	ṣaṭtattva	2	likely-spurious	2 differing positions (other+sibilant) -- multiple diacritic axes differ, consistent with two distinct lexemes.	other+sibilant	2	0	9
satyaDana	satyadhana	209709	satyadhanā	1	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
satyanAma	satyanāma	172071	satyanāmā	3	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
satyapa	satyapa	215292	satyāpa	1	likely-spurious	Single mid-word vowel-length difference (position 4 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	4	7
satyasena	satyasena	200474	satyasenā	1	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
satyavrata	satyavrata	200473	satyavratā	4	worth-a-closer-look	Single word-final vowel-length difference on a 10-char word (position 9) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	9	10
saviDI	savidhī	173182	savidhi	2	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
savitara	savitara	176438	savītara	1	likely-spurious	Single mid-word vowel-length difference (position 3 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	3	8
secana	secana	209372	secanā	1	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
segava	segava	214540	segavā	1	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
senAnI	senānī	222283	senāni	5	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
