attested_form	form_key	dcs_lemma	dcs_upos	target_locus	evidence_count	tense_caveat
śmaśrau	śmaśrau	śmaśru	NOUN	dcs:493084	2	0
śmaśrukarmāṇaḥ	śmaśrukarmāna	śmaśrukarman	NOUN	dcs:442311	2	0
śnyaptre	śnyaptre	śnaptra	NOUN	dcs:670955	2	0
śociṣas	śociṣas	śocis	NOUN	dcs:599199	2	0
śociṣmāṁ	śociṣmām	śociṣmat	ADJ	dcs:595897_1	2	0
śophāni	śophāni	śopha	NOUN	dcs:10932	2	0
śramayuvaḥ	śramayuva	śramayu	ADJ	dcs:593338	2	0
śramāsaḥ	śramāsa	śrama	NOUN	dcs:601001	2	0
śromatebhiḥ	śromatebhi	śromata	NOUN	dcs:600944	2	0
śrīdhāmn	śrīdhāmn	śrīdhāman	NOUN	dcs:339674	2	0
śrīdāma	śrīdāma	śrīdāman	NOUN	dcs:763864	2	0
śrīkāṇi	śrīkāni	śrīka	ADJ	dcs:344294	2	0
śrīparṇinām	śrīparninām	śrīparṇī	NOUN	dcs:751432	2	0
śubhrāsaḥ	śubhrāsa	śubhra	ADJ	dcs:596537	2	0
śuddhadantīṣu	śuddhadantīṣu	śuddhadat	ADJ	dcs:674389	2	0
śuddhitaḥ	śuddhita	śuddhi	NOUN	dcs:532272	2	0
śuddhiyoḥ	śuddhiyo	śuddhi	NOUN	dcs:355288	2	0
śuśrūṣaiḥ	śuśrūṣai	śuśrūṣā	NOUN	dcs:204526	2	0
śuśrūṣikā	śuśrūṣikā	śuśrūṣaka	ADJ	dcs:657865	2	0
śuśumāra	śuśumāra	śiśumāra	NOUN	dcs:657522	2	0
śuṣmint	śuṣmint	śuṣmin	ADJ	dcs:635025	2	0
śvajīvi	śvajīvi	śvajīvin	NOUN	dcs:443274	2	0
śvaśruve	śvaśruve	śvaśrū	NOUN	dcs:618265	2	0
śvaśruvāḥ	śvaśruvā	śvaśrū	NOUN	dcs:647220_1	2	0
śvaḥstotriyā	śvaḥstotriyā	śvaḥstotriya	NOUN	dcs:743500	2	0
śvetavāji	śvetavāji	śvetavājin	NOUN	dcs:195774	2	0
śvibhyaḥ	śvibhya	śvi	NOUN	dcs:552233	2	0
śvitnyebhiḥ	śvitnyebhi	śvitnya	ADJ	dcs:593914	2	0
śvyoḥ	śvyo	śvi	NOUN	dcs:552224	2	0
śākhebhiḥ	śākhebhi	śākhā	NOUN	dcs:106298	2	0
śāmyavākam	śāmyavākam	śāmyavākā	NOUN	dcs:470125	2	0
śārṅgadhanūḥ	śārngadhanū	śārṅgadhanus	NOUN	dcs:364251	2	0
śāsām	śāsām	śās	NOUN	dcs:596258_1	2	0
śātakaumbhīṃ	śātakaumbhīm	śātakaumbha	ADJ	dcs:629857	2	0
śātanām	śātanām	śātana	ADJ	dcs:133891	2	0
śāśvatāyai	śāśvatāyai	śāśvata	ADJ	dcs:509191	2	0
śīghrajanma	śīghrajanma	śīghrajanman	NOUN	dcs:27211	2	0
śīrṣaṇā	śīrṣanā	śīrṣan	NOUN	dcs:91600	2	0
śīrṣṇyaḥ	śīrṣnya	śīrṣan	NOUN	dcs:499339	2	0
śīrṣṭeṣu	śīrṣṭeṣu	śīṣṭa	NOUN	dcs:674237	2	0
śūghanāsaḥ	śūghanāsa	śūghana	ADJ	dcs:599065_1	2	0
śūnyataḥ	śūnyata	śūnya	ADJ	dcs:632942	2	0
śūrebhiḥ	śūrebhi	śūra	ADJ	dcs:591910	2	0
śūṣebhiḥ	śūṣebhi	śūṣa	NOUN	dcs:609377_1	2	0
śṛṅgaverāṇi	śṛngaverāni	śṛṅgavera	NOUN	dcs:2874	2	0
śṛṅgivera	śṛngivera	śṛṅgavera	NOUN	dcs:465299	2	0
śṛṅgāṭām	śṛngāṭām	śṛṅgāṭa	NOUN	dcs:241410	2	0
śṝbhyaḥ	śṝbhya	śṝ	NOUN	dcs:552479	2	0
ūdhassu	ūdhassu	ūdhas	NOUN	dcs:610323	2	0
ūdhnaḥ	ūdhna	ūdhas	NOUN	dcs:598411	2	0
ūrddhvaṃ	ūrddhvam	ūrdhva	ADJ	dcs:49838	2	0
ūrdhvavātāyām	ūrdhvavātāyām	ūrdhvavāta	NOUN	dcs:33820	2	0
ūruṇī	ūrunī	ūru	NOUN	dcs:543975	2	0
ūrvaṣṭīve	ūrvaṣṭīve	ūrvaṣṭhīva	NOUN	dcs:684610	2	0
ūrṇebhiḥ	ūrnebhi	ūrṇā	NOUN	dcs:431900	2	0
ūrṇoḥ	ūrno	ūrṇu	NOUN	dcs:551634	2	0
ūrṇāvābhayaḥ	ūrnāvābhaya	ūrṇavābhi	NOUN	dcs:677288	2	0
ṛbhumantā	ṛbhumantā	ṛbhumat	ADJ	dcs:605269	2	0
ṛbhumāṁ	ṛbhumām	ṛbhumat	ADJ	dcs:594111	2	0
ṛcharā	ṛcharā	ṛccharā	NOUN	dcs:638950	2	0
ṛddhinā	ṛddhinā	ṛddhi	NOUN	dcs:624317	2	0
ṛdhām	ṛdhām	ṛdh	NOUN	dcs:555128	2	0
ṛjipyāsaḥ	ṛjipyāsa	ṛjipya	ADJ	dcs:596482_1	2	0
ṛjīnasi	ṛjīnasi	ṛjūnas	NOUN	dcs:674213	2	0
ṛkṣataḥ	ṛkṣata	ṛkṣa	ADJ	dcs:706329	2	0
ṛtenā	ṛtenā	ṛta	NOUN	dcs:612326	2	0
ṛtuvoḥ	ṛtuvo	ṛtu	NOUN	dcs:150913	2	0
ṛtvijbhyām	ṛtvijbhyām	ṛtvij	NOUN	dcs:553512	2	0
ṛṣiyoḥ	ṛṣiyo	ṛṣi	NOUN	dcs:177095	2	0
ṛṣiṇām	ṛṣinām	ṛṣi	NOUN	dcs:761931	2	0
ṛṣiṣāh	ṛṣiṣāh	ṛṣiṣah	ADJ	dcs:608474_2	2	0
ṛṣvāsaḥ	ṛṣvāsa	ṛṣva	ADJ	dcs:593226_1	2	0
ṛṣīvas	ṛṣīvas	ṛṣīvat	ADJ	dcs:603812_4	2	0
ṛṣṭini	ṛṣṭini	ṛṣṭi	NOUN	dcs:264882	2	0
ṣamidhā	ṣamidhā	samidh	NOUN	dcs:599243	2	0
ṣaṣṭhayā	ṣaṣṭhayā	ṣaṣṭha	ADJ	dcs:364722	2	0
ṣaṭpañcāśatīm	ṣaṭpancāśatīm	ṣaṭpañcāśat	NOUN	dcs:301979	2	0
ṣṭhiram	ṣṭhiram	sthira	ADJ	dcs:593252	2	0
ṭaṅkaṇāni	ṭankanāni	ṭaṅkaṇa	NOUN	dcs:390488	2	0
abhiśocanau	abhiśocanau	abhiśocana	ADJ	dcs:649645	1	0
abālāni	abālāni	abāla	ADJ	dcs:64498	1	0
acakrebhiḥ	acakrebhi	acakra	ADJ	dcs:599748	1	0
acetanyaḥ	acetanya	acetana	ADJ	dcs:668086	1	0
acirataḥ	acirata	acira	ADJ	dcs:93515	1	0
adhaśśayyaḥ	adhaśśayya	adhaḥśayya	ADJ	dcs:746485	1	0
adhrigāvaḥ	adhrigāva	adhrigu	NOUN	dcs:604765	1	0
adhvanau	adhvanau	adhvan	NOUN	dcs:480575	1	0
adhyayanataḥ	adhyayanata	adhyayana	NOUN	dcs:552095	1	0
adhṛṣṭāsaḥ	adhṛṣṭāsa	adhṛṣṭa	ADJ	dcs:600507	1	0
adyatanām	adyatanām	adyatana	ADJ	dcs:526261	1	0
adābhyāsaḥ	adābhyāsa	adābhya	ADJ	dcs:608370	1	0
adātri	adātri	adātṛ	ADJ	dcs:81065	1	0
agnikībhiḥ	agnikībhi	agnika	ADJ	dcs:469885	1	0
ahanyebhiḥ	ahanyebhi	ahanya	ADJ	dcs:599884	1	0
aharbhyaḥ	aharbhya	ahar	NOUN	dcs:566129	1	0
aikṣvākām	aikṣvākām	aikṣvāka	NOUN	dcs:375337	1	0
aikṣvākāyām	aikṣvākāyām	aikṣvāka	NOUN	dcs:167485	1	0
aindavām	aindavām	aindava	ADJ	dcs:40363	1	0
aiśānāyām	aiśānāyām	aiśāna	ADJ	dcs:47700	1	0
ajyānībhiḥ	ajyānībhi	ajyāni	NOUN	dcs:469976	1	0
akavebhiḥ	akavebhi	akava	ADJ	dcs:601760	1	0
akuśalīḥ	akuśalī	akuśala	ADJ	dcs:679770	1	0
alpakām	alpakām	alpaka	ADJ	dcs:79105	1	0
alātṛṇāsaḥ	alātṛnāsa	alātṛṇa	ADJ	dcs:595368	1	0
amitebhiḥ	amitebhi	amita	ADJ	dcs:686776	1	0
amuṣmān	amuṣmān	adas	PRON	dcs:690687	1	0
amṛtavapūḥ	amṛtavapū	amṛtavapus	NOUN	dcs:380955	1	0
andhakūpataḥ	andhakūpata	andhakūpa	NOUN	dcs:613845	1	0
antamebhiḥ	antamebhi	antama	ADJ	dcs:595334	1	0
anāgatavidhātri	anāgatavidhātri	anāgatavidhātṛ	NOUN	dcs:486753	1	0
apakartri	apakartri	apakartṛ	ADJ	dcs:353488	1	0
aparebhiḥ	aparebhi	apara	ADJ	dcs:601452	1	0
apavāhataḥ	apavāhata	apavāha	NOUN	dcs:708535	1	0
apikakṣebhiḥ	apikakṣebhi	apikakṣa	NOUN	dcs:612265	1	0
aprāyuvaḥ	aprāyuva	aprāyu	ADJ	dcs:593640	1	0
apsarābhiḥ	apsarābhi	apsaras	NOUN	dcs:646172	1	0
araṃgamāsaḥ	arangamāsa	araṃgama	ADJ	dcs:640445	1	0
ariṣṭāsaḥ	ariṣṭāsa	ariṣṭa	ADJ	dcs:636865	1	0
aruṇāsaḥ	arunāsa	aruṇa	ADJ	dcs:601860	1	0
arvaśebhiḥ	arvaśebhi	arvaśa	ADJ	dcs:611373	1	0
arvācīnāsaḥ	arvācīnāsa	arvācīna	ADJ	dcs:601068	1	0
asaścantī	asaścantī	asaścat	ADJ	dcs:605077	1	0
asthabhyaḥ	asthabhya	asthi	NOUN	dcs:704348	1	0
asṛkpāṇi	asṛkpāni	asṛkpa	ADJ	dcs:244241	1	0
atichandaḥ	atichanda	aticchandas	NOUN	dcs:690124	1	0
atṛdilāsaḥ	atṛdilāsa	atṛdila	ADJ	dcs:611442	1	0
audumbarām	audumbarām	audumbara	ADJ	dcs:340727	1	0
auttaṅkām	auttankām	auttaṅka	ADJ	dcs:320839	1	0
avarāsaḥ	avarāsa	avara	ADJ	dcs:600988	1	0
avataraṇīm	avataranīm	avataraṇa	ADJ	dcs:625575	1	0
ayātayām	ayātayām	ayātayāman	ADJ	dcs:566781	1	0
aṃhoyuvaḥ	anhoyuva	aṃhoyu	ADJ	dcs:599325	1	0
aṃhāriḥ	anhāri	aṅghāri	NOUN	dcs:742604	1	0
aṅkataḥ	ankata	aṅka	NOUN	dcs:619894	1	0
aṣṭatriṃśatī	aṣṭatrinśatī	aṣṭatriṃśat	NUM	dcs:6362	1	0
barhirjyotīḥ	barhirjyotī	barhirjyotis	NOUN	dcs:332974	1	0
bhautikām	bhautikām	bhautika	ADJ	dcs:6098	1	0
bhiyai	bhiyai	bhī	NOUN	dcs:606417	1	0
bhrātṛvyataḥ	bhrātṛvyata	bhrātṛvya	NOUN	dcs:671413	1	0
bhāllavinaḥ	bhāllavina	bhāllavi	NOUN	dcs:751554	1	0
bhānumas	bhānumas	bhānumat	ADJ	dcs:599095	1	0
bhīruvaḥ	bhīruva	bhīru	ADJ	dcs:367033	1	0
bimboṣṭhām	bimboṣṭhām	bimboṣṭha	ADJ	dcs:174567	1	0
bistāt	bistāt	vista	NOUN	dcs:553472	1	0
brahmajyotīḥ	brahmajyotī	brahmajyotis	NOUN	dcs:155240	1	0
brahmnaḥ	brahmna	brahman	NOUN	dcs:86910	1	0
brahmīyāḥ	brahmīyā	brahmīyas	ADJ	dcs:566811	1	0
bārhadukthībhiḥ	bārhadukthībhi	bārhaduktha	ADJ	dcs:504739	1	0
bārhaspatām	bārhaspatām	bārhaspata	ADJ	dcs:310337	1	0
bārhatayā	bārhatayā	bārhata	ADJ	dcs:571503	1	0
bārhatām	bārhatām	bārhata	ADJ	dcs:571515	1	0
bāṣpataḥ	bāṣpata	bāṣpa	NOUN	dcs:26950	1	0
bībhatsuvaḥ	bībhatsuva	bībhatsu	ADJ	dcs:612113	1	0
caitrikāni	caitrikāni	caitrika	ADJ	dcs:436878	1	0
candrasām	candrasām	candrasāman	NOUN	dcs:443484	1	0
catuḥpadī	catuḥpadī	catuṣpada	ADJ	dcs:686864	1	0
catuḥpañcāśat	catuḥpancāśat	catuṣpañcāśat	NOUN	dcs:364961	1	0
churudhaḥ	churudha	śurudh	NOUN	dcs:593347	1	0
cākṣuṣām	cākṣuṣām	cākṣuṣa	ADJ	dcs:575906	1	0
cāndrām	cāndrām	cāndra	ADJ	dcs:18245	1	0
dahanataḥ	dahanata	dahana	NOUN	dcs:631373	1	0
daityahn	daityahn	daityahan	NOUN	dcs:149146	1	0
daivāyāḥ	daivāyā	daiva	ADJ	dcs:489503	1	0
dakṣebhiḥ	dakṣebhi	dakṣa	ADJ	dcs:611906	1	0
dauṣyantām	dauṣyantām	dauṣyanta	ADJ	dcs:337656	1	0
davīyasam	davīyasam	davīyas	ADJ	dcs:616803	1	0
daśamām	daśamām	daśama	ADJ	dcs:300377	1	0
daṃśataḥ	danśata	daṃśa	NOUN	dcs:645853	1	0
devakarmebhiḥ	devakarmebhi	devakarma	NOUN	dcs:612196	1	0
dhanataḥ	dhanata	dhana	NOUN	dcs:763006	1	0
dhanutarau	dhanutarau	dhanutṛ	ADJ	dcs:598706	1	0
dhiṣṇiyāsaḥ	dhiṣniyāsa	dhiṣṇya	ADJ	dcs:425184	1	0
dhūmataḥ	dhūmata	dhūma	NOUN	dcs:431851	1	0
divābhiḥ	divābhi	diva	ADJ	dcs:743195	1	0
diśācakṣūḥ	diśācakṣū	diśācakṣus	NOUN	dcs:222976	1	0
druhyavi	druhyavi	druhyu	NOUN	dcs:604275	1	0
durnāmsu	durnāmsu	durnāman	NOUN	dcs:36196	1	0
duvasanāsaḥ	duvasanāsa	duvasana	ADJ	dcs:598089	1	0
duḥṣahāsaḥ	duḥṣahāsa	duḥṣaha	ADJ	dcs:608747	1	0
duṣṣvapnyāt	duṣṣvapnyāt	duḥṣvapnya	NOUN	dcs:605722	1	0
duṣṭutāt	duṣṭutāt	duḥṣṭuta	NOUN	dcs:463882	1	0
dveṣṭri	dveṣṭri	dveṣṭṛ	ADJ	dcs:355215	1	0
dvicatvāriṃśatī	dvicatvārinśatī	dvicatvāriṃśat	NUM	dcs:158552	1	0
dvijātiyoḥ	dvijātiyo	dvijāti	NOUN	dcs:301718	1	0
dvāpañcāśatī	dvāpancāśatī	dvāpañcāśat	NOUN	dcs:506800	1	0
dvāpañcāśatīm	dvāpancāśatīm	dvāpañcāśat	NOUN	dcs:261680	1	0
dyumas	dyumas	dyumat	ADJ	dcs:600674	1	0
dyutbhyaḥ	dyutbhya	dyut	NOUN	dcs:551795	1	0
dīpanām	dīpanām	dīpana	ADJ	dcs:64889	1	0
dūḍabhāsaḥ	dūḍabhāsa	dūḍabha	ADJ	dcs:603022	1	0
ehimāyāsaḥ	ehimāyāsa	ehimāya	ADJ	dcs:591816	1	0
ekādaśāyām	ekādaśāyām	ekādaśa	ADJ	dcs:86987	1	0
etādṛśām	etādṛśām	etādṛśa	ADJ	dcs:255298	1	0
gajabandhanā	gajabandhanā	gajabandhana	NOUN	dcs:76663	1	0
ghoṇṭaḥ	ghonṭa	ghoṇṭā	NOUN	dcs:43443	1	0
giriduhitryā	giriduhitryā	giriduhitṛ	NOUN	dcs:488735	1	0
giriyoḥ	giriyo	giri	NOUN	dcs:78214	1	0
gotaḥ	gota	go	NOUN	dcs:554822	1	0
grāmāsaḥ	grāmāsa	grāma	NOUN	dcs:612156	1	0
grāvsu	grāvsu	grāvan	NOUN	dcs:565457	1	0
gurvā	gurvā	guru	ADJ	dcs:256877	1	0
guṇebhiḥ	gunebhi	guṇa	NOUN	dcs:638902	1	0
gāndharvayā	gāndharvayā	gāndharva	ADJ	dcs:176504	1	0
hiraṇmayābhiḥ	hiranmayābhi	hiraṇmaya	ADJ	dcs:197708	1	0
idaḥ	ida	id	NOUN	dcs:554946	1	0
imasmai	imasmai	idam	PRON	dcs:749165	1	0
indindiraḥ	indindira	indindirā	NOUN	dcs:44023	1	0
indriyāvas	indriyāvas	indriyāvat	ADJ	dcs:708177	1	0
iṅgudāyām	ingudāyām	iṅguda	NOUN	dcs:483470	1	0
iṣaṇaḥ	iṣana	iṣan	NOUN	dcs:598243	1	0
iṣirāsaḥ	iṣirāsa	iṣira	ADJ	dcs:608435	1	0
iṭataḥ	iṭata	iṭa	NOUN	dcs:612653	1	0
jaganmātryāḥ	jaganmātryā	jaganmātṛ	NOUN	dcs:348125	1	0
jajjhatīḥ	jajjhatī	jajhjhatī	NOUN	dcs:599951	1	0
jambhebhiḥ	jambhebhi	jambha	NOUN	dcs:602195	1	0
jambhyebhiḥ	jambhyebhi	jambhya	NOUN	dcs:696533	1	0
jambhāsaḥ	jambhāsa	jambha	NOUN	dcs:605939	1	0
jihvātaḥ	jihvāta	jihvā	NOUN	dcs:645853	1	0
jāguḥ	jāgu	jāgṛ	NOUN	dcs:552490	1	0
jīvāsaḥ	jīvāsa	jīva	ADJ	dcs:639908	1	0
kalyāṇayā	kalyānayā	kalyāṇa	ADJ	dcs:176764	1	0
karmakartri	karmakartri	karmakartṛ	NOUN	dcs:42867	1	0
katamāt	katamāt	katama	PRON	dcs:527328	1	0
katarāya	katarāya	katara	PRON	dcs:309042	1	0
kausīdām	kausīdām	kausīda	ADJ	dcs:81029	1	0
kaṇvebhiḥ	kanvebhi	kaṇva	NOUN	dcs:605171	1	0
ketebhiḥ	ketebhi	keta	NOUN	dcs:597846	1	0
khajyotīḥ	khajyotī	khajyotis	NOUN	dcs:24340	1	0
kitavāsaḥ	kitavāsa	kitava	NOUN	dcs:600490	1	0
kiṃkarmaṇau	kinkarmanau	kiṃkarman	ADJ	dcs:222703	1	0
kiṃnām	kinnām	kiṃnāman	ADJ	dcs:418061	1	0
kratvāmaghāsaḥ	kratvāmaghāsa	kratvāmagha	ADJ	dcs:599593	1	0
krodhataḥ	krodhata	krodha	NOUN	dcs:520577	1	0
kukarmaṇau	kukarmanau	kukarman	ADJ	dcs:341197	1	0
kulmalabarhīḥ	kulmalabarhī	kulmalabarhis	NOUN	dcs:566974	1	0
kuśarāsaḥ	kuśarāsa	kuśara	NOUN	dcs:595776	1	0
kvajanmanau	kvajanmanau	kvajanman	ADJ	dcs:222703	1	0
kācchapām	kācchapām	kācchapa	ADJ	dcs:417696	1	0
kāmadhenvaḥ	kāmadhenva	kāmadhenu	NOUN	dcs:421582	1	0
kāsamardāyāḥ	kāsamardāyā	kāsamarda	NOUN	dcs:50860	1	0
kāñcanayā	kāncanayā	kāñcana	ADJ	dcs:91736	1	0
kāñcanāsu	kāncanāsu	kāñcana	ADJ	dcs:148156	1	0
kāśeyām	kāśeyām	kāśeya	ADJ	dcs:147530	1	0
kīdṛśāyām	kīdṛśāyām	kīdṛśa	ADJ	dcs:308196	1	0
kīṭamātrī	kīṭamātrī	kīṭamātṛ	NOUN	dcs:366476	1	0
kṛtakarmṇaḥ	kṛtakarmna	kṛtakarman	ADJ	dcs:128955	1	0
kṛṣṇebhiḥ	kṛṣnebhi	kṛṣṇa	ADJ	dcs:593195	1	0
kṛṣṇāsaḥ	kṛṣnāsa	kṛṣṇa	ADJ	dcs:594883	1	0
kṣaireyām	kṣaireyām	kṣaireya	ADJ	dcs:33049	1	0
kṣmaḥ	kṣma	kṣam	NOUN	dcs:593908	1	0
kṣodīyasam	kṣodīyasam	kṣodīyas	ADJ	dcs:572985	1	0
kṣodīyāṃsaḥ	kṣodīyānsa	kṣodīyas	ADJ	dcs:736127	1	0
kṣullikāḥ	kṣullikā	kṣullaka	ADJ	dcs:663224	1	0
kṣātrām	kṣātrām	kṣātra	ADJ	dcs:314607	1	0
labdhuḥ	labdhu	labdhṛ	ADJ	dcs:84978	1	0
laukikayā	laukikayā	laukika	ADJ	dcs:430950	1	0
laukikāsu	laukikāsu	laukika	ADJ	dcs:299362	1	0
lelitakām	lelitakām	lelitaka	NOUN	dcs:36440	1	0
madebhiḥ	madebhi	mada	NOUN	dcs:598714	1	0
madhupebhiḥ	madhupebhi	madhupa	ADJ	dcs:592578	1	0
mahiṣāsaḥ	mahiṣāsa	mahiṣa	NOUN	dcs:593236	1	0
mahāsālaḥ	mahāsāla	mahāśāla	NOUN	dcs:760119	1	0
mahīmayāyām	mahīmayāyām	mahīmaya	ADJ	dcs:87356	1	0
makṣūtamebhiḥ	makṣūtamebhi	makṣūtama	ADJ	dcs:607862	1	0
mandrayuvaḥ	mandrayuva	mandrayu	ADJ	dcs:608614	1	0
mandrebhiḥ	mandrebhi	mandra	ADJ	dcs:605474	1	0
mandrāsaḥ	mandrāsa	mandra	ADJ	dcs:743736	1	0
manojavebhiḥ	manojavebhi	manojava	ADJ	dcs:601818	1	0
manuṣyāsaḥ	manuṣyāsa	manuṣya	NOUN	dcs:610794	1	0
manyvaḥ	manyva	manyu	NOUN	dcs:190823	1	0
martyebhiḥ	martyebhi	martya	ADJ	dcs:608741	1	0
martyendramātrī	martyendramātrī	martyendramātṛ	NOUN	dcs:19736	1	0
mathurātaḥ	mathurāta	mathurā	NOUN	dcs:625385	1	0
matsyāsaḥ	matsyāsa	matsya	NOUN	dcs:602341	1	0
maurvām	maurvām	maurva	ADJ	dcs:102320	1	0
maśakataḥ	maśakata	maśaka	NOUN	dcs:645853	1	0
maṇḍūkamātrī	manḍūkamātrī	maṇḍūkamātṛ	NOUN	dcs:18912	1	0
medhirāsaḥ	medhirāsa	medhira	ADJ	dcs:605449	1	0
mithoavadyapebhiḥ	mithoavadyapebhi	mithoavadyapa	ADJ	dcs:610733	1	0
mitrataḥ	mitrata	mitra	NOUN	dcs:766490	1	0
mitrāyuvaḥ	mitrāyuva	mitrāyu	ADJ	dcs:595491	1	0
mumukṣvaḥ	mumukṣva	mumukṣu	ADJ	dcs:594848	1	0
mādhurām	mādhurām	mādhura	ADJ	dcs:150032	1	0
mādṛśāyāḥ	mādṛśāyā	mādṛśa	ADJ	dcs:529187	1	0
māhendrām	māhendrām	māhendra	ADJ	dcs:524372	1	0
māndhātri	māndhātri	māndhātṛ	NOUN	dcs:148451	1	0
mānebhiḥ	mānebhi	māna	NOUN	dcs:595648	1	0
mārḍīkebhiḥ	mārḍīkebhi	mārḍīka	NOUN	dcs:604165	1	0
mātāraḥ	mātāra	mātṛ	NOUN	dcs:276093	1	0
mīḍhvasam	mīḍhvasam	mīḍhvas	ADJ	dcs:430950	1	0
mīḍhvase	mīḍhvase	mīḍhvas	ADJ	dcs:317904	1	0
mṛtyutaḥ	mṛtyuta	mṛtyu	NOUN	dcs:466593	1	0
nahuṣyebhiḥ	nahuṣyebhi	nahuṣya	ADJ	dcs:608740	1	0
naidāghām	naidāghām	naidāgha	ADJ	dcs:148828	1	0
naiyagrodhyau	naiyagrodhyau	naiyagrodha	ADJ	dcs:673433	1	0
naiṣādām	naiṣādām	naiṣāda	ADJ	dcs:147913	1	0
nao	nao	nau	NOUN	dcs:217704	1	0
naryebhiḥ	naryebhi	narya	NOUN	dcs:611600	1	0
navebhiḥ	navebhi	nava	ADJ	dcs:598365	1	0
navyasīṣu	navyasīṣu	navyas	ADJ	dcs:594877	1	0
nañi	nani	nañ	NOUN	dcs:552625	1	0
nicirāsaḥ	nicirāsa	nicira	ADJ	dcs:596878	1	0
nimajjanām	nimajjanām	nimajjana	ADJ	dcs:242181	1	0
nirātmataḥ	nirātmata	nirātman	ADJ	dcs:632942	1	0
nitośanāsaḥ	nitośanāsa	nitośana	ADJ	dcs:603472	1	0
nāndīmukhām	nāndīmukhām	nāndīmukha	ADJ	dcs:120261	1	0
nārakām	nārakām	nāraka	ADJ	dcs:98022	1	0
nārakāyām	nārakāyām	nāraka	ADJ	dcs:92392	1	0
nārāyaṇām	nārāyanām	nārāyaṇa	ADJ	dcs:559642	1	0
ojiṣṭhebhiḥ	ojiṣṭhebhi	ojiṣṭha	ADJ	dcs:598358	1	0
paitrāyāḥ	paitrāyā	paitra	ADJ	dcs:422230	1	0
paittalām	paittalām	paittala	ADJ	dcs:392299	1	0
paittām	paittām	paitta	ADJ	dcs:40215	1	0
paitāmahām	paitāmahām	paitāmaha	ADJ	dcs:168871	1	0
pajrāsaḥ	pajrāsa	pajra	NOUN	dcs:594316	1	0
pakthāsaḥ	pakthāsa	paktha	NOUN	dcs:602343	1	0
pakṣebhiḥ	pakṣebhi	pakṣa	NOUN	dcs:612265	1	0
parimārjanā	parimārjanā	parimārjana	ADJ	dcs:345800	1	0
paro'śīteṣu	paro'śīteṣu	parośīta	ADJ	dcs:503162	1	0
parśānāsaḥ	parśānāsa	parśāna	NOUN	dcs:604172	1	0
pauruṣeyām	pauruṣeyām	pauruṣeya	ADJ	dcs:530256	1	0
pauruṣām	pauruṣām	pauruṣa	ADJ	dcs:302377	1	0
paurāsaḥ	paurāsa	paura	NOUN	dcs:605850	1	0
pautrām	pautrām	pautra	ADJ	dcs:113866	1	0
pauṣṭikām	pauṣṭikām	pauṣṭika	ADJ	dcs:64377	1	0
pañcatayām	pancatayām	pañcataya	ADJ	dcs:520716	1	0
paśutaḥ	paśuta	paśu	NOUN	dcs:770870	1	0
paṭīyasam	paṭīyasam	paṭīyas	ADJ	dcs:489466	1	0
plāvanā	plāvanā	plāvana	ADJ	dcs:400577	1	0
poṭṭalām	poṭṭalām	poṭṭala	NOUN	dcs:391587	1	0
pramātryai	pramātryai	pramātṛ	NOUN	dcs:512011	1	0
prathamasmin	prathamasmin	prathama	ADJ	dcs:469368	1	0
prathīyasam	prathīyasam	prathīyas	ADJ	dcs:560281	1	0
pratibādhanā	pratibādhanā	pratibādhana	ADJ	dcs:183568	1	0
pratisadṛkṣāsaḥ	pratisadṛkṣāsa	pratisadṛkṣa	ADJ	dcs:684466	1	0
pratisaṃvidsu	pratisanvidsu	pratisaṃvid	NOUN	dcs:645230	1	0
prāktanām	prāktanām	prāktana	ADJ	dcs:410874	1	0
prāsaṅgikām	prāsangikām	prāsaṅgika	ADJ	dcs:46310	1	0
prāyogikām	prāyogikām	prāyogika	ADJ	dcs:58389	1	0
prāśavyān	prāśavyān	prāśavya	NOUN	dcs:605081	1	0
prāśuṣāṭ	prāśuṣāṭ	prāśuṣah	ADJ	dcs:598477	1	0
prāṇimātrī	prānimātrī	prāṇimātṛ	NOUN	dcs:19938	1	0
purassadaḥ	purassada	puraḥsad	ADJ	dcs:736046	1	0
purutamāsaḥ	purutamāsa	purutama	ADJ	dcs:696767	1	0
puñjiṣṭebhyaḥ	punjiṣṭebhya	puñjiṣṭha	NOUN	dcs:684159	1	0
puṃnām	punnām	puṃnāman	ADJ	dcs:333834	1	0
pālanām	pālanām	pālana	ADJ	dcs:357659	1	0
pālaṅkāyām	pālankāyām	pālaṅka	NOUN	dcs:75984	1	0
pārameśvarām	pārameśvarām	pārameśvara	ADJ	dcs:49343	1	0
pāramārthikām	pāramārthikām	pāramārthika	ADJ	dcs:49344	1	0
pārokṣāyām	pārokṣāyām	pārokṣa	ADJ	dcs:537711	1	0
pārvatām	pārvatām	pārvata	ADJ	dcs:320156	1	0
pāñcabhautikām	pāncabhautikām	pāñcabhautika	ADJ	dcs:6260	1	0
pāñcanadāyāḥ	pāncanadāyā	pāñcanada	ADJ	dcs:540060	1	0
pūrvottarataḥ	pūrvottarata	pūrvottara	ADJ	dcs:390043	1	0
pṛṣṭībhiḥ	pṛṣṭībhi	pṛṣṭi	NOUN	dcs:639787	1	0
raayaḥ	raaya	rai	NOUN	dcs:91976	1	0
raaye	raaye	rai	NOUN	dcs:570790	1	0
raghutaḥ	raghuta	raghu	NOUN	dcs:759018	1	0
