root	preverb	sense	gita_count	prefixus_forms	prefixus_sample_form	class_freqs	sources
yāc	abhi-			1	abhiyāc		prefixus
yāc	anu-			1	anuyāc		prefixus
yāc	pra-			1	prayāc		prefixus
yāc	prati-			1	pratiyāc		prefixus
yāc	pratyanu-			1	pratyanuyāc		prefixus
yāc	sampra-			1	samprayāc		prefixus
yāc	saṃ-			1	saṃyāc		prefixus
yāc	ud-			1	udyāc		prefixus
yāc	ā-			1	āyāc		prefixus
yācay				1	yācay	10:15	prefixus+classfreq
yācay	saṃ-			1	saṃyācay		prefixus
yād						1:5	classfreq
yājay				1	yājay	10:130	prefixus+classfreq
yājay	saṃ-			1	saṃyājay		prefixus
yāmay				1	yāmay	10:4	prefixus+classfreq
yāmay	ni-			1	niyāmay		prefixus
yāmay	ā-			1	āyāmay		prefixus
yāpay				1	yāpay	10:134	prefixus+classfreq
yāpay	pra-			1	prayāpay		prefixus
yāsay				1	yāsay	10:1	prefixus+classfreq
yāsay	ā-			1	āyāsay		prefixus
yātay				1	yātay	10:52	prefixus+classfreq
yātay	prati-			1	pratiyātay		prefixus
yāvay				1	yāvay	10:22	prefixus+classfreq
yīkṛ	sama-			1	samayīkṛ		prefixus
yīkṛ	vya-			1	vyayīkṛ		prefixus
çabd				1	śabd		prefixus
çad				1	śad		prefixus
çak				1	śak		prefixus
çak	vi-			1	viśak		prefixus
çam				1	śam		prefixus
çam	abhyupa-			1	abhyupaśam		prefixus
çam	anuni-			1	anuniśam		prefixus
çam	ni-			1	niśam		prefixus
çam	pra-			1	praśam		prefixus
çam	prati-			1	pratiśam		prefixus
çam	samupa-			1	samupaśam		prefixus
çam	saṃ-			1	saṃśam		prefixus
çam	saṃpra-			1	saṃpraśam		prefixus
çam	upa-			1	upaśam		prefixus
çam	vyupa-			1	vyupaśam		prefixus
çap				1	śap		prefixus
çap	abhi-			1	abhiśap		prefixus
çap	prati-			1	pratiśap		prefixus
çap	saṃ-			1	saṃśap		prefixus
çaṃs				1	śaṃs		prefixus
çaṃs	abhi-			1	abhiśaṃs		prefixus
çaṃs	abhipra-			1	abhipraśaṃs		prefixus
çaṃs	anupra-			1	anupraśaṃs		prefixus
çaṃs	ati-			1	atiśaṃs		prefixus
çaṃs	pra-			1	praśaṃs		prefixus
çaṃs	samabhipra-			1	samabhipraśaṃs		prefixus
çaṃs	saṃ-			1	saṃśaṃs		prefixus
çaṃs	saṃpra-			1	saṃpraśaṃs		prefixus
çaṃs	vi-			1	viśaṃs		prefixus
çaṃs	ā-			1	āśaṃs		prefixus
çaṅk				1	śaṅk		prefixus
çaṅk	abhi-			1	abhiśaṅk		prefixus
çaṅk	ati-			1	atiśaṅk		prefixus
çaṅk	pari-			1	pariśaṅk		prefixus
çaṅk	pra-			1	praśaṅk		prefixus
çaṅk	saṃ-			1	saṃśaṅk		prefixus
çaṅk	upa-			1	upaśaṅk		prefixus
çaṅk	vi-			1	viśaṅk		prefixus
çaṅk	ā-			1	āśaṅk		prefixus
çcar	ni-			1	niścar		prefixus
çcar	vini-			1	viniścar		prefixus
çi				1	śā		prefixus
çi	atyāś-			1	atyāśay		prefixus
çi	ni-			1	niśā		prefixus
çi	prāś-			1	prāśay		prefixus
çi	saṃ-			1	saṃśā		prefixus
çi	saṃprāś-			1	saṃprāśay		prefixus
çi	āś-			1	āśay		prefixus
çikṣ				1	śikṣ		prefixus
çikṣ	anu-			1	anuśikṣ		prefixus
çikṣ	upa-			1	upaśikṣ		prefixus
çiṣ				1	śiṣ		prefixus
çiṣ	anu-			1	anuśiṣ		prefixus
çiṣ	ati-			1	atiśiṣ		prefixus
çiṣ	ava-			1	avaśiṣ		prefixus
çiṣ	pari-			1	pariśiṣ		prefixus
çiṣ	paryava-			1	paryavaśiṣ		prefixus
çiṣ	prativi-			1	prativiśiṣ		prefixus
çiṣ	vi-			1	viśiṣ		prefixus
çliṣ				1	śliṣ		prefixus
çliṣ	abhisaṃ-			1	abhisaṃśliṣ		prefixus
çliṣ	ati-			1	atiśliṣ		prefixus
çliṣ	samā-			1	samāśliṣ		prefixus
çliṣ	saṃ-			1	saṃśliṣ		prefixus
çliṣ	upa-			1	upaśliṣ		prefixus
çliṣ	vi-			1	viśliṣ		prefixus
çliṣ	ā-			1	āśliṣ		prefixus
çlāgh				1	ślāgh		prefixus
çram				1	śram		prefixus
çram	abhi-			1	abhiśram		prefixus
çram	abhivi-			1	abhiviśram		prefixus
çram	pari-			1	pariśram		prefixus
çram	parivi-			1	pariviśram		prefixus
çram	saṃ-			1	saṃśram		prefixus
çram	vi-			1	viśram		prefixus
çrambh	vi-			1	viśrambh		prefixus
çri				1	śri		prefixus
çri	abhi-			1	abhiśri		prefixus
çri	abhisaṃ-			1	abhisaṃśri		prefixus
çri	adhi-			1	adhiśri		prefixus
çri	adhyā-			1	adhyāśri		prefixus
çri	anu-			1	anuśri		prefixus
çri	anvā-			1	anvāśri		prefixus
çri	apā-			1	apāśri		prefixus
çri	ni-			1	niśri		prefixus
çri	pari-			1	pariśri		prefixus
çri	pra-			1	praśri		prefixus
çri	samadhi-			1	samadhiśri		prefixus
çri	samā-			1	samāśri		prefixus
çri	saṃ-			1	saṃśri		prefixus
çri	upa-			1	upaśri		prefixus
çri	upasaṃ-			1	upasaṃśri		prefixus
çri	vyapā-			1	vyapāśri		prefixus
çri	ā-			1	āśri		prefixus
çru				1	śru		prefixus
çru	abhi-			1	abhiśru		prefixus
çru	abhivi-			1	abhiviśru		prefixus
çru	anu-			1	anuśru		prefixus
çru	pari-			1	pariśru		prefixus
çru	prati-			1	pratiśru		prefixus
çru	samupa-			1	samupaśru		prefixus
çru	samā-			1	samāśru		prefixus
çru	saṃ-			1	saṃśru		prefixus
çru	upa-			1	upaśru		prefixus
çru	vi-			1	viśru		prefixus
çru	ā-			1	āśru		prefixus
çrī				1	śrī		prefixus
çrī	pari-			1	pariśrī		prefixus
çubh				1	śubh		prefixus
çubh	pari-			1	pariśubh		prefixus
çubh	upa-			1	upaśubh		prefixus
çubh	vi-			1	viśubh		prefixus
çuc				1	śuc		prefixus
çuc	abhi-			1	abhiśuc		prefixus
çuc	anu-			1	anuśuc		prefixus
çuc	ni-			1	niśuc		prefixus
çuc	pari-			1	pariśuc		prefixus
çuc	pra-			1	praśuc		prefixus
çuc	samanu-			1	samanuśuc		prefixus
çuc	saṃ-			1	saṃśuc		prefixus
çudh				1	śudh		prefixus
çudh	pari-			1	pariśudh		prefixus
çudh	parisaṃ-			1	parisaṃśudh		prefixus
çudh	saṃ-			1	saṃśudh		prefixus
çudh	vi-			1	viśudh		prefixus
çuṣ				1	śuṣ		prefixus
çuṣ	pari-			1	pariśuṣ		prefixus
çuṣ	pra-			1	praśuṣ		prefixus
çuṣ	saṃ-			1	saṃśuṣ		prefixus
çuṣ	upa-			1	upaśuṣ		prefixus
çuṣ	vi-			1	viśuṣ		prefixus
çvas				1	śvas		prefixus
çvas	abhiniḥ-			1	abhiniḥśvas		prefixus
çvas	abhivi-			1	abhiviśvas		prefixus
çvas	atiniḥ-			1	atiniḥśvas		prefixus
çvas	ni-			1	niśvas		prefixus
çvas	niḥ-			1	niḥśvas		prefixus
çvas	parivi-			1	pariviśvas		prefixus
çvas	paryā-			1	paryāśvas		prefixus
çvas	parā-			1	parāśvas		prefixus
çvas	pra-			1	praśvas		prefixus
çvas	pratyā-			1	pratyāśvas		prefixus
çvas	samā-			1	samāśvas		prefixus
çvas	vi-			1	viśvas		prefixus
çvas	vini-			1	viniśvas		prefixus
çvas	viniḥ-			1	viniḥśvas		prefixus
çvas	ā-			1	āśvas		prefixus
çvi				1	śvi		prefixus
çvi	pra-			1	praśvi		prefixus
çvi	saṃ-			1	saṃśvi		prefixus
çyā				1	śyā		prefixus
çyā	ā-			1	āśyā		prefixus
çās				1	śās		prefixus
çās	abhi-			1	abhiśās		prefixus
çās	abhyanu-			1	abhyanuśās		prefixus
çās	anu-			1	anuśās		prefixus
çās	ava-			1	avaśās		prefixus
çās	pra-			1	praśās		prefixus
çās	samanu-			1	samanuśās		prefixus
çās	sampra-			1	sampraśās		prefixus
çās	saṃ-			1	saṃśās		prefixus
çās	vi-			1	viśās		prefixus
çās	ā-			1	āśās		prefixus
çī				2	śī		prefixus
çī	adhi-			1	adhiśī		prefixus
çī	anu-			1	anuśī		prefixus
çī	ati-			1	atiśī		prefixus
çī	niḥ-			1	niḥśī		prefixus
çī	prati-			1	pratiśī		prefixus
çī	samadhi-			1	samadhiśī		prefixus
çī	samanu-			1	samanuśī		prefixus
çī	saṃ-			1	saṃśī		prefixus
çī	upa-			1	upaśī		prefixus
çī	ā-			1	āśī		prefixus
çṛ				1	śṛ		prefixus
çṛ	abhivi-			1	abhiviśṛ		prefixus
çṛ	ava-			1	avaśṛ		prefixus
çṛ	pra-			1	praśṛ		prefixus
çṛ	pravi-			1	praviśṛ		prefixus
çṛ	saṃ-			1	saṃśṛ		prefixus
çṛ	vi-			1	viśṛ		prefixus
çṛ	vyati-			1	vyatiśṛ		prefixus
çṛ	ā-			1	āśṛ		prefixus
ñc	ā-			1	āñc		prefixus
ñcay	a-			1	añcay		prefixus
ñjalībhū	prā-			1	prāñjalībhū		prefixus
ñjay	a-			1	añjay		prefixus
ñjay	abhivya-			1	abhivyañjay		prefixus
ñjay	abhya-			1	abhyañjay		prefixus
ñjay	avasa-			1	avasañjay		prefixus
ñjay	prasa-			1	prasañjay		prefixus
ñjay	sama-			1	samañjay		prefixus
ñjay	vya-			1	vyañjay		prefixus
ñjay	āsa-			1	āsañjay		prefixus
ābandh						9:94	classfreq
ābhaj						1:16	classfreq
ābhraṁśay						10:1	classfreq
ābhrāmay						10:1	classfreq
ābhuj						6:19	classfreq
ābhā						2:136	classfreq
ābhās						1:17	classfreq
ābhāsay						10:7	classfreq
ābhāsībhū						1:1	classfreq
ābhāṣ						1:99	classfreq
ābhū						1:37	classfreq
ābhūṣ						1:4	classfreq
ābhṛ						3:63	classfreq
ābodhay						10:1	classfreq
ābrū						2:1	classfreq
ābādh						1:4	classfreq
ācakṣ						1:691	classfreq
ācam						1:286	classfreq
ācamay						10:1	classfreq
ācar						1:902	classfreq
ācchad						1:27	classfreq
ācchanday						10:1	classfreq
ācchid						7:73	classfreq
ācchāday						10:217	classfreq
āceṣṭ						1:3	classfreq
āci						5:144	classfreq
ācintay						10:2	classfreq
ācit						1:1	classfreq
ācoday						10:1	classfreq
ācumb						1:1	classfreq
ācyu						1:2	classfreq
ācālay						10:3	classfreq
ācāmay						10:19	classfreq
ācūṣ						1:3	classfreq
ācṛt						6:1	classfreq
ādabh						5:4	classfreq
ādah						1:1	classfreq
ādanīkṛ						8:1	classfreq
ādarśay						10:8	classfreq
āday						10:6	classfreq
ādaṁś						1:4	classfreq
ādeśay						10:15	classfreq
ādham						4:49	classfreq
ādharṣay						10:4	classfreq
ādhmāpay						10:15	classfreq
ādhvaṁs						1:1	classfreq
ādhyā						4:99	classfreq
ādhyāyay						10:21	classfreq
ādhā						3:704	classfreq
ādhāpay						10:1	classfreq
ādhāray						10:3	classfreq
ādhārīkṛ						8:1	classfreq
ādhāv						1:11	classfreq
ādhīkṛ						8:2	classfreq
ādhū						9:28	classfreq
ādhṛ						1:3	classfreq
ādhṛṣ						5:15	classfreq
ādih						6:22	classfreq
ādikṛ						8:1	classfreq
ādiś						6:456	classfreq
ādo						6:1	classfreq
ādru						1:66	classfreq
āduh						2:2	classfreq
ādyut						1:1	classfreq
ādā						4:2151	classfreq
ādīp						4:20	classfreq
ādīpay						10:25	classfreq
ādṛ						1:140|2:2	classfreq
ādṛś						4:1	classfreq
āgadh						1:1	classfreq
āgal						1:6	classfreq
āgam						6:3787	classfreq
āgamay						10:32	classfreq
āgaskṛ						8:2	classfreq
āghaṭṭay						10:8	classfreq
āghoṣay						10:4	classfreq
āghrā						4:109	classfreq
āghrāpay						10:1	classfreq
āghuṣ						1:3	classfreq
āghāray						10:7	classfreq
āghātay						10:2	classfreq
āghūrṇ						1:17	classfreq
āgrah						9:3	classfreq
āgur						6:5	classfreq
āgā						3:114|4:16	classfreq
āhan						2:456	classfreq
āhiṇḍ						1:2	classfreq
āhlāday						10:4	classfreq
āhu						3:119	classfreq
āhutīkṛ						8:2	classfreq
āhvā						4:494	classfreq
āhvānay						10:3	classfreq
āhvāyay						10:4	classfreq
āhāray						10:56	classfreq
āhṛ						1:803	classfreq
āhṛṣ						4:4	classfreq
āj						1:8	classfreq
ājan						4:20	classfreq
ājap						1:3	classfreq
āji						1:4	classfreq
ājuṣ						6:1	classfreq
ājvālay						10:1	classfreq
ājñapay						10:49	classfreq
ājñā						9:184	classfreq
ājñāpay						10:212	classfreq
ājīv						1:5	classfreq
ājīvay						10:2	classfreq
ākal						10:2	classfreq
ākalay						10:17	classfreq
ākalpay						10:1	classfreq
ākam						1:1	classfreq
ākamp						1:4	classfreq
ākampay						10:12	classfreq
ākan						4:2	classfreq
ākarṣay						10:12	classfreq
ākhid						6:1	classfreq
ākhyā						4:843	classfreq
ākhyāpay						10:2	classfreq
ākhād						1:1	classfreq
ākleday						10:1	classfreq
āklid						4:2	classfreq
ākoṭay						10:7	classfreq
ākram						6:385	classfreq
ākramay						10:2	classfreq
ākrand						1:21	classfreq
ākranday						10:2	classfreq
ākrudh						4:2	classfreq
ākruś						4:60	classfreq
ākrīḍ						1:7	classfreq
ākulībhū						1:3	classfreq
ākulīkṛ						8:16	classfreq
ākuñc						1:1	classfreq
ākuñcay						10:39	classfreq
ākāray						10:27	classfreq
ākāṅkṣ						1:91	classfreq
ākūj						1:3	classfreq
ākṛ						6:270|8:19	classfreq
ākṛṣ						6:279	classfreq
ākṣan						8:1	classfreq
ākṣepay						10:1	classfreq
ākṣi						4:2	classfreq
ākṣip						4:206	classfreq
ākṣālay						10:2	classfreq
ākṣāray						10:8	classfreq
ālabh						1:162	classfreq
ālag						1:4	classfreq
ālakṣay						10:79	classfreq
ālamb						1:122	classfreq
ālambanībhū						1:1	classfreq
ālambanīkṛ						8:1	classfreq
ālambay						10:1	classfreq
ālambhay						10:2	classfreq
ālap						1:16	classfreq
ālepay						10:22	classfreq
ālih						6:6	classfreq
ālikh						6:54	classfreq
ālip						6:68	classfreq
āliṅg						1:41	classfreq
āliṅgay						10:113	classfreq
ālocay						10:89	classfreq
ālokay						10:347	classfreq
ālolay						10:1	classfreq
āloḍay						10:86	classfreq
ālul						1:1	classfreq
ālup						6:3	classfreq
āluñc						1:1	classfreq
āluḍ						4:1	classfreq
ālāpay						10:2	classfreq
ālī						4:16	classfreq
ālū						9:2	classfreq
āmad						4:1	classfreq
āmajj						1:1	classfreq
āmanthay						10:1	classfreq
āmarday						10:2	classfreq
āmarṣay						10:5	classfreq
āmath						9:3	classfreq
āmlā						4:1	classfreq
āmnā						1:41	classfreq
āmoday						10:7	classfreq
āmreḍay						10:6	classfreq
āmuc						6:43	classfreq
āmukhībhū						1:1	classfreq
āmukhīkṛ						8:7	classfreq
āmuṣ						9:1	classfreq
āmī						9:2	classfreq
āmīlay						10:11	classfreq
āmṛd						9:2	classfreq
āmṛj						2:4	classfreq
āmṛś						6:28	classfreq
ānad						1:1	classfreq
ānah						4:27	classfreq
ānam						1:112	classfreq
ānamay						10:7	classfreq
ānand						1:14	classfreq
ānanday						10:12	classfreq
ānartay						10:4	classfreq
āniṣad						2:2	classfreq
ānāmay						10:3	classfreq
ānāyay						10:85	classfreq
ānī						1:836	classfreq
ānṛt						4:1	classfreq
āp		obtain	41	1	āp	1:1568	prefixus+semantics+classfreq
āp	parisam-			1	parisamāp		prefixus
āp	pary-			1	paryāp		prefixus
āp	sam-			1	samāp		prefixus
āp	vi-	pervade					semantics
āpad						4:703	classfreq
āpat						1:372	classfreq
āpay						10:3	classfreq
āpibd						1:1	classfreq
āpiṣ						7:1	classfreq
āplu						1:222	classfreq
āpluṣ						1:1	classfreq
āplāvay						10:35	classfreq
āpothay						10:18	classfreq
āpracch						6:70	classfreq
āprayam						1:2	classfreq
āprā						2:11	classfreq
āprī						9:10	classfreq
āpyā						5:75	classfreq
āpyāyay						10:117	classfreq
āpā						1:19	classfreq
āpāday						10:84	classfreq
āpāray						10:1	classfreq
āpātay						10:3	classfreq
āpāyay						10:2	classfreq
āpāṇḍurībhū						1:1	classfreq
āpāṭay						10:4	classfreq
āpīḍay						10:14	classfreq
āpū						9:1	classfreq
āpūjay						10:1	classfreq
āpūray						10:144	classfreq
āpṛ						9:5	classfreq
āpṛc						7:4	classfreq
āpṛṇ						6:6	classfreq
āp￞						4:83	classfreq
ār						1:4|4:2	classfreq
ārabh						1:815	classfreq
āracay						10:4	classfreq
ārakṣ						1:3	classfreq
āram						1:10	classfreq
ārambaṇīkṛ						8:2	classfreq
ārambhay						10:2	classfreq
ārañj						4:5	classfreq
āraṭ						1:7	classfreq
ārch						6:8	classfreq
ārdrīkṛ						8:7	classfreq
āric						7:1	classfreq
ārih						2:1	classfreq
āriś						6:1	classfreq
āriṣ						4:1	classfreq
ārocay						10:83	classfreq
ārodhay						10:1	classfreq
ārohay						10:22	classfreq
āropay						10:349	classfreq
āroṣay						10:1	classfreq
ārpay						10:6	classfreq
ārudh						7:12	classfreq
āruh						6:928	classfreq
āruj						6:38	classfreq
ārādh						5:3	classfreq
ārādhay						10:435	classfreq
ās		sit	15	1	ās	4:2696	prefixus+semantics+classfreq
ās	adhy-			1	adhyās		prefixus
ās	anv-			1	anvās		prefixus
ās	pary-			1	paryās		prefixus
ās	pratisam-			1	pratisamās		prefixus
ās	sam-			1	samās		prefixus
ās	samadhy-			1	samadhyās		prefixus
ās	ud-			1	udās		prefixus
ās	upa-	worship					semantics
āsad						2:310	classfreq
āsannībhū						1:6	classfreq
āsanīkṛ						8:1	classfreq
āsay						10:6	classfreq
āsañj						1:197	classfreq
āsañjay						10:1	classfreq
āsaṁji						2:1	classfreq
āsecay						10:4	classfreq
āsedhay						10:6	classfreq
āsev						1:73	classfreq
āsevay						10:1	classfreq
āsic						6:46	classfreq
āsidh						1:4	classfreq
āsiñj						1:1	classfreq
āskand						1:3	classfreq
āspadībhū						1:1	classfreq
āspadīkṛ						8:1	classfreq
āspand						1:2	classfreq
āsphoṭay						10:44	classfreq
āsphālay						10:12	classfreq
āspṛś						6:1	classfreq
āsru						1:7	classfreq
āsrāvay						10:12	classfreq
āsthā						1:1191	classfreq
āsthāpay						10:41	classfreq
āstu						2:3	classfreq
āstyai						1:1	classfreq
āstṛ						5:133	classfreq
āsu						6:10	classfreq
āsvad						1:2	classfreq
āsvid						1:1	classfreq
āsvāday						10:70	classfreq
āsāday						10:1000	classfreq
āsāray						10:1	classfreq
āsū						6:2	classfreq
āsṛ						3:3	classfreq
āsṛj						6:1	classfreq
āsṛp						1:2	classfreq
ātam						4:1	classfreq
ātan						8:79	classfreq
ātap						1:13	classfreq
ātarjay						10:1	classfreq
ātañc						7:2	classfreq
ātmībhū						1:1	classfreq
ātmīkṛ						8:7	classfreq
ātud						6:3	classfreq
ātuj						7:1	classfreq
ātāpay						10:1	classfreq
ātāḍay						10:2	classfreq
ātṛ						8:10	classfreq
ātṛd						7:3	classfreq
āvac						3:2	classfreq
āvad						1:7	classfreq
āvadh						1:1	classfreq
āvah						4:143	classfreq
āvalg						1:4	classfreq
āvand						1:2	classfreq
āvap						1:74	classfreq
āvaray						10:1	classfreq
āvarjay						10:60	classfreq
āvartay						10:174	classfreq
āvas						1:68	classfreq
āve						4:44	classfreq
āveday						10:82	classfreq
āvekṣ						1:1	classfreq
āveśay						10:55	classfreq
āveṣṭ						1:1	classfreq
āveṣṭay						10:58	classfreq
āvid						2:2|6:3	classfreq
āvij						6:20	classfreq
āviras						2:11	classfreq
āvirbhāvay						10:3	classfreq
āvirbhū						1:53	classfreq
āvirdhā						3:1	classfreq
āviś						6:882	classfreq
āviṣkṛ						8:38	classfreq
āviṣṭ						6:3	classfreq
āvraj						1:68	classfreq
āvraśc						6:6	classfreq
āvyadh						4:83	classfreq
āvye						4:2	classfreq
āvā						2:1	classfreq
āvāhay						10:119	classfreq
āvāpay						10:34	classfreq
āvāray						10:41	classfreq
āvāsay						10:8	classfreq
āvī						2:1	classfreq
āvṛ						5:952|9:10	classfreq
āvṛh						6:3	classfreq
āvṛj						7:9	classfreq
āvṛt						1:189	classfreq
āyaj						1:11	classfreq
āyam						6:567	classfreq
āyas						4:38	classfreq
āyat						1:128	classfreq
āyay						10:4	classfreq
āyodhay						10:3	classfreq
āyojay						10:8	classfreq
āyu						6:3	classfreq
āyudh						4:2	classfreq
āyuj						7:16	classfreq
āyā						2:1081	classfreq
āyāc						1:25	classfreq
āyāmay						10:2	classfreq
āyāsay						10:12	classfreq
āyātay						10:12	classfreq
āñc						1:44	classfreq
āñch				1	āñch	1:6	prefixus+classfreq
āñj						7:11	classfreq
āś						5:5	classfreq
āśay						10:52	classfreq
āśaṁs						2:178	classfreq
āśaṅk						1:65	classfreq
āścotay						10:1	classfreq
āśliṣ						6:51	classfreq
āśodhay						10:1	classfreq
āśram						4:1	classfreq
āśrayībhū						1:1	classfreq
āśri						1:1078	classfreq
āśru						5:9	classfreq
āśrāvay						10:11	classfreq
āśrī						9:1	classfreq
āśuṣ						6:8	classfreq
āśvas						2:72	classfreq
āśvāsay						10:226	classfreq
āśyā						4:10	classfreq
āśyānay						10:3	classfreq
āśās						1:75	classfreq
āśī						1:13	classfreq
āśṛ						9:2	classfreq
āḍhaukay						10:1	classfreq
ībhū	sam-			1	samībhū		prefixus
īh		desire	2	1	īh	1:97	prefixus+semantics+classfreq
īh	sam-			1	samīh		prefixus
īhay						10:1	classfreq
īkṛ	sam-			1	samīkṛ		prefixus
īkṣ		see	9	1	īkṣ	4:325	prefixus+semantics+classfreq
īkṣ	abhisam-			1	abhisamīkṣ		prefixus
īkṣ	abhyud-			1	abhyudīkṣ		prefixus
īkṣ	anv-			1	anvīkṣ		prefixus
īkṣ	apa-	look away					semantics
īkṣ	prasam-			1	prasamīkṣ		prefixus
īkṣ	pratisam-			1	pratisamīkṣ		prefixus
īkṣ	pratyud-			1	pratyudīkṣ		prefixus
īkṣ	sam-	consider		1	samīkṣ		prefixus+semantics
īkṣ	sam-pra-	stare					semantics
īkṣ	samud-			1	samudīkṣ		prefixus
īkṣ	ud-			1	udīkṣ		prefixus
īkṣ	vi-	look					semantics
īkṣay				1	īkṣay	10:11	prefixus+classfreq
īr				1	īr	2:56	prefixus+classfreq
īr	abhyud-			1	abhyudīr		prefixus
īr	pratyud-			1	pratyudīr		prefixus
īr	sam-			1	samīr		prefixus
īr	samabhyud-			1	samabhyudīr		prefixus
īr	samud-			1	samudīr		prefixus
īr	ud-			1	udīr		prefixus
īray				1	īray	10:481	prefixus+classfreq
īray	abhisam-			1	abhisamīray		prefixus
īray	abhyud-			1	abhyudīray		prefixus
īray	sam-			1	samīray		prefixus
īray	samud-			1	samudīray		prefixus
īray	ud-			1	udīray		prefixus
īrṣy				1	īrṣy	1:2	prefixus+classfreq
īrṣy	sam-			1	samīrṣy		prefixus
īç				2	āś		prefixus
īñj				1	āñj		prefixus
īś						2:245	classfreq
īḍ				1	īḍ	2:216	prefixus+classfreq
īḍ	sam-			1	samīḍ		prefixus
īṅkhay						10:8	classfreq
īṣ						1:18	classfreq
īṣ	samud-			1	samudīṣ		prefixus
śabd						1:1	classfreq
śad						1:22	classfreq
śailībhū				1	śailībhū	1:7	prefixus+classfreq
śailīkṛ				1	śailīkṛ	8:2	prefixus+classfreq
śak		to be able to	4			4:1544	semantics+classfreq
śakalībhū				1	śakalībhū	1:6	prefixus+classfreq
śakalīkṛ				1	śakalīkṛ	8:16	prefixus+classfreq
śakalīkṛ	vi-			1	viśakalīkṛ		prefixus
śakulīkṛ				1	śakulīkṛ	8:1	prefixus+classfreq
śalīkṛ	vi-			1	viśalīkṛ		prefixus
śam						1:936	classfreq
śamay				1	śamay	10:237	prefixus+classfreq
śamay	ni-			1	niśamay		prefixus
śamay	pari-			1	pariśamay		prefixus
